,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,042800,16,20,74,51,72,0,43,135,82,8,13,25,0,27,704,53,12,0,19,13,41,405
1,06,012000,0,0,18,15,16,0,0,7,0,18,0,0,0,0,74,0,0,0,0,0,0,49
2,06,012700,0,8,86,54,44,0,26,140,66,56,74,0,0,0,717,44,34,0,0,85,0,343
3,06,013200,0,24,129,72,131,0,13,114,90,30,0,0,18,0,825,32,39,12,12,92,17,555
4,06,013300,8,61,117,122,50,0,38,168,136,0,0,73,5,35,972,31,8,0,30,31,59,684
5,06,013500,0,17,17,82,22,0,17,58,26,0,0,8,0,8,373,35,10,0,17,8,48,236
6,06,015300,0,19,63,43,43,0,19,31,24,4,0,19,0,26,355,12,4,0,4,11,33,281
7,06,016700,0,34,75,110,94,0,0,36,125,0,0,0,0,35,707,0,26,14,18,66,74,613
8,06,020200,0,51,84,193,49,0,48,124,20,0,8,0,0,15,679,18,22,0,0,38,9,459
9,06,020500,0,21,41,67,22,0,10,95,35,0,9,20,0,55,525,40,0,9,12,32,57,350
10,06,021000,0,21,34,119,20,0,0,88,51,0,0,38,0,0,478,37,0,0,0,53,17,353
11,06,023001,38,18,110,116,51,8,32,218,45,26,10,27,0,33,986,54,0,7,55,41,97,546
12,06,035202,0,49,147,71,36,0,10,119,22,0,10,12,0,59,651,16,17,0,0,15,68,479
13,06,042700,19,30,59,58,19,0,12,238,31,18,0,0,16,59,842,76,67,0,68,46,26,328
14,06,060100,0,0,0,0,0,0,14,0,12,0,0,0,0,0,37,0,0,0,0,11,0,23
15,06,031400,27,63,308,105,34,9,11,180,111,8,0,50,0,67,1303,130,10,19,0,44,127,918
16,06,040100,0,9,41,30,9,0,84,90,36,0,9,24,0,39,496,20,16,0,24,48,17,253
17,06,023200,7,10,189,22,24,15,10,98,42,10,7,62,0,77,693,20,3,0,0,29,68,538
18,06,030102,17,31,89,118,70,0,10,149,82,21,7,96,0,25,1084,102,12,0,41,123,91,725
19,06,032700,17,91,288,202,17,0,56,341,153,0,0,16,53,50,1755,60,19,16,67,95,214,1126
20,06,035201,10,63,184,161,37,0,10,299,96,32,9,97,0,32,1346,60,13,34,18,112,79,861
21,06,035400,28,95,150,230,47,0,38,401,34,10,25,67,0,39,1622,45,43,14,31,65,260,987
22,06,015900,42,0,75,15,16,0,54,32,136,0,0,45,10,0,604,45,0,0,33,88,13,388
23,06,016000,22,24,32,57,2,8,9,30,47,9,0,15,0,18,399,36,0,0,16,25,49,277
24,06,010500,8,21,23,14,21,0,13,41,6,7,0,29,0,6,297,25,0,0,9,14,60,194
25,06,011300,0,0,0,41,10,0,10,27,0,0,0,10,0,0,163,0,0,0,10,12,43,116
26,06,015200,0,30,21,68,15,0,104,50,0,0,13,23,0,33,505,18,0,36,12,51,31,272
27,06,017700,0,4,15,14,10,0,0,14,21,0,0,4,0,3,133,0,0,0,17,0,31,102
28,06,022702,15,7,38,69,108,0,4,78,21,0,0,20,0,8,447,0,0,13,0,13,53,337
29,06,022801,13,37,48,80,55,10,0,31,88,0,5,19,10,79,701,26,11,0,17,84,88,588
30,06,023103,0,0,17,23,0,0,0,9,25,0,0,9,0,0,101,0,0,0,0,18,0,92
31,06,025900,0,118,137,35,13,0,7,192,143,20,0,21,0,27,1061,49,25,0,48,72,154,720
32,06,026003,13,67,106,36,54,0,37,184,75,0,7,42,0,5,915,109,7,0,9,39,125,549
33,06,012302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,06,012401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
