,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,012000,0,0,0,0,0,0,0,12,0,0,0,0,11,0,54,0,0,0,14,0,17,17
1,06,012700,0,27,64,40,16,0,56,97,0,0,0,53,0,41,678,76,0,0,80,87,41,369
2,06,013200,14,33,259,86,42,0,14,161,83,0,0,89,0,44,1046,94,0,13,12,47,55,738
3,06,013300,0,73,137,96,47,0,32,182,46,0,0,11,0,61,957,125,19,38,7,34,49,554
4,06,017802,19,161,58,32,48,0,0,16,0,0,0,47,0,85,531,0,0,0,0,26,39,496
5,06,020401,0,39,88,125,60,0,0,25,43,0,0,59,0,79,719,10,0,46,0,78,67,638
6,06,020402,12,22,163,74,20,8,34,121,48,0,13,0,0,0,596,0,0,0,0,0,81,416
7,06,022704,0,127,68,117,22,0,20,57,22,0,0,17,0,44,740,9,0,24,22,110,81,608
8,06,025701,15,47,158,44,39,0,30,145,18,0,0,33,0,126,822,0,0,0,34,0,133,598
9,06,025702,0,32,103,58,24,0,11,139,40,0,0,0,11,10,628,72,51,0,0,0,77,344
10,06,031201,29,82,213,26,0,37,46,134,54,0,0,67,16,154,1223,37,16,0,0,72,240,945
11,06,031202,14,58,80,26,53,0,36,45,20,0,0,101,0,65,568,10,11,0,14,0,35,438
12,06,031301,8,46,159,66,62,0,18,198,18,0,9,27,0,10,861,59,0,0,21,69,91,548
13,06,047701,6,46,101,8,6,0,66,185,33,17,0,9,0,100,698,36,14,0,0,13,58,374
14,06,047702,61,44,102,34,11,4,15,84,41,0,0,12,14,52,734,12,20,42,29,90,67,457
15,06,013500,0,7,37,40,0,0,12,37,34,0,0,30,10,48,398,0,43,11,27,22,40,258
16,06,015300,0,9,82,29,7,0,0,40,6,0,0,0,0,21,282,48,0,0,0,6,34,194
17,06,016700,0,19,182,62,63,0,0,26,28,0,0,31,0,77,615,9,0,0,34,47,37,546
18,06,020200,15,48,135,27,0,0,0,46,69,0,0,47,0,15,560,56,14,0,0,41,47,429
19,06,020500,0,42,108,71,27,0,0,19,89,0,9,34,0,41,536,0,0,0,5,13,78,503
20,06,021000,32,0,57,107,45,0,0,26,49,0,0,88,0,76,735,4,0,14,0,94,143,659
21,06,023001,18,51,152,61,0,0,11,191,23,10,0,66,0,86,766,70,0,0,5,7,15,461
22,06,035202,44,32,137,24,8,0,32,111,38,11,6,0,0,47,671,22,12,0,0,58,89,433
23,06,042700,15,84,70,17,0,0,11,143,26,0,14,47,0,49,675,22,0,0,12,85,80,458
24,06,060100,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
25,06,031400,76,101,130,174,0,0,44,122,136,19,0,60,0,82,1201,30,13,0,0,110,104,897
26,06,040100,13,0,38,47,18,0,0,56,41,0,0,0,0,0,311,50,0,0,0,33,15,192
27,06,023200,0,15,211,34,0,0,0,80,23,0,0,24,0,56,641,80,10,0,0,41,67,471
28,06,030102,16,87,231,127,47,0,0,242,54,0,28,36,0,26,1171,17,0,28,48,88,96,792
29,06,032700,80,139,267,121,45,0,17,215,40,11,12,74,9,103,1447,59,11,0,34,74,136,999
30,06,035201,31,77,139,65,31,0,44,224,16,0,10,29,0,62,1049,65,16,19,32,97,92,608
31,06,035400,0,95,198,89,37,0,72,383,39,25,48,38,0,57,1374,52,13,12,0,81,135,769
32,06,015900,15,10,55,31,0,20,43,78,11,0,0,60,0,0,479,13,21,14,53,13,42,242
33,06,016000,0,67,88,33,0,0,47,50,16,0,6,0,0,16,472,38,15,0,11,34,51,305
34,06,010500,9,48,82,40,34,0,13,21,0,0,0,23,0,42,366,8,16,0,9,10,11,290
35,06,011300,8,0,36,0,20,0,46,80,0,0,0,7,0,0,225,8,0,0,20,0,0,63
36,06,015200,16,44,152,0,4,0,0,84,49,0,0,17,15,0,548,33,0,0,19,27,88,381
37,06,017700,0,14,16,27,0,0,0,6,0,0,0,0,0,18,156,14,22,0,0,30,9,114
38,06,022702,0,66,79,117,47,0,9,24,23,0,0,10,7,9,508,26,0,0,0,47,44,442
39,06,022801,10,0,141,103,55,10,5,30,64,20,7,50,0,101,703,20,0,0,21,28,38,590
40,06,023103,0,46,14,42,0,0,13,23,0,0,0,16,0,0,186,0,0,0,10,0,22,140
41,06,025900,10,113,119,56,59,0,79,161,33,0,0,47,0,76,962,55,13,0,22,32,87,622
42,06,026003,0,81,229,54,3,6,57,164,49,0,0,122,0,85,1006,44,28,0,0,27,57,713
43,06,060502,0,12,82,15,0,0,0,17,6,0,0,0,0,12,168,0,0,21,0,0,3,130
44,06,060700,10,225,161,75,0,14,0,38,21,0,35,91,15,130,1159,26,0,0,24,118,176,1011
45,06,047902,23,66,110,25,51,35,24,151,30,0,0,35,20,51,804,31,0,0,0,48,104,555
46,06,060400,10,0,36,7,2,0,0,37,0,0,0,28,0,8,194,8,0,0,20,12,26,119
47,06,010900,0,38,139,16,27,0,19,62,65,0,0,52,0,14,564,0,0,0,10,15,107,473
48,06,011800,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,0,9
49,06,012100,0,0,0,0,0,12,0,0,0,9,0,16,12,13,89,0,16,0,0,0,11,52
50,06,012800,0,23,368,96,0,0,0,131,40,0,0,12,0,17,885,59,29,7,29,0,74,630
51,06,015500,11,0,17,20,0,0,15,83,0,0,0,0,0,0,214,18,15,0,0,14,21,72
52,06,016100,0,66,47,0,0,0,0,0,0,0,0,0,0,0,214,0,8,0,0,38,55,206
53,06,016300,0,13,62,34,0,0,0,27,13,0,0,44,0,26,375,19,0,14,0,40,83,315
54,06,017601,0,27,32,54,0,0,14,30,0,0,0,59,0,41,304,0,0,0,13,0,34,247
55,06,020100,12,48,109,96,45,0,0,0,0,0,0,0,0,88,606,23,0,0,0,59,126,571
56,06,020600,8,80,99,170,81,0,0,78,128,0,0,82,0,115,1050,11,0,0,11,88,99,942
57,06,020900,0,55,29,18,5,8,13,45,19,0,0,0,0,29,221,0,0,0,0,0,0,163
