,state,tract,H094009,H094005,H094008,H094001,H094007,H094004,H094003,H094006,H094018,H094016,H094017,H094010,H094011,H094012,H094014,H094015,H094019,H094020,H094021,H094022,H094023,HCT047A021,HCT047C020,HCT047H001,HCT047H011,HCT047B020,HCT047C023,HCT047A020,HCT047C019,HCT047F011,HCT047A012,HCT047G021,HCT047A001,HCT047G010,HCT047G009,HCT047I020,HCT047F001,HCT047E022,HCT047E010,HCT047A011,HCT047G023,HCT047F019,HCT047I011,HCT047A023,HCT047I012,HCT047H009,HCT047F009,HCT047F010,HCT047I021,HCT047C011,HCT047A008,HCT047E020,HCT047H022,HCT047A022,HCT047H023,HCT047F022,HCT047B023,HCT047A019,HCT047I009,HCT047G019,HCT047B012,HCT047E001,HCT047G022,HCT047C009,HCT047G008,HCT047I019,HCT047D010,HCT047E023,HCT047G001,HCT047H020,HCT047G012,HCT047A010,HCT047B010,HCT047F023,HCT047E008,HCT047H012,HCT047D023,HCT047E021,HCT047C021,HCT047E019,HCT047C008,HCT047E012,HCT047D011,HCT047G011,HCT047D008,HCT047B009,HCT047C022,HCT047D012,HCT047C012,HCT047H010,HCT047E009,HCT047F020,HCT047A009,HCT047B022,HCT047B019,HCT047I010,HCT047H019,HCT047F021,HCT047G020,HCT047D021,HCT047F012,HCT047I022,HCT047H021,HCT047E011,HCT047I001,HCT047B011,HCT047D009,HCT047C001,HCT047I008,HCT047B008,HCT047F008,HCT047D019,HCT047B021,HCT047D001,HCT047D020,HCT047B001,HCT047I023,HCT047C010,HCT047D022,HCT047H008
59,06,017901,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
60,06,017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,06,0180,0,12,0,26,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,06,0201,0,8,0,27,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
63,06,0202,0,18,0,34,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
64,06,0203,0,14,0,58,0,6,0,12,0,0,0,0,5,0,8,8,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
65,06,0204,14,73,76,657,79,50,73,67,9,29,10,26,74,0,60,17,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,599,0,0,0,12,0,0,74,0,0,74,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,7,0,0,14,0,0,19,0,0,0,0,0,0,0,0,581,0,0,0,43,0,0,0,0,46,0,0,0,0,0,0
66,06,0205,5,41,0,221,13,34,32,7,6,0,0,7,42,0,21,7,0,0,0,6,0,0,0,14,9,0,0,0,0,0,0,0,208,0,0,0,0,0,0,29,0,0,20,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,6,0,0,194,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
67,06,0206,25,82,27,491,37,51,25,24,0,11,10,47,13,0,83,45,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,446,7,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,27,0,0,0,0,0,0,11,16,0,0,0,0,0,0,11,0,0,18,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,40,0,0,0,0,0,0,0,0,425,0,9,0,18,0,0,0,0,27,0,0,0,0,0,9
68,06,0207,24,0,25,145,9,16,0,10,0,0,0,0,30,8,14,0,9,0,0,0,0,0,0,18,14,0,0,0,0,0,8,0,123,0,0,0,0,0,0,17,0,0,9,0,8,0,0,0,0,6,19,0,0,0,0,0,0,9,24,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,111,0,0,6,15,0,0,0,0,16,0,0,0,0,0,4
69,06,0208,0,14,0,34,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
70,06,0209,0,0,0,40,0,8,3,11,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,17,13,0,0,0,0,13,0,0,27,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,06,0210,0,21,27,104,14,0,14,0,0,0,0,8,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,91,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0
