,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E,B25140_004E,B25140_005E,B25140_008E,B25140_009E,B25140_007E,B25140_003E,B25140_001E
151,06,026201,0,37,86,58,62,0,31,83,31,0,0,14,0,39,627,25,39,0,0,81,41,449,86,0,0,0,0,163,968
152,06,026202,6,0,19,78,28,0,33,141,48,15,0,0,0,11,612,25,7,0,0,93,108,385,19,0,0,0,15,30,1036
153,06,026301,0,28,131,37,0,0,63,169,70,10,0,0,0,60,879,101,0,5,22,103,80,509,131,0,9,0,37,171,1424
154,06,026302,23,160,102,46,20,0,19,255,90,0,11,44,0,23,1133,100,16,5,25,151,43,679,94,0,25,0,41,320,1554
155,06,026303,38,20,151,162,11,0,7,154,73,0,0,114,0,14,1069,212,0,18,0,14,81,640,145,0,0,0,11,285,1313
156,06,026401,19,36,92,45,0,0,26,221,61,0,0,0,0,125,812,80,23,0,5,37,42,438,92,0,5,0,5,172,1049
157,06,026402,8,27,121,97,3,0,12,305,84,0,0,0,0,32,900,59,11,47,34,42,18,424,121,0,34,0,81,180,1244
158,06,026403,35,47,47,21,0,0,30,206,74,23,0,12,0,94,785,21,28,0,11,104,32,431,47,0,11,0,34,200,1129
159,06,026404,0,0,40,32,9,0,0,81,23,0,0,9,17,14,368,27,0,0,43,42,31,200,40,0,43,17,43,63,690
160,06,030101,18,12,24,15,0,0,28,109,17,0,0,27,0,0,444,110,0,8,9,34,33,162,24,0,0,0,9,63,2035
161,06,030102,35,20,56,68,39,46,9,169,158,0,0,32,13,21,896,0,0,0,30,105,95,640,56,46,30,13,30,129,2096
162,06,030201,10,82,106,0,33,0,10,62,58,0,0,12,22,26,633,24,14,7,43,44,80,441,106,0,43,22,50,226,2007
163,06,030202,19,15,154,37,36,0,19,68,52,0,0,0,0,0,502,37,0,0,0,37,28,359,154,0,0,0,0,169,1969
164,06,030301,0,0,138,106,47,0,105,367,114,62,0,93,0,51,1446,95,0,0,106,124,38,711,138,0,106,0,168,261,2439
165,06,030302,5,38,124,125,31,9,12,156,100,10,9,12,0,61,977,69,28,12,7,21,148,669,110,9,7,0,38,207,1359
166,06,030400,156,94,221,173,93,0,183,277,221,10,0,67,0,77,1916,90,27,0,31,88,108,1142,221,0,31,0,41,438,2206
167,06,030500,70,10,53,119,22,0,39,102,56,19,0,24,8,30,754,74,0,0,0,70,58,442,53,0,0,8,19,117,1026
168,06,030600,0,34,33,66,74,0,0,127,114,0,5,17,0,34,753,70,0,16,18,85,60,517,33,0,18,0,39,118,885
169,06,030700,27,77,244,181,279,0,54,470,232,70,0,83,0,56,2273,169,17,0,57,136,121,1409,244,0,57,0,127,460,2679
170,06,030800,5,41,116,119,120,0,115,278,125,34,0,28,0,20,1472,51,46,37,92,109,136,814,116,0,92,0,163,205,2010
171,06,030900,94,110,390,152,143,16,131,310,229,16,0,164,0,44,2241,218,16,0,51,70,87,1405,390,16,51,0,67,696,2339
172,06,031000,28,48,69,110,114,0,14,315,101,7,25,20,0,12,1089,72,0,0,19,66,69,609,69,0,19,0,51,149,1512
173,06,031100,0,40,200,139,146,0,55,291,176,0,0,7,0,52,1564,115,0,0,17,237,89,1086,172,0,17,0,17,299,2398
174,06,031201,104,42,89,92,32,0,36,172,39,36,0,63,31,12,947,69,0,8,0,12,110,491,89,0,0,31,44,206,1808
175,06,031202,61,58,66,50,18,0,20,131,35,0,4,9,0,18,564,26,9,0,1,22,36,312,66,0,1,0,5,137,850
176,06,031301,15,99,121,97,27,13,14,184,54,0,0,15,14,263,1208,93,6,0,148,7,38,734,121,13,148,14,148,472,1534
177,06,031302,34,89,95,85,12,0,79,144,78,0,29,57,12,136,1226,77,1,0,22,152,124,828,95,0,22,12,51,377,1725
178,06,031401,10,56,91,26,19,0,0,38,0,0,17,9,0,7,397,23,27,10,0,15,49,272,91,0,0,0,27,156,616
179,06,031402,11,15,198,98,34,0,15,135,154,23,0,0,0,41,1048,45,13,0,5,119,142,801,175,0,5,0,28,228,1232
180,06,032601,0,31,98,71,0,0,52,154,37,37,26,0,0,24,755,62,0,0,12,87,64,412,98,0,12,0,75,144,1799
181,06,032602,0,22,130,64,14,0,13,151,143,13,0,44,0,7,745,63,0,21,0,46,14,484,130,0,0,0,23,203,1490
182,06,032700,0,77,313,210,12,9,43,304,140,0,0,0,11,36,1580,67,9,22,34,64,229,1090,313,9,34,11,56,390,2436
183,06,032801,30,8,99,92,38,0,21,169,56,6,0,13,17,29,830,90,10,11,26,69,46,450,99,0,26,17,32,131,1318
184,06,032802,12,28,84,107,8,0,35,245,71,0,0,10,9,28,999,79,0,28,117,59,79,474,84,0,117,9,145,150,1510
185,06,032901,63,28,42,109,59,14,21,387,87,0,8,31,0,75,1227,23,23,9,46,62,140,647,42,14,46,0,54,176,1617
186,06,032902,9,31,176,72,53,0,45,276,45,18,6,0,15,23,1117,197,0,15,14,37,85,522,160,0,14,15,53,223,1359
187,06,033001,8,55,277,29,44,0,6,234,111,28,21,37,0,0,1058,94,0,0,0,67,47,667,277,0,0,0,49,369,1360
188,06,033002,103,26,39,132,39,0,44,83,156,20,0,47,0,44,924,80,0,11,14,13,73,569,39,0,14,0,45,125,1524
189,06,033100,16,47,210,135,0,8,125,220,63,28,0,30,0,52,1222,83,4,0,30,53,118,716,210,8,30,0,58,316,1415
