,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,011000,0,0,16,47,16,0,52,83,57,0,0,0,0,36,459,41,0,0,0,17,94,283
1,06,015700,35,53,40,72,58,0,0,111,59,0,16,27,0,38,927,15,103,0,0,131,169,647
2,06,016400,10,0,32,40,78,0,0,85,15,0,0,10,0,0,421,49,0,0,0,40,62,277
3,06,016600,16,0,34,18,0,0,14,18,84,10,0,0,0,64,457,15,0,0,0,100,84,384
4,06,017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,06,021400,10,40,120,110,48,0,8,166,73,0,0,27,0,21,864,21,11,0,18,106,85,630
6,06,012000,0,0,17,13,0,0,0,7,0,24,0,0,0,0,77,0,0,0,0,16,0,46
7,06,012700,0,23,133,35,48,0,14,122,48,58,0,0,0,0,604,18,13,0,0,92,0,379
8,06,013200,0,0,171,71,80,0,16,107,79,29,0,14,19,0,811,31,33,11,52,72,26,513
9,06,013300,10,41,114,123,51,0,24,158,124,10,0,95,6,17,948,42,10,0,33,26,64,655
10,06,013500,0,12,18,77,17,0,10,64,50,0,0,8,0,18,377,39,9,0,0,9,46,255
11,06,015300,0,20,61,49,6,0,19,30,21,5,0,19,0,31,305,14,4,0,6,12,8,227
12,06,016700,0,35,76,137,48,0,0,32,181,0,0,0,0,55,719,0,12,17,15,37,74,643
13,06,020200,0,40,96,198,45,0,48,42,22,0,7,0,0,15,553,0,14,0,0,26,0,442
14,06,020500,0,72,31,43,11,0,8,95,53,0,10,20,0,79,530,19,0,0,0,21,68,398
15,06,021000,13,23,15,125,10,0,0,80,63,15,0,30,0,18,463,43,0,0,0,14,14,312
16,06,023001,34,21,181,102,24,0,9,229,50,38,9,29,0,29,1010,73,8,7,41,33,93,562
17,06,035202,0,65,160,55,37,0,10,122,36,0,0,11,0,55,651,15,10,0,0,19,56,494
18,06,042700,21,16,54,74,0,0,13,232,28,18,0,0,20,51,773,71,37,0,71,40,27,290
19,06,060100,0,0,0,0,0,0,9,27,10,0,0,0,0,0,53,0,0,0,0,7,0,17
20,06,031400,41,83,313,94,8,9,19,174,75,0,10,74,0,82,1245,91,0,18,0,39,115,892
21,06,040100,0,9,70,33,19,0,71,102,20,0,0,25,0,32,512,27,16,11,20,39,18,265
22,06,023200,6,10,178,35,20,9,18,90,41,10,7,120,0,41,670,20,5,0,8,20,32,506
23,06,030102,0,60,88,74,78,0,33,130,57,15,22,104,0,58,1101,110,14,0,60,136,62,717
24,06,032700,17,60,256,186,30,0,80,325,156,0,17,40,34,96,1787,44,20,57,53,117,199,1140
25,06,035201,11,40,181,129,41,0,31,290,60,39,45,86,0,47,1345,61,0,45,19,136,84,804
26,06,035400,23,95,121,165,55,0,18,379,73,11,23,48,0,51,1556,32,55,13,45,112,237,957
27,06,015900,82,0,42,26,15,0,22,44,75,0,0,35,9,0,473,44,0,0,18,49,12,254
28,06,016000,22,7,49,46,18,7,15,27,53,7,0,23,0,17,460,31,0,0,48,20,70,310
29,06,010500,9,1,35,15,9,0,11,38,8,11,0,30,0,7,295,21,0,0,10,29,61,195
30,06,011300,0,0,0,36,9,0,12,30,0,0,0,12,0,0,173,0,0,16,9,23,26,106
31,06,015200,0,47,30,32,0,0,114,33,0,0,16,0,0,31,458,22,0,0,14,71,48,259
32,06,017700,0,0,24,14,4,0,0,8,16,0,0,5,0,0,107,0,0,0,12,0,24,87
33,06,022702,12,16,20,43,104,0,6,53,20,0,0,18,0,19,396,0,0,0,0,35,50,325
34,06,022801,10,29,82,70,58,0,0,47,75,0,9,18,0,65,702,40,7,0,30,69,93,559
35,06,023103,0,0,22,23,0,0,8,0,22,0,0,9,0,0,105,0,0,0,0,21,0,97
36,06,025900,0,169,117,60,32,0,29,253,90,16,0,19,0,59,1144,56,10,0,39,68,127,741
37,06,026003,13,71,131,36,39,0,35,133,91,0,8,44,0,5,909,114,7,16,9,62,95,574
38,06,047701,24,88,69,7,0,0,35,197,35,11,0,68,0,0,738,50,0,0,52,9,93,369
39,06,047702,10,68,20,36,17,0,38,143,76,0,11,12,0,58,650,75,0,7,33,30,16,333
40,06,060502,0,27,24,18,5,0,0,23,7,7,0,5,0,23,192,26,0,6,4,17,0,126
41,06,060700,0,81,283,363,98,0,67,111,140,0,15,93,0,97,1808,28,0,0,0,202,230,1587
42,06,047902,9,55,145,30,10,0,34,258,21,0,0,39,10,0,747,29,0,0,0,42,65,407
43,06,060400,8,8,32,8,5,0,13,9,13,0,0,0,0,14,232,16,8,9,38,37,14,131
44,06,010900,19,20,61,36,59,0,0,129,19,0,0,0,0,0,541,40,0,19,20,74,45,314
45,06,011800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
46,06,012100,0,0,0,0,0,0,0,33,13,0,0,17,0,17,142,0,11,0,0,34,17,98
47,06,012800,28,48,66,52,144,0,14,126,58,30,0,0,0,17,780,50,0,11,32,28,76,489
48,06,015500,0,0,51,20,0,0,16,116,0,0,0,0,0,35,379,34,0,0,17,0,90,196
49,06,016100,0,11,27,0,0,0,0,77,0,0,0,24,0,0,219,0,17,0,16,12,35,109
50,06,016300,0,31,37,35,71,0,1,29,47,0,0,32,0,31,412,0,0,0,12,86,0,370
51,06,017601,0,18,0,16,0,0,0,0,44,0,0,45,0,0,231,38,0,0,24,23,23,169
52,06,020100,0,52,102,66,0,11,0,9,33,0,0,73,0,99,585,0,0,43,0,56,41,533
53,06,020600,14,48,163,92,126,10,33,154,57,0,15,0,16,95,1132,31,0,60,18,97,103,791
54,06,020900,0,11,32,29,15,0,0,29,21,0,13,9,0,35,303,10,0,19,0,33,47,232
55,06,021800,19,10,92,132,35,0,40,159,120,28,0,12,0,60,1087,56,30,0,29,79,186,726
56,06,022600,0,20,60,78,51,0,0,4,54,0,0,29,0,68,502,5,0,10,10,47,66,473
57,06,023102,0,69,81,16,18,0,0,83,14,24,0,9,0,26,449,5,0,0,0,49,55,337
58,06,025100,8,70,78,156,77,9,21,181,100,0,0,21,0,28,976,21,0,0,0,66,140,745
59,06,017000,0,55,101,197,36,22,43,189,54,0,0,0,16,62,1258,44,15,0,47,188,189,904
60,06,018000,12,31,61,63,0,0,9,23,56,0,0,32,0,27,545,20,8,9,12,38,144,452
61,06,021500,0,98,180,131,75,0,44,93,79,0,0,17,21,53,1045,0,0,0,0,81,173,887
62,06,026004,13,24,82,102,4,0,13,145,90,0,12,69,0,24,830,24,37,0,27,97,67,559
63,06,030101,0,32,52,60,45,15,16,80,75,47,0,38,0,19,651,0,0,15,31,59,67,462
64,06,033000,55,150,216,73,63,0,37,420,125,19,0,43,0,62,1745,96,15,31,16,58,266,1056
65,06,025403,0,68,51,118,36,0,27,143,78,16,9,43,0,35,797,39,0,7,0,77,50,556
66,06,026401,34,42,103,95,14,0,23,83,43,0,0,36,0,26,756,109,31,11,0,70,36,465
67,06,030202,0,0,57,114,27,0,28,95,87,0,0,34,0,30,567,65,0,0,0,30,0,379
68,06,035300,30,138,233,67,46,0,54,638,71,20,0,83,0,58,1792,102,35,33,0,120,64,880
69,06,047600,32,35,67,56,14,19,93,187,32,0,18,20,0,91,952,95,21,57,0,22,93,449
70,06,010600,0,0,51,17,0,0,0,33,0,35,0,0,0,0,222,10,0,39,7,8,22,98
71,06,061000,31,72,78,87,33,0,32,53,86,10,0,46,16,67,999,103,0,0,20,158,107,734
72,06,020300,0,22,110,74,9,0,10,82,23,0,0,10,0,28,460,4,10,10,10,50,8,334
73,06,020700,0,0,35,90,106,0,0,106,109,0,0,31,0,33,638,0,0,0,0,20,108,532
74,06,020800,0,31,41,94,0,0,0,71,32,0,0,14,0,19,448,16,0,0,0,84,46,361
75,06,015600,7,14,68,26,0,0,45,53,20,0,15,0,0,29,343,30,9,14,0,0,13,170
76,06,010200,54,12,111,93,67,13,38,64,101,42,8,40,0,53,911,70,0,0,93,36,16,542
77,06,010800,18,32,56,32,19,0,31,221,32,18,0,0,0,0,607,0,0,16,33,79,20,270
78,06,015400,16,89,66,47,59,0,12,138,42,11,0,0,0,22,900,65,23,17,63,92,138,555
79,06,010400,40,66,115,41,74,0,76,172,17,0,0,17,0,40,878,56,31,0,55,46,32,448
80,06,025500,16,194,270,328,117,0,59,291,75,20,0,41,16,18,1909,33,0,0,19,282,130,1455
81,06,025600,51,51,126,130,47,0,21,253,64,9,0,52,0,45,1136,129,0,20,9,78,51,644
82,06,025800,0,4,40,66,5,0,14,99,12,0,0,6,0,18,341,21,0,0,0,35,21,207
83,06,026001,15,59,175,117,14,0,50,111,64,10,22,46,0,42,869,41,10,0,11,38,44,599
84,06,045100,12,4,115,101,49,0,13,164,73,0,18,17,0,52,800,87,0,29,18,14,34,459
85,06,045200,62,34,99,41,36,24,0,228,70,0,0,18,0,40,925,14,21,0,0,107,131,600
86,06,026100,68,39,93,101,38,0,38,236,78,13,28,119,0,45,1175,79,18,8,0,91,83,687
87,06,023300,4,50,81,62,32,12,6,28,61,0,0,67,0,66,591,14,4,0,12,34,58,523
88,06,025300,0,44,74,107,59,0,0,186,112,0,0,39,0,39,806,10,0,0,0,64,72,610
89,06,025401,0,29,66,40,77,0,9,37,83,11,0,10,0,38,558,8,0,0,0,61,89,493
90,06,026301,11,11,95,80,9,0,85,214,89,0,0,0,8,37,850,46,8,31,44,50,32,403
91,06,026302,28,24,101,69,27,0,26,137,22,0,8,62,7,101,902,87,10,0,0,68,125,599
92,06,026303,26,20,127,31,60,0,45,193,27,0,0,0,0,50,724,25,11,0,29,26,54,395
93,06,030500,10,29,81,110,20,0,33,116,18,0,0,44,0,22,757,49,11,0,28,61,125,510
94,06,031100,68,76,174,270,104,0,13,178,98,21,0,59,0,113,1633,171,0,0,0,80,208,1182
95,06,021100,13,79,51,86,64,0,52,163,91,0,0,24,0,12,883,43,24,27,0,50,104,561
96,06,021200,21,32,117,53,54,0,12,97,191,0,0,29,0,47,821,24,0,0,18,52,74,649
97,06,021300,14,8,63,100,59,0,11,71,69,0,9,18,0,57,655,51,0,0,9,32,84,490
98,06,010700,0,0,113,0,0,0,0,56,18,17,0,16,0,0,244,13,0,0,11,0,0,147
99,06,016200,0,16,8,74,44,0,0,10,25,0,0,9,0,0,241,0,0,0,0,34,21,231
100,06,016900,0,5,72,68,19,0,0,76,79,0,0,24,0,18,485,23,20,0,0,46,35,366
101,06,025200,32,35,169,111,210,0,0,177,87,0,14,52,0,92,1273,15,18,0,0,100,161,1017
102,06,010100,0,0,15,5,46,0,16,9,19,0,0,0,12,24,202,14,0,0,14,5,23,137
103,06,011200,11,9,18,101,64,10,17,145,21,0,9,32,0,23,605,18,22,38,57,0,10,288
104,06,013400,26,29,60,86,10,0,12,96,202,10,0,0,0,16,773,55,95,0,0,44,32,479
105,06,015100,30,44,63,54,0,0,10,47,0,0,0,0,0,48,430,9,9,0,33,29,54,292
106,06,033100,12,59,269,65,36,0,16,200,100,35,0,20,0,132,1237,48,15,19,59,110,42,833
107,06,040200,0,33,99,47,93,0,20,184,72,0,19,38,0,20,858,46,26,24,0,29,108,539
108,06,011901,24,36,75,32,14,0,31,71,52,11,0,10,18,8,468,12,0,0,9,33,32,292
109,06,011902,0,0,23,12,0,0,0,27,7,0,0,0,0,0,110,22,0,0,0,9,10,61
110,06,012201,0,13,19,31,0,0,0,27,20,0,0,0,0,0,134,0,12,12,0,0,0,83
