,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,026004,0,45,105,87,0,0,7,111,32,0,10,45,0,31,680,19,44,0,11,68,65,478
1,06,030101,0,16,58,88,30,21,15,85,53,36,0,0,0,8,593,18,0,20,18,80,47,401
2,06,033000,53,84,149,61,68,0,67,394,113,0,0,77,0,108,1549,122,16,45,13,61,118,839
3,06,025403,9,107,78,77,17,0,21,99,60,11,10,42,0,41,782,43,8,0,7,91,61,574
4,06,026401,21,70,105,74,0,0,21,102,34,0,7,51,0,55,723,98,21,9,0,16,39,444
5,06,030202,0,0,60,81,25,0,32,97,41,0,0,15,14,49,459,0,0,10,0,35,0,306
6,06,035300,37,85,266,50,33,0,32,652,121,16,0,76,0,51,1777,124,33,15,0,99,87,868
7,06,047600,36,13,22,87,15,0,70,143,11,17,18,14,0,20,673,95,0,0,19,26,67,275
8,06,010600,0,0,64,8,0,0,0,42,0,40,0,0,0,0,236,5,0,31,8,9,29,110
9,06,061000,0,87,86,110,28,0,20,38,44,8,0,31,8,126,934,41,0,0,19,154,134,800
10,06,020300,0,32,114,34,0,0,11,51,39,0,0,40,0,20,475,13,0,10,22,72,17,368
11,06,020700,11,0,81,106,127,0,0,58,110,0,0,21,0,35,666,0,13,0,0,45,59,584
12,06,020800,0,44,10,83,0,0,9,64,58,0,0,14,0,0,414,0,0,0,0,74,58,341
13,06,021100,15,56,54,119,58,0,23,105,106,0,0,66,0,20,832,21,21,0,0,81,87,647
14,06,021200,15,88,130,83,20,0,0,71,119,0,0,49,0,60,754,14,0,0,21,9,75,633
15,06,021300,13,23,35,128,41,0,6,57,102,0,8,54,0,59,702,27,0,0,8,25,116,583
16,06,010700,14,0,62,0,0,0,0,48,0,32,0,13,0,0,200,0,0,17,14,0,0,75
17,06,016200,0,16,43,11,8,0,0,0,17,0,0,12,0,6,166,0,0,0,0,45,8,166
18,06,016900,0,9,54,49,7,0,0,55,60,0,0,29,0,28,390,20,0,0,0,34,45,315
19,06,025200,15,70,112,63,156,0,0,158,196,0,14,78,0,116,1351,35,15,0,0,57,266,1114
20,06,010100,0,0,48,32,35,0,45,27,16,0,0,27,0,52,346,0,0,0,0,9,55,274
21,06,011200,8,0,92,40,54,19,7,115,9,0,9,24,12,29,545,23,10,16,39,30,9,306
22,06,013400,19,40,50,77,39,0,23,99,101,3,0,0,0,13,650,35,59,13,0,34,45,399
23,06,015100,10,17,32,32,0,0,17,48,16,10,0,9,0,48,355,20,0,10,19,38,29,221
24,06,015700,17,26,80,78,28,0,25,48,74,0,20,22,0,37,710,60,0,0,32,76,87,508
25,06,016400,0,0,52,63,29,0,0,49,14,0,0,10,0,9,326,15,35,0,0,29,21,227
26,06,061500,0,177,241,197,303,0,37,220,376,0,52,0,41,214,2729,130,0,70,42,389,240,2137
27,06,015600,0,0,48,45,0,0,10,24,26,0,7,18,0,21,328,43,0,8,8,41,29,228
28,06,010200,60,27,130,19,39,0,15,109,83,0,7,24,0,59,826,48,0,0,107,40,59,480
29,06,010800,0,14,37,35,23,0,38,133,0,19,0,0,17,0,432,14,11,0,14,56,21,186
30,06,033100,12,71,210,103,26,0,24,237,116,25,0,22,0,104,1276,31,34,20,24,108,109,869
31,06,040200,14,15,75,47,30,0,0,131,144,0,0,21,0,26,711,33,0,20,0,19,136,513
32,06,010300,0,9,36,68,28,0,13,109,33,0,0,0,10,17,507,30,29,12,85,0,28,219
33,06,011000,63,0,0,174,19,0,40,53,0,0,0,0,0,28,473,35,15,0,25,11,10,242
34,06,015400,14,35,164,35,50,0,14,52,100,12,0,15,0,15,826,79,26,15,26,25,149,588
35,06,010400,40,89,138,57,76,0,41,132,15,0,0,16,0,78,795,14,12,0,18,41,28,538
36,06,025500,0,246,346,214,52,20,55,141,196,15,0,39,12,21,2005,52,16,0,59,270,251,1655
37,06,025600,33,138,197,80,33,0,15,179,73,8,0,68,0,53,1188,120,6,0,0,116,69,827
38,06,025800,0,40,89,36,0,0,4,61,22,0,0,12,0,21,344,16,0,0,0,24,19,263
39,06,026001,0,59,169,114,0,0,41,68,40,9,36,22,0,72,809,44,18,0,0,70,47,593
40,06,045100,0,0,149,47,13,0,14,110,53,0,18,15,0,16,726,87,0,0,74,12,118,423
41,06,045200,46,62,109,80,26,13,45,172,38,0,11,28,0,93,1011,45,3,0,13,123,104,676
42,06,026100,51,43,110,82,58,0,42,140,57,46,39,54,5,69,1107,88,10,7,30,87,89,649
43,06,023300,12,22,84,54,18,0,6,68,61,5,8,59,0,77,590,18,4,0,6,39,49,463
44,06,025300,0,22,92,102,54,0,18,125,41,0,0,24,0,54,673,0,0,0,0,71,70,530
45,06,025401,9,99,65,12,44,0,9,42,74,4,0,15,0,24,566,37,0,0,0,73,59,465
46,06,026301,18,18,101,71,13,0,74,119,68,0,0,0,9,41,778,56,10,32,44,62,42,416
47,06,026302,46,22,116,50,34,0,25,115,22,0,7,83,0,128,933,118,13,0,9,84,61,600
48,06,026303,0,43,167,28,44,0,22,165,38,0,0,0,6,98,735,45,0,0,9,36,34,488
49,06,030500,12,38,112,126,0,8,38,106,17,0,7,29,0,23,740,65,10,0,20,52,77,482
50,06,031100,64,82,179,165,80,0,0,174,142,31,0,60,0,103,1542,110,18,0,0,60,274,1145
51,06,017802,19,50,64,54,20,0,0,27,13,0,0,41,0,16,464,0,0,0,0,142,18,418
52,06,020401,9,25,129,100,115,0,0,62,58,8,0,51,0,56,897,28,7,45,0,66,138,738
53,06,020402,11,0,62,81,14,17,16,132,31,0,16,0,0,35,618,23,0,0,0,41,139,420
54,06,022704,17,35,92,77,63,0,0,121,100,0,0,24,0,85,817,29,0,0,9,73,92,641
55,06,025701,9,84,142,97,17,0,73,191,54,8,0,14,28,56,1002,74,0,0,27,29,99,592
56,06,025702,0,15,137,44,2,0,0,97,23,0,0,61,0,34,581,45,42,0,5,32,44,392
57,06,031201,10,86,213,34,35,0,14,294,51,8,0,82,13,79,1137,16,17,0,19,63,103,746
58,06,031202,0,16,52,67,27,0,4,72,81,6,0,61,0,71,587,25,5,0,0,21,79,475
59,06,031301,38,10,133,67,35,0,13,138,49,31,0,67,0,119,1040,80,0,0,23,118,119,717
60,06,011901,35,7,67,28,21,0,29,79,27,0,0,0,18,11,359,13,0,0,9,0,15,176
61,06,011902,0,0,22,16,0,0,13,25,0,0,0,0,0,0,101,0,0,0,0,0,25,63
62,06,012201,0,0,0,17,0,0,0,10,14,0,0,0,0,14,110,16,9,8,0,22,0,67
63,06,012202,0,0,0,0,0,0,0,0,9,0,0,0,0,9,37,0,0,0,0,10,9,37
64,06,012301,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
65,06,012302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0
66,06,012401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,06,012402,0,0,0,0,0,0,0,16,102,0,0,0,0,0,202,0,0,0,0,34,50,186
68,06,012501,0,14,15,0,0,0,0,0,0,0,0,11,0,0,73,0,0,14,0,0,19,59
69,06,012502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0
70,06,012601,0,9,25,13,12,0,30,42,16,7,0,0,0,27,217,11,0,0,0,0,25,127
71,06,012602,9,7,36,33,48,0,37,35,34,0,0,18,0,61,377,0,0,0,11,27,21,285
72,06,012901,0,8,25,89,0,0,23,36,51,0,0,20,0,19,378,6,22,0,9,9,61,282
73,06,012902,15,16,140,78,10,18,37,51,9,0,10,9,0,0,550,8,0,0,57,92,0,372
74,06,013101,0,0,81,58,14,0,17,71,28,0,13,45,0,77,457,9,0,0,14,0,30,333
75,06,013102,0,0,85,0,7,0,30,80,27,12,15,19,0,14,338,7,0,0,9,0,33,185
76,06,015801,8,103,54,44,0,0,0,14,18,0,0,0,10,67,446,12,0,0,15,43,58,387
77,06,015802,27,7,42,18,31,0,10,33,16,0,0,12,0,8,256,0,0,9,0,10,33,177
