,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,032802,11,54,110,129,9,0,54,102,15,33,0,86,41,30,921,40,13,27,0,87,80,600
1,06,032901,0,102,254,64,8,22,6,287,10,0,5,63,0,63,1284,148,28,0,0,90,134,810
2,06,032902,13,25,91,141,0,0,14,166,38,6,15,45,0,42,970,131,12,22,37,10,162,554
3,06,033203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,06,033204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,06,042601,9,31,47,45,53,0,0,71,64,0,0,0,0,45,488,54,0,0,0,13,56,354
6,06,042602,0,23,31,0,0,0,11,44,0,0,0,0,0,61,269,17,0,0,0,22,60,197
7,06,047801,6,92,154,43,0,0,46,230,28,16,0,10,0,51,828,41,0,0,0,34,77,489
8,06,047802,15,37,94,49,0,0,28,96,48,0,0,0,0,12,549,22,12,12,0,81,43,364
9,06,061100,28,0,0,0,0,0,0,32,0,0,0,0,0,0,87,0,0,0,18,9,0,9
10,06,061200,9,53,105,24,0,0,21,34,10,0,0,25,0,9,379,36,0,0,0,10,43,279
11,06,061400,18,12,171,50,11,0,0,101,88,0,0,89,0,65,932,48,0,0,0,118,161,765
12,06,980200,0,3,0,0,0,0,4,3,0,0,0,0,0,10,38,9,0,0,0,0,9,22
13,06,980300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,06,980401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,06,980501,0,19,4,19,0,0,0,5,4,0,0,0,0,4,55,0,0,0,0,0,0,50
16,06,980600,0,9,18,35,0,0,6,0,0,0,0,0,0,0,90,5,0,0,0,17,0,79
17,06,980900,0,0,29,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,17,46
18,06,990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,06,011901,14,10,44,29,18,0,0,41,48,0,0,0,0,8,261,0,0,0,0,10,39,206
20,06,011902,0,0,13,0,38,0,6,19,0,0,0,7,0,0,95,0,0,0,0,0,12,70
21,06,012201,0,0,49,14,17,0,0,0,0,0,0,0,0,16,222,15,0,0,0,88,23,207
