,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,010101,0,0,5,0,0,0,0,0,14,0,0,0,9,0,75,8,0,0,39,0,0,19
1,06,010102,0,0,19,10,0,0,0,44,0,0,0,0,0,0,110,0,0,0,12,14,11,54
2,06,010201,0,14,30,72,56,13,0,12,17,41,0,29,0,84,438,16,33,0,7,0,14,329
3,06,010202,12,10,43,30,10,0,26,74,27,0,0,12,0,13,397,41,0,0,75,24,0,169
4,06,010300,0,14,40,29,11,0,0,60,88,0,16,9,0,0,436,15,0,0,13,116,25,332
5,06,010401,42,0,63,11,0,0,35,47,19,0,0,0,0,0,403,67,15,44,44,16,0,109
6,06,010402,23,12,44,50,33,0,16,88,0,0,0,17,0,14,349,0,18,0,14,0,20,190
7,06,010500,0,70,39,27,16,0,16,29,9,17,5,30,0,24,416,25,0,0,9,9,91,315
8,06,010600,0,10,18,13,11,0,8,45,0,0,0,0,0,0,132,20,0,0,7,0,0,52
9,06,010701,0,0,0,0,0,0,0,0,0,0,0,0,26,0,42,16,0,0,0,0,0,0
10,06,010702,0,0,56,0,0,0,0,24,28,0,0,0,0,0,108,0,0,0,0,0,0,84
11,06,010800,32,48,18,12,22,0,16,224,66,12,0,0,0,0,638,18,0,15,75,34,46,246
12,06,010901,0,0,75,0,1,0,10,53,60,0,0,0,28,24,302,29,0,0,0,0,22,182
13,06,010902,0,0,0,14,17,0,0,17,16,0,17,0,0,0,142,0,0,13,0,0,48,95
14,06,011001,0,0,50,62,13,0,10,25,91,0,0,0,0,0,340,47,0,0,0,0,42,258
15,06,011002,31,0,20,38,0,0,0,123,37,0,0,0,30,0,351,15,0,0,0,30,27,152
16,06,011101,0,0,0,20,8,0,0,49,27,0,0,0,0,0,130,26,0,0,0,0,0,55
17,06,011102,26,21,0,0,0,0,0,0,15,0,0,0,0,0,62,0,0,0,0,0,0,36
18,06,011200,0,18,42,59,22,0,21,118,49,0,0,6,0,34,483,0,7,26,61,8,12,250
19,06,011300,0,0,5,20,19,0,11,18,0,0,0,11,0,0,148,10,0,10,8,12,24,91
20,06,011700,0,0,5,8,8,0,0,5,9,0,0,8,0,8,76,6,0,0,0,0,19,65
21,06,011800,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
22,06,011901,8,38,50,28,26,9,0,40,19,8,0,15,0,16,353,16,0,0,0,34,46,281
23,06,011902,0,0,17,0,0,0,0,0,16,0,0,0,0,8,120,45,0,0,10,24,0,65
24,06,012001,0,0,0,0,14,0,0,0,0,0,0,0,0,20,48,0,0,0,0,14,0,48
25,06,012002,0,0,0,0,0,0,0,8,0,148,0,0,0,0,156,0,0,0,0,0,0,0
26,06,012100,0,0,0,0,49,36,0,58,0,0,0,0,0,0,182,0,12,0,0,27,0,112
27,06,012202,0,21,0,27,0,0,0,58,0,0,27,8,0,11,223,0,0,0,0,71,0,138
28,06,012203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,06,012204,0,15,12,16,0,0,0,22,12,0,0,0,0,0,102,0,0,0,25,0,0,55
30,06,012301,0,0,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0
31,06,012302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,06,012403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,06,012404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,06,012405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,06,012406,0,0,25,0,0,0,0,53,0,0,0,11,0,0,124,0,0,0,22,13,0,49
36,06,012502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,06,012503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,06,012504,0,0,0,0,0,0,0,24,0,0,0,0,0,0,57,18,0,0,0,15,0,15
39,06,012601,0,0,11,45,10,0,0,47,39,28,0,27,0,0,291,12,0,0,27,33,12,177
40,06,012602,19,8,79,41,42,0,19,36,89,0,14,0,0,0,490,42,0,0,64,13,24,296
41,06,012700,63,0,72,41,147,20,35,54,101,0,63,0,64,0,790,41,22,0,0,67,0,448
42,06,012801,15,27,0,63,150,0,30,85,44,0,0,0,0,10,523,0,0,0,27,31,41,366
43,06,012802,0,22,47,4,18,0,0,0,21,16,0,0,0,0,240,54,0,0,0,24,34,170
44,06,012901,0,10,22,34,50,0,0,48,51,0,0,17,0,36,303,1,0,0,4,8,22,250
45,06,012902,0,6,61,40,15,0,37,7,55,0,0,27,0,0,338,0,0,0,0,32,58,294
46,06,013001,32,63,0,0,14,0,11,71,0,0,0,0,0,0,257,66,0,0,0,0,0,77
47,06,013002,0,18,16,82,0,0,0,59,51,0,0,65,0,0,329,18,0,0,20,0,0,232
48,06,013101,0,13,43,0,11,0,0,50,55,0,0,0,0,107,459,9,0,0,8,123,40,392
49,06,013102,0,0,107,30,38,0,2,87,21,8,0,34,0,15,418,6,8,0,7,24,31,300
50,06,013200,0,188,158,47,128,0,12,149,53,14,0,69,11,0,960,47,0,0,0,84,0,727
51,06,013300,0,21,109,76,123,0,31,131,102,0,0,62,0,46,894,37,34,0,40,33,49,621
52,06,013401,0,0,18,25,2,0,16,34,54,0,0,0,0,16,225,11,19,0,0,16,14,145
53,06,013402,0,18,73,46,45,0,13,53,33,0,0,0,0,0,367,42,13,0,0,0,31,246
54,06,013500,76,10,26,93,36,0,25,49,19,8,25,16,0,0,471,26,0,0,16,9,37,246
55,06,015100,47,30,94,27,4,0,0,79,7,0,0,0,0,26,502,12,24,0,33,40,79,307
56,06,015201,0,0,0,57,0,0,0,0,0,0,17,33,0,0,151,0,0,0,0,44,0,134
57,06,015202,0,6,19,19,14,0,23,86,0,0,0,0,0,12,367,27,0,29,86,35,11,116
58,06,015300,8,13,82,18,27,0,0,43,15,7,16,20,0,21,323,18,0,0,0,5,30,231
59,06,015401,0,49,48,24,18,0,28,144,13,0,0,15,63,0,623,0,9,0,54,66,92,325
60,06,015402,0,44,7,43,23,0,0,92,33,26,22,0,0,0,412,27,0,0,0,26,69,245
