,state,tract,B25091_017E,B25091_010E,B25091_011E,B25091_005E,B25091_003E,B25091_012E,B25091_016E,B25091_014E,B25091_004E,B25091_021E,B25091_020E,B25091_009E,B25091_023E,B25091_008E,B25091_001E,B25091_015E,B25091_018E,B25091_019E,B25091_022E,B25091_007E,B25091_006E,B25091_002E
0,06,042800,16,58,67,33,62,0,36,117,90,7,15,21,0,26,671,41,12,0,17,17,36,410
1,06,026404,5,32,65,41,26,0,0,52,27,0,0,25,9,22,407,25,0,0,7,30,41,309
2,06,030600,15,26,46,118,29,0,6,147,58,0,5,25,0,35,749,53,7,24,6,70,79,486
3,06,031000,16,68,82,125,90,0,29,168,82,0,0,37,0,40,1086,90,0,0,39,88,132,744
4,06,033201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,06,011100,0,25,0,14,16,0,0,73,30,0,0,0,0,0,206,48,0,0,0,0,0,85
6,06,011700,0,0,4,9,7,0,0,3,9,0,0,11,0,8,69,6,0,0,0,0,12,60
7,06,016600,0,0,99,48,29,0,16,46,44,9,0,0,0,64,535,0,0,0,0,78,102,464
8,06,017902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,06,021400,0,6,88,90,44,0,0,166,73,0,0,32,0,18,789,55,16,0,23,108,70,529
10,06,021700,17,39,112,237,42,0,19,240,87,25,0,25,11,106,1311,43,0,0,26,123,159,930
11,06,022802,14,0,7,44,14,0,6,14,36,0,0,5,0,0,191,7,0,0,0,36,8,150
12,06,022901,0,54,10,13,9,0,2,47,9,0,0,0,20,24,329,30,0,0,5,32,74,225
13,06,022902,0,21,26,34,33,0,15,59,18,0,0,28,0,56,334,5,0,0,0,6,33,255
14,06,022903,7,9,89,48,8,10,9,89,17,9,0,19,0,26,401,0,5,0,0,16,40,282
15,06,023003,31,36,162,31,10,5,5,270,54,21,0,0,2,54,1009,13,22,0,4,109,180,641
16,06,026403,28,52,68,0,16,0,10,170,30,24,0,0,11,19,574,39,0,0,0,76,31,292
17,06,030201,0,54,22,43,70,0,19,110,54,0,0,32,0,9,571,62,9,21,0,46,20,350
18,06,030302,16,58,114,174,58,9,17,284,99,9,0,36,0,42,1095,38,0,0,8,52,81,723
19,06,015600,18,10,49,31,30,0,37,82,18,0,11,0,0,35,390,24,21,10,0,0,14,187
20,06,010200,43,35,54,116,71,13,42,111,67,48,0,45,0,31,967,52,38,0,106,64,31,527
21,06,010800,18,64,24,16,22,0,36,154,32,23,0,0,0,0,589,21,0,16,80,34,49,241
22,06,033100,8,36,260,49,37,0,40,279,25,43,0,22,0,135,1202,69,15,10,46,63,65,692
23,06,040200,0,28,45,104,94,0,86,224,164,0,16,38,0,56,1026,29,13,0,0,50,79,658
