,Category,Attribute,2024_Outer Mission,2024_San Francisco,2023_Outer Mission,2023_San Francisco,2022_Outer Mission,2022_San Francisco,2021_Outer Mission,2021_San Francisco,2020_Outer Mission,2020_San Francisco,2019_Outer Mission,2019_San Francisco,2018_Outer Mission,2018_San Francisco,2017_Outer Mission,2017_San Francisco,2016_Outer Mission,2016_San Francisco,2015_Outer Mission,2015_San Francisco,2014_Outer Mission,2014_San Francisco,2013_Outer Mission,2013_San Francisco,2012_Outer Mission,2012_San Francisco,2011_Outer Mission,2011_San Francisco,2010_Outer Mission,2010_San Francisco,2000_Outer Mission,2000_San Francisco
49,Households,Family Households,0.7909842458274841,0.4629277618913811,0.7658730158730159,0.4678741837925105,0.7601581027667984,0.4703304028998791,0.7372262773722628,0.4719280924304026,0.5197196870925684,0.4723127316858534,0.7416359616801769,0.479277241058859,0.5732020547945206,0.478662290843646,0.7265659380959366,0.4702044464305664,0.7613180941071693,0.4642084744715392,0.7542448614834674,0.4581213162925523,0.7581509260676565,0.4576034099950309,0.7477035159961989,0.4539077458659704,0.7180075372767492,0.4499820682113482,0.7024875621890547,0.4474618425143229,0.7199042407660738,0.4473728166459864,0.7557587480218041,0.4462210095497954
50,Households,Households,6411.0,362994.0,6300.0,361734.0,6325.0,360015.0,6576.0,360574.0,6136.0,347723.0,6785.0,361559.0,4672.0,358942.0,6817.0,358040.0,6737.0,356034.0,6714.0,352566.0,6533.0,348153.0,6314.0,344700.0,6103.0,340178.0,6030.0,337745.0,5848.0,335264.0,5687.0,329850.0
51,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.5298705350179379,0.3636754326517794,0.5331746031746032,0.3620035716852715,0.5029249011857707,0.3581128564087607,0.5177919708029197,0.3537359876197396,0.1135919165580182,0.3558723466667433,0.5298452468680914,0.3504075406780083,0.3279109589041096,0.3465239509447209,0.4900982837025084,0.3435649648084013,0.4763247736381178,0.3372374548498177,0.4526362823949955,0.3331659887794058,0.4740547987142201,0.3313887859647913,0.4827367754197022,0.3244067304902814,0.4707520891364902,0.3196943952871732,0.4588723051409618,0.3131090023538468,0.4581053351573187,0.3084285816550539,0.5289256198347108,0.3122601182355616
52,Households,"Households with Children, % of Total",0.3610981126189362,0.1813693890257139,0.3526984126984127,0.1835188287526193,0.3324901185770751,0.1840395539074761,0.3082420924574209,0.1862308430447009,0.1613428943937418,0.1853199241925325,0.2767870302137067,0.1872280872554687,0.2731164383561644,0.1872252341603936,0.2926507261258618,0.1849988828063903,0.3258126762654,0.1852800575225961,0.3361632409889782,0.1858971086264699,0.3676718199908159,0.1885119473334999,0.3645866328793158,0.1874963736582535,0.3821071604129117,0.1873430968492965,0.3832504145936982,0.1865963966898103,0.3804719562243502,0.1864709601985301,0.3019166520133638,0.1723874488403819
53,Households,Living in Group Quarters,171.0,26112.0,195.0,24801.0,228.0,23183.0,185.0,19002.0,251.0,19758.0,203.0,20176.0,1018.0,99313.0,896.0,100859.0,795.0,101563.0,713.0,101403.0,678.0,99865.0,733.0,98556.0,737.0,97294.0,0.0,0.0,0.0,0.0,104.0,19742.0
54,Households,Non-Family Households,0.209015754172516,0.5370722381086189,0.2341269841269841,0.5321258162074894,0.2398418972332015,0.5296695971001208,0.2627737226277372,0.5280719075695973,0.4802803129074315,0.5276872683141466,0.2583640383198231,0.520722758941141,0.4267979452054795,0.5213377091563539,0.2734340619040634,0.5297955535694335,0.2386819058928306,0.5357915255284608,0.2457551385165326,0.5418786837074476,0.2418490739323434,0.5423965900049691,0.252296484003801,0.5460922541340296,0.2819924627232508,0.5500179317886518,0.2975124378109453,0.552538157485677,0.2800957592339261,0.5526271833540135,0.2442412519781958,0.5537789904502046
55,Households,"Single Person Households, % of Total",0.129153018249883,0.3880752849909364,0.1452380952380952,0.3795468493423344,0.1460869565217391,0.370431787564407,0.1383819951338199,0.3656974712541669,0.2702086049543676,0.3628462885687745,0.1504789977892409,0.3559889257354954,0.2866010273972603,0.3597628586233987,0.1576940002933841,0.3665847391352921,0.1442778684874573,0.3708775004634388,0.1616026213881441,0.3779462568710539,0.1647022807286086,0.3823635011043995,0.1602787456445993,0.3869567740063823,0.1853186957234147,0.3940848614548853,0.1870646766169154,0.4006306533035278,0.1672366621067031,0.4016058986351055,0.1712678037629681,0.3861755343337881
56,Housing,Median Year Moved In Owner,2006.599423631124,2007.6477461846248,2004.771844660194,2006.3591026631293,2003.364116094987,2005.251952191235,2007.0711331679076,2005.4737919483905,2010.708401976936,2003.1260388697096,2008.536780772032,2007.0089461238213,2001.9056603773583,2001.7370067504528,2000.790909090909,2009.146091310434,1997.2570093457944,2000.187938712356,1995.2798165137613,1999.6412538848176,1999.7270916334664,2000.6779985725557,1993.3669548511048,1997.5284754672896,1992.2666666666669,1997.1416645945085,1997.4780876494024,1993.848383462497,1993.004424778761,1995.6842698438252,1984.9311926605503,1987.6388952189964
57,Housing,Median Year Moved In Renter,2013.9745547073792,2015.9938834595152,2014.200250312891,2016.5115832671431,2012.9700103412615,2014.5253318985476,2013.1245644599303,2011.535989556136,2016.166878980892,2013.023803462322,2013.7359154929577,2012.8029277571784,2009.0776699029127,2011.2591798383655,2010.699279093718,2014.2607703428332,2008.1655034895316,2010.163989518698,2007.2186346863468,2008.6635687491075,2010.1523656776264,2010.36722362394,2004.310861423221,2005.421611492817,2004.048931771192,2004.352184865961,2005.1127241673785,2005.622983870968,2003.4430894308944,2004.8217412659092,1996.6109785202864,1996.148247771288
58,Housing,Median Year Structure Built,1939.0,1945.566896353718,1940.4419889502765,1945.1754582655976,1939.0,1944.5780497258984,1939.0,1944.236438679245,2012.8575393154483,1945.37322767794,1939.0,1943.4359038418831,1939.0,1942.3594918609767,1939.0,1942.047870171528,1939.0,1941.6269704596637,1939.0,1941.7023507482008,1940.0,1949.2994290710835,1939.0,1941.2592200959407,1939.0,1941.074692243788,1939.0,1948.3707559981888,1939.0,1939.0,1941.3453478625315,1940.100117657312
59,Housing,"Overcrowding, Renter Occupied Housing",0.2621981271562346,0.0734325271237664,0.2053152683689421,0.0787509157344527,0.2119170984455958,0.0820756891618869,0.1664240659873847,0.082845229599508,0.0534441805225653,0.0810068776808164,0.1602023608768971,0.0811220554467032,0.1426523297491039,0.0790011969201636,0.1565656565656565,0.0744354303381849,0.1909328683522232,0.0737345626872705,0.1869200176756517,0.0743386762815936,0.1925722145804676,0.0740940461031634,0.1742535487028879,0.0721038566434206,0.17168818747011,0.0716439754459395,0.1353350739773716,0.0702590000517717,0.1149110807113543,0.06915216052771,0.3176218532404927,0.1382092963593535
60,Housing,Owner Occupied,0.6835127125253471,0.3819677460233502,0.6953968253968253,0.38490990617415,0.6948616600790514,0.3854506062247406,0.6865875912408759,0.3820935508383855,0.3138852672750978,0.3778035965409248,0.6504053058216654,0.3760741677015369,0.4028253424657534,0.3762000546049222,0.6514595863282969,0.3730784269913976,0.6594923556479145,0.3682007898122089,0.6629431039618707,0.3643856753061838,0.6661564365528854,0.366143620764434,0.6764333227747862,0.3660226283724978,0.6573816155988857,0.3693095967405299,0.618905472636816,0.3709129668832995,0.625,0.3750924644459292,0.671360675937335,0.3497573551713679
61,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,1322.0,82164.0,1307.0,77998.0,1365.0,73992.0,1472.0,73349.0,4008.0,69953.0,1568.0,70573.0,812.0,68451.0,1672.0,67616.0,1572.0,65448.0,1606.0,65701.0,1775.0,114951.0,1662.0,114749.0,1717.0,113799.0,1847.0,113725.0,1984.0,111672.0,1122.0,42099.0
62,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,707.0,141862.0,612.0,144178.0,565.0,146950.0,589.0,149184.0,202.0,146145.0,804.0,154965.0,1978.0,155386.0,704.0,156751.0,722.0,159388.0,657.0,158259.0,335.0,90725.0,323.0,89862.0,315.0,88408.0,387.0,87105.0,191.0,88150.0,745.0,172030.0
63,Housing,Renter Occupied,0.3164872874746529,0.6180322539766497,0.3046031746031746,0.6150900938258499,0.3051383399209486,0.6145493937752594,0.3134124087591241,0.6179064491616145,0.6861147327249022,0.6221964034590752,0.3495946941783345,0.623925832298463,0.5971746575342466,0.6237999453950778,0.3485404136717031,0.6269215730086024,0.3405076443520855,0.6317992101877911,0.3370568960381292,0.6356143246938162,0.3338435634471146,0.6338563792355659,0.3235666772252138,0.6339773716275022,0.3426183844011142,0.63069040325947,0.381094527363184,0.6290870331167004,0.375,0.6249075355540709,0.328639324062665,0.6502426448286321
64,Housing,Total Number of Units,6793.0,413571.0,6668.0,410552.0,6683.0,407284.0,6824.0,403943.0,7714.0,382814.0,6923.0,396851.0,5028.0,393098.0,6933.0,389511.0,6861.0,385944.0,6839.0,382915.0,6686.0,379773.0,6541.0,377499.0,6356.0,375132.0,6290.0,374229.0,6168.0,371781.0,5845.0,346527.0
65,Housing,Total Vacant Units,382.0,50577.0,368.0,48818.0,358.0,47269.0,248.0,43369.0,1578.0,35091.0,138.0,35292.0,356.0,34156.0,116.0,31471.0,124.0,29910.0,125.0,30349.0,153.0,31620.0,227.0,32799.0,253.0,34954.0,260.0,36484.0,320.0,36517.0,164.0,16827.0
66,Housing,Vacancy Rate,0.0562343588988664,0.1222933909776072,0.0551889622075584,0.1189082016407178,0.0535687565464611,0.1160590644366093,0.0363423212192262,0.1073641578143451,0.2045631319678506,0.0916659265335123,0.0199335548172757,0.0889301022298041,0.0708035003977724,0.0868892744302947,0.0167315736333477,0.0807961777716162,0.0180731671767963,0.077498289907344,0.0182775259540868,0.0792577987281772,0.0228836374513909,0.0832602633678539,0.0347041736737501,0.0868849983708566,0.03980490874764,0.0931778680571105,0.0413354531001589,0.0974911083855072,0.0518806744487678,0.0982218026203598,0.0280581693755346,0.0485589867456215
67,Housing Prices,Contract Rent 100 to 149,0.0,735.0,0.0,669.0,0.0,561.0,0.0,710.0,0.0,848.0,0.0,795.0,0.0,762.0,0.0,965.0,0.0,1047.0,0.0,1198.0,0.0,1115.0,0.0,1235.0,0.0,1291.0,0.0,1188.0,0.0,1189.0,5.0,2218.0
68,Housing Prices,Contract Rent 1000 to 1249,186.0,12360.0,288.0,12735.0,329.0,13883.0,335.0,15685.0,349.0,16005.0,475.0,17491.0,259.0,18314.0,292.0,20972.0,337.0,22300.0,369.0,23989.0,424.0,24438.0,480.0,25594.0,451.0,25189.0,527.0,26334.0,452.0,27887.0,436.0,29768.0
69,Housing Prices,Contract Rent 1250 to 1499,126.0,11850.0,136.0,12425.0,145.0,13053.0,128.0,15334.0,179.0,14963.0,145.0,17640.0,271.0,19616.0,367.0,19477.0,346.0,21110.0,350.0,22981.0,377.0,23214.0,172.0,23799.0,188.0,25427.0,189.0,25043.0,280.0,24253.0,216.0,17994.0
70,Housing Prices,Contract Rent 150 to 199,0.0,1248.0,0.0,1131.0,0.0,1144.0,0.0,1263.0,0.0,1219.0,0.0,1059.0,0.0,880.0,0.0,811.0,0.0,898.0,0.0,1082.0,0.0,1157.0,0.0,1037.0,0.0,988.0,0.0,959.0,0.0,834.0,50.0,6640.0
71,Housing Prices,Contract Rent 1500 to 1999,485.0,27125.0,264.0,27134.0,259.0,28583.0,447.0,31884.0,435.0,31616.0,433.0,34159.0,549.0,35576.0,366.0,38851.0,375.0,42047.0,373.0,43104.0,394.0,44214.0,404.0,44733.0,381.0,43113.0,490.0,43130.0,492.0,40401.0,182.0,23743.0
72,Housing Prices,Contract Rent 200 to 249,0.0,1262.0,0.0,1483.0,0.0,2141.0,0.0,2304.0,185.0,3011.0,15.0,3326.0,0.0,3487.0,9.0,3469.0,16.0,3989.0,22.0,3926.0,23.0,3442.0,21.0,4052.0,10.0,4233.0,3.0,3905.0,0.0,4157.0,0.0,4167.0
73,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",258.0,30319.0,325.0,29598.0,331.0,30033.0,288.0,28406.0,214.0,27086.0,224.0,29234.0,484.0,29473.0,224.0,28761.0,289.0,28746.0,348.0,28844.0,456.0,60838.0,440.0,54800.0,433.0,49997.0,274.0,43369.0,253.0,38455.0,52.0,14053.0
74,Housing Prices,Contract Rent 250 to 299,7.0,2653.0,7.0,3199.0,36.0,4040.0,39.0,6816.0,0.0,6796.0,10.0,6530.0,0.0,6214.0,9.0,6238.0,8.0,5584.0,8.0,5431.0,65.0,5289.0,53.0,4617.0,35.0,4912.0,35.0,5107.0,31.0,4943.0,0.0,3338.0
75,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),235.0,22846.0,218.0,23891.0,144.0,23653.0,114.0,24685.0,534.0,24242.0,258.0,25265.0,293.0,24192.0,299.0,22868.0,238.0,20913.0,184.0,17655.0,92.0,5684.0,83.0,5764.0,85.0,5769.0,105.0,5919.0,81.0,6063.0,,
76,Housing Prices,Contract Rent 300 to 349,10.0,5250.0,0.0,5449.0,0.0,5715.0,0.0,3379.0,0.0,3005.0,9.0,2602.0,30.0,2405.0,9.0,2698.0,0.0,2768.0,0.0,2640.0,0.0,2310.0,0.0,2483.0,0.0,2392.0,0.0,2351.0,0.0,3015.0,13.0,5346.0
77,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),50.0,23443.0,25.0,21301.0,55.0,21499.0,70.0,22343.0,617.0,21710.0,138.0,21726.0,199.0,19059.0,100.0,16228.0,67.0,13638.0,50.0,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
78,Housing Prices,Contract Rent 350 to 399,0.0,2168.0,0.0,2685.0,0.0,1786.0,0.0,1491.0,112.0,1795.0,0.0,2458.0,0.0,2398.0,23.0,2479.0,24.0,2277.0,36.0,2357.0,38.0,2308.0,16.0,2073.0,14.0,2135.0,15.0,2003.0,0.0,1992.0,13.0,5235.0
79,Housing Prices,Contract Rent 3500 or more (ACS2015-),177.0,54106.0,154.0,51935.0,196.0,46454.0,273.0,35189.0,1218.0,27172.0,169.0,21699.0,131.0,17755.0,95.0,14008.0,62.0,10639.0,16.0,8074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
80,Housing Prices,Contract Rent 400 to 449,40.0,1585.0,37.0,1400.0,0.0,1212.0,0.0,2155.0,0.0,2320.0,121.0,2476.0,54.0,3090.0,131.0,4110.0,125.0,4150.0,55.0,4019.0,9.0,4073.0,0.0,3501.0,0.0,3185.0,0.0,3064.0,8.0,3259.0,9.0,5503.0
81,Housing Prices,Contract Rent 500 to 549,0.0,1258.0,0.0,1460.0,0.0,1687.0,0.0,2081.0,217.0,2161.0,0.0,2627.0,7.0,2418.0,0.0,2233.0,8.0,2209.0,0.0,2307.0,0.0,2353.0,11.0,2688.0,21.0,3496.0,27.0,4026.0,21.0,4323.0,28.0,5711.0
82,Housing Prices,Contract Rent 550 to 599,72.0,2419.0,75.0,2363.0,0.0,1747.0,11.0,2690.0,0.0,3590.0,22.0,4301.0,64.0,4313.0,8.0,4226.0,0.0,4420.0,0.0,4412.0,0.0,4282.0,72.0,4787.0,79.0,5226.0,108.0,4891.0,75.0,4718.0,48.0,8537.0
83,Housing Prices,Contract Rent 600 to 649,0.0,1843.0,0.0,2304.0,14.0,2531.0,0.0,2173.0,0.0,1783.0,0.0,2201.0,37.0,2096.0,0.0,2260.0,0.0,2602.0,0.0,2951.0,0.0,2960.0,36.0,3458.0,34.0,3042.0,0.0,3149.0,0.0,3226.0,45.0,6972.0
84,Housing Prices,Contract Rent 650 to 699,0.0,1902.0,0.0,1485.0,0.0,1653.0,0.0,2130.0,0.0,2732.0,0.0,3097.0,11.0,3068.0,0.0,3347.0,0.0,3600.0,0.0,3924.0,0.0,3730.0,0.0,3853.0,77.0,4307.0,83.0,4354.0,115.0,4837.0,74.0,9456.0
85,Housing Prices,Contract Rent 700 to 749,0.0,1346.0,0.0,1294.0,0.0,1477.0,0.0,1778.0,27.0,1317.0,0.0,1934.0,15.0,2353.0,0.0,2499.0,0.0,2715.0,0.0,2941.0,0.0,3324.0,15.0,3669.0,0.0,3191.0,68.0,3798.0,27.0,3340.0,45.0,8024.0
86,Housing Prices,Contract Rent 750 to 749,9.0,1231.0,8.0,1843.0,0.0,2128.0,21.0,1856.0,0.0,2719.0,0.0,3140.0,82.0,2883.0,0.0,3171.0,19.0,3493.0,35.0,3794.0,23.0,3669.0,9.0,3703.0,15.0,4732.0,10.0,4357.0,8.0,5126.0,123.0,8938.0
87,Housing Prices,Contract Rent 750 to 799,0.0,1971.0,0.0,1628.0,50.0,1410.0,0.0,2216.0,0.0,1943.0,0.0,2186.0,57.0,2598.0,43.0,2683.0,24.0,3147.0,40.0,2939.0,10.0,3463.0,9.0,3307.0,0.0,2749.0,28.0,3763.0,57.0,4187.0,63.0,8550.0
88,Housing Prices,Contract Rent 800 to 899,52.0,3330.0,54.0,3236.0,40.0,3578.0,90.0,5227.0,0.0,6009.0,77.0,6448.0,111.0,6990.0,121.0,8196.0,120.0,8259.0,124.0,8930.0,144.0,9029.0,119.0,9095.0,138.0,8873.0,184.0,10206.0,85.0,10955.0,168.0,18041.0
89,Housing Prices,Contract Rent 900 to 999,123.0,4376.0,104.0,4635.0,97.0,5326.0,83.0,5184.0,48.0,6380.0,166.0,7088.0,79.0,7599.0,184.0,7175.0,148.0,7452.0,130.0,8051.0,126.0,8357.0,103.0,8953.0,130.0,9207.0,137.0,10760.0,193.0,11497.0,223.0,16283.0
90,Housing Prices,Contract Rent Less than 100,0.0,1142.0,0.0,951.0,0.0,653.0,0.0,705.0,44.0,907.0,0.0,903.0,0.0,1057.0,0.0,1232.0,0.0,1465.0,0.0,1505.0,0.0,1430.0,0.0,1331.0,0.0,1093.0,15.0,795.0,15.0,852.0,25.0,1385.0
91,Housing Prices,Contract Rent Total,2029.0,224342.0,1919.0,222499.0,1930.0,221247.0,2061.0,222801.0,4210.0,216352.0,2372.0,225586.0,2790.0,223908.0,2376.0,224463.0,2294.0,224942.0,2263.0,224096.0,2181.0,220679.0,2043.0,218532.0,2091.0,214547.0,2298.0,212471.0,2193.0,209509.0,1867.0,214198.0
92,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),199.0,6574.0,224.0,6265.0,234.0,5300.0,162.0,5117.0,31.0,5023.0,110.0,5201.0,57.0,5312.0,96.0,5506.0,88.0,5474.0,123.0,5665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4296.0
93,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",235.0,22846.0,218.0,23891.0,144.0,23653.0,114.0,24685.0,534.0,24242.0,258.0,25265.0,293.0,24192.0,299.0,22868.0,238.0,20913.0,184.0,17655.0,92.0,5684.0,83.0,5764.0,85.0,5769.0,105.0,5919.0,81.0,6063.0,49.0,4296.0
94,Housing Prices,Contract Rent Total With cash Rent,1830.0,217768.0,1695.0,216234.0,1696.0,215947.0,1899.0,217684.0,4179.0,211329.0,2262.0,220385.0,2733.0,218596.0,2280.0,218957.0,2206.0,219468.0,2140.0,218431.0,2089.0,214995.0,1960.0,212768.0,2006.0,208778.0,2193.0,206552.0,2112.0,203446.0,1818.0,209902.0
95,Housing Prices,Extremely Rent Burdened,0.2479053721044849,0.188364193953874,0.2089630015633142,0.1762300055281147,0.2025906735751295,0.1729740968239117,0.2154294032023289,0.1710943846751136,0.1175771971496437,0.1711285312823546,0.2457841483979763,0.1712694936742528,0.2562724014336917,0.1823114850742269,0.308080808080808,0.189639272396787,0.3034001743679163,0.2033368601683989,0.3300927971718957,0.2083660574039697,0.2952773956900504,0.2156344736019285,0.255017131669114,0.2184851646440795,0.2324246771879483,0.221047136524864,0.2428198433420365,0.2104240108061806,0.2143182854537163,0.2075137583588294,0.1671130155329405,0.1636709959943603
96,Housing Prices,Home Value 10000 to 14999 ,0.0,212.0,10.0,183.0,6.0,205.0,7.0,175.0,0.0,144.0,7.0,79.0,0.0,98.0,0.0,82.0,0.0,59.0,0.0,74.0,0.0,76.0,0.0,71.0,0.0,59.0,0.0,74.0,0.0,45.0,0.0,62.0
97,Housing Prices,Home Value 100000 to 124999,29.0,786.0,70.0,984.0,64.0,893.0,58.0,644.0,0.0,582.0,0.0,462.0,11.0,422.0,0.0,524.0,0.0,482.0,0.0,477.0,0.0,560.0,0.0,706.0,0.0,668.0,2.0,667.0,4.0,726.0,19.0,663.0
98,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",2187.0,44558.0,2033.0,46265.0,1968.0,46445.0,2035.0,43297.0,437.0,41084.0,1058.0,37869.0,299.0,33886.0,445.0,29448.0,173.0,25127.0,119.0,20784.0,115.0,33662.0,106.0,30888.0,127.0,30973.0,136.0,32270.0,100.0,33403.0,0.0,9895.0
99,Housing Prices,Home Value 125000 to 149999,67.0,376.0,23.0,182.0,0.0,99.0,14.0,153.0,0.0,98.0,0.0,59.0,0.0,74.0,0.0,102.0,0.0,122.0,0.0,166.0,0.0,211.0,0.0,247.0,0.0,189.0,0.0,159.0,0.0,149.0,46.0,708.0
100,Housing Prices,Home Value 15000 to 19999 ,0.0,71.0,0.0,103.0,0.0,88.0,0.0,54.0,0.0,89.0,0.0,49.0,0.0,54.0,0.0,51.0,0.0,46.0,0.0,29.0,0.0,187.0,0.0,159.0,0.0,198.0,0.0,191.0,0.0,158.0,5.0,117.0
101,Housing Prices,Home Value 150000 to 174999,20.0,434.0,35.0,319.0,20.0,333.0,0.0,265.0,0.0,197.0,0.0,307.0,0.0,463.0,0.0,490.0,0.0,440.0,0.0,438.0,11.0,484.0,27.0,485.0,30.0,405.0,33.0,503.0,28.0,536.0,32.0,1269.0
102,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),1057.0,29091.0,1056.0,28389.0,917.0,28361.0,355.0,24715.0,465.0,20876.0,253.0,19365.0,41.0,15807.0,42.0,12388.0,25.0,9489.0,11.0,7792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
103,Housing Prices,Home Value 175000 to 199999,0.0,106.0,0.0,160.0,0.0,84.0,0.0,59.0,0.0,50.0,7.0,104.0,0.0,184.0,6.0,187.0,14.0,288.0,18.0,337.0,18.0,418.0,12.0,309.0,27.0,401.0,28.0,318.0,42.0,361.0,70.0,2042.0
104,Housing Prices,Home Value 20000 to 24999 ,0.0,103.0,0.0,76.0,0.0,8.0,0.0,28.0,0.0,47.0,0.0,25.0,0.0,18.0,0.0,39.0,0.0,37.0,0.0,23.0,0.0,26.0,0.0,29.0,0.0,139.0,0.0,143.0,0.0,142.0,12.0,411.0
105,Housing Prices,Home Value 200000 to 249999,0.0,573.0,6.0,506.0,7.0,556.0,7.0,627.0,14.0,537.0,0.0,756.0,10.0,731.0,0.0,877.0,0.0,1051.0,8.0,1321.0,16.0,1541.0,15.0,1595.0,15.0,1551.0,13.0,1776.0,15.0,1667.0,512.0,6734.0
106,Housing Prices,Home Value 2000000 or more (ACS2015-),137.0,33698.0,233.0,33776.0,160.0,30680.0,100.0,24626.0,490.0,20385.0,124.0,21444.0,113.0,18798.0,65.0,15408.0,29.0,12454.0,57.0,10149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
107,Housing Prices,Home Value 25000 to 29999 ,0.0,11.0,0.0,27.0,0.0,71.0,0.0,82.0,47.0,75.0,0.0,59.0,0.0,49.0,8.0,68.0,7.0,7.0,7.0,12.0,6.0,9.0,6.0,26.0,0.0,19.0,0.0,51.0,0.0,74.0,46.0,777.0
108,Housing Prices,Home Value 250000 to 299999,7.0,419.0,0.0,480.0,0.0,426.0,25.0,749.0,0.0,833.0,15.0,799.0,10.0,1039.0,44.0,977.0,44.0,1075.0,53.0,1169.0,88.0,1519.0,69.0,1456.0,52.0,1495.0,48.0,1421.0,43.0,1463.0,678.0,10611.0
109,Housing Prices,Home Value 30000 to 34999 ,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,34.0,0.0,38.0,0.0,64.0,0.0,84.0,0.0,77.0,0.0,58.0,0.0,45.0,0.0,45.0,0.0,21.0,43.0,955.0
110,Housing Prices,Home Value 300000 to 399999,0.0,1602.0,5.0,1818.0,57.0,2252.0,64.0,2573.0,114.0,2432.0,85.0,2460.0,97.0,2805.0,67.0,3145.0,121.0,3943.0,177.0,4767.0,203.0,5129.0,231.0,5243.0,211.0,4933.0,190.0,4397.0,123.0,3406.0,1563.0,25189.0
111,Housing Prices,Home Value 35000 to 39999 ,0.0,12.0,0.0,9.0,0.0,5.0,0.0,29.0,0.0,58.0,0.0,45.0,0.0,53.0,0.0,110.0,0.0,84.0,0.0,80.0,0.0,83.0,0.0,101.0,0.0,64.0,0.0,81.0,10.0,123.0,51.0,1056.0
112,Housing Prices,Home Value 40000 to 49999 ,5.0,75.0,5.0,68.0,6.0,65.0,0.0,49.0,0.0,41.0,0.0,74.0,0.0,75.0,0.0,85.0,0.0,208.0,20.0,211.0,22.0,228.0,34.0,279.0,36.0,305.0,21.0,240.0,11.0,225.0,63.0,831.0
113,Housing Prices,Home Value 400000 to 499999,52.0,2288.0,30.0,2258.0,82.0,2266.0,25.0,2185.0,0.0,2168.0,97.0,2820.0,105.0,3895.0,212.0,5230.0,287.0,6965.0,366.0,8565.0,399.0,9354.0,394.0,9796.0,314.0,9546.0,278.0,8321.0,188.0,7079.0,531.0,20035.0
114,Housing Prices,Home Value 50000 to 59999 ,0.0,117.0,0.0,88.0,0.0,91.0,0.0,91.0,0.0,101.0,0.0,91.0,0.0,129.0,0.0,153.0,0.0,195.0,0.0,202.0,0.0,296.0,11.0,398.0,12.0,380.0,9.0,400.0,10.0,402.0,5.0,411.0
115,Housing Prices,Home Value 500000 to 749999,186.0,6702.0,192.0,6738.0,208.0,6778.0,476.0,11672.0,112.0,14124.0,977.0,18502.0,757.0,22866.0,1780.0,28879.0,2275.0,33939.0,2510.0,37576.0,2721.0,39490.0,2751.0,41232.0,2568.0,40918.0,2230.0,39818.0,2024.0,39479.0,113.0,22252.0
116,Housing Prices,Home Value 60000 to 69999 ,0.0,31.0,0.0,20.0,0.0,14.0,0.0,13.0,0.0,34.0,0.0,67.0,0.0,57.0,0.0,115.0,0.0,191.0,0.0,227.0,0.0,233.0,0.0,299.0,16.0,332.0,27.0,386.0,15.0,505.0,6.0,303.0
117,Housing Prices,Home Value 70000 to 79999 ,0.0,127.0,0.0,191.0,0.0,46.0,0.0,158.0,0.0,201.0,0.0,186.0,0.0,194.0,0.0,223.0,0.0,271.0,0.0,314.0,0.0,258.0,0.0,242.0,25.0,258.0,40.0,437.0,65.0,458.0,0.0,281.0
118,Housing Prices,Home Value 750000 to 999999,617.0,15913.0,665.0,15324.0,856.0,17664.0,1285.0,24204.0,195.0,26087.0,1746.0,28869.0,439.0,31656.0,1710.0,33015.0,1423.0,32795.0,1076.0,31905.0,724.0,32153.0,597.0,31352.0,561.0,32015.0,651.0,32698.0,958.0,34403.0,13.0,10032.0
119,Housing Prices,Home Value 80000 to 89999 ,0.0,71.0,0.0,89.0,0.0,43.0,0.0,60.0,0.0,100.0,0.0,148.0,0.0,188.0,16.0,222.0,24.0,247.0,12.0,296.0,13.0,253.0,6.0,263.0,6.0,222.0,15.0,352.0,10.0,425.0,0.0,262.0
120,Housing Prices,Home Value 90000 to 99999 ,0.0,105.0,0.0,16.0,0.0,80.0,0.0,104.0,0.0,92.0,0.0,162.0,0.0,140.0,0.0,110.0,0.0,139.0,0.0,218.0,0.0,202.0,0.0,252.0,0.0,227.0,0.0,295.0,0.0,309.0,0.0,303.0
