,year,label,Category,Attribute,010800,011100,011101,011102,011200,011900,011901,011902,012000,012001,012002,012100
5,2018,ACS5YR,Age,5-17 Years,0.1234421364985163,0.1167568761736441,INACTIVE,INACTIVE,0.0514599595258745,INACTIVE,0.2181272181272181,0.1646148434752022,0.0350613573754069,INACTIVE,INACTIVE,0.0177657332128876
6,2018,ACS5YR,Age,60 and older,0.2903264094955489,0.192753783276262,INACTIVE,INACTIVE,0.2847643827695866,INACTIVE,0.1687141687141687,0.2022511431586352,0.1993488605058853,INACTIVE,INACTIVE,0.1165311653116531
7,2018,ACS5YR,Age,Under 18 Years,463.0,160.0,INACTIVE,INACTIVE,202.0,INACTIVE,78.0,136.0,171.0,INACTIVE,INACTIVE,108.0
8,2018,ACS5YR,Age,Under 6 Years,234.0,133.0,INACTIVE,INACTIVE,24.0,INACTIVE,0.0,112.0,78.0,INACTIVE,INACTIVE,83.0
9,2018,ACS5YR,Educational Attainment,College Degree or higher,0.524241051200725,0.545220377790498,INACTIVE,INACTIVE,0.7340219496449322,INACTIVE,0.1476739223218096,0.1734951947395043,0.4994305239179954,INACTIVE,INACTIVE,0.7566324725857799
10,2018,ACS5YR,Educational Attainment,"College Degree or higher, alternate",0.524241051200725,0.545220377790498,INACTIVE,INACTIVE,0.7340219496449322,INACTIVE,0.1476739223218096,0.1734951947395043,0.4994305239179954,INACTIVE,INACTIVE,0.7566324725857799
11,2018,ACS5YR,Educational Attainment,High School or Less,0.2134118713185319,0.2501431024613623,INACTIVE,INACTIVE,0.171078114912847,INACTIVE,0.6094750320102432,0.5472938796155792,0.2793280182232346,INACTIVE,INACTIVE,0.0718075698620445
12,2018,ACS5YR,Educational Attainment,"High School or Less, alternate",0.2134118713185319,0.2501431024613623,INACTIVE,INACTIVE,0.171078114912847,INACTIVE,0.6094750320102432,0.5472938796155792,0.2793280182232346,INACTIVE,INACTIVE,0.0718075698620445
13,2018,ACS5YR,Educational Attainment,Some College/Associate Degree,0.2623470774807431,0.2046365197481396,INACTIVE,INACTIVE,0.0948999354422207,INACTIVE,0.242851045667947,0.2792109256449165,0.2212414578587699,INACTIVE,INACTIVE,0.1715599575521754
14,2018,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate",0.2623470774807431,0.2046365197481396,INACTIVE,INACTIVE,0.0948999354422207,INACTIVE,0.242851045667947,0.2792109256449165,0.2212414578587699,INACTIVE,INACTIVE,0.1715599575521754
15,2018,ACS5YR,Employment,"6-17, Living with One Parent",19.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,17.0,0.0,0.0,INACTIVE,INACTIVE,4.0
16,2018,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.0,,INACTIVE,INACTIVE,,INACTIVE,0.0,,,INACTIVE,INACTIVE,0.0
17,2018,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",1.0,,INACTIVE,INACTIVE,,INACTIVE,1.0,,,INACTIVE,INACTIVE,1.0
18,2018,ACS5YR,Employment,"6-17, Living with Two Parents",169.0,27.0,INACTIVE,INACTIVE,170.0,INACTIVE,61.0,24.0,93.0,INACTIVE,INACTIVE,21.0
19,2018,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.5680473372781065,0.0,INACTIVE,INACTIVE,0.0588235294117647,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
20,2018,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
21,2018,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",0.4319526627218935,1.0,INACTIVE,INACTIVE,0.9411764705882352,INACTIVE,1.0,1.0,1.0,INACTIVE,INACTIVE,1.0
22,2018,ACS5YR,Employment,Employed Residents,4614.0,4918.0,INACTIVE,INACTIVE,2200.0,INACTIVE,1840.0,1411.0,2544.0,INACTIVE,INACTIVE,2424.0
23,2018,ACS5YR,Employment,"Employed Residents, alternate",4614.0,4918.0,INACTIVE,INACTIVE,2200.0,INACTIVE,1840.0,1411.0,2544.0,INACTIVE,INACTIVE,2424.0
24,2018,ACS5YR,Employment,Managerial Professional,0.5394451668833984,0.5662871085807238,INACTIVE,INACTIVE,0.6104545454545455,INACTIVE,0.2364130434782608,0.2508858965272856,0.4960691823899371,INACTIVE,INACTIVE,0.6868811881188119
25,2018,ACS5YR,Employment,"Managerial Professional, alternate",0.5394451668833984,0.5662871085807238,INACTIVE,INACTIVE,0.6104545454545455,INACTIVE,0.2364130434782608,0.2508858965272856,0.4960691823899371,INACTIVE,INACTIVE,0.6868811881188119
26,2018,ACS5YR,Employment,Natural Resources,0.0312093628088426,0.0402602684017893,INACTIVE,INACTIVE,0.0045454545454545,INACTIVE,0.15,0.0942593905031892,0.0090408805031446,INACTIVE,INACTIVE,0.0066006600660066
27,2018,ACS5YR,Employment,"Natural Resources, alternate",0.0312093628088426,0.0402602684017893,INACTIVE,INACTIVE,0.0045454545454545,INACTIVE,0.15,0.0942593905031892,0.0090408805031446,INACTIVE,INACTIVE,0.0066006600660066
28,2018,ACS5YR,Employment,Production Transport Materials,0.1131339401820546,0.0705571370475803,INACTIVE,INACTIVE,0.02,INACTIVE,0.1413043478260869,0.144578313253012,0.0180817610062893,INACTIVE,INACTIVE,0.0334158415841584
29,2018,ACS5YR,Employment,"Production Transport Materials, alternate",0.1131339401820546,0.0705571370475803,INACTIVE,INACTIVE,0.02,INACTIVE,0.1413043478260869,0.144578313253012,0.0180817610062893,INACTIVE,INACTIVE,0.0334158415841584
30,2018,ACS5YR,Employment,Sales and Office,0.1788036410923277,0.1352175681171207,INACTIVE,INACTIVE,0.2545454545454545,INACTIVE,0.121195652173913,0.2274982282069454,0.1717767295597484,INACTIVE,INACTIVE,0.2124587458745874
31,2018,ACS5YR,Employment,"Sales and Office, alternate",0.1788036410923277,0.1352175681171207,INACTIVE,INACTIVE,0.2545454545454545,INACTIVE,0.121195652173913,0.2274982282069454,0.1717767295597484,INACTIVE,INACTIVE,0.2124587458745874
32,2018,ACS5YR,Employment,Services,0.1374078890333766,0.1876779178527856,INACTIVE,INACTIVE,0.1104545454545454,INACTIVE,0.3510869565217391,0.2827781715095677,0.3050314465408805,INACTIVE,INACTIVE,0.0606435643564356
33,2018,ACS5YR,Employment,"Services, alternate",0.1374078890333766,0.1876779178527856,INACTIVE,INACTIVE,0.1104545454545454,INACTIVE,0.3510869565217391,0.2827781715095677,0.3050314465408805,INACTIVE,INACTIVE,0.0606435643564356
34,2018,ACS5YR,Employment,"Under 6 Years, Living with One Parent",0.0,18.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,11.0,47.0,INACTIVE,INACTIVE,55.0
35,2018,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",,0.0,INACTIVE,INACTIVE,,INACTIVE,,0.0,0.0,INACTIVE,INACTIVE,0.0
36,2018,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",,1.0,INACTIVE,INACTIVE,,INACTIVE,,1.0,1.0,INACTIVE,INACTIVE,1.0
37,2018,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",234.0,115.0,INACTIVE,INACTIVE,24.0,INACTIVE,0.0,101.0,31.0,INACTIVE,INACTIVE,28.0
38,2018,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.6666666666666666,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,,0.3465346534653465,1.0,INACTIVE,INACTIVE,0.1428571428571428
39,2018,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,,0.0,0.0,INACTIVE,INACTIVE,0.0
40,2018,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",0.3333333333333333,1.0,INACTIVE,INACTIVE,1.0,INACTIVE,,0.6534653465346535,0.0,INACTIVE,INACTIVE,0.8571428571428571
41,2018,ACS5YR,Employment,Unemployment Rate,0.0548955346169602,0.0360975609756097,INACTIVE,INACTIVE,0.0586221651690201,INACTIVE,0.0711761736496718,0.0667989417989418,0.1104895104895104,INACTIVE,INACTIVE,0.0292350820985182
42,2018,ACS5YR,Employment,"Unemployment Rate, alternate",0.0548955346169602,0.0360975609756097,INACTIVE,INACTIVE,0.0586221651690201,INACTIVE,0.0711761736496718,0.0667989417989418,0.1104895104895104,INACTIVE,INACTIVE,0.0292350820985182
43,2018,ACS5YR,Employment,Worked in place of residence,0.8233906302662622,0.7849046170859829,INACTIVE,INACTIVE,0.778692272519433,INACTIVE,0.8868571428571429,0.7977044476327116,0.7527950310559006,INACTIVE,INACTIVE,0.8344934261407579
44,2018,ACS5YR,Employment,Worked outside place of residence,0.1766093697337377,0.2150953829140171,INACTIVE,INACTIVE,0.2213077274805669,INACTIVE,0.1131428571428571,0.2022955523672883,0.2472049689440993,INACTIVE,INACTIVE,0.165506573859242
45,2018,ACS5YR,Households,Average Family Household Size,3.4953271028037385,3.715686274509804,INACTIVE,INACTIVE,2.477401129943503,INACTIVE,4.449468085106383,4.684575389948007,2.3328173374613,INACTIVE,INACTIVE,3.158351409978308
46,2018,ACS5YR,Households,Average Household Size,2.9493626062322944,3.16707530647986,INACTIVE,INACTIVE,1.7989583333333334,INACTIVE,3.784090909090909,4.055634807417975,1.5611916264090178,INACTIVE,INACTIVE,2.0542244640605296
47,2018,ACS5YR,Households,Family Households,0.6820113314447592,0.7145359019264448,INACTIVE,INACTIVE,0.36875,INACTIVE,0.7768595041322314,0.8231098430813124,0.2600644122383252,INACTIVE,INACTIVE,0.2906683480453972
48,2018,ACS5YR,Households,Households,2824.0,2855.0,INACTIVE,INACTIVE,1920.0,INACTIVE,968.0,701.0,2484.0,INACTIVE,INACTIVE,1586.0
49,2018,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.4992917847025496,0.4021015761821366,INACTIVE,INACTIVE,0.3744791666666666,INACTIVE,0.4297520661157025,0.4764621968616263,0.2785829307568438,INACTIVE,INACTIVE,0.2162673392181588
50,2018,ACS5YR,Households,"Households with Children, % of Total",0.3126770538243626,0.3054290718038528,INACTIVE,INACTIVE,0.0713541666666666,INACTIVE,0.4617768595041322,0.4151212553495007,0.0446859903381642,INACTIVE,INACTIVE,0.1349306431273644
51,2018,ACS5YR,Households,Living in Group Quarters,494.0,332.0,INACTIVE,INACTIVE,469.0,INACTIVE,64.0,17.0,1290.0,INACTIVE,INACTIVE,766.0
52,2018,ACS5YR,Households,Non-Family Households,0.3179886685552407,0.2854640980735551,INACTIVE,INACTIVE,0.63125,INACTIVE,0.2231404958677686,0.1768901569186876,0.7399355877616747,INACTIVE,INACTIVE,0.7093316519546028
53,2018,ACS5YR,Households,"Single Person Households, % of Total",0.2092776203966005,0.1649737302977233,INACTIVE,INACTIVE,0.4619791666666666,INACTIVE,0.1580578512396694,0.1640513552068473,0.5869565217391305,INACTIVE,INACTIVE,0.4514501891551072
54,2018,ACS5YR,Housing,Median Year Moved In Owner,1996.511299435028,1994.3085106382975,INACTIVE,INACTIVE,2006.5677966101696,INACTIVE,2001.128205128205,1998.1818181818185,2000.625,INACTIVE,INACTIVE,2010.2217741935483
55,2018,ACS5YR,Housing,Median Year Moved In Renter,2012.0667613636365,2010.2640845070423,INACTIVE,INACTIVE,2009.5874587458743,INACTIVE,2006.8558951965065,2010.1143790849676,2011.5488565488563,INACTIVE,INACTIVE,2011.5767045454545
56,2018,ACS5YR,Housing,Median Year Structure Built,1942.6554174067496,1945.1155821917807,INACTIVE,INACTIVE,1939.0,INACTIVE,1948.2943925233644,1961.0689655172412,1939.0,INACTIVE,INACTIVE,1939.0
57,2018,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",0.1605839416058394,0.0302307080350039,INACTIVE,INACTIVE,0.0947216196673897,INACTIVE,0.1787234042553191,0.1968253968253968,0.1755186721991701,INACTIVE,INACTIVE,0.0328381548084441
58,2018,ACS5YR,Housing,Owner Occupied,0.6604107648725213,0.5597197898423818,INACTIVE,INACTIVE,0.2796875,INACTIVE,0.5144628099173554,0.550641940085592,0.0297906602254428,INACTIVE,INACTIVE,0.1935687263556116
59,2018,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,570.0,575.0,INACTIVE,INACTIVE,97.0,INACTIVE,380.0,259.0,270.0,INACTIVE,INACTIVE,94.0
60,2018,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,389.0,682.0,INACTIVE,INACTIVE,1286.0,INACTIVE,90.0,56.0,2140.0,INACTIVE,INACTIVE,1185.0
61,2018,ACS5YR,Housing,Renter Occupied,0.3395892351274787,0.4402802101576182,INACTIVE,INACTIVE,0.7203125,INACTIVE,0.4855371900826446,0.4493580599144079,0.9702093397745571,INACTIVE,INACTIVE,0.8064312736443884
62,2018,ACS5YR,Housing,Total Number of Units,2901.0,2959.0,INACTIVE,INACTIVE,2321.0,INACTIVE,1049.0,713.0,2888.0,INACTIVE,INACTIVE,1714.0
63,2018,ACS5YR,Housing,Total Vacant Units,77.0,104.0,INACTIVE,INACTIVE,401.0,INACTIVE,81.0,12.0,404.0,INACTIVE,INACTIVE,128.0
64,2018,ACS5YR,Housing,Vacancy Rate,0.0265425715270596,0.0351470091247042,INACTIVE,INACTIVE,0.1727703576044808,INACTIVE,0.0772163965681601,0.0168302945301542,0.1398891966759002,INACTIVE,INACTIVE,0.0746791131855309
65,2018,ACS5YR,Housing Prices,Contract Rent 100 to 149,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,30.0,4.0,0.0,INACTIVE,INACTIVE,0.0
66,2018,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,20.0,14.0,INACTIVE,INACTIVE,118.0,INACTIVE,34.0,45.0,515.0,INACTIVE,INACTIVE,167.0
67,2018,ACS5YR,Housing Prices,Contract Rent 1250 to 1499,126.0,180.0,INACTIVE,INACTIVE,114.0,INACTIVE,0.0,42.0,386.0,INACTIVE,INACTIVE,74.0
68,2018,ACS5YR,Housing Prices,Contract Rent 150 to 199,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
69,2018,ACS5YR,Housing Prices,Contract Rent 1500 to 1999,51.0,313.0,INACTIVE,INACTIVE,297.0,INACTIVE,50.0,71.0,440.0,INACTIVE,INACTIVE,285.0
70,2018,ACS5YR,Housing Prices,Contract Rent 200 to 249,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,38.0,12.0,15.0,INACTIVE,INACTIVE,0.0
71,2018,ACS5YR,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",214.0,176.0,INACTIVE,INACTIVE,215.0,INACTIVE,0.0,20.0,199.0,INACTIVE,INACTIVE,193.0
72,2018,ACS5YR,Housing Prices,Contract Rent 250 to 299,0.0,0.0,INACTIVE,INACTIVE,9.0,INACTIVE,21.0,0.0,16.0,INACTIVE,INACTIVE,82.0
73,2018,ACS5YR,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),136.0,212.0,INACTIVE,INACTIVE,125.0,INACTIVE,27.0,11.0,96.0,INACTIVE,INACTIVE,98.0
74,2018,ACS5YR,Housing Prices,Contract Rent 300 to 349,0.0,0.0,INACTIVE,INACTIVE,25.0,INACTIVE,63.0,6.0,0.0,INACTIVE,INACTIVE,18.0
75,2018,ACS5YR,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),51.0,51.0,INACTIVE,INACTIVE,171.0,INACTIVE,10.0,5.0,75.0,INACTIVE,INACTIVE,79.0
76,2018,ACS5YR,Housing Prices,Contract Rent 350 to 399,0.0,19.0,INACTIVE,INACTIVE,9.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
77,2018,ACS5YR,Housing Prices,Contract Rent 3500 or more (ACS2015-),140.0,155.0,INACTIVE,INACTIVE,54.0,INACTIVE,0.0,10.0,24.0,INACTIVE,INACTIVE,73.0
78,2018,ACS5YR,Housing Prices,Contract Rent 400 to 449,19.0,0.0,INACTIVE,INACTIVE,37.0,INACTIVE,48.0,0.0,59.0,INACTIVE,INACTIVE,44.0
79,2018,ACS5YR,Housing Prices,Contract Rent 500 to 549,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,21.0,0.0,INACTIVE,INACTIVE,8.0
80,2018,ACS5YR,Housing Prices,Contract Rent 550 to 599,0.0,0.0,INACTIVE,INACTIVE,9.0,INACTIVE,33.0,0.0,0.0,INACTIVE,INACTIVE,0.0
81,2018,ACS5YR,Housing Prices,Contract Rent 600 to 649,0.0,16.0,INACTIVE,INACTIVE,33.0,INACTIVE,5.0,0.0,31.0,INACTIVE,INACTIVE,0.0
82,2018,ACS5YR,Housing Prices,Contract Rent 650 to 699,0.0,0.0,INACTIVE,INACTIVE,19.0,INACTIVE,0.0,18.0,0.0,INACTIVE,INACTIVE,0.0
83,2018,ACS5YR,Housing Prices,Contract Rent 700 to 749,0.0,0.0,INACTIVE,INACTIVE,19.0,INACTIVE,0.0,10.0,44.0,INACTIVE,INACTIVE,27.0
84,2018,ACS5YR,Housing Prices,Contract Rent 750 to 749,20.0,0.0,INACTIVE,INACTIVE,9.0,INACTIVE,23.0,18.0,61.0,INACTIVE,INACTIVE,7.0
85,2018,ACS5YR,Housing Prices,Contract Rent 750 to 799,35.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,12.0,0.0,89.0,INACTIVE,INACTIVE,9.0
86,2018,ACS5YR,Housing Prices,Contract Rent 800 to 899,0.0,0.0,INACTIVE,INACTIVE,55.0,INACTIVE,28.0,0.0,83.0,INACTIVE,INACTIVE,61.0
87,2018,ACS5YR,Housing Prices,Contract Rent 900 to 999,82.0,101.0,INACTIVE,INACTIVE,56.0,INACTIVE,33.0,0.0,98.0,INACTIVE,INACTIVE,19.0
88,2018,ACS5YR,Housing Prices,Contract Rent Less than 100,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,35.0,INACTIVE,INACTIVE,28.0
89,2018,ACS5YR,Housing Prices,Contract Rent Total,959.0,1257.0,INACTIVE,INACTIVE,1383.0,INACTIVE,470.0,315.0,2410.0,INACTIVE,INACTIVE,1279.0
90,2018,ACS5YR,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),65.0,20.0,INACTIVE,INACTIVE,9.0,INACTIVE,15.0,22.0,144.0,INACTIVE,INACTIVE,7.0
91,2018,ACS5YR,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",136.0,212.0,INACTIVE,INACTIVE,125.0,INACTIVE,27.0,11.0,96.0,INACTIVE,INACTIVE,98.0
92,2018,ACS5YR,Housing Prices,Contract Rent Total With cash Rent,894.0,1237.0,INACTIVE,INACTIVE,1374.0,INACTIVE,455.0,293.0,2266.0,INACTIVE,INACTIVE,1272.0
93,2018,ACS5YR,Housing Prices,Extremely Rent Burdened,0.1929092805005213,0.0994431185361972,INACTIVE,INACTIVE,0.187997107736804,INACTIVE,0.076595744680851,0.4793650793650794,0.2539419087136929,INACTIVE,INACTIVE,0.052384675527756
94,2018,ACS5YR,Housing Prices,Home Value 10000 to 14999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
95,2018,ACS5YR,Housing Prices,Home Value 100000 to 124999,17.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,5.0,0.0,INACTIVE,INACTIVE,0.0
96,2018,ACS5YR,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",809.0,574.0,INACTIVE,INACTIVE,112.0,INACTIVE,15.0,10.0,0.0,INACTIVE,INACTIVE,68.0
97,2018,ACS5YR,Housing Prices,Home Value 125000 to 149999,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
98,2018,ACS5YR,Housing Prices,Home Value 15000 to 19999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
99,2018,ACS5YR,Housing Prices,Home Value 150000 to 174999,15.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,9.0,0.0,INACTIVE,INACTIVE,0.0
100,2018,ACS5YR,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),336.0,88.0,INACTIVE,INACTIVE,97.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,29.0
101,2018,ACS5YR,Housing Prices,Home Value 175000 to 199999,0.0,13.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
102,2018,ACS5YR,Housing Prices,Home Value 20000 to 24999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
103,2018,ACS5YR,Housing Prices,Home Value 200000 to 249999,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,7.0,7.0,0.0,INACTIVE,INACTIVE,9.0
104,2018,ACS5YR,Housing Prices,Home Value 2000000 or more (ACS2015-),35.0,100.0,INACTIVE,INACTIVE,213.0,INACTIVE,0.0,12.0,0.0,INACTIVE,INACTIVE,55.0
105,2018,ACS5YR,Housing Prices,Home Value 25000 to 29999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
106,2018,ACS5YR,Housing Prices,Home Value 250000 to 299999,0.0,0.0,INACTIVE,INACTIVE,9.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
107,2018,ACS5YR,Housing Prices,Home Value 30000 to 34999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
108,2018,ACS5YR,Housing Prices,Home Value 300000 to 399999,0.0,16.0,INACTIVE,INACTIVE,0.0,INACTIVE,37.0,18.0,0.0,INACTIVE,INACTIVE,0.0
109,2018,ACS5YR,Housing Prices,Home Value 35000 to 39999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
110,2018,ACS5YR,Housing Prices,Home Value 40000 to 49999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
111,2018,ACS5YR,Housing Prices,Home Value 400000 to 499999,34.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,65.0,49.0,16.0,INACTIVE,INACTIVE,34.0
112,2018,ACS5YR,Housing Prices,Home Value 50000 to 59999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,15.0,INACTIVE,INACTIVE,0.0
113,2018,ACS5YR,Housing Prices,Home Value 500000 to 749999,206.0,175.0,INACTIVE,INACTIVE,30.0,INACTIVE,282.0,170.0,18.0,INACTIVE,INACTIVE,35.0
114,2018,ACS5YR,Housing Prices,Home Value 60000 to 69999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
115,2018,ACS5YR,Housing Prices,Home Value 70000 to 79999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
116,2018,ACS5YR,Housing Prices,Home Value 750000 to 999999,379.0,632.0,INACTIVE,INACTIVE,61.0,INACTIVE,82.0,106.0,0.0,INACTIVE,INACTIVE,63.0
117,2018,ACS5YR,Housing Prices,Home Value 80000 to 89999 ,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,18.0,INACTIVE,INACTIVE,0.0
118,2018,ACS5YR,Housing Prices,Home Value 90000 to 99999 ,17.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
119,2018,ACS5YR,Housing Prices,Home Value Less than 10000,17.0,0.0,INACTIVE,INACTIVE,15.0,INACTIVE,10.0,0.0,7.0,INACTIVE,INACTIVE,14.0
120,2018,ACS5YR,Housing Prices,Home Value Total,1865.0,1598.0,INACTIVE,INACTIVE,537.0,INACTIVE,498.0,386.0,74.0,INACTIVE,INACTIVE,307.0
121,2018,ACS5YR,Housing Prices,Housing Units with a Mortgage,984.0,947.0,INACTIVE,INACTIVE,268.0,INACTIVE,353.0,271.0,49.0,INACTIVE,INACTIVE,240.0
122,2018,ACS5YR,Housing Prices,Housing Units with a Mortgage 0 to 30%,574.0,727.0,INACTIVE,INACTIVE,191.0,INACTIVE,127.0,143.0,31.0,INACTIVE,INACTIVE,103.0
123,2018,ACS5YR,Housing Prices,Housing Units with a Mortgage 30-50%,256.0,77.0,INACTIVE,INACTIVE,53.0,INACTIVE,96.0,77.0,0.0,INACTIVE,INACTIVE,127.0
124,2018,ACS5YR,Housing Prices,Housing Units with a Mortgage 50%+,154.0,143.0,INACTIVE,INACTIVE,16.0,INACTIVE,123.0,51.0,18.0,INACTIVE,INACTIVE,10.0
125,2018,ACS5YR,Housing Prices,Housing Units with a Mortgage Not Computed,0.0,0.0,INACTIVE,INACTIVE,8.0,INACTIVE,7.0,0.0,0.0,INACTIVE,INACTIVE,0.0
126,2018,ACS5YR,Housing Prices,Housing Units without a Mortgage,881.0,651.0,INACTIVE,INACTIVE,269.0,INACTIVE,145.0,115.0,25.0,INACTIVE,INACTIVE,67.0
127,2018,ACS5YR,Housing Prices,Housing Units without a Mortgage 0 to 30%,783.0,541.0,INACTIVE,INACTIVE,193.0,INACTIVE,101.0,101.0,7.0,INACTIVE,INACTIVE,59.0
128,2018,ACS5YR,Housing Prices,Housing Units without a Mortgage 30-50%,82.0,64.0,INACTIVE,INACTIVE,34.0,INACTIVE,7.0,0.0,18.0,INACTIVE,INACTIVE,8.0
129,2018,ACS5YR,Housing Prices,Housing Units without a Mortgage 50%+,16.0,33.0,INACTIVE,INACTIVE,42.0,INACTIVE,22.0,14.0,0.0,INACTIVE,INACTIVE,0.0
130,2018,ACS5YR,Housing Prices,Housing Units without a Mortgage Not Computed,0.0,13.0,INACTIVE,INACTIVE,0.0,INACTIVE,15.0,0.0,0.0,INACTIVE,INACTIVE,0.0
131,2018,ACS5YR,Housing Prices,Median Contract Rent,2219.626168224299,1960.8626198083064,INACTIVE,INACTIVE,1794.6127946127947,INACTIVE,541.6666666666666,1324.404761904762,1306.3471502590671,INACTIVE,INACTIVE,1661.40350877193
132,2018,ACS5YR,Housing Prices,Median Home Value,1152966.6254635353,985363.9240506327,INACTIVE,INACTIVE,1713917.5257731958,INACTIVE,615248.2269503546,654411.7647058824,88333.33333333333,INACTIVE,INACTIVE,994047.619047619
133,2018,ACS5YR,Housing Prices,Median Rent,2219.626168224299,1985.142118863049,INACTIVE,INACTIVE,1932.8358208955224,INACTIVE,668.3333333333334,1421.875,1334.8729792147806,INACTIVE,INACTIVE,1737.5565610859728
134,2018,ACS5YR,Housing Prices,Median Rent as % of Household Income,25.751960784313724,26.62364341085271,INACTIVE,INACTIVE,25.84354066985646,INACTIVE,28.61907216494845,50.05298013245033,30.82133333333333,INACTIVE,INACTIVE,20.81379310344828
135,2018,ACS5YR,Housing Prices,Rent 100 to 149,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,30.0,0.0,16.0,INACTIVE,INACTIVE,0.0
