,year,label,Category,Attribute,010800,011100,011101,011102,011200,011900,011901,011902,012000,012001,012002,012100
201,2013,ACS5YR,Language Spoken at Home,"Asian/Pacific Islander, alternate",0.3956066516115787,0.273022544898739,INACTIVE,INACTIVE,0.3043940467753366,INACTIVE,0.1994243421052631,0.206266318537859,0.2605088495575221,INACTIVE,INACTIVE,0.2157279489904357
202,2013,ACS5YR,Language Spoken at Home,English Only,0.5019503182098132,0.5273213603362629,INACTIVE,INACTIVE,0.5871722182849043,INACTIVE,0.6414473684210527,0.5703095859753823,0.6150442477876106,INACTIVE,INACTIVE,0.6352284803400637
203,2013,ACS5YR,Language Spoken at Home,"English Only, alternate",0.5019503182098132,0.5273213603362629,INACTIVE,INACTIVE,0.5871722182849043,INACTIVE,0.6414473684210527,0.5703095859753823,0.6150442477876106,INACTIVE,INACTIVE,0.6352284803400637
204,2013,ACS5YR,Language Spoken at Home,Other European Languages,0.0695955655922808,0.0599923576614444,INACTIVE,INACTIVE,0.072289156626506,INACTIVE,0.0666118421052631,0.0406564714658709,0.0481194690265486,INACTIVE,INACTIVE,0.0528692879914984
205,2013,ACS5YR,Language Spoken at Home,"Other European Languages, alternate",0.0695955655922808,0.0599923576614444,INACTIVE,INACTIVE,0.072289156626506,INACTIVE,0.0666118421052631,0.0406564714658709,0.0481194690265486,INACTIVE,INACTIVE,0.0528692879914984
206,2013,ACS5YR,Language Spoken at Home,Other Languages,0.0,0.0166220863584256,INACTIVE,INACTIVE,0.0003543586109142,INACTIVE,0.0115131578947368,0.0216337187616561,0.0113384955752212,INACTIVE,INACTIVE,0.0069075451647183
207,2013,ACS5YR,Language Spoken at Home,"Other Languages, alternate",0.0,0.0166220863584256,INACTIVE,INACTIVE,0.0003543586109142,INACTIVE,0.0115131578947368,0.0216337187616561,0.0113384955752212,INACTIVE,INACTIVE,0.0069075451647183
208,2013,ACS5YR,Language Spoken at Home,Spanish Only,0.0328474645863272,0.123041650745128,INACTIVE,INACTIVE,0.0357902197023387,INACTIVE,0.0810032894736842,0.1611339052592316,0.0649889380530973,INACTIVE,INACTIVE,0.0892667375132837
209,2013,ACS5YR,Language Spoken at Home,"Spanish Only, alternate",0.0328474645863272,0.123041650745128,INACTIVE,INACTIVE,0.0357902197023387,INACTIVE,0.0810032894736842,0.1611339052592316,0.0649889380530973,INACTIVE,INACTIVE,0.0892667375132837
210,2013,ACS5YR,Nativity,Foreign Born,0.3165482233502538,0.3859250851305335,INACTIVE,INACTIVE,0.3096862210095498,INACTIVE,0.3806794924273434,0.3591626882115314,0.3612677947891485,INACTIVE,INACTIVE,0.3356236786469345
211,2013,ACS5YR,Population,Total Population,4925.0,5286.0,INACTIVE,INACTIVE,2932.0,INACTIVE,2443.0,2723.0,3723.0,INACTIVE,INACTIVE,3784.0
212,2013,ACS5YR,Race/Ethnicity,Asian,2379.0,1876.0,INACTIVE,INACTIVE,1090.0,INACTIVE,796.0,791.0,1002.0,INACTIVE,INACTIVE,1006.0
213,2013,ACS5YR,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino",2379.0,1831.0,INACTIVE,INACTIVE,1090.0,INACTIVE,782.0,791.0,1002.0,INACTIVE,INACTIVE,1006.0
214,2013,ACS5YR,Race/Ethnicity,Black/African American,15.0,363.0,INACTIVE,INACTIVE,36.0,INACTIVE,115.0,41.0,241.0,INACTIVE,INACTIVE,76.0
215,2013,ACS5YR,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino",15.0,95.0,INACTIVE,INACTIVE,36.0,INACTIVE,115.0,41.0,228.0,INACTIVE,INACTIVE,76.0
216,2013,ACS5YR,Race/Ethnicity,Latino Population (of Any Race),264.0,873.0,INACTIVE,INACTIVE,140.0,INACTIVE,326.0,483.0,288.0,INACTIVE,INACTIVE,553.0
217,2013,ACS5YR,Race/Ethnicity,Native American Indian,9.0,0.0,INACTIVE,INACTIVE,1.0,INACTIVE,28.0,13.0,0.0,INACTIVE,INACTIVE,28.0
218,2013,ACS5YR,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino",9.0,0.0,INACTIVE,INACTIVE,1.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,14.0
219,2013,ACS5YR,Race/Ethnicity,Native Hawaiian/Pacific Islander,0.0,0.0,INACTIVE,INACTIVE,34.0,INACTIVE,0.0,21.0,0.0,INACTIVE,INACTIVE,0.0
220,2013,ACS5YR,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino",0.0,0.0,INACTIVE,INACTIVE,34.0,INACTIVE,0.0,21.0,0.0,INACTIVE,INACTIVE,0.0
221,2013,ACS5YR,Race/Ethnicity,Other/Two or More Races,174.0,464.0,INACTIVE,INACTIVE,129.0,INACTIVE,147.0,286.0,377.0,INACTIVE,INACTIVE,365.0
222,2013,ACS5YR,Race/Ethnicity,"Population, Not Hispanic or Latino",4661.0,4413.0,INACTIVE,INACTIVE,2792.0,INACTIVE,2117.0,2240.0,3435.0,INACTIVE,INACTIVE,3231.0
223,2013,ACS5YR,Race/Ethnicity,Some Other Race Alone,97.0,188.0,INACTIVE,INACTIVE,15.0,INACTIVE,104.0,103.0,184.0,INACTIVE,INACTIVE,120.0
224,2013,ACS5YR,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,34.0,10.0,79.0,INACTIVE,INACTIVE,0.0
225,2013,ACS5YR,Race/Ethnicity,Two Or More Races,77.0,276.0,INACTIVE,INACTIVE,114.0,INACTIVE,43.0,183.0,193.0,INACTIVE,INACTIVE,245.0
226,2013,ACS5YR,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino",77.0,120.0,INACTIVE,INACTIVE,81.0,INACTIVE,43.0,100.0,166.0,INACTIVE,INACTIVE,227.0
227,2013,ACS5YR,Race/Ethnicity,"White Alone, Not Hispanic or Latino",2181.0,2367.0,INACTIVE,INACTIVE,1550.0,INACTIVE,1143.0,1277.0,1960.0,INACTIVE,INACTIVE,1908.0
228,2013,ACS5YR,Race/Ethnicity,"White, Including Hispanic or Latino",2348.0,2583.0,INACTIVE,INACTIVE,1642.0,INACTIVE,1357.0,1571.0,2103.0,INACTIVE,INACTIVE,2309.0
229,2013,ACS5YR,Sex,Female,0.5490355329949238,0.5372682557699584,INACTIVE,INACTIVE,0.526944065484311,INACTIVE,0.4629553827261564,0.4359162688211531,0.4576954069298952,INACTIVE,INACTIVE,0.4674947145877378
230,2013,ACS5YR,Sex,Male,0.4509644670050761,0.4627317442300416,INACTIVE,INACTIVE,0.4730559345156889,INACTIVE,0.5370446172738437,0.5640837311788469,0.5423045930701047,INACTIVE,INACTIVE,0.5325052854122622
231,2013,ACS5YR,Unit Size,1 Bedroom,988.0,1405.0,INACTIVE,INACTIVE,1073.0,INACTIVE,682.0,788.0,1086.0,INACTIVE,INACTIVE,688.0
232,2013,ACS5YR,Unit Size,2 Bedrooms,942.0,534.0,INACTIVE,INACTIVE,696.0,INACTIVE,362.0,205.0,146.0,INACTIVE,INACTIVE,220.0
233,2013,ACS5YR,Unit Size,3-4 Bedrooms,556.0,362.0,INACTIVE,INACTIVE,335.0,INACTIVE,89.0,95.0,33.0,INACTIVE,INACTIVE,49.0
234,2013,ACS5YR,Unit Size,5 or More Bedrooms,24.0,48.0,INACTIVE,INACTIVE,70.0,INACTIVE,0.0,0.0,27.0,INACTIVE,INACTIVE,12.0
235,2013,ACS5YR,Unit Size,No Bedroom,276.0,861.0,INACTIVE,INACTIVE,210.0,INACTIVE,655.0,854.0,1485.0,INACTIVE,INACTIVE,1407.0
236,2013,ACS5YR,Vehicles Available,Households with no Vehicle,0.4258373205741627,0.684138869979578,INACTIVE,INACTIVE,0.4398773006134969,INACTIVE,0.5697432338653713,0.6759314015375517,0.7887981330221704,INACTIVE,INACTIVE,0.8081650570676031
237,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Homeowning Households,0.1972555746140651,0.3861671469740634,INACTIVE,INACTIVE,0.1634819532908704,INACTIVE,0.3251028806584362,0.4913793103448275,0.5531914893617021,INACTIVE,INACTIVE,0.2403846153846154
238,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Renting Households,0.495064935064935,0.7240447703589348,INACTIVE,INACTIVE,0.5522001725625539,INACTIVE,0.6193656093489148,0.6895238095238095,0.7931854199683043,INACTIVE,INACTIVE,0.8353265869365225
239,2013,ACS5YR,Vehicles Available,Vehicles Available,2116.0,1182.0,INACTIVE,INACTIVE,1426.0,INACTIVE,664.0,635.0,573.0,INACTIVE,INACTIVE,581.0
240,2013,ACS5YR,Vehicles Available,Vehicles Homeowners,0.4120982986767486,0.227580372250423,INACTIVE,INACTIVE,0.5238429172510519,INACTIVE,0.2469879518072289,0.1133858267716535,0.0366492146596858,INACTIVE,INACTIVE,0.1944922547332186
241,2013,ACS5YR,Vehicles Available,Vehicles Per Capita,0.4296446700507614,0.2236095346197502,INACTIVE,INACTIVE,0.4863574351978172,INACTIVE,0.2717969709373721,0.233198677928755,0.1539081385979049,INACTIVE,INACTIVE,0.1535412262156448
242,2013,ACS5YR,Vehicles Available,Vehicles Renters,0.5879017013232514,0.772419627749577,INACTIVE,INACTIVE,0.4761570827489481,INACTIVE,0.7530120481927711,0.8866141732283465,0.9633507853403142,INACTIVE,INACTIVE,0.8055077452667814
11,2014,ACS5YR,Affordability,# Units at or below 100 AMI Monthly Affordable Rent,1999,2621,INACTIVE,INACTIVE,1244,INACTIVE,1219,1649,2494,INACTIVE,INACTIVE,2137
2,2014,ACS5YR,Affordability,# Units at or below 30 AMI Monthly Affordable Rent,1331,1363,INACTIVE,INACTIVE,590,INACTIVE,500,609,768,INACTIVE,INACTIVE,478
5,2014,ACS5YR,Affordability,# Units at or below 50 AMI Monthly Affordable Rent,1999,2545,INACTIVE,INACTIVE,1142,INACTIVE,879,1330,1872,INACTIVE,INACTIVE,1284
8,2014,ACS5YR,Affordability,# Units at or below 80 AMI Monthly Affordable Rent,1999,2621,INACTIVE,INACTIVE,1244,INACTIVE,1219,1649,2276,INACTIVE,INACTIVE,2137
9,2014,ACS5YR,Affordability,100 AMI Annual Income,85135.86956521739,66586.29441624365,INACTIVE,INACTIVE,69802.63157894737,INACTIVE,57757.73195876289,57456.14035087719,36458.92351274788,INACTIVE,INACTIVE,47815.31531531532
10,2014,ACS5YR,Affordability,100 AMI Monthly Affordable Rent,7094.655797101449,5548.857868020304,INACTIVE,INACTIVE,5816.885964912281,INACTIVE,4813.144329896907,4788.011695906433,3038.2436260623235,INACTIVE,INACTIVE,3984.60960960961
0,2014,ACS5YR,Affordability,30 AMI Annual Income,25540.760869565216,19975.888324873093,INACTIVE,INACTIVE,20940.78947368421,INACTIVE,17327.319587628866,17236.842105263157,10937.677053824364,INACTIVE,INACTIVE,14344.594594594595
1,2014,ACS5YR,Affordability,30 AMI Monthly Affordable Rent,2128.3967391304345,1664.6573604060911,INACTIVE,INACTIVE,1745.0657894736842,INACTIVE,1443.9432989690722,1436.4035087719296,911.473087818697,INACTIVE,INACTIVE,1195.382882882883
3,2014,ACS5YR,Affordability,50 AMI Annual Income,42567.934782608696,33293.14720812182,INACTIVE,INACTIVE,34901.31578947369,INACTIVE,28878.865979381444,28728.070175438595,18229.46175637394,INACTIVE,INACTIVE,23907.65765765766
4,2014,ACS5YR,Affordability,50 AMI Monthly Affordable Rent,3547.3278985507245,2774.428934010152,INACTIVE,INACTIVE,2908.4429824561407,INACTIVE,2406.5721649484535,2394.0058479532163,1519.1218130311618,INACTIVE,INACTIVE,1992.304804804805
6,2014,ACS5YR,Affordability,80 AMI Annual Income,68108.69565217392,53269.03553299492,INACTIVE,INACTIVE,55842.1052631579,INACTIVE,46206.18556701031,45964.912280701756,29167.138810198307,INACTIVE,INACTIVE,38252.252252252256
7,2014,ACS5YR,Affordability,80 AMI Monthly Affordable Rent,5675.72463768116,4439.086294416244,INACTIVE,INACTIVE,4653.508771929825,INACTIVE,3850.5154639175257,3830.409356725146,2430.5949008498587,INACTIVE,INACTIVE,3187.687687687688
0,2014,ACS5YR,Age,0-2 Years,0.1794871794871795,0.5882352941176471,INACTIVE,INACTIVE,0.2280701754385964,INACTIVE,1.0,0.5208333333333334,1.0,INACTIVE,INACTIVE,0.0
1,2014,ACS5YR,Age,0-4 Years,0.0136011717932621,0.0301299724300905,INACTIVE,INACTIVE,0.037037037037037,INACTIVE,0.0039323633503735,0.0095238095238095,0.0423800168397417,INACTIVE,INACTIVE,0.0036119711042311
2,2014,ACS5YR,Age,18-34 Years,0.3124084536513915,0.4294998030720756,INACTIVE,INACTIVE,0.3596491228070175,INACTIVE,0.4309870232009438,0.4822857142857142,0.4198708953129385,INACTIVE,INACTIVE,0.5789473684210527
3,2014,ACS5YR,Age,3-5 Years,0.8205128205128205,0.4117647058823529,INACTIVE,INACTIVE,0.7719298245614035,INACTIVE,0.0,0.4791666666666667,0.0,INACTIVE,INACTIVE,1.0
4,2014,ACS5YR,Age,35-59 Years,0.3519564762502615,0.3083891295785742,INACTIVE,INACTIVE,0.3076673164392463,INACTIVE,0.3236335037357452,0.2838095238095238,0.3154644962110581,INACTIVE,INACTIVE,0.2435500515995872
5,2014,ACS5YR,Age,5-17 Years,0.0797237915881983,0.0289484048838125,INACTIVE,INACTIVE,0.023391812865497,INACTIVE,0.0259535981124655,0.0224761904761904,0.0019646365422396,INACTIVE,INACTIVE,0.0079979360165118
6,2014,ACS5YR,Age,60 and older,0.2423101067168863,0.203032690035447,INACTIVE,INACTIVE,0.272254710851202,INACTIVE,0.2154935116004719,0.2019047619047619,0.2203199550940218,INACTIVE,INACTIVE,0.1658926728586171
7,2014,ACS5YR,Age,Under 18 Years,446.0,300.0,INACTIVE,INACTIVE,185.0,INACTIVE,72.0,84.0,158.0,INACTIVE,INACTIVE,38.0
8,2014,ACS5YR,Age,Under 6 Years,78.0,170.0,INACTIVE,INACTIVE,114.0,INACTIVE,10.0,48.0,151.0,INACTIVE,INACTIVE,23.0
9,2014,ACS5YR,Educational Attainment,College Degree or higher,0.6257010485247501,0.5717498875393612,INACTIVE,INACTIVE,0.6367746797287114,INACTIVE,0.6557377049180327,0.5731173380035026,0.3693820224719101,INACTIVE,INACTIVE,0.4989754098360656
10,2014,ACS5YR,Educational Attainment,"College Degree or higher, alternate",0.6257010485247501,0.5717498875393612,INACTIVE,INACTIVE,0.6367746797287114,INACTIVE,0.6557377049180327,0.5731173380035026,0.3693820224719101,INACTIVE,INACTIVE,0.4989754098360656
11,2014,ACS5YR,Educational Attainment,High School or Less,0.2584735430382833,0.2177237966711651,INACTIVE,INACTIVE,0.1507159005275056,INACTIVE,0.1133076181292189,0.2149737302977233,0.2563202247191011,INACTIVE,INACTIVE,0.1881830601092896
12,2014,ACS5YR,Educational Attainment,"High School or Less, alternate",0.2584735430382833,0.2177237966711651,INACTIVE,INACTIVE,0.1507159005275056,INACTIVE,0.1133076181292189,0.2149737302977233,0.2563202247191011,INACTIVE,INACTIVE,0.1881830601092896
13,2014,ACS5YR,Educational Attainment,Some College/Associate Degree,0.1158254084369665,0.2105263157894736,INACTIVE,INACTIVE,0.2125094197437829,INACTIVE,0.2309546769527483,0.2119089316987741,0.3742977528089887,INACTIVE,INACTIVE,0.3128415300546448
14,2014,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate",0.1158254084369665,0.2105263157894736,INACTIVE,INACTIVE,0.2125094197437829,INACTIVE,0.2309546769527483,0.2119089316987741,0.3742977528089887,INACTIVE,INACTIVE,0.3128415300546448
15,2014,ACS5YR,Employment,"6-17, Living with One Parent",108.0,22.0,INACTIVE,INACTIVE,26.0,INACTIVE,0.0,26.0,0.0,INACTIVE,INACTIVE,10.0
16,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.1759259259259259,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,,0.0,,INACTIVE,INACTIVE,0.0
17,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",0.8240740740740741,1.0,INACTIVE,INACTIVE,1.0,INACTIVE,,1.0,,INACTIVE,INACTIVE,1.0
18,2014,ACS5YR,Employment,"6-17, Living with Two Parents",249.0,80.0,INACTIVE,INACTIVE,31.0,INACTIVE,62.0,10.0,0.0,INACTIVE,INACTIVE,5.0
19,2014,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.4417670682730923,0.2375,INACTIVE,INACTIVE,0.6129032258064516,INACTIVE,0.7741935483870968,0.0,,INACTIVE,INACTIVE,0.0
20,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,,INACTIVE,INACTIVE,0.0
21,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",0.5582329317269076,0.7625,INACTIVE,INACTIVE,0.3870967741935484,INACTIVE,0.2258064516129032,1.0,,INACTIVE,INACTIVE,1.0
22,2014,ACS5YR,Employment,Employed Residents,3021.0,3504.0,INACTIVE,INACTIVE,1757.0,INACTIVE,1541.0,1881.0,2132.0,INACTIVE,INACTIVE,2452.0
23,2014,ACS5YR,Employment,"Employed Residents, alternate",3021.0,3504.0,INACTIVE,INACTIVE,1757.0,INACTIVE,1541.0,1881.0,2132.0,INACTIVE,INACTIVE,2452.0
24,2014,ACS5YR,Employment,Managerial Professional,0.5140681893412777,0.5014269406392694,INACTIVE,INACTIVE,0.6402959590210586,INACTIVE,0.5937702790395847,0.5640616693248273,0.3269230769230769,INACTIVE,INACTIVE,0.4959216965742251
25,2014,ACS5YR,Employment,"Managerial Professional, alternate",0.5140681893412777,0.5014269406392694,INACTIVE,INACTIVE,0.6402959590210586,INACTIVE,0.5937702790395847,0.5640616693248273,0.3269230769230769,INACTIVE,INACTIVE,0.4959216965742251
26,2014,ACS5YR,Employment,Natural Resources,0.0175438596491228,0.0256849315068493,INACTIVE,INACTIVE,0.0051223676721684,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
27,2014,ACS5YR,Employment,"Natural Resources, alternate",0.0175438596491228,0.0256849315068493,INACTIVE,INACTIVE,0.0051223676721684,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
28,2014,ACS5YR,Employment,Production Transport Materials,0.0506454816285998,0.0273972602739726,INACTIVE,INACTIVE,0.0182128628343767,INACTIVE,0.0123296560674886,0.0058479532163742,0.0412757973733583,INACTIVE,INACTIVE,0.0167210440456769
29,2014,ACS5YR,Employment,"Production Transport Materials, alternate",0.0506454816285998,0.0273972602739726,INACTIVE,INACTIVE,0.0182128628343767,INACTIVE,0.0123296560674886,0.0058479532163742,0.0412757973733583,INACTIVE,INACTIVE,0.0167210440456769
30,2014,ACS5YR,Employment,Sales and Office,0.2654750082754055,0.2365867579908676,INACTIVE,INACTIVE,0.192942515651679,INACTIVE,0.1953277092796885,0.2169059011164274,0.3541275797373358,INACTIVE,INACTIVE,0.3274877650897226
31,2014,ACS5YR,Employment,"Sales and Office, alternate",0.2654750082754055,0.2365867579908676,INACTIVE,INACTIVE,0.192942515651679,INACTIVE,0.1953277092796885,0.2169059011164274,0.3541275797373358,INACTIVE,INACTIVE,0.3274877650897226
32,2014,ACS5YR,Employment,Services,0.1522674611055941,0.2089041095890411,INACTIVE,INACTIVE,0.1434262948207171,INACTIVE,0.1985723556132381,0.2131844763423711,0.2776735459662289,INACTIVE,INACTIVE,0.1598694942903752
33,2014,ACS5YR,Employment,"Services, alternate",0.1522674611055941,0.2089041095890411,INACTIVE,INACTIVE,0.1434262948207171,INACTIVE,0.1985723556132381,0.2131844763423711,0.2776735459662289,INACTIVE,INACTIVE,0.1598694942903752
34,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent",13.0,0.0,INACTIVE,INACTIVE,46.0,INACTIVE,0.0,0.0,151.0,INACTIVE,INACTIVE,23.0
35,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",0.0,,INACTIVE,INACTIVE,0.0,INACTIVE,,,0.0,INACTIVE,INACTIVE,0.0
36,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",1.0,,INACTIVE,INACTIVE,1.0,INACTIVE,,,1.0,INACTIVE,INACTIVE,1.0
37,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",65.0,170.0,INACTIVE,INACTIVE,68.0,INACTIVE,10.0,48.0,0.0,INACTIVE,INACTIVE,0.0
38,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",1.0,0.3941176470588235,INACTIVE,INACTIVE,0.1764705882352941,INACTIVE,0.0,0.0,,INACTIVE,INACTIVE,
39,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,,INACTIVE,INACTIVE,
40,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",0.0,0.6058823529411764,INACTIVE,INACTIVE,0.8235294117647058,INACTIVE,1.0,1.0,,INACTIVE,INACTIVE,
41,2014,ACS5YR,Employment,Unemployment Rate,0.0415609137055837,0.0282455187398153,INACTIVE,INACTIVE,0.0538502961766289,INACTIVE,0.0739182692307692,0.0269011898603207,0.0798446266724212,INACTIVE,INACTIVE,0.0894912736724842
42,2014,ACS5YR,Employment,"Unemployment Rate, alternate",0.0415609137055837,0.0282455187398153,INACTIVE,INACTIVE,0.0538502961766289,INACTIVE,0.0739182692307692,0.0269011898603207,0.0798446266724212,INACTIVE,INACTIVE,0.0894912736724842
43,2014,ACS5YR,Employment,Worked in place of residence,0.8250423011844331,0.8772489843296576,INACTIVE,INACTIVE,0.8224245873648264,INACTIVE,0.798941798941799,0.8713826366559485,0.7976076555023923,INACTIVE,INACTIVE,0.8813905930470347
44,2014,ACS5YR,Employment,Worked outside place of residence,0.1749576988155668,0.1227510156703424,INACTIVE,INACTIVE,0.1775754126351736,INACTIVE,0.201058201058201,0.1286173633440514,0.2023923444976076,INACTIVE,INACTIVE,0.1186094069529652
45,2014,ACS5YR,Households,Average Family Household Size,2.8578088578088576,2.7045769764216367,INACTIVE,INACTIVE,2.57001647446458,INACTIVE,2.4651162790697674,2.6386861313868613,2.062015503875969,INACTIVE,INACTIVE,2.1812688821752264
46,2014,ACS5YR,Households,Average Household Size,1.9514087382605143,1.6646766169154228,INACTIVE,INACTIVE,1.7855897733875654,INACTIVE,1.532354903268846,1.5279394644935973,1.3550272798129384,INACTIVE,INACTIVE,1.4655550680122862
47,2014,ACS5YR,Households,Family Households,0.3503470804409963,0.2391376451077943,INACTIVE,INACTIVE,0.3527019174898315,INACTIVE,0.2008005336891261,0.159487776484284,0.201091192517537,INACTIVE,INACTIVE,0.1452391399736726
48,2014,ACS5YR,Households,Households,2449.0,3015.0,INACTIVE,INACTIVE,1721.0,INACTIVE,1499.0,1718.0,2566.0,INACTIVE,INACTIVE,2279.0
49,2014,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.3621886484279297,0.2676616915422886,INACTIVE,INACTIVE,0.3637420104590354,INACTIVE,0.2975316877918612,0.2374854481955762,0.2821512081060016,INACTIVE,INACTIVE,0.2343132953049583
50,2014,ACS5YR,Households,"Households with Children, % of Total",0.1245406288280931,0.0630182421227197,INACTIVE,INACTIVE,0.0889018012783265,INACTIVE,0.0246831220813875,0.0372526193247962,0.0654715510522213,INACTIVE,INACTIVE,0.0157964019306713
51,2014,ACS5YR,Households,Living in Group Quarters,564.0,1274.0,INACTIVE,INACTIVE,498.0,INACTIVE,678.0,846.0,1260.0,INACTIVE,INACTIVE,1123.0
52,2014,ACS5YR,Households,Non-Family Households,0.6496529195590037,0.7608623548922057,INACTIVE,INACTIVE,0.6472980825101685,INACTIVE,0.7991994663108739,0.840512223515716,0.798908807482463,INACTIVE,INACTIVE,0.8547608600263273
53,2014,ACS5YR,Households,"Single Person Households, % of Total",0.4234381380155165,0.5625207296849087,INACTIVE,INACTIVE,0.4968041836141778,INACTIVE,0.5863909272848565,0.681024447031432,0.6761496492595479,INACTIVE,INACTIVE,0.5993856954804739
54,2014,ACS5YR,Housing,Median Year Moved In Owner,1989.2666666666669,2010.1204188481677,INACTIVE,INACTIVE,2009.7620689655173,INACTIVE,2009.2696629213483,2010.0857142857144,2009.8,INACTIVE,INACTIVE,2009.5277777777776
55,2014,ACS5YR,Housing,Median Year Moved In Renter,2009.96546961326,2010.4451114922813,INACTIVE,INACTIVE,2009.8884540117415,INACTIVE,2010.6046511627908,2010.3978685612788,2010.3515092502437,INACTIVE,INACTIVE,2010.657099697885
56,2014,ACS5YR,Housing,Median Year Structure Built,1940.0,1940.0,INACTIVE,INACTIVE,1940.0,INACTIVE,1949.8947368421047,1940.0,1940.0,INACTIVE,INACTIVE,1940.0
57,2014,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",0.0620310155077538,0.0770698206791301,INACTIVE,INACTIVE,0.0192926045016077,INACTIVE,0.0689089417555373,0.070952092177077,0.0408981555733761,INACTIVE,INACTIVE,0.1403837154890032
58,2014,ACS5YR,Housing,Owner Occupied,0.1837484687627603,0.1306799336650083,INACTIVE,INACTIVE,0.2771644392794887,INACTIVE,0.1867911941294196,0.0401629802095459,0.0280592361652377,INACTIVE,INACTIVE,0.062308029837648
59,2014,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,796.0,1056.0,INACTIVE,INACTIVE,420.0,INACTIVE,425.0,229.0,673.0,INACTIVE,INACTIVE,345.0
60,2014,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,1203.0,1451.0,INACTIVE,INACTIVE,774.0,INACTIVE,782.0,1420.0,1733.0,INACTIVE,INACTIVE,1792.0
61,2014,ACS5YR,Housing,Renter Occupied,0.8162515312372397,0.8693200663349917,INACTIVE,INACTIVE,0.7228355607205114,INACTIVE,0.8132088058705804,0.959837019790454,0.9719407638347622,INACTIVE,INACTIVE,0.937691970162352
62,2014,ACS5YR,Housing,Total Number of Units,2755.0,3271.0,INACTIVE,INACTIVE,2357.0,INACTIVE,1764.0,1944.0,2762.0,INACTIVE,INACTIVE,2316.0
63,2014,ACS5YR,Housing,Total Vacant Units,306.0,256.0,INACTIVE,INACTIVE,636.0,INACTIVE,265.0,226.0,196.0,INACTIVE,INACTIVE,37.0
64,2014,ACS5YR,Housing,Vacancy Rate,0.111070780399274,0.0782635279730969,INACTIVE,INACTIVE,0.2698345354263894,INACTIVE,0.1502267573696145,0.1162551440329218,0.0709630702389572,INACTIVE,INACTIVE,0.0159758203799654
65,2014,ACS5YR,Housing Prices,Contract Rent 100 to 149,34.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,0.0,0.0,0.0,INACTIVE,INACTIVE,0.0
66,2014,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,376.0,231.0,INACTIVE,INACTIVE,112.0,INACTIVE,112.0,212.0,654.0,INACTIVE,INACTIVE,357.0
67,2014,ACS5YR,Housing Prices,Contract Rent 1250 to 1499,211.0,372.0,INACTIVE,INACTIVE,180.0,INACTIVE,163.0,356.0,242.0,INACTIVE,INACTIVE,406.0
68,2014,ACS5YR,Housing Prices,Contract Rent 150 to 199,0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,14.0,11.0,0.0,INACTIVE,INACTIVE,0.0
69,2014,ACS5YR,Housing Prices,Contract Rent 1500 to 1999,310.0,515.0,INACTIVE,INACTIVE,165.0,INACTIVE,245.0,389.0,402.0,INACTIVE,INACTIVE,601.0
