,Category,Attribute,Percent Of,2024_Golden Gate Park,2024_San Francisco,2023_Golden Gate Park,2023_San Francisco,2022_Golden Gate Park,2022_San Francisco,2021_Golden Gate Park,2021_San Francisco,2020_Golden Gate Park,2020_San Francisco,2019_Golden Gate Park,2019_San Francisco,2018_Golden Gate Park,2018_San Francisco,2017_Golden Gate Park,2017_San Francisco,2016_Golden Gate Park,2016_San Francisco,2015_Golden Gate Park,2015_San Francisco,2014_Golden Gate Park,2014_San Francisco,2013_Golden Gate Park,2013_San Francisco,2012_Golden Gate Park,2012_San Francisco,2011_Golden Gate Park,2011_San Francisco,2010_Golden Gate Park,2010_San Francisco,2000_Golden Gate Park,2000_San Francisco
64,Employment,"Under 6 Years, Living with One Parent",None,0.0,6580.0,0.0,6745.0,0.0,7242.0,0.0,7622.0,0.0,8015.0,0.0,8712.0,0.0,8972.0,0.0,9280.0,0.0,9061.0,0.0,9277.0,0.0,9251.0,0.0,9029.0,0.0,9269.0,0.0,9025.0,0.0,8317.0,6.0,8668.0
65,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force","Total Under 6 Years, Living with One Parent",None,0.2427051671732522,None,0.2317272053372868,None,0.2346037006351836,None,0.2332721070585148,None,0.2331877729257642,None,0.1887052341597796,None,0.1754346856888096,None,0.1479525862068965,None,0.1351947908619357,None,0.1384068125471596,None,0.1318776348502864,None,0.1348986598737401,None,0.1807098931923616,None,0.1905817174515235,None,0.2776241433209089,0.0,0.3289109367789571
66,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force","Total Under 6 Years, Living with One Parent",None,0.7572948328267477,None,0.7682727946627131,None,0.7653962993648163,None,0.7667278929414851,None,0.7668122270742358,None,0.8112947658402204,None,0.8245653143111904,None,0.8520474137931034,None,0.8648052091380642,None,0.8615931874528403,None,0.8681223651497135,None,0.8651013401262598,None,0.8192901068076384,None,0.8094182825484765,None,0.722375856679091,1.0,0.6710890632210429
67,Employment,"Under 6 Years, Living with Two Parents",None,0.0,31178.0,0.0,32695.0,0.0,33144.0,0.0,34687.0,0.0,35920.0,0.0,36371.0,0.0,36135.0,0.0,35287.0,0.0,34710.0,0.0,33503.0,0.0,32018.0,0.0,31593.0,0.0,30861.0,0.0,30505.0,0.0,30522.0,0.0,25388.0
68,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force","Total Under 6 Years, Living with Two Parents",None,0.2492783372891141,None,0.249365346383239,None,0.2557325609461742,None,0.2829878628881137,None,0.2931514476614699,None,0.2815154931126447,None,0.2911304829113048,None,0.3134015359764219,None,0.3202823393834629,None,0.3241799241858938,None,0.3401836466987319,None,0.3268445541733928,None,0.3272739055766177,None,0.3348631371906245,None,0.3595111722691829,None,0.370174885772806
69,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force","Total Under 6 Years, Living with Two Parents",None,0.0162614664186285,None,0.0166386297599021,None,0.0095341539946898,None,0.009484821402831,None,0.0053452115812917,None,0.0075884633361744,None,0.0085789400857894,None,0.0100036840762887,None,0.01120714491501,None,0.0139688983076142,None,0.0153663564245112,None,0.0175671826037413,None,0.0194420141926703,None,0.024356662842157,None,0.0238844112443483,None,0.0863793918386639
70,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force","Total Under 6 Years, Living with Two Parents",None,0.7344601962922573,None,0.7339960238568588,None,0.7347332850591359,None,0.7075273157090552,None,0.7015033407572383,None,0.7108960435511809,None,0.7002905770029058,None,0.6765947799472893,None,0.668510515701527,None,0.6618511775064919,None,0.6444499968767569,None,0.6555882632228658,None,0.6532840802307119,None,0.6407801999672185,None,0.6166044164864688,None,0.5434457223885301
71,Employment,Unemployment Rate,Total in Labor Force,None,0.0608135844766881,None,0.0562046654080624,None,0.0535574280864409,None,0.0528643499003607,None,0.0473714538922793,None,0.0421464851369989,None,0.0467561898167262,None,0.0542882955154614,None,0.0616593070488925,None,0.0674995414830973,None,0.0756142580428994,None,0.0824785173449569,None,0.0804399877212729,None,0.0751930879380297,None,0.0714463457119018,0.0,0.0459336392752786
72,Employment,"Unemployment Rate by Race, American Indian and Alaska Native Alone",None,None,0.0832012678288431,None,0.0802578923966207,None,0.0602378490175801,None,0.0821385902031063,None,0.0509490509490509,None,0.0688023298143429,None,0.0778097982708933,None,0.0697757208971164,None,0.0901320901320901,None,0.0971544715447154,None,0.101040118870728,None,0.1111111111111111,None,0.1135357368753953,None,0.0940063091482649,None,0.0930026572187776,None,0.1176178660049627
73,Employment,"Unemployment Rate by Race, Asian Alone",None,None,0.0369489058251658,None,0.0338721192455738,None,0.0341370558375634,None,0.0335000167054604,None,0.0291531230947046,None,0.0276442085918097,None,0.0319563785515403,None,0.0366500659867572,None,0.0409332340918036,None,0.0469446992945047,None,0.0530339845142061,None,0.0562939569889799,None,0.0553152389623357,None,0.0522604410034277,None,0.0485528754552642,None,0.0431675384058686
74,Employment,"Unemployment Rate by Race, Black or African American Alone",None,None,0.0739910313901345,None,0.0752477403898508,None,0.0665699208443271,None,0.0612818444403965,None,0.0557836650364829,None,0.0559570936023496,None,0.0694954721862872,None,0.0817032258064516,None,0.0895460440985732,None,0.0999798529263624,None,0.0954421600198167,None,0.0897979179424372,None,0.0882082547055692,None,0.0781507192442567,None,0.0731042139305884,0.0,0.1206176277850589
75,Employment,"Unemployment Rate by Race, Hispanic or Latino",None,None,0.0489636691762218,None,0.0470278752076795,None,0.0457154073354021,None,0.045566673133956,None,0.0383654566767232,None,0.0355557606238176,None,0.0350838175196686,None,0.042703467272152,None,0.0528326508997721,None,0.0545821781423576,None,0.0672660060385538,None,0.0736414673234423,None,0.0696331930246542,None,0.0640217335588702,None,0.0598030438675022,None,0.0715559638977463
76,Employment,"Unemployment Rate by Race, Native Hawaiian and Other Pacific Islander Alone",None,None,0.0632137030995106,None,0.0618792971734148,None,0.0819556806190643,None,0.0359848484848484,None,0.0288713910761154,None,0.0520103282921431,None,0.0607255520504731,None,0.0680218921032056,None,0.0951625693893735,None,0.0829694323144104,None,0.0621722846441947,None,0.1004497751124437,None,0.096940656100258,None,0.0856812041682748,None,0.0779020439645198,None,0.1027027027027027
77,Employment,"Unemployment Rate by Race, Some Other Race Alone",None,None,0.053838337182448,None,0.0514630747793776,None,0.0553087598208385,None,0.0529829928912084,None,0.0400412216601086,None,0.0335968740299815,None,0.0335831863609641,None,0.0417677380230442,None,0.0509069392585338,None,0.0513066785794058,None,0.0694180625107926,None,0.0828703319788816,None,0.0798269266946761,None,0.0784496767278636,None,0.0745571485034673,None,0.0714742309228925
78,Employment,"Unemployment Rate by Race, Two or More Races",None,None,0.0479975371526125,None,0.0430960314108279,None,0.0403969066704332,None,0.0441203430224268,None,0.0456367484127972,None,0.0382433219860766,None,0.0451857707509881,None,0.0554237288135593,None,0.0712703629608459,None,0.0705411427060911,None,0.0767758146213057,None,0.0817477689846775,None,0.0770128878710314,None,0.0664339055377751,None,0.0703214397170498,0.0,0.0606384775632002
79,Employment,"Unemployment Rate by Race, White Alone",None,None,0.0390513424431545,None,0.0361976892865435,None,0.0332135025232708,None,0.0343558246132948,None,0.032052082404352,None,0.027183363594973,None,0.0284897093934907,None,0.0324183954025118,None,0.0357692454092147,None,0.0383196031823559,None,0.0433554808280672,None,0.0492058910018965,None,0.0475314395320879,None,0.0450695532835808,None,0.0434500825104976,0.0,0.0357294701818848
80,Employment,"Unemployment Rate by Race, White Alone, Not Hispanic or Latino",None,None,0.0393093591483632,None,0.0356205526939972,None,0.0327956717398998,None,0.0336381428867689,None,0.0314700894490074,None,0.0257642886721194,None,0.0274819521276099,None,0.0313534645625105,None,0.033872663643069,None,0.0362842407819056,None,0.040568474629176,None,0.0461809733493766,None,0.0447229096024235,None,0.0430287789885442,None,0.0418069823251312,0.0,0.0321885173447168
81,Employment,Worked in place of residence,Total Living in a Place,None,0.8253169561041847,None,0.823000162549794,None,0.8150015822719782,None,0.8033030688796547,None,0.787710045863901,None,0.7662421676810082,None,0.763732761445209,None,0.758829095879553,None,0.75375162546046,None,0.7547692840780026,None,0.7585445293737045,None,0.7619994669640917,None,0.7654151647580465,None,0.7678917094340922,None,0.7633115045678713,1.0,0.7693386500634328
82,Employment,Worked outside place of residence,Total Living in a Place,None,0.1746830438958153,None,0.1769998374502059,None,0.1849984177280218,None,0.1966969311203452,None,0.2122899541360989,None,0.2337578323189918,None,0.236267238554791,None,0.2411709041204469,None,0.24624837453954,None,0.2452307159219974,None,0.2414554706262954,None,0.2380005330359082,None,0.2345848352419535,None,0.2321082905659077,None,0.2366884954321287,0.0,0.2306613499365671
83,Households,Average Family Household Size,Total Family Households,None,3.1319983337300643,None,3.144151117308533,None,3.2018118894912773,None,3.2615402697381954,None,3.28706601556316,None,3.2517095916023706,None,3.268945126068028,None,3.289369891655579,None,3.2672108135580915,None,3.2838383338079966,None,3.298934193677973,None,3.2995935115235646,None,3.334838052183911,None,3.339890688687735,None,3.344840920606982,1.5454545454545454,3.3800225564931448
84,Households,Average Household Size,Total Households,None,2.209471781902731,None,2.237901330812144,None,2.2943849561823813,None,2.3444979393966285,None,2.3684053111240844,None,2.359117045903988,None,2.362153216954271,None,2.352446654005139,None,2.326626108742424,None,2.3229749890800586,None,2.320853188109825,None,2.3119669277632724,None,2.314770502501632,None,2.3034212201512974,None,2.304953708122554,1.2972972972972974,2.2949552827042594
85,Households,Family Households,Total Households,None,0.4629277618913811,None,0.4678741837925105,None,0.4703304028998791,None,0.4719280924304026,None,0.4723127316858534,None,0.479277241058859,None,0.478662290843646,None,0.4702044464305664,None,0.4642084744715392,None,0.4581213162925523,None,0.4576034099950309,None,0.4539077458659704,None,0.4499820682113482,None,0.4474618425143229,None,0.4473728166459864,0.2972972972972973,0.4462210095497954
86,Households,Households,None,0.0,362994.0,0.0,361734.0,0.0,360015.0,0.0,360574.0,0.0,347723.0,0.0,361559.0,0.0,358942.0,0.0,358040.0,0.0,356034.0,0.0,352566.0,0.0,348153.0,0.0,344700.0,0.0,340178.0,0.0,337745.0,0.0,335264.0,37.0,329850.0
87,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",Total Households,None,0.3636754326517794,None,0.3620035716852715,None,0.3581128564087607,None,0.3537359876197396,None,0.3558723466667433,None,0.3504075406780083,None,0.3465239509447209,None,0.3435649648084013,None,0.3372374548498177,None,0.3331659887794058,None,0.3313887859647913,None,0.3244067304902814,None,0.3196943952871732,None,0.3131090023538468,None,0.3084285816550539,0.0,0.3122601182355616
88,Households,"Households with Children, % of Total",Total Households,None,0.1813693890257139,None,0.1835188287526193,None,0.1840395539074761,None,0.1862308430447009,None,0.1853199241925325,None,0.1872280872554687,None,0.1872252341603936,None,0.1849988828063903,None,0.1852800575225961,None,0.1858971086264699,None,0.1885119473334999,None,0.1874963736582535,None,0.1873430968492965,None,0.1865963966898103,None,0.1864709601985301,0.2972972972972973,0.1723874488403819
89,Households,Living in Group Quarters,None,0.0,26112.0,0.0,24801.0,0.0,23183.0,0.0,19002.0,0.0,19758.0,0.0,20176.0,0.0,99313.0,0.0,100859.0,0.0,101563.0,0.0,101403.0,0.0,99865.0,0.0,98556.0,0.0,97294.0,0.0,0.0,0.0,0.0,25.0,19742.0
90,Households,Non-Family Households,Total Households,None,0.5370722381086189,None,0.5321258162074894,None,0.5296695971001208,None,0.5280719075695973,None,0.5276872683141466,None,0.520722758941141,None,0.5213377091563539,None,0.5297955535694335,None,0.5357915255284608,None,0.5418786837074476,None,0.5423965900049691,None,0.5460922541340296,None,0.5500179317886518,None,0.552538157485677,None,0.5526271833540135,0.7027027027027027,0.5537789904502046
91,Households,"Single Person Households, % of Total",Total Households,None,0.3880752849909364,None,0.3795468493423344,None,0.370431787564407,None,0.3656974712541669,None,0.3628462885687745,None,0.3559889257354954,None,0.3597628586233987,None,0.3665847391352921,None,0.3708775004634388,None,0.3779462568710539,None,0.3823635011043995,None,0.3869567740063823,None,0.3940848614548853,None,0.4006306533035278,None,0.4016058986351055,0.5135135135135135,0.3861755343337881
92,Housing,Median Year Moved In Owner,None,0.0,2007.6477461846248,0.0,2006.3591026631293,0.0,2005.251952191235,0.0,2005.4737919483905,0.0,2003.1260388697096,0.0,2007.0089461238213,0.0,2001.7370067504528,0.0,2009.146091310434,0.0,2000.187938712356,0.0,1999.6412538848176,0.0,2000.6779985725557,0.0,1997.5284754672896,0.0,1997.1416645945085,0.0,1993.848383462497,0.0,1995.6842698438252,0.0,1987.6388952189964
93,Housing,Median Year Moved In Renter,None,0.0,2015.9938834595152,0.0,2016.5115832671431,0.0,2014.5253318985476,0.0,2011.535989556136,0.0,2013.023803462322,0.0,2012.8029277571784,0.0,2011.2591798383655,0.0,2014.2607703428332,0.0,2010.163989518698,0.0,2008.6635687491075,0.0,2010.36722362394,0.0,2005.421611492817,0.0,2004.352184865961,0.0,2005.622983870968,0.0,2004.8217412659092,1996.6666666666667,1996.148247771288
94,Housing,Median Year Structure Built,None,0.0,1945.566896353718,0.0,1945.1754582655976,0.0,1944.5780497258984,0.0,1944.236438679245,0.0,1945.37322767794,0.0,1943.4359038418831,0.0,1942.3594918609767,0.0,1942.047870171528,0.0,1941.6269704596637,0.0,1941.7023507482008,0.0,1949.2994290710835,0.0,1941.2592200959407,0.0,1941.074692243788,0.0,1948.3707559981888,0.0,1939.0,1939.0,1940.100117657312
95,Housing,"Overcrowding, Renter Occupied Housing",Total Renter Occupied,None,0.0734325271237664,None,0.0787509157344527,None,0.0820756891618869,None,0.082845229599508,None,0.0810068776808164,None,0.0811220554467032,None,0.0790011969201636,None,0.0744354303381849,None,0.0737345626872705,None,0.0743386762815936,None,0.0740940461031634,None,0.0721038566434206,None,0.0716439754459395,None,0.0702590000517717,None,0.06915216052771,0.0,0.1382092963593535
96,Housing,Owner Occupied,Total Tenure,None,0.3819677460233502,None,0.38490990617415,None,0.3854506062247406,None,0.3820935508383855,None,0.3778035965409248,None,0.3760741677015369,None,0.3762000546049222,None,0.3730784269913976,None,0.3682007898122089,None,0.3643856753061838,None,0.366143620764434,None,0.3660226283724978,None,0.3693095967405299,None,0.3709129668832995,None,0.3750924644459292,0.0,0.3497573551713679
97,Housing,"Owner Occupied by Race, American Indian and Alaska Native Alone",Total Tenure by Race,None,0.1771235521235521,None,0.1876876876876876,None,0.223753280839895,None,0.1940899932840832,None,0.1992424242424242,None,0.200796812749004,None,0.2550813008130081,None,0.1857835218093699,None,0.2195571955719557,None,0.2651448639157155,None,0.2083333333333333,None,0.2443991853360488,None,0.2664835164835165,None,0.2557510148849797,None,0.268125,0.0,0.1903300076745971
98,Housing,"Owner Occupied by Race, Asian Alone",Total Tenure by Race,None,0.4733410178960565,None,0.4877977344187449,None,0.4972681922559189,None,0.498697088821828,None,0.4973242144982222,None,0.4858841413757533,None,0.4879309229076722,None,0.4790519489076516,None,0.4705893662222307,None,0.4637843466643089,None,0.461092908369767,None,0.4545435778869576,None,0.4551664248572972,None,0.4507220701132764,None,0.4543141641444049,None,0.4621923145032761
99,Housing,"Owner Occupied by Race, Black or African American Alone",Total Tenure by Race,None,0.2155356380708493,None,0.2235202492211838,None,0.2240897954532505,None,0.2104849131876159,None,0.2224731789949181,None,0.2196019039376893,None,0.2310917323494885,None,0.228198771154468,None,0.2357890195232445,None,0.2433635268862244,None,0.246513023046543,None,0.236361039702942,None,0.2514737598849748,None,0.2474269626621129,None,0.2623319414490891,None,0.2967728415758592
100,Housing,"Owner Occupied by Race, Hispanic or Latino",Total Tenure by Race,None,0.2560428954423592,None,0.2637565666458908,None,0.253467051377513,None,0.2450210940630229,None,0.2573011334626774,None,0.2427603785608081,None,0.2444932879561353,None,0.2565971646983646,None,0.258287227502719,None,0.2583689544210172,None,0.2714531106076825,None,0.2816944880269554,None,0.2747536491542393,None,0.2857065760004317,None,0.2934558104141754,None,0.2734139452220001
101,Housing,"Owner Occupied by Race, Native Hawaiian and Other Pacific Islander Alone",Total Tenure by Race,None,0.2211253701875617,None,0.1949685534591195,None,0.2307692307692307,None,0.2296610169491525,None,0.2671755725190839,None,0.2794268167860798,None,0.3314231136580707,None,0.3261648745519713,None,0.2785515320334262,None,0.2380090497737556,None,0.2733446519524618,None,0.2497607655502392,None,0.2549019607843137,None,0.3110704483074108,None,0.3532658693652254,None,0.1535911602209944
102,Housing,"Owner Occupied by Race, Some Other Race Alone",Total Tenure by Race,None,0.2188899051653589,None,0.2374111522674942,None,0.234477206400322,None,0.2183441558441558,None,0.2240712724827702,None,0.1919233542804161,None,0.209766633303482,None,0.2162715517241379,None,0.2061627133673243,None,0.2133024801234128,None,0.2228876020005264,None,0.2307748484627181,None,0.252913952691121,None,0.2816780821917808,None,0.2604302151075537,None,0.2333828009060376
103,Housing,"Owner Occupied by Race, Two or More Races",Total Tenure by Race,None,0.2901068720520628,None,0.2970237094333277,None,0.3011119290225097,None,0.2996876838817725,None,0.2771680409439863,None,0.2475572305974316,None,0.2521606507371632,None,0.2463947898899054,None,0.2415348101265823,None,0.2562584573748308,None,0.258909668313338,None,0.2470577418168444,None,0.2501658296219085,None,0.2468871198203715,None,0.2518605145651711,None,0.2361970994826562
104,Housing,"Owner Occupied by Race, White Alone",Total Tenure by Race,None,0.3756397314301812,None,0.3675542977939923,None,0.3617511776115267,None,0.3582007179981782,None,0.3472426015992086,None,0.3582100181602682,None,0.3537034139151241,None,0.3543159425376689,None,0.3511863224005582,None,0.3458097553199968,None,0.3499528600717325,None,0.3539752557291849,None,0.3555403399521208,None,0.3590736871569813,None,0.3637703239341642,0.0,0.3277027702770277
105,Housing,"Owner Occupied by Race, White Alone, Not Hispanic or Latino",Total Tenure by Race,None,0.380649547294583,None,0.3741987082389152,None,0.3698846626352262,None,0.3659528185561734,None,0.3532215400003615,None,0.3649711529793563,None,0.3619111747047106,None,0.3609502772292691,None,0.3569766146993318,None,0.3515220207253886,None,0.3547942133004373,None,0.3583965697198792,None,0.3634012743178552,None,0.366977166874929,None,0.3705137988769548,0.0,0.3294379130209066
106,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,None,0.0,82164.0,0.0,77998.0,0.0,73992.0,0.0,73349.0,0.0,69953.0,0.0,70573.0,0.0,68451.0,0.0,67616.0,0.0,65448.0,0.0,65701.0,0.0,114951.0,0.0,114749.0,0.0,113799.0,0.0,113725.0,0.0,111672.0,0.0,42099.0
107,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,None,0.0,141862.0,0.0,144178.0,0.0,146950.0,0.0,149184.0,0.0,146145.0,0.0,154965.0,0.0,155386.0,0.0,156751.0,0.0,159388.0,0.0,158259.0,0.0,90725.0,0.0,89862.0,0.0,88408.0,0.0,87105.0,0.0,88150.0,33.0,172030.0
108,Housing,Renter Occupied,Total Tenure,None,0.6180322539766497,None,0.6150900938258499,None,0.6145493937752594,None,0.6179064491616145,None,0.6221964034590752,None,0.623925832298463,None,0.6237999453950778,None,0.6269215730086024,None,0.6317992101877911,None,0.6356143246938162,None,0.6338563792355659,None,0.6339773716275022,None,0.63069040325947,None,0.6290870331167004,None,0.6249075355540709,1.0,0.6502426448286321
109,Housing,"Renter Occupied by Race, American Indian and Alaska Native Alone",Total Tenure by Race,None,0.8228764478764479,None,0.8123123123123123,None,0.776246719160105,None,0.8059100067159167,None,0.8007575757575758,None,0.799203187250996,None,0.7449186991869918,None,0.81421647819063,None,0.7804428044280443,None,0.7348551360842844,None,0.7916666666666666,None,0.7556008146639511,None,0.7335164835164835,None,0.7442489851150202,None,0.731875,1.0,0.8096699923254029
110,Housing,"Renter Occupied by Race, Asian Alone",Total Tenure by Race,None,0.5266589821039436,None,0.5122022655812551,None,0.5027318077440811,None,0.5013029111781719,None,0.5026757855017778,None,0.5141158586242467,None,0.5120690770923277,None,0.5209480510923484,None,0.5294106337777692,None,0.5362156533356911,None,0.538907091630233,None,0.5454564221130423,None,0.5448335751427028,None,0.5492779298867235,None,0.545685835855595,None,0.537807685496724
111,Housing,"Renter Occupied by Race, Black or African American Alone",Total Tenure by Race,None,0.7844643619291507,None,0.7764797507788161,None,0.7759102045467495,None,0.7895150868123841,None,0.7775268210050819,None,0.7803980960623107,None,0.7689082676505115,None,0.7718012288455319,None,0.7642109804767555,None,0.7566364731137756,None,0.753486976953457,None,0.763638960297058,None,0.7485262401150251,None,0.7525730373378872,None,0.7376680585509109,None,0.7032271584241409
112,Housing,"Renter Occupied by Race, Hispanic or Latino",Total Tenure by Race,None,0.7439571045576407,None,0.7362434333541091,None,0.746532948622487,None,0.754978905936977,None,0.7426988665373225,None,0.7572396214391919,None,0.7555067120438647,None,0.7434028353016354,None,0.741712772497281,None,0.7416310455789827,None,0.7285468893923175,None,0.7183055119730446,None,0.7252463508457606,None,0.7142934239995683,None,0.7065441895858245,None,0.726586054778
113,Housing,"Renter Occupied by Race, Native Hawaiian and Other Pacific Islander Alone",Total Tenure by Race,None,0.7788746298124383,None,0.8050314465408805,None,0.7692307692307693,None,0.7703389830508475,None,0.732824427480916,None,0.7205731832139202,None,0.6685768863419294,None,0.6738351254480287,None,0.7214484679665738,None,0.7619909502262443,None,0.7266553480475382,None,0.7502392344497608,None,0.7450980392156863,None,0.6889295516925892,None,0.6467341306347746,None,0.8464088397790055
114,Housing,"Renter Occupied by Race, Some Other Race Alone",Total Tenure by Race,None,0.7811100948346411,None,0.7625888477325058,None,0.765522793599678,None,0.7816558441558441,None,0.7759287275172297,None,0.8080766457195838,None,0.7902333666965179,None,0.7837284482758621,None,0.7938372866326757,None,0.7866975198765872,None,0.7771123979994735,None,0.7692251515372818,None,0.747086047308879,None,0.7183219178082192,None,0.7395697848924462,None,0.7666171990939623
115,Housing,"Renter Occupied by Race, Two or More Races",Total Tenure by Race,None,0.7098931279479372,None,0.7029762905666723,None,0.6988880709774902,None,0.7003123161182275,None,0.7228319590560136,None,0.7524427694025684,None,0.7478393492628368,None,0.7536052101100946,None,0.7584651898734177,None,0.7437415426251691,None,0.7410903316866619,None,0.7529422581831555,None,0.7498341703780915,None,0.7531128801796285,None,0.7481394854348289,None,0.7638029005173438
116,Housing,"Renter Occupied by Race, White Alone",Total Tenure by Race,None,0.6243602685698187,None,0.6324457022060077,None,0.6382488223884732,None,0.6417992820018218,None,0.6527573984007914,None,0.6417899818397318,None,0.646296586084876,None,0.645684057462331,None,0.6488136775994418,None,0.6541902446800032,None,0.6500471399282675,None,0.6460247442708151,None,0.6444596600478791,None,0.6409263128430187,None,0.6362296760658358,1.0,0.6722972297229723
117,Housing,"Renter Occupied by Race, White Alone, Not Hispanic or Latino",Total Tenure by Race,None,0.619350452705417,None,0.6258012917610848,None,0.6301153373647738,None,0.6340471814438267,None,0.6467784599996385,None,0.6350288470206437,None,0.6380888252952894,None,0.6390497227707308,None,0.6430233853006682,None,0.6484779792746114,None,0.6452057866995626,None,0.6416034302801208,None,0.6365987256821448,None,0.633022833125071,None,0.6294862011230452,1.0,0.6705620869790935
118,Housing,Total Number of Units,None,0.0,413571.0,0.0,410552.0,0.0,407284.0,0.0,403943.0,0.0,382814.0,0.0,396851.0,0.0,393098.0,0.0,389511.0,0.0,385944.0,0.0,382915.0,0.0,379773.0,0.0,377499.0,0.0,375132.0,0.0,374229.0,0.0,371781.0,33.0,346527.0
119,Housing,Total Vacant Units,None,0.0,50577.0,0.0,48818.0,0.0,47269.0,0.0,43369.0,0.0,35091.0,0.0,35292.0,0.0,34156.0,0.0,31471.0,0.0,29910.0,0.0,30349.0,0.0,31620.0,0.0,32799.0,0.0,34954.0,0.0,36484.0,0.0,36517.0,0.0,16827.0
120,Housing,Vacancy Rate,Total Housing Units,None,0.1222933909776072,None,0.1189082016407178,None,0.1160590644366093,None,0.1073641578143451,None,0.0916659265335123,None,0.0889301022298041,None,0.0868892744302947,None,0.0807961777716162,None,0.077498289907344,None,0.0792577987281772,None,0.0832602633678539,None,0.0868849983708566,None,0.0931778680571105,None,0.0974911083855072,None,0.0982218026203598,0.0,0.0485589867456215
121,Housing Prices,Contract Rent 100 to 149,None,0.0,735.0,0.0,669.0,0.0,561.0,0.0,710.0,0.0,848.0,0.0,795.0,0.0,762.0,0.0,965.0,0.0,1047.0,0.0,1198.0,0.0,1115.0,0.0,1235.0,0.0,1291.0,0.0,1188.0,0.0,1189.0,0.0,2218.0
122,Housing Prices,Contract Rent 1000 to 1249,None,0.0,12360.0,0.0,12735.0,0.0,13883.0,0.0,15685.0,0.0,16005.0,0.0,17491.0,0.0,18314.0,0.0,20972.0,0.0,22300.0,0.0,23989.0,0.0,24438.0,0.0,25594.0,0.0,25189.0,0.0,26334.0,0.0,27887.0,27.0,29768.0
123,Housing Prices,Contract Rent 1250 to 1499,None,0.0,11850.0,0.0,12425.0,0.0,13053.0,0.0,15334.0,0.0,14963.0,0.0,17640.0,0.0,19616.0,0.0,19477.0,0.0,21110.0,0.0,22981.0,0.0,23214.0,0.0,23799.0,0.0,25427.0,0.0,25043.0,0.0,24253.0,0.0,17994.0
124,Housing Prices,Contract Rent 150 to 199,None,0.0,1248.0,0.0,1131.0,0.0,1144.0,0.0,1263.0,0.0,1219.0,0.0,1059.0,0.0,880.0,0.0,811.0,0.0,898.0,0.0,1082.0,0.0,1157.0,0.0,1037.0,0.0,988.0,0.0,959.0,0.0,834.0,0.0,6640.0
125,Housing Prices,Contract Rent 1500 to 1999,None,0.0,27125.0,0.0,27134.0,0.0,28583.0,0.0,31884.0,0.0,31616.0,0.0,34159.0,0.0,35576.0,0.0,38851.0,0.0,42047.0,0.0,43104.0,0.0,44214.0,0.0,44733.0,0.0,43113.0,0.0,43130.0,0.0,40401.0,0.0,23743.0
126,Housing Prices,Contract Rent 200 to 249,None,0.0,1262.0,0.0,1483.0,0.0,2141.0,0.0,2304.0,0.0,3011.0,0.0,3326.0,0.0,3487.0,0.0,3469.0,0.0,3989.0,0.0,3926.0,0.0,3442.0,0.0,4052.0,0.0,4233.0,0.0,3905.0,0.0,4157.0,0.0,4167.0
127,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",None,0.0,30319.0,0.0,29598.0,0.0,30033.0,0.0,28406.0,0.0,27086.0,0.0,29234.0,0.0,29473.0,0.0,28761.0,0.0,28746.0,0.0,28844.0,0.0,60838.0,0.0,54800.0,0.0,49997.0,0.0,43369.0,0.0,38455.0,0.0,14053.0
128,Housing Prices,Contract Rent 250 to 299,None,0.0,2653.0,0.0,3199.0,0.0,4040.0,0.0,6816.0,0.0,6796.0,0.0,6530.0,0.0,6214.0,0.0,6238.0,0.0,5584.0,0.0,5431.0,0.0,5289.0,0.0,4617.0,0.0,4912.0,0.0,5107.0,0.0,4943.0,0.0,3338.0
129,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),None,0.0,22846.0,0.0,23891.0,0.0,23653.0,0.0,24685.0,0.0,24242.0,0.0,25265.0,0.0,24192.0,0.0,22868.0,0.0,20913.0,0.0,17655.0,0.0,5684.0,0.0,5764.0,0.0,5769.0,0.0,5919.0,0.0,6063.0,None,None
130,Housing Prices,Contract Rent 300 to 349,None,0.0,5250.0,0.0,5449.0,0.0,5715.0,0.0,3379.0,0.0,3005.0,0.0,2602.0,0.0,2405.0,0.0,2698.0,0.0,2768.0,0.0,2640.0,0.0,2310.0,0.0,2483.0,0.0,2392.0,0.0,2351.0,0.0,3015.0,0.0,5346.0
131,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),None,0.0,23443.0,0.0,21301.0,0.0,21499.0,0.0,22343.0,0.0,21710.0,0.0,21726.0,0.0,19059.0,0.0,16228.0,0.0,13638.0,0.0,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None
