,year,label,Category,Attribute
61,2013,ACS5YR,Housing,Renter Occupied
62,2013,ACS5YR,Housing,Total Number of Units
63,2013,ACS5YR,Housing,Total Vacant Units
64,2013,ACS5YR,Housing,Vacancy Rate
65,2013,ACS5YR,Housing Prices,Contract Rent 100 to 149
66,2013,ACS5YR,Housing Prices,Contract Rent 1000 to 1249
67,2013,ACS5YR,Housing Prices,Contract Rent 1250 to 1499
68,2013,ACS5YR,Housing Prices,Contract Rent 150 to 199
69,2013,ACS5YR,Housing Prices,Contract Rent 1500 to 1999
70,2013,ACS5YR,Housing Prices,Contract Rent 200 to 249
71,2013,ACS5YR,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)"
72,2013,ACS5YR,Housing Prices,Contract Rent 250 to 299
73,2013,ACS5YR,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-)
74,2013,ACS5YR,Housing Prices,Contract Rent 300 to 349
75,2013,ACS5YR,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-)
76,2013,ACS5YR,Housing Prices,Contract Rent 350 to 399
77,2013,ACS5YR,Housing Prices,Contract Rent 3500 or more (ACS2015-)
78,2013,ACS5YR,Housing Prices,Contract Rent 400 to 449
79,2013,ACS5YR,Housing Prices,Contract Rent 500 to 549
80,2013,ACS5YR,Housing Prices,Contract Rent 550 to 599
81,2013,ACS5YR,Housing Prices,Contract Rent 600 to 649
82,2013,ACS5YR,Housing Prices,Contract Rent 650 to 699
83,2013,ACS5YR,Housing Prices,Contract Rent 700 to 749
84,2013,ACS5YR,Housing Prices,Contract Rent 750 to 749
85,2013,ACS5YR,Housing Prices,Contract Rent 750 to 799
86,2013,ACS5YR,Housing Prices,Contract Rent 800 to 899
87,2013,ACS5YR,Housing Prices,Contract Rent 900 to 999
88,2013,ACS5YR,Housing Prices,Contract Rent Less than 100
89,2013,ACS5YR,Housing Prices,Contract Rent Total
90,2013,ACS5YR,Housing Prices,Contract Rent Total No cash Rent (ACS2015-)
91,2013,ACS5YR,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)"
92,2013,ACS5YR,Housing Prices,Contract Rent Total With cash Rent
93,2013,ACS5YR,Housing Prices,Extremely Rent Burdened
94,2013,ACS5YR,Housing Prices,Home Value 10000 to 14999 
95,2013,ACS5YR,Housing Prices,Home Value 100000 to 124999
96,2013,ACS5YR,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)"
97,2013,ACS5YR,Housing Prices,Home Value 125000 to 149999
98,2013,ACS5YR,Housing Prices,Home Value 15000 to 19999 
99,2013,ACS5YR,Housing Prices,Home Value 150000 to 174999
100,2013,ACS5YR,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-)
101,2013,ACS5YR,Housing Prices,Home Value 175000 to 199999
102,2013,ACS5YR,Housing Prices,Home Value 20000 to 24999 
103,2013,ACS5YR,Housing Prices,Home Value 200000 to 249999
104,2013,ACS5YR,Housing Prices,Home Value 2000000 or more (ACS2015-)
105,2013,ACS5YR,Housing Prices,Home Value 25000 to 29999 
106,2013,ACS5YR,Housing Prices,Home Value 250000 to 299999
107,2013,ACS5YR,Housing Prices,Home Value 30000 to 34999 
108,2013,ACS5YR,Housing Prices,Home Value 300000 to 399999
109,2013,ACS5YR,Housing Prices,Home Value 35000 to 39999 
110,2013,ACS5YR,Housing Prices,Home Value 40000 to 49999 
111,2013,ACS5YR,Housing Prices,Home Value 400000 to 499999
112,2013,ACS5YR,Housing Prices,Home Value 50000 to 59999 
113,2013,ACS5YR,Housing Prices,Home Value 500000 to 749999
114,2013,ACS5YR,Housing Prices,Home Value 60000 to 69999 
115,2013,ACS5YR,Housing Prices,Home Value 70000 to 79999 
116,2013,ACS5YR,Housing Prices,Home Value 750000 to 999999
117,2013,ACS5YR,Housing Prices,Home Value 80000 to 89999 
118,2013,ACS5YR,Housing Prices,Home Value 90000 to 99999 
119,2013,ACS5YR,Housing Prices,Home Value Less than 10000
120,2013,ACS5YR,Housing Prices,Home Value Total
121,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage
122,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 0 to 30%
123,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 30-50%
124,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 50%+
125,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage Not Computed
126,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage
127,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 0 to 30%
128,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 30-50%
129,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 50%+
130,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage Not Computed
131,2013,ACS5YR,Housing Prices,Median Contract Rent
132,2013,ACS5YR,Housing Prices,Median Home Value
133,2013,ACS5YR,Housing Prices,Median Rent
134,2013,ACS5YR,Housing Prices,Median Rent as % of Household Income
135,2013,ACS5YR,Housing Prices,Rent 100 to 149
136,2013,ACS5YR,Housing Prices,Rent 1000 to 1249
137,2013,ACS5YR,Housing Prices,Rent 1250 to 1499
138,2013,ACS5YR,Housing Prices,Rent 150 to 199
139,2013,ACS5YR,Housing Prices,Rent 1500 to 1999
140,2013,ACS5YR,Housing Prices,Rent 200 to 249
141,2013,ACS5YR,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)"
142,2013,ACS5YR,Housing Prices,Rent 250 to 299
143,2013,ACS5YR,Housing Prices,Rent 2500 to 2999 (ACS2015-)
144,2013,ACS5YR,Housing Prices,Rent 300 to 349
145,2013,ACS5YR,Housing Prices,Rent 3000 to 3499 (ACS2015-)
146,2013,ACS5YR,Housing Prices,Rent 350 to 399
147,2013,ACS5YR,Housing Prices,Rent 3500 or more (ACS2015-)
148,2013,ACS5YR,Housing Prices,Rent 400 to 449
149,2013,ACS5YR,Housing Prices,Rent 450 to 499
150,2013,ACS5YR,Housing Prices,Rent 500 to 549
151,2013,ACS5YR,Housing Prices,Rent 550 to 599
152,2013,ACS5YR,Housing Prices,Rent 600 to 649
153,2013,ACS5YR,Housing Prices,Rent 650 to 699
154,2013,ACS5YR,Housing Prices,Rent 700 to 749
155,2013,ACS5YR,Housing Prices,Rent 750 to 799
156,2013,ACS5YR,Housing Prices,Rent 800 to 899
157,2013,ACS5YR,Housing Prices,Rent 900 to 999
158,2013,ACS5YR,Housing Prices,Rent Burdened
159,2013,ACS5YR,Housing Prices,Rent Less than 100
160,2013,ACS5YR,Housing Prices,Rent Total
161,2013,ACS5YR,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)"
162,2013,ACS5YR,Housing Prices,Rent Total No cash rent (ACS2015-)
163,2013,ACS5YR,Housing Prices,Rent Total With cash rent
164,2013,ACS5YR,Housing Type,10-19 Units
165,2013,ACS5YR,Housing Type,2-4 Units
166,2013,ACS5YR,Housing Type,20 Units or More
167,2013,ACS5YR,Housing Type,5-9 Units
168,2013,ACS5YR,Housing Type,Other Type
169,2013,ACS5YR,Housing Type,Single Family Housing
170,2013,ACS5YR,Income,Household Income 10000 to 14999
171,2013,ACS5YR,Income,Household Income 100000 to 124999
172,2013,ACS5YR,Income,Household Income 125000 to 149999
173,2013,ACS5YR,Income,Household Income 15000 to 19999
174,2013,ACS5YR,Income,Household Income 150000 to 199999
175,2013,ACS5YR,Income,Household Income 20000 to 24999
176,2013,ACS5YR,Income,Household Income 25000 to 29999
177,2013,ACS5YR,Income,Household Income 30000 to 34999
178,2013,ACS5YR,Income,Household Income 35000 to 39999
179,2013,ACS5YR,Income,Household Income 40000 to 44999
180,2013,ACS5YR,Income,Household Income 45000 to 49999
181,2013,ACS5YR,Income,Household Income 50000 to 59999
182,2013,ACS5YR,Income,Household Income 60000 to 74999
183,2013,ACS5YR,Income,Household Income 75000 to 99999
184,2013,ACS5YR,Income,Household Income Greater than 200000
185,2013,ACS5YR,Income,Household Income Less than 10000
186,2013,ACS5YR,Income,Households Total for Income
187,2013,ACS5YR,Income,Median Family Income
188,2013,ACS5YR,Income,Median Household Income
189,2013,ACS5YR,Income,Percent in Poverty
190,2013,ACS5YR,Journey to Work,Journey to Work by Bike
191,2013,ACS5YR,Journey to Work,Journey to Work by Car
192,2013,ACS5YR,Journey to Work,Journey to Work by Carpooled
193,2013,ACS5YR,Journey to Work,Journey to Work by Drove Alone
194,2013,ACS5YR,Journey to Work,Journey to Work by Other Journey Type
195,2013,ACS5YR,Journey to Work,Journey to Work by Transit
196,2013,ACS5YR,Journey to Work,Journey to Work by Walk
197,2013,ACS5YR,Journey to Work,Journey to Work by Worked at Home
198,2013,ACS5YR,Journey to Work,Total Workers 16 Years and Older
199,2013,ACS5YR,Journey to Work,"Total Workers 16 Years and Older, alternate"
200,2013,ACS5YR,Language Spoken at Home,Asian/Pacific Islander
201,2013,ACS5YR,Language Spoken at Home,"Asian/Pacific Islander, alternate"
202,2013,ACS5YR,Language Spoken at Home,English Only
203,2013,ACS5YR,Language Spoken at Home,"English Only, alternate"
204,2013,ACS5YR,Language Spoken at Home,Other European Languages
205,2013,ACS5YR,Language Spoken at Home,"Other European Languages, alternate"
206,2013,ACS5YR,Language Spoken at Home,Other Languages
207,2013,ACS5YR,Language Spoken at Home,"Other Languages, alternate"
208,2013,ACS5YR,Language Spoken at Home,Spanish Only
209,2013,ACS5YR,Language Spoken at Home,"Spanish Only, alternate"
210,2013,ACS5YR,Nativity,Foreign Born
211,2013,ACS5YR,Population,Total Population
212,2013,ACS5YR,Race/Ethnicity,Asian
213,2013,ACS5YR,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino"
214,2013,ACS5YR,Race/Ethnicity,Black/African American
215,2013,ACS5YR,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino"
216,2013,ACS5YR,Race/Ethnicity,Latino Population (of Any Race)
217,2013,ACS5YR,Race/Ethnicity,Native American Indian
218,2013,ACS5YR,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino"
219,2013,ACS5YR,Race/Ethnicity,Native Hawaiian/Pacific Islander
220,2013,ACS5YR,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino"
221,2013,ACS5YR,Race/Ethnicity,Other/Two or More Races
222,2013,ACS5YR,Race/Ethnicity,"Population, Not Hispanic or Latino"
223,2013,ACS5YR,Race/Ethnicity,Some Other Race Alone
224,2013,ACS5YR,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino"
225,2013,ACS5YR,Race/Ethnicity,Two Or More Races
226,2013,ACS5YR,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino"
227,2013,ACS5YR,Race/Ethnicity,"White Alone, Not Hispanic or Latino"
228,2013,ACS5YR,Race/Ethnicity,"White, Including Hispanic or Latino"
229,2013,ACS5YR,Sex,Female
230,2013,ACS5YR,Sex,Male
231,2013,ACS5YR,Unit Size,1 Bedroom
232,2013,ACS5YR,Unit Size,2 Bedrooms
233,2013,ACS5YR,Unit Size,3-4 Bedrooms
234,2013,ACS5YR,Unit Size,5 or More Bedrooms
235,2013,ACS5YR,Unit Size,No Bedroom
236,2013,ACS5YR,Vehicles Available,Households with no Vehicle
237,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Homeowning Households
238,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Renting Households
239,2013,ACS5YR,Vehicles Available,Vehicles Available
240,2013,ACS5YR,Vehicles Available,Vehicles Homeowners
241,2013,ACS5YR,Vehicles Available,Vehicles Per Capita
242,2013,ACS5YR,Vehicles Available,Vehicles Renters
0,2014,ACS5YR,Affordability,
1,2014,ACS5YR,Affordability,
2,2014,ACS5YR,Affordability,
3,2014,ACS5YR,Affordability,
4,2014,ACS5YR,Affordability,
5,2014,ACS5YR,Affordability,
6,2014,ACS5YR,Affordability,
7,2014,ACS5YR,Affordability,
8,2014,ACS5YR,Affordability,
9,2014,ACS5YR,Affordability,
10,2014,ACS5YR,Affordability,
11,2014,ACS5YR,Affordability,
0,2014,ACS5YR,Age,0-2 Years
1,2014,ACS5YR,Age,0-4 Years
2,2014,ACS5YR,Age,18-34 Years
3,2014,ACS5YR,Age,3-5 Years
4,2014,ACS5YR,Age,35-59 Years
5,2014,ACS5YR,Age,5-17 Years
6,2014,ACS5YR,Age,60 and older
7,2014,ACS5YR,Age,Under 18 Years
8,2014,ACS5YR,Age,Under 6 Years
9,2014,ACS5YR,Educational Attainment,College Degree or higher
10,2014,ACS5YR,Educational Attainment,"College Degree or higher, alternate"
11,2014,ACS5YR,Educational Attainment,High School or Less
12,2014,ACS5YR,Educational Attainment,"High School or Less, alternate"
13,2014,ACS5YR,Educational Attainment,Some College/Associate Degree
14,2014,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate"
15,2014,ACS5YR,Employment,"6-17, Living with One Parent"
16,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force"
17,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force"
18,2014,ACS5YR,Employment,"6-17, Living with Two Parents"
19,2014,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force"
20,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force"
21,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force"
22,2014,ACS5YR,Employment,Employed Residents
23,2014,ACS5YR,Employment,"Employed Residents, alternate"
24,2014,ACS5YR,Employment,Managerial Professional
25,2014,ACS5YR,Employment,"Managerial Professional, alternate"
26,2014,ACS5YR,Employment,Natural Resources
27,2014,ACS5YR,Employment,"Natural Resources, alternate"
28,2014,ACS5YR,Employment,Production Transport Materials
29,2014,ACS5YR,Employment,"Production Transport Materials, alternate"
30,2014,ACS5YR,Employment,Sales and Office
31,2014,ACS5YR,Employment,"Sales and Office, alternate"
32,2014,ACS5YR,Employment,Services
33,2014,ACS5YR,Employment,"Services, alternate"
34,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent"
35,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force"
36,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force"
37,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents"
38,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force"
39,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force"
40,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force"
41,2014,ACS5YR,Employment,Unemployment Rate
42,2014,ACS5YR,Employment,"Unemployment Rate, alternate"
43,2014,ACS5YR,Employment,Worked in place of residence
44,2014,ACS5YR,Employment,Worked outside place of residence
45,2014,ACS5YR,Households,Average Family Household Size
46,2014,ACS5YR,Households,Average Household Size
47,2014,ACS5YR,Households,Family Households
48,2014,ACS5YR,Households,Households
49,2014,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)"
50,2014,ACS5YR,Households,"Households with Children, % of Total"
51,2014,ACS5YR,Households,Living in Group Quarters
52,2014,ACS5YR,Households,Non-Family Households
53,2014,ACS5YR,Households,"Single Person Households, % of Total"
54,2014,ACS5YR,Housing,Median Year Moved In Owner
55,2014,ACS5YR,Housing,Median Year Moved In Renter
56,2014,ACS5YR,Housing,Median Year Structure Built
57,2014,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing"
58,2014,ACS5YR,Housing,Owner Occupied
59,2014,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure
60,2014,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure
61,2014,ACS5YR,Housing,Renter Occupied
62,2014,ACS5YR,Housing,Total Number of Units
63,2014,ACS5YR,Housing,Total Vacant Units
64,2014,ACS5YR,Housing,Vacancy Rate
65,2014,ACS5YR,Housing Prices,Contract Rent 100 to 149
66,2014,ACS5YR,Housing Prices,Contract Rent 1000 to 1249
67,2014,ACS5YR,Housing Prices,Contract Rent 1250 to 1499
68,2014,ACS5YR,Housing Prices,Contract Rent 150 to 199
69,2014,ACS5YR,Housing Prices,Contract Rent 1500 to 1999
70,2014,ACS5YR,Housing Prices,Contract Rent 200 to 249
71,2014,ACS5YR,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)"
72,2014,ACS5YR,Housing Prices,Contract Rent 250 to 299
73,2014,ACS5YR,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-)
74,2014,ACS5YR,Housing Prices,Contract Rent 300 to 349
75,2014,ACS5YR,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-)
76,2014,ACS5YR,Housing Prices,Contract Rent 350 to 399
77,2014,ACS5YR,Housing Prices,Contract Rent 3500 or more (ACS2015-)
78,2014,ACS5YR,Housing Prices,Contract Rent 400 to 449
79,2014,ACS5YR,Housing Prices,Contract Rent 500 to 549
80,2014,ACS5YR,Housing Prices,Contract Rent 550 to 599
81,2014,ACS5YR,Housing Prices,Contract Rent 600 to 649
82,2014,ACS5YR,Housing Prices,Contract Rent 650 to 699
83,2014,ACS5YR,Housing Prices,Contract Rent 700 to 749
84,2014,ACS5YR,Housing Prices,Contract Rent 750 to 749
85,2014,ACS5YR,Housing Prices,Contract Rent 750 to 799
86,2014,ACS5YR,Housing Prices,Contract Rent 800 to 899
87,2014,ACS5YR,Housing Prices,Contract Rent 900 to 999
88,2014,ACS5YR,Housing Prices,Contract Rent Less than 100
89,2014,ACS5YR,Housing Prices,Contract Rent Total
90,2014,ACS5YR,Housing Prices,Contract Rent Total No cash Rent (ACS2015-)
91,2014,ACS5YR,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)"
92,2014,ACS5YR,Housing Prices,Contract Rent Total With cash Rent
93,2014,ACS5YR,Housing Prices,Extremely Rent Burdened
94,2014,ACS5YR,Housing Prices,Home Value 10000 to 14999 
95,2014,ACS5YR,Housing Prices,Home Value 100000 to 124999
96,2014,ACS5YR,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)"
97,2014,ACS5YR,Housing Prices,Home Value 125000 to 149999
98,2014,ACS5YR,Housing Prices,Home Value 15000 to 19999 
99,2014,ACS5YR,Housing Prices,Home Value 150000 to 174999
100,2014,ACS5YR,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-)
101,2014,ACS5YR,Housing Prices,Home Value 175000 to 199999
102,2014,ACS5YR,Housing Prices,Home Value 20000 to 24999 
103,2014,ACS5YR,Housing Prices,Home Value 200000 to 249999
104,2014,ACS5YR,Housing Prices,Home Value 2000000 or more (ACS2015-)
105,2014,ACS5YR,Housing Prices,Home Value 25000 to 29999 
106,2014,ACS5YR,Housing Prices,Home Value 250000 to 299999
107,2014,ACS5YR,Housing Prices,Home Value 30000 to 34999 
108,2014,ACS5YR,Housing Prices,Home Value 300000 to 399999
109,2014,ACS5YR,Housing Prices,Home Value 35000 to 39999 
110,2014,ACS5YR,Housing Prices,Home Value 40000 to 49999 
111,2014,ACS5YR,Housing Prices,Home Value 400000 to 499999
112,2014,ACS5YR,Housing Prices,Home Value 50000 to 59999 
113,2014,ACS5YR,Housing Prices,Home Value 500000 to 749999
114,2014,ACS5YR,Housing Prices,Home Value 60000 to 69999 
115,2014,ACS5YR,Housing Prices,Home Value 70000 to 79999 
116,2014,ACS5YR,Housing Prices,Home Value 750000 to 999999
117,2014,ACS5YR,Housing Prices,Home Value 80000 to 89999 
118,2014,ACS5YR,Housing Prices,Home Value 90000 to 99999 
119,2014,ACS5YR,Housing Prices,Home Value Less than 10000
120,2014,ACS5YR,Housing Prices,Home Value Total
121,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage
122,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 0 to 30%
123,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 30-50%
124,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 50%+
125,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage Not Computed
126,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage
127,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 0 to 30%
128,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 30-50%
129,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 50%+
130,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage Not Computed
131,2014,ACS5YR,Housing Prices,Median Contract Rent
132,2014,ACS5YR,Housing Prices,Median Home Value
133,2014,ACS5YR,Housing Prices,Median Rent
134,2014,ACS5YR,Housing Prices,Median Rent as % of Household Income
135,2014,ACS5YR,Housing Prices,Rent 100 to 149
136,2014,ACS5YR,Housing Prices,Rent 1000 to 1249
137,2014,ACS5YR,Housing Prices,Rent 1250 to 1499
138,2014,ACS5YR,Housing Prices,Rent 150 to 199
139,2014,ACS5YR,Housing Prices,Rent 1500 to 1999
140,2014,ACS5YR,Housing Prices,Rent 200 to 249
141,2014,ACS5YR,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)"
142,2014,ACS5YR,Housing Prices,Rent 250 to 299
143,2014,ACS5YR,Housing Prices,Rent 2500 to 2999 (ACS2015-)
144,2014,ACS5YR,Housing Prices,Rent 300 to 349
145,2014,ACS5YR,Housing Prices,Rent 3000 to 3499 (ACS2015-)
146,2014,ACS5YR,Housing Prices,Rent 350 to 399
147,2014,ACS5YR,Housing Prices,Rent 3500 or more (ACS2015-)
148,2014,ACS5YR,Housing Prices,Rent 400 to 449
149,2014,ACS5YR,Housing Prices,Rent 450 to 499
150,2014,ACS5YR,Housing Prices,Rent 500 to 549
151,2014,ACS5YR,Housing Prices,Rent 550 to 599
152,2014,ACS5YR,Housing Prices,Rent 600 to 649
153,2014,ACS5YR,Housing Prices,Rent 650 to 699
154,2014,ACS5YR,Housing Prices,Rent 700 to 749
155,2014,ACS5YR,Housing Prices,Rent 750 to 799
156,2014,ACS5YR,Housing Prices,Rent 800 to 899
157,2014,ACS5YR,Housing Prices,Rent 900 to 999
158,2014,ACS5YR,Housing Prices,Rent Burdened
159,2014,ACS5YR,Housing Prices,Rent Less than 100
160,2014,ACS5YR,Housing Prices,Rent Total
161,2014,ACS5YR,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)"
162,2014,ACS5YR,Housing Prices,Rent Total No cash rent (ACS2015-)
163,2014,ACS5YR,Housing Prices,Rent Total With cash rent
164,2014,ACS5YR,Housing Type,10-19 Units
165,2014,ACS5YR,Housing Type,2-4 Units
166,2014,ACS5YR,Housing Type,20 Units or More
167,2014,ACS5YR,Housing Type,5-9 Units
168,2014,ACS5YR,Housing Type,Other Type
169,2014,ACS5YR,Housing Type,Single Family Housing
170,2014,ACS5YR,Income,Household Income 10000 to 14999
171,2014,ACS5YR,Income,Household Income 100000 to 124999
172,2014,ACS5YR,Income,Household Income 125000 to 149999
173,2014,ACS5YR,Income,Household Income 15000 to 19999
174,2014,ACS5YR,Income,Household Income 150000 to 199999
175,2014,ACS5YR,Income,Household Income 20000 to 24999
176,2014,ACS5YR,Income,Household Income 25000 to 29999
177,2014,ACS5YR,Income,Household Income 30000 to 34999
178,2014,ACS5YR,Income,Household Income 35000 to 39999
179,2014,ACS5YR,Income,Household Income 40000 to 44999
180,2014,ACS5YR,Income,Household Income 45000 to 49999
181,2014,ACS5YR,Income,Household Income 50000 to 59999
182,2014,ACS5YR,Income,Household Income 60000 to 74999
183,2014,ACS5YR,Income,Household Income 75000 to 99999
184,2014,ACS5YR,Income,Household Income Greater than 200000
185,2014,ACS5YR,Income,Household Income Less than 10000
186,2014,ACS5YR,Income,Households Total for Income
187,2014,ACS5YR,Income,Median Family Income
188,2014,ACS5YR,Income,Median Household Income
189,2014,ACS5YR,Income,Percent in Poverty
190,2014,ACS5YR,Journey to Work,Journey to Work by Bike
191,2014,ACS5YR,Journey to Work,Journey to Work by Car
192,2014,ACS5YR,Journey to Work,Journey to Work by Carpooled
193,2014,ACS5YR,Journey to Work,Journey to Work by Drove Alone
194,2014,ACS5YR,Journey to Work,Journey to Work by Other Journey Type
195,2014,ACS5YR,Journey to Work,Journey to Work by Transit
196,2014,ACS5YR,Journey to Work,Journey to Work by Walk
197,2014,ACS5YR,Journey to Work,Journey to Work by Worked at Home
198,2014,ACS5YR,Journey to Work,Total Workers 16 Years and Older
199,2014,ACS5YR,Journey to Work,"Total Workers 16 Years and Older, alternate"
200,2014,ACS5YR,Language Spoken at Home,Asian/Pacific Islander
201,2014,ACS5YR,Language Spoken at Home,"Asian/Pacific Islander, alternate"
202,2014,ACS5YR,Language Spoken at Home,English Only
203,2014,ACS5YR,Language Spoken at Home,"English Only, alternate"
204,2014,ACS5YR,Language Spoken at Home,Other European Languages
205,2014,ACS5YR,Language Spoken at Home,"Other European Languages, alternate"
206,2014,ACS5YR,Language Spoken at Home,Other Languages
207,2014,ACS5YR,Language Spoken at Home,"Other Languages, alternate"
208,2014,ACS5YR,Language Spoken at Home,Spanish Only
209,2014,ACS5YR,Language Spoken at Home,"Spanish Only, alternate"
210,2014,ACS5YR,Nativity,Foreign Born
211,2014,ACS5YR,Population,Total Population
212,2014,ACS5YR,Race/Ethnicity,Asian
213,2014,ACS5YR,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino"
214,2014,ACS5YR,Race/Ethnicity,Black/African American
215,2014,ACS5YR,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino"
216,2014,ACS5YR,Race/Ethnicity,Latino Population (of Any Race)
217,2014,ACS5YR,Race/Ethnicity,Native American Indian
218,2014,ACS5YR,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino"
219,2014,ACS5YR,Race/Ethnicity,Native Hawaiian/Pacific Islander
220,2014,ACS5YR,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino"
221,2014,ACS5YR,Race/Ethnicity,Other/Two or More Races
222,2014,ACS5YR,Race/Ethnicity,"Population, Not Hispanic or Latino"
223,2014,ACS5YR,Race/Ethnicity,Some Other Race Alone
224,2014,ACS5YR,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino"
225,2014,ACS5YR,Race/Ethnicity,Two Or More Races
226,2014,ACS5YR,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino"
227,2014,ACS5YR,Race/Ethnicity,"White Alone, Not Hispanic or Latino"
228,2014,ACS5YR,Race/Ethnicity,"White, Including Hispanic or Latino"
229,2014,ACS5YR,Sex,Female
230,2014,ACS5YR,Sex,Male
231,2014,ACS5YR,Unit Size,1 Bedroom
232,2014,ACS5YR,Unit Size,2 Bedrooms
233,2014,ACS5YR,Unit Size,3-4 Bedrooms
234,2014,ACS5YR,Unit Size,5 or More Bedrooms
235,2014,ACS5YR,Unit Size,No Bedroom
236,2014,ACS5YR,Vehicles Available,Households with no Vehicle
237,2014,ACS5YR,Vehicles Available,Percent of No Vehicle Homeowning Households
238,2014,ACS5YR,Vehicles Available,Percent of No Vehicle Renting Households
239,2014,ACS5YR,Vehicles Available,Vehicles Available
240,2014,ACS5YR,Vehicles Available,Vehicles Homeowners
241,2014,ACS5YR,Vehicles Available,Vehicles Per Capita
242,2014,ACS5YR,Vehicles Available,Vehicles Renters
0,2015,ACS5YR,Affordability,
1,2015,ACS5YR,Affordability,
2,2015,ACS5YR,Affordability,
3,2015,ACS5YR,Affordability,
4,2015,ACS5YR,Affordability,
5,2015,ACS5YR,Affordability,
6,2015,ACS5YR,Affordability,
7,2015,ACS5YR,Affordability,
8,2015,ACS5YR,Affordability,
