,year,label,Category,Attribute,021100,021200,021300,021400,021500,021600
26,2000,DEC_SF3,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",1.0,0.36,0.0,0.0,0.1136363636363636,0.0
27,2000,DEC_SF3,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",0.0,0.64,1.0,1.0,0.8863636363636364,1.0
28,2000,DEC_SF3,Employment,"Under 6 Years, Living with Two Parents",246.0,105.0,86.0,159.0,226.0,91.0
29,2000,DEC_SF3,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.0,0.5619047619047619,0.3488372093023256,0.3584905660377358,0.4690265486725664,0.4175824175824176
30,2000,DEC_SF3,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,0.0,0.0691823899371069,0.0,0.0
31,2000,DEC_SF3,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",1.0,0.4380952380952381,0.6511627906976745,0.5723270440251572,0.5309734513274337,0.5824175824175825
32,2000,DEC_SF3,Employment,Unemployment Rate,0.0276410450586898,0.0288557213930348,0.0280426247896803,0.0243070362473347,0.0367606412382531,0.0159657320872274
33,2000,DEC_SF3,Employment,Worked in place of residence,0.7274533174413985,0.7189272821041774,0.7453161592505855,0.7122171945701358,0.7367659820653746,0.7435077906512185
34,2000,DEC_SF3,Employment,Worked outside place of residence,0.2725466825586015,0.2810727178958226,0.2546838407494145,0.2877828054298642,0.2632340179346254,0.2564922093487815
35,2000,DEC_SF3,Households,Average Family Household Size,2.737160120845921,2.857429718875502,2.7292110874200426,2.7884012539184955,2.9381443298969074,2.7296918767507004
36,2000,DEC_SF3,Households,Average Household Size,1.880801172447484,1.8963903743315509,2.009917355371901,1.9495548961424327,2.0464839094159712,1.846739647786768
37,2000,DEC_SF3,Households,Family Households,0.323400097703957,0.3328877005347593,0.387603305785124,0.3786350148367952,0.3853794199443782,0.3398381722989053
38,2000,DEC_SF3,Households,Households,2047.0,1496.0,1210.0,1685.0,2517.0,2101.0
39,2000,DEC_SF3,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.1587689301416707,0.1651069518716577,0.1595041322314049,0.1560830860534124,0.1728247914183552,0.256544502617801
40,2000,DEC_SF3,Households,"Households with Children, % of Total",0.1284807034684904,0.1537433155080214,0.1264462809917355,0.1459940652818991,0.1744139849026619,0.1256544502617801
41,2000,DEC_SF3,Households,Living in Group Quarters,0.0,15.0,0.0,0.0,44.0,0.0
42,2000,DEC_SF3,Households,Non-Family Households,0.6765999022960429,0.6671122994652406,0.6123966942148761,0.6213649851632047,0.6146205800556218,0.6601618277010948
43,2000,DEC_SF3,Households,"Single Person Households, % of Total",0.4069369809477284,0.4258021390374331,0.3421487603305785,0.3833827893175074,0.3873659117997616,0.4383626844359828
44,2000,DEC_SF3,Housing,Built 1939 or earlier,0.7175308641975309,0.6469833119383825,0.4972155926809865,0.6982316029663435,0.6252404771065795,0.1497450162262401
45,2000,DEC_SF3,Housing,Built 1940 to 1949,0.0528395061728395,0.1014120667522464,0.0875099443118536,0.0752994865944095,0.0961908426317814,0.1015299026425591
46,2000,DEC_SF3,Housing,Built 1950 to 1959,0.0681481481481481,0.0776636713735558,0.1344470962609387,0.1215059897318882,0.088880338591766,0.0968938340287436
47,2000,DEC_SF3,Housing,Built 1960 to 1969,0.0735802469135802,0.1322207958921694,0.1209228321400159,0.0678836280661722,0.1181223547518276,0.2220676866017617
48,2000,DEC_SF3,Housing,Built 1970 to 1979,0.0424691358024691,0.0314505776636713,0.1050119331742243,0.0302338847689674,0.0438630242400923,0.3560500695410292
49,2000,DEC_SF3,Housing,Built 1980 to 1989,0.0118518518518518,0.0,0.0254574383452665,0.006845407872219,0.0134667179684494,0.0463606861381548
50,2000,DEC_SF3,Housing,Built 1990 to 1999 (to Mar 2000 for DEC),0.0335802469135802,0.0102695763799743,0.0294351630867144,0.0,0.0142362447095036,0.0273528048215113
51,2000,DEC_SF3,Housing,Median Year Moved In Owner,1989.22131147541,1992.242268041237,1991.5036231884055,1990.078125,1991.387362637363,1990.6564245810057
52,2000,DEC_SF3,Housing,Median Year Moved In Renter,1996.3259911894272,1996.422535211268,1996.4897119341565,1996.6125907990315,1995.892857142857,1995.9219858156027
53,2000,DEC_SF3,Housing,Median Year Structure Built,1939.0,1939.0,1940.3181818181815,1939.0,1939.0,1966.8371607515655
54,2000,DEC_SF3,Housing,"Overcrowding, Renter Occupied Housing",0.0091590341382181,0.0091623036649214,0.0245499181669394,0.0548604427333975,0.0837887067395264,0.0590361445783132
55,2000,DEC_SF3,Housing,Owner Occupied,0.3815653964984552,0.4953764861294584,0.4882747068676717,0.3830166270783848,0.345389507154213,0.6049500237981913
56,2000,DEC_SF3,Housing,"Owner Occupied by Race, American Indian and Alaska Native Alone",,,0.0,0.0,0.0,
57,2000,DEC_SF3,Housing,"Owner Occupied by Race, Asian Alone",0.3263157894736842,0.3648648648648648,0.7395833333333334,0.2953020134228188,0.4183673469387755,0.7213740458015268
58,2000,DEC_SF3,Housing,"Owner Occupied by Race, Black or African American Alone",,0.0,0.0,0.5454545454545454,0.2535211267605634,0.4294478527607362
59,2000,DEC_SF3,Housing,"Owner Occupied by Race, Hispanic or Latino",0.0508474576271186,0.3448275862068966,0.6666666666666666,0.3441558441558441,0.23,0.4304635761589404
60,2000,DEC_SF3,Housing,"Owner Occupied by Race, Native Hawaiian and Other Pacific Islander Alone",,,,,,
61,2000,DEC_SF3,Housing,"Owner Occupied by Race, Some Other Race Alone",0.0,0.4285714285714285,0.9130434782608696,0.4,0.1055900621118012,0.3529411764705882
62,2000,DEC_SF3,Housing,"Owner Occupied by Race, Two or More Races",0.0,0.28125,0.2549019607843137,0.3684210526315789,0.0909090909090909,0.5370370370370371
63,2000,DEC_SF3,Housing,"Owner Occupied by Race, White Alone",0.4040978941377348,0.5225225225225225,0.4751491053677932,0.3921146953405018,0.3726863431715858,0.6171171171171171
64,2000,DEC_SF3,Housing,"Owner Occupied by Race, White Alone, Not Hispanic or Latino",0.4104956268221574,0.5294117647058824,0.4725956566701138,0.4015151515151515,0.3807134894091415,0.6255924170616114
65,2000,DEC_SF3,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,142.0,71.0,120.0,101.0,251.0,116.0
66,2000,DEC_SF3,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,1059.0,693.0,491.0,938.0,1396.0,714.0
67,2000,DEC_SF3,Housing,Renter Occupied,0.6184346035015448,0.5046235138705416,0.5117252931323283,0.6169833729216152,0.654610492845787,0.3950499762018086
68,2000,DEC_SF3,Housing,"Renter Occupied by Race, American Indian and Alaska Native Alone",,,1.0,1.0,1.0,
69,2000,DEC_SF3,Housing,"Renter Occupied by Race, Asian Alone",0.6736842105263158,0.6351351351351351,0.2604166666666667,0.7046979865771812,0.5816326530612245,0.2786259541984733
70,2000,DEC_SF3,Housing,"Renter Occupied by Race, Black or African American Alone",,1.0,1.0,0.4545454545454545,0.7464788732394366,0.5705521472392638
71,2000,DEC_SF3,Housing,"Renter Occupied by Race, Hispanic or Latino",0.9491525423728814,0.6551724137931034,0.3333333333333333,0.6558441558441559,0.77,0.5695364238410596
72,2000,DEC_SF3,Housing,"Renter Occupied by Race, Native Hawaiian and Other Pacific Islander Alone",,,,,,
73,2000,DEC_SF3,Housing,"Renter Occupied by Race, Some Other Race Alone",1.0,0.5714285714285714,0.0869565217391304,0.6,0.8944099378881988,0.6470588235294118
74,2000,DEC_SF3,Housing,"Renter Occupied by Race, Two or More Races",1.0,0.71875,0.7450980392156863,0.631578947368421,0.9090909090909092,0.4629629629629629
75,2000,DEC_SF3,Housing,"Renter Occupied by Race, White Alone",0.5959021058622652,0.4774774774774775,0.5248508946322068,0.6078853046594982,0.6273136568284142,0.3828828828828828
76,2000,DEC_SF3,Housing,"Renter Occupied by Race, White Alone, Not Hispanic or Latino",0.5895043731778425,0.4705882352941176,0.5274043433298863,0.5984848484848485,0.6192865105908584,0.3744075829383886
77,2000,DEC_SF3,Housing,Total Number of Units,2025.0,1558.0,1257.0,1753.0,2599.0,2157.0
78,2000,DEC_SF3,Housing,Total Vacant Units,83.0,44.0,63.0,69.0,83.0,56.0
79,2000,DEC_SF3,Housing,Vacancy Rate,0.0409876543209876,0.0282413350449293,0.0501193317422434,0.0393610952652595,0.0319353597537514,0.0259619842373667
80,2000,DEC_SF3,Housing Prices,Contract Rent 100 to 149,0.0,0.0,0.0,0.0,0.0,9.0
81,2000,DEC_SF3,Housing Prices,Contract Rent 1000 to 1249,198.0,173.0,93.0,188.0,297.0,196.0
82,2000,DEC_SF3,Housing Prices,Contract Rent 1250 to 1499,175.0,104.0,56.0,110.0,113.0,78.0
83,2000,DEC_SF3,Housing Prices,Contract Rent 150 to 199,0.0,0.0,0.0,0.0,8.0,0.0
84,2000,DEC_SF3,Housing Prices,Contract Rent 1500 to 1999,242.0,117.0,156.0,210.0,264.0,143.0
85,2000,DEC_SF3,Housing Prices,Contract Rent 200 to 249,6.0,0.0,0.0,22.0,0.0,19.0
86,2000,DEC_SF3,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",87.0,88.0,67.0,143.0,82.0,16.0
87,2000,DEC_SF3,Housing Prices,Contract Rent 250 to 299,0.0,0.0,0.0,0.0,20.0,8.0
88,2000,DEC_SF3,Housing Prices,Contract Rent 300 to 349,0.0,13.0,0.0,0.0,16.0,10.0
89,2000,DEC_SF3,Housing Prices,Contract Rent 350 to 399,17.0,6.0,7.0,6.0,17.0,0.0
90,2000,DEC_SF3,Housing Prices,Contract Rent 400 to 449,21.0,19.0,12.0,11.0,31.0,0.0
91,2000,DEC_SF3,Housing Prices,Contract Rent 500 to 549,0.0,13.0,17.0,8.0,36.0,34.0
92,2000,DEC_SF3,Housing Prices,Contract Rent 550 to 599,57.0,14.0,13.0,29.0,66.0,11.0
93,2000,DEC_SF3,Housing Prices,Contract Rent 600 to 649,11.0,0.0,13.0,8.0,59.0,9.0
94,2000,DEC_SF3,Housing Prices,Contract Rent 650 to 699,40.0,9.0,12.0,46.0,34.0,59.0
95,2000,DEC_SF3,Housing Prices,Contract Rent 700 to 749,42.0,7.0,12.0,6.0,97.0,25.0
96,2000,DEC_SF3,Housing Prices,Contract Rent 750 to 749,45.0,27.0,0.0,31.0,60.0,30.0
97,2000,DEC_SF3,Housing Prices,Contract Rent 750 to 799,67.0,15.0,24.0,33.0,0.0,29.0
98,2000,DEC_SF3,Housing Prices,Contract Rent 800 to 899,86.0,73.0,65.0,106.0,234.0,65.0
99,2000,DEC_SF3,Housing Prices,Contract Rent 900 to 999,79.0,61.0,45.0,70.0,166.0,80.0
100,2000,DEC_SF3,Housing Prices,Contract Rent Less than 100,0.0,7.0,0.0,0.0,8.0,0.0
101,2000,DEC_SF3,Housing Prices,Contract Rent Total,1201.0,764.0,611.0,1039.0,1647.0,830.0
102,2000,DEC_SF3,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),28.0,18.0,19.0,12.0,39.0,9.0
103,2000,DEC_SF3,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",28.0,18.0,19.0,12.0,39.0,9.0
104,2000,DEC_SF3,Housing Prices,Contract Rent Total With cash Rent,1173.0,746.0,592.0,1027.0,1608.0,821.0
105,2000,DEC_SF3,Housing Prices,Extremely Rent Burdened,0.1415487094088259,0.1099476439790576,0.0654664484451718,0.095283926852743,0.0595021250758955,0.080722891566265
106,2000,DEC_SF3,Housing Prices,Home Value 10000 to 14999 ,0.0,0.0,0.0,9.0,0.0,0.0
107,2000,DEC_SF3,Housing Prices,Home Value 100000 to 124999,6.0,0.0,5.0,0.0,0.0,0.0
108,2000,DEC_SF3,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",144.0,106.0,68.0,65.0,40.0,88.0
109,2000,DEC_SF3,Housing Prices,Home Value 125000 to 149999,0.0,7.0,0.0,0.0,7.0,16.0
110,2000,DEC_SF3,Housing Prices,Home Value 15000 to 19999 ,0.0,0.0,0.0,0.0,0.0,0.0
111,2000,DEC_SF3,Housing Prices,Home Value 150000 to 174999,0.0,7.0,0.0,0.0,0.0,14.0
112,2000,DEC_SF3,Housing Prices,Home Value 175000 to 199999,0.0,0.0,15.0,0.0,21.0,32.0
113,2000,DEC_SF3,Housing Prices,Home Value 20000 to 24999 ,0.0,0.0,0.0,0.0,0.0,0.0
114,2000,DEC_SF3,Housing Prices,Home Value 200000 to 249999,9.0,7.0,0.0,4.0,42.0,56.0
115,2000,DEC_SF3,Housing Prices,Home Value 25000 to 29999 ,0.0,0.0,6.0,0.0,0.0,0.0
116,2000,DEC_SF3,Housing Prices,Home Value 250000 to 299999,19.0,14.0,6.0,11.0,14.0,163.0
117,2000,DEC_SF3,Housing Prices,Home Value 30000 to 34999 ,0.0,0.0,0.0,0.0,0.0,0.0
118,2000,DEC_SF3,Housing Prices,Home Value 300000 to 399999,42.0,25.0,32.0,50.0,92.0,220.0
119,2000,DEC_SF3,Housing Prices,Home Value 35000 to 39999 ,0.0,0.0,0.0,4.0,0.0,0.0
120,2000,DEC_SF3,Housing Prices,Home Value 40000 to 49999 ,0.0,0.0,0.0,0.0,0.0,0.0
121,2000,DEC_SF3,Housing Prices,Home Value 400000 to 499999,82.0,67.0,113.0,88.0,159.0,137.0
122,2000,DEC_SF3,Housing Prices,Home Value 50000 to 59999 ,0.0,0.0,0.0,0.0,0.0,8.0
123,2000,DEC_SF3,Housing Prices,Home Value 500000 to 749999,208.0,324.0,184.0,253.0,337.0,356.0
124,2000,DEC_SF3,Housing Prices,Home Value 60000 to 69999 ,0.0,0.0,0.0,6.0,0.0,9.0
125,2000,DEC_SF3,Housing Prices,Home Value 70000 to 79999 ,0.0,0.0,0.0,0.0,0.0,0.0
126,2000,DEC_SF3,Housing Prices,Home Value 750000 to 999999,231.0,193.0,154.0,155.0,148.0,172.0
127,2000,DEC_SF3,Housing Prices,Home Value 80000 to 89999 ,0.0,0.0,0.0,0.0,9.0,0.0
128,2000,DEC_SF3,Housing Prices,Home Value 90000 to 99999 ,0.0,0.0,0.0,0.0,0.0,0.0
129,2000,DEC_SF3,Housing Prices,Home Value Less than 10000,0.0,0.0,0.0,0.0,0.0,0.0
130,2000,DEC_SF3,Housing Prices,Home Value Total,741.0,750.0,583.0,645.0,869.0,1271.0
131,2000,DEC_SF3,Housing Prices,Housing Units with a Mortgage,331.0,474.0,282.0,275.0,308.0,588.0
132,2000,DEC_SF3,Housing Prices,Housing Units with a Mortgage 0 to 30%,223.0,289.0,194.0,189.0,207.0,415.0
133,2000,DEC_SF3,Housing Prices,Housing Units with a Mortgage 30-50%,77.0,115.0,54.0,35.0,54.0,87.0
134,2000,DEC_SF3,Housing Prices,Housing Units with a Mortgage 50%+,22.0,64.0,34.0,51.0,47.0,86.0
135,2000,DEC_SF3,Housing Prices,Housing Units with a Mortgage Not Computed,9.0,6.0,0.0,0.0,0.0,0.0
136,2000,DEC_SF3,Housing Prices,Housing Units without a Mortgage,116.0,132.0,110.0,86.0,101.0,175.0
137,2000,DEC_SF3,Housing Prices,Housing Units without a Mortgage 0 to 30%,104.0,118.0,95.0,69.0,93.0,166.0
138,2000,DEC_SF3,Housing Prices,Housing Units without a Mortgage 30-50%,12.0,14.0,8.0,6.0,8.0,9.0
139,2000,DEC_SF3,Housing Prices,Housing Units without a Mortgage 50%+,0.0,0.0,0.0,11.0,0.0,0.0
140,2000,DEC_SF3,Housing Prices,Housing Units without a Mortgage Not Computed,0.0,0.0,7.0,0.0,0.0,0.0
141,2000,DEC_SF3,Housing Prices,Median Contract Rent,1145.8333333333333,1157.514450867052,1204.3010752688172,1182.845744680851,971.0843373493976,1028.6989795918366
142,2000,DEC_SF3,Housing Prices,Median Home Value,754870.1298701299,691358.024691358,655570.6521739131,648715.4150197628,567136.4985163205,485766.42335766426
143,2000,DEC_SF3,Housing Prices,Median Rent,1168.6681222707423,1211.0778443113772,1275.735294117647,1243.918918918919,1019.29012345679,1096.7105263157894
144,2000,DEC_SF3,Housing Prices,Median Rent as % of Household Income,24.266397849462365,22.056571428571427,20.345299145299144,22.723076923076924,22.075,20.89330985915493
145,2000,DEC_SF3,Housing Prices,Rent 100 to 149,0.0,7.0,0.0,0.0,8.0,0.0
146,2000,DEC_SF3,Housing Prices,Rent 1000 to 1249,229.0,167.0,88.0,185.0,324.0,190.0
147,2000,DEC_SF3,Housing Prices,Rent 1250 to 1499,134.0,124.0,68.0,156.0,123.0,125.0
148,2000,DEC_SF3,Housing Prices,Rent 150 to 199,0.0,0.0,0.0,0.0,0.0,9.0
149,2000,DEC_SF3,Housing Prices,Rent 1500 to 1999,263.0,112.0,162.0,203.0,300.0,131.0
150,2000,DEC_SF3,Housing Prices,Rent 200 to 249,0.0,0.0,0.0,22.0,0.0,19.0
151,2000,DEC_SF3,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",115.0,111.0,73.0,150.0,82.0,38.0
152,2000,DEC_SF3,Housing Prices,Rent 250 to 299,6.0,0.0,0.0,0.0,28.0,8.0
153,2000,DEC_SF3,Housing Prices,Rent 300 to 349,0.0,6.0,0.0,0.0,0.0,0.0
154,2000,DEC_SF3,Housing Prices,Rent 350 to 399,0.0,6.0,7.0,6.0,17.0,0.0
155,2000,DEC_SF3,Housing Prices,Rent 400 to 449,17.0,14.0,12.0,5.0,16.0,10.0
156,2000,DEC_SF3,Housing Prices,Rent 450 to 499,10.0,0.0,6.0,14.0,18.0,24.0
157,2000,DEC_SF3,Housing Prices,Rent 500 to 549,29.0,6.0,5.0,6.0,48.0,0.0
158,2000,DEC_SF3,Housing Prices,Rent 550 to 599,43.0,27.0,12.0,23.0,59.0,21.0
159,2000,DEC_SF3,Housing Prices,Rent 600 to 649,20.0,6.0,12.0,12.0,40.0,9.0
160,2000,DEC_SF3,Housing Prices,Rent 650 to 699,42.0,7.0,20.0,37.0,87.0,21.0
161,2000,DEC_SF3,Housing Prices,Rent 700 to 749,39.0,9.0,12.0,6.0,93.0,64.0
162,2000,DEC_SF3,Housing Prices,Rent 750 to 799,28.0,34.0,0.0,34.0,9.0,9.0
163,2000,DEC_SF3,Housing Prices,Rent 800 to 899,136.0,53.0,50.0,105.0,220.0,59.0
164,2000,DEC_SF3,Housing Prices,Rent 900 to 999,62.0,57.0,65.0,63.0,136.0,84.0
165,2000,DEC_SF3,Housing Prices,Rent Burdened,0.3363863447127393,0.2447643979057591,0.1800327332242225,0.24446583253128,0.2853673345476624,0.2469879518072289
166,2000,DEC_SF3,Housing Prices,Rent Less than 100,0.0,0.0,0.0,0.0,0.0,0.0
167,2000,DEC_SF3,Housing Prices,Rent Total,1201.0,764.0,611.0,1039.0,1647.0,830.0
168,2000,DEC_SF3,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",28.0,18.0,19.0,12.0,39.0,9.0
169,2000,DEC_SF3,Housing Prices,Rent Total No cash rent (ACS2015-),28.0,18.0,19.0,12.0,39.0,9.0
170,2000,DEC_SF3,Housing Prices,Rent Total With cash rent,1173.0,746.0,592.0,1027.0,1608.0,821.0
171,2000,DEC_SF3,Housing Type,10-19 Units,0.0301234567901234,0.0564826700898587,0.035799522673031,0.0410724472333143,0.0577145055790688,0.0556328233657858
172,2000,DEC_SF3,Housing Type,2-4 Units,0.5313580246913581,0.3581514762516046,0.3389021479713603,0.5453508271534512,0.495575221238938,0.1854427445526194
173,2000,DEC_SF3,Housing Type,20 Units or More,0.0459259259259259,0.0436456996148908,0.081145584725537,0.0119794637763833,0.0142362447095036,0.2577654149281409
174,2000,DEC_SF3,Housing Type,5-9 Units,0.1106172839506172,0.0866495507060333,0.0620525059665871,0.0907016543069024,0.1485186610234705,0.0797403801576263
175,2000,DEC_SF3,Housing Type,Other Type,0.0,0.0,0.0,0.0,0.0,0.0
176,2000,DEC_SF3,Housing Type,Single Family Housing,0.2819753086419753,0.4550706033376123,0.4821002386634845,0.3108956075299486,0.2839553674490188,0.4214186369958275
177,2000,DEC_SF3,Income,Household Income 10000 to 14999,63.0,13.0,0.0,5.0,96.0,52.0
178,2000,DEC_SF3,Income,Household Income 100000 to 124999,110.0,147.0,146.0,218.0,241.0,265.0
179,2000,DEC_SF3,Income,Household Income 125000 to 149999,143.0,130.0,114.0,89.0,122.0,109.0
180,2000,DEC_SF3,Income,Household Income 15000 to 19999,51.0,17.0,0.0,52.0,22.0,27.0
181,2000,DEC_SF3,Income,Household Income 150000 to 199999,234.0,136.0,113.0,191.0,207.0,256.0
182,2000,DEC_SF3,Income,Household Income 20000 to 24999,59.0,37.0,41.0,53.0,92.0,78.0
183,2000,DEC_SF3,Income,Household Income 25000 to 29999,87.0,47.0,21.0,93.0,165.0,69.0
184,2000,DEC_SF3,Income,Household Income 30000 to 34999,42.0,54.0,27.0,77.0,76.0,60.0
185,2000,DEC_SF3,Income,Household Income 35000 to 39999,45.0,52.0,58.0,24.0,113.0,70.0
186,2000,DEC_SF3,Income,Household Income 40000 to 44999,82.0,57.0,30.0,74.0,134.0,65.0
187,2000,DEC_SF3,Income,Household Income 45000 to 49999,143.0,41.0,63.0,76.0,103.0,96.0
188,2000,DEC_SF3,Income,Household Income 50000 to 59999,131.0,95.0,84.0,89.0,231.0,189.0
189,2000,DEC_SF3,Income,Household Income 60000 to 74999,239.0,95.0,127.0,161.0,290.0,215.0
190,2000,DEC_SF3,Income,Household Income 75000 to 99999,281.0,292.0,164.0,173.0,392.0,256.0
191,2000,DEC_SF3,Income,Household Income Greater than 200000,205.0,217.0,170.0,177.0,146.0,236.0
192,2000,DEC_SF3,Income,Household Income Less than 10000,132.0,66.0,52.0,133.0,87.0,58.0
193,2000,DEC_SF3,Income,Households Total for Income,2047.0,1496.0,1210.0,1685.0,2517.0,2101.0
194,2000,DEC_SF3,Income,Median Family Income,112704.91803278688,121276.59574468085,93993.50649350647,111075.9493670886,71419.35483870968,108168.31683168316
