,Category,Attribute,2000_Visitacion Valley,2010_Visitacion Valley,2011_Visitacion Valley,2012_Visitacion Valley,2013_Visitacion Valley,2014_Visitacion Valley,2015_Visitacion Valley,2016_Visitacion Valley,2017_Visitacion Valley,2018_Visitacion Valley,2019_Visitacion Valley,2020_Visitacion Valley,2021_Visitacion Valley,2022_Visitacion Valley,2023_Visitacion Valley,2024_Visitacion Valley
49,Housing Prices,Contract Rent 1500 to 1999,54.0,160.0,216.0,183.0,290.0,358.0,412.0,381.0,322.0,1104.0,230.0,142.0,181.0,156.0,262.0,211.0
50,Housing Prices,Contract Rent 200 to 249,94.0,42.0,74.0,114.0,66.0,67.0,86.0,58.0,27.0,13.0,42.0,54.0,21.0,38.0,22.0,73.0
51,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",0.0,145.0,180.0,164.0,149.0,143.0,106.0,169.0,230.0,855.0,244.0,13.0,131.0,216.0,271.0,277.0
52,Housing Prices,Contract Rent 250 to 299,70.0,124.0,116.0,69.0,80.0,92.0,97.0,84.0,87.0,113.0,66.0,123.0,92.0,27.0,13.0,13.0
53,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),,65.0,60.0,109.0,118.0,114.0,30.0,48.0,87.0,767.0,128.0,40.0,276.0,237.0,159.0,129.0
54,Housing Prices,Contract Rent 300 to 349,104.0,188.0,79.0,42.0,49.0,73.0,88.0,62.0,72.0,25.0,99.0,4.0,78.0,96.0,19.0,12.0
55,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,0.0,46.0,128.0,792.0,118.0,12.0,14.0,13.0,30.0,161.0
56,Housing Prices,Contract Rent 350 to 399,70.0,49.0,74.0,91.0,54.0,39.0,44.0,32.0,45.0,0.0,92.0,0.0,80.0,65.0,85.0,12.0
57,Housing Prices,Contract Rent 3500 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,15.0,43.0,37.0,525.0,92.0,131.0,141.0,80.0,77.0,135.0
58,Housing Prices,Contract Rent 400 to 449,67.0,95.0,92.0,96.0,54.0,38.0,61.0,61.0,58.0,0.0,46.0,18.0,33.0,50.0,36.0,0.0
59,Housing Prices,Contract Rent 500 to 549,128.0,148.0,69.0,16.0,45.0,37.0,28.0,17.0,31.0,62.0,67.0,0.0,17.0,19.0,18.0,11.0
60,Housing Prices,Contract Rent 550 to 599,59.0,80.0,209.0,129.0,144.0,83.0,98.0,89.0,83.0,25.0,80.0,0.0,66.0,80.0,85.0,150.0
61,Housing Prices,Contract Rent 600 to 649,60.0,43.0,4.0,25.0,19.0,33.0,29.0,16.0,5.0,96.0,23.0,0.0,83.0,40.0,55.0,69.0
62,Housing Prices,Contract Rent 650 to 699,54.0,136.0,46.0,73.0,41.0,57.0,83.0,82.0,58.0,32.0,57.0,14.0,15.0,76.0,99.0,38.0
63,Housing Prices,Contract Rent 700 to 749,32.0,0.0,17.0,11.0,23.0,27.0,49.0,61.0,68.0,97.0,64.0,0.0,34.0,19.0,15.0,67.0
64,Housing Prices,Contract Rent 750 to 749,78.0,25.0,27.0,38.0,31.0,10.0,21.0,23.0,28.0,8.0,41.0,0.0,10.0,38.0,24.0,0.0
65,Housing Prices,Contract Rent 750 to 799,26.0,24.0,34.0,24.0,21.0,51.0,29.0,8.0,7.0,133.0,22.0,0.0,0.0,20.0,19.0,0.0
66,Housing Prices,Contract Rent 800 to 899,67.0,136.0,112.0,162.0,165.0,126.0,88.0,69.0,55.0,175.0,47.0,49.0,132.0,102.0,6.0,17.0
67,Housing Prices,Contract Rent 900 to 999,116.0,64.0,58.0,48.0,106.0,106.0,111.0,137.0,120.0,265.0,18.0,36.0,95.0,125.0,167.0,170.0
68,Housing Prices,Contract Rent Less than 100,18.0,122.0,134.0,108.0,88.0,95.0,82.0,69.0,114.0,11.0,118.0,0.0,121.0,15.0,31.0,39.0
69,Housing Prices,Contract Rent Total,1823.0,2141.0,2184.0,2134.0,2249.0,2136.0,2265.0,2332.0,2433.0,6490.0,2405.0,943.0,2096.0,1956.0,1950.0,1980.0
70,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),57.0,0.0,0.0,0.0,0.0,0.0,146.0,133.0,160.0,158.0,149.0,0.0,95.0,57.0,72.0,30.0
71,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",57.0,65.0,60.0,109.0,118.0,114.0,30.0,48.0,87.0,767.0,128.0,40.0,276.0,237.0,159.0,129.0
72,Housing Prices,Contract Rent Total With cash Rent,1766.0,2076.0,2124.0,2025.0,2131.0,2022.0,2119.0,2199.0,2273.0,6332.0,2256.0,943.0,2001.0,1899.0,1878.0,1950.0
73,Housing Prices,Extremely Rent Burdened,0.1629182665935271,0.2933208780943484,0.3095238095238095,0.2788191190253046,0.2636727434415296,0.2771535580524344,0.273289183222958,0.305746140651801,0.2700369913686806,0.1893682588597842,0.2411642411642411,0.1505832449628844,0.2614503816793893,0.263803680981595,0.3030769230769231,0.3090909090909091
74,Housing Prices,Home Value 10000 to 14999 ,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Housing Prices,Home Value 100000 to 124999,24.0,10.0,32.0,29.0,24.0,27.0,27.0,18.0,19.0,16.0,38.0,0.0,67.0,95.0,95.0,25.0
76,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",0.0,40.0,25.0,20.0,19.0,9.0,19.0,60.0,65.0,567.0,310.0,28.0,706.0,1101.0,1210.0,1115.0
77,Housing Prices,Home Value 125000 to 149999,40.0,6.0,9.0,12.0,16.0,8.0,9.0,6.0,5.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0
78,Housing Prices,Home Value 15000 to 19999 ,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Housing Prices,Home Value 150000 to 174999,112.0,7.0,5.0,6.0,15.0,34.0,23.0,19.0,19.0,0.0,0.0,0.0,6.0,17.0,18.0,24.0
80,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,236.0,70.0,0.0,63.0,232.0,233.0,196.0
81,Housing Prices,Home Value 175000 to 199999,85.0,24.0,30.0,33.0,28.0,30.0,0.0,0.0,21.0,7.0,29.0,0.0,17.0,0.0,0.0,1.0
82,Housing Prices,Home Value 20000 to 24999 ,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Housing Prices,Home Value 200000 to 249999,580.0,70.0,29.0,39.0,71.0,82.0,48.0,38.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
84,Housing Prices,Home Value 2000000 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,19.0,21.0,23.0,504.0,44.0,88.0,64.0,56.0,66.0,58.0
85,Housing Prices,Home Value 25000 to 29999 ,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Housing Prices,Home Value 250000 to 299999,675.0,69.0,45.0,41.0,33.0,44.0,43.0,22.0,34.0,16.0,41.0,0.0,23.0,0.0,34.0,35.0
87,Housing Prices,Home Value 30000 to 34999 ,82.0,21.0,19.0,0.0,13.0,6.0,17.0,15.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
88,Housing Prices,Home Value 300000 to 399999,612.0,358.0,345.0,394.0,357.0,348.0,267.0,225.0,111.0,63.0,55.0,0.0,32.0,57.0,52.0,39.0
89,Housing Prices,Home Value 35000 to 39999 ,48.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Housing Prices,Home Value 40000 to 49999 ,19.0,12.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
91,Housing Prices,Home Value 400000 to 499999,119.0,494.0,705.0,788.0,832.0,844.0,689.0,477.0,368.0,161.0,118.0,0.0,63.0,26.0,0.0,0.0
92,Housing Prices,Home Value 50000 to 59999 ,0.0,0.0,12.0,8.0,16.0,17.0,19.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Housing Prices,Home Value 500000 to 749999,9.0,1149.0,1203.0,1105.0,1144.0,1190.0,1287.0,1343.0,1315.0,1104.0,1023.0,15.0,611.0,370.0,326.0,215.0
94,Housing Prices,Home Value 60000 to 69999 ,0.0,36.0,19.0,0.0,0.0,0.0,13.0,11.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
95,Housing Prices,Home Value 70000 to 79999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0
96,Housing Prices,Home Value 750000 to 999999,0.0,237.0,194.0,145.0,70.0,148.0,163.0,327.0,598.0,913.0,979.0,41.0,1388.0,1131.0,975.0,1073.0
97,Housing Prices,Home Value 80000 to 89999 ,17.0,56.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,5.0,10.0,0.0,4.0,12.0,16.0,5.0
98,Housing Prices,Home Value 90000 to 99999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0
99,Housing Prices,Home Value Less than 10000,0.0,0.0,0.0,0.0,23.0,21.0,19.0,13.0,14.0,47.0,11.0,0.0,9.0,6.0,46.0,72.0
100,Housing Prices,Home Value Total,2653.0,2599.0,2683.0,2632.0,2661.0,2808.0,2674.0,2625.0,2664.0,3657.0,2755.0,172.0,3061.0,3113.0,3075.0,2896.0
101,Housing Prices,Housing Units with a Mortgage,1877.0,1736.0,1868.0,1758.0,1612.0,1712.0,1695.0,1647.0,1674.0,2345.0,1623.0,137.0,1614.0,1681.0,1738.0,1694.0
102,Housing Prices,Housing Units with a Mortgage 0 to 30%,1056.0,847.0,844.0,796.0,686.0,634.0,672.0,716.0,733.0,1395.0,723.0,115.0,772.0,869.0,963.0,975.0
103,Housing Prices,Housing Units with a Mortgage 30-50%,452.0,376.0,438.0,408.0,425.0,621.0,559.0,582.0,613.0,550.0,503.0,11.0,485.0,438.0,388.0,378.0
104,Housing Prices,Housing Units with a Mortgage 50%+,358.0,497.0,586.0,554.0,501.0,457.0,464.0,349.0,328.0,392.0,397.0,11.0,357.0,374.0,387.0,341.0
105,Housing Prices,Housing Units with a Mortgage Not Computed,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Housing Prices,Housing Units without a Mortgage,657.0,863.0,815.0,874.0,1049.0,1096.0,979.0,978.0,990.0,1312.0,1132.0,35.0,1447.0,1432.0,1337.0,1202.0
107,Housing Prices,Housing Units without a Mortgage 0 to 30%,577.0,728.0,659.0,700.0,871.0,927.0,864.0,921.0,909.0,1189.0,1025.0,35.0,1246.0,1240.0,1163.0,1073.0
108,Housing Prices,Housing Units without a Mortgage 30-50%,65.0,102.0,124.0,138.0,140.0,127.0,71.0,47.0,57.0,57.0,75.0,0.0,74.0,76.0,22.0,20.0
109,Housing Prices,Housing Units without a Mortgage 50%+,15.0,33.0,32.0,36.0,38.0,42.0,44.0,10.0,16.0,52.0,12.0,0.0,99.0,99.0,131.0,108.0
110,Housing Prices,Housing Units without a Mortgage Not Computed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,20.0,0.0,28.0,17.0,21.0,1.0
111,Housing Prices,Median Contract Rent,467.578125,626.4705882352941,705.5555555555555,784.375,834.6969696969697,997.1509433962264,901.3513513513514,1077.3148148148148,1162.6157407407406,1897.1920289855072,1199.2574257425742,1298.94578313253,1210.1293103448277,1164.9096385542168,1213.095238095238,1382.5757575757575
112,Housing Prices,Median Gross Rent by Bedrooms - 1 Bedroom- COUNTY ONLY,,,,,,,1040.521489971347,1170.282786885246,1195.2682740729438,2014.199730425193,1312.3854042451703,1367.0435540069686,1140.0,1028.951127819549,1170.36598789213,1973.896383075523
113,Housing Prices,Median Gross Rent by Bedrooms - 2 Bedrooms- COUNTY ONLY,,,,,,,1211.5319936541512,1284.2293442622952,1497.052342438578,2425.272026641294,1509.8364817001182,1456.0,1843.6629941672068,2238.201442160172,2193.954672029703,2186.946549773756
114,Housing Prices,Median Gross Rent by Bedrooms - 3-4 Bedrooms- COUNTY ONLY,,,,,,,2988.0,2881.810906935388,3810.180641682394,4628.55001057306,4557.803317535545,,6203.0,5245.0,,
115,Housing Prices,Median Gross Rent by Bedrooms - 5 Bedrooms or more- COUNTY ONLY,,,,,,,,3501.0,,1706.0,,,,,,
116,Housing Prices,Median Gross Rent by Bedrooms - No Bedroom- COUNTY ONLY,,,,,,,,,,1703.6388922926112,,,388.0,440.0,,
117,Housing Prices,Median Home Value,256555.5555555556,527523.9338555265,516729.0108063176,494162.43654822337,488281.25,406754.4194312797,530497.2804972805,582930.0074460164,628326.9961977187,857201.5334063526,756511.746680286,2000000.0454545452,874369.5965417868,962975.243147657,992692.3076923076,981593.6626281454
118,Housing Prices,Median Rent,537.0,801.685393258427,814.0909090909091,829.4,910.5769230769232,942.4615384615385,946.2121212121212,1175.2092050209203,1289.4444444444443,1991.79580674567,1353.3653846153843,1316.5983606557377,1266.9354838709678,1310.5828220858896,1416.6666666666667,1649.546827794562
119,Housing Prices,Median Rent as % of Household Income,23.254752066115703,30.208024691358023,30.0708,30.6453125,32.620478723404254,33.20934065934066,34.89811320754717,36.66907894736842,35.23537549407114,25.693376068376068,33.80607843137255,35.02421875,30.096544715447152,30.30872093023256,30.784177215189874,28.54
120,Housing Prices,Rent 100 to 149,119.0,0.0,8.0,49.0,100.0,62.0,90.0,89.0,81.0,0.0,42.0,0.0,8.0,0.0,0.0,0.0
121,Housing Prices,Rent 1000 to 1249,222.0,191.0,202.0,293.0,326.0,297.0,248.0,239.0,161.0,621.0,94.0,141.0,150.0,189.0,209.0,255.0
122,Housing Prices,Rent 1250 to 1499,136.0,268.0,221.0,159.0,159.0,105.0,148.0,200.0,225.0,547.0,208.0,122.0,155.0,163.0,96.0,72.0
123,Housing Prices,Rent 150 to 199,250.0,128.0,143.0,96.0,91.0,53.0,71.0,54.0,49.0,0.0,39.0,0.0,5.0,7.0,7.0,7.0
124,Housing Prices,Rent 1500 to 1999,70.0,172.0,221.0,235.0,349.0,375.0,360.0,427.0,410.0,1097.0,338.0,186.0,227.0,209.0,343.0,331.0
125,Housing Prices,Rent 200 to 249,90.0,42.0,71.0,84.0,36.0,53.0,39.0,21.0,20.0,13.0,36.0,14.0,9.0,7.0,8.0,11.0
126,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",7.0,160.0,255.0,194.0,185.0,201.0,199.0,215.0,210.0,955.0,279.0,13.0,129.0,178.0,139.0,121.0
127,Housing Prices,Rent 250 to 299,79.0,124.0,106.0,90.0,94.0,110.0,108.0,93.0,91.0,104.0,64.0,135.0,93.0,27.0,40.0,89.0
128,Housing Prices,Rent 2500 to 2999 (ACS2015-),,65.0,60.0,109.0,118.0,114.0,35.0,82.0,150.0,751.0,137.0,28.0,246.0,189.0,169.0,239.0
129,Housing Prices,Rent 300 to 349,102.0,111.0,109.0,51.0,59.0,84.0,73.0,55.0,67.0,16.0,43.0,28.0,4.0,78.0,29.0,25.0
130,Housing Prices,Rent 3000 to 3499 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,19.0,61.0,129.0,777.0,133.0,12.0,99.0,170.0,154.0,178.0
131,Housing Prices,Rent 350 to 399,20.0,12.0,20.0,84.0,81.0,66.0,77.0,38.0,42.0,11.0,92.0,4.0,70.0,16.0,4.0,0.0
132,Housing Prices,Rent 3500 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,15.0,43.0,48.0,665.0,119.0,143.0,155.0,80.0,102.0,205.0
133,Housing Prices,Rent 400 to 449,63.0,24.0,48.0,42.0,6.0,38.0,63.0,78.0,71.0,29.0,52.0,0.0,67.0,71.0,67.0,20.0
134,Housing Prices,Rent 450 to 499,105.0,247.0,140.0,60.0,61.0,49.0,40.0,17.0,31.0,12.0,37.0,18.0,17.0,33.0,24.0,17.0
135,Housing Prices,Rent 500 to 549,50.0,55.0,117.0,113.0,122.0,63.0,57.0,42.0,38.0,28.0,77.0,0.0,32.0,44.0,85.0,126.0
136,Housing Prices,Rent 550 to 599,80.0,65.0,42.0,37.0,37.0,28.0,53.0,42.0,0.0,116.0,25.0,0.0,122.0,48.0,27.0,51.0
137,Housing Prices,Rent 600 to 649,50.0,72.0,45.0,59.0,32.0,33.0,32.0,54.0,67.0,0.0,80.0,0.0,26.0,124.0,109.0,7.0
138,Housing Prices,Rent 650 to 699,56.0,13.0,19.0,33.0,25.0,49.0,68.0,44.0,56.0,145.0,72.0,0.0,37.0,29.0,58.0,58.0
139,Housing Prices,Rent 700 to 749,40.0,83.0,62.0,24.0,31.0,37.0,63.0,65.0,43.0,0.0,30.0,14.0,24.0,49.0,24.0,51.0
140,Housing Prices,Rent 750 to 799,71.0,0.0,10.0,9.0,19.0,27.0,23.0,30.0,30.0,39.0,31.0,0.0,0.0,32.0,34.0,17.0
141,Housing Prices,Rent 800 to 899,72.0,89.0,110.0,125.0,178.0,119.0,90.0,66.0,56.0,173.0,66.0,14.0,118.0,14.0,0.0,0.0
142,Housing Prices,Rent 900 to 999,66.0,161.0,84.0,80.0,52.0,78.0,66.0,75.0,84.0,233.0,44.0,71.0,87.0,127.0,119.0,31.0
143,Housing Prices,Rent Burdened,0.3055403181568842,0.4572629612330686,0.4739010989010989,0.4761012183692596,0.5033348154735438,0.5117041198501873,0.5152317880794702,0.5750428816466552,0.5470612412659268,0.3536209553158705,0.5201663201663201,0.5577942735949099,0.4451335877862595,0.4775051124744376,0.4835897435897436,0.4484848484848485
144,Housing Prices,Rent Less than 100,18.0,59.0,91.0,108.0,88.0,95.0,82.0,69.0,114.0,0.0,118.0,0.0,121.0,15.0,31.0,39.0
145,Housing Prices,Rent Total,1823.0,2141.0,2184.0,2134.0,2249.0,2136.0,2265.0,2332.0,2433.0,6490.0,2405.0,943.0,2096.0,1956.0,1950.0,1980.0
146,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",57.0,65.0,60.0,109.0,118.0,114.0,35.0,82.0,150.0,751.0,137.0,28.0,246.0,189.0,169.0,239.0
147,Housing Prices,Rent Total No cash rent (ACS2015-),57.0,0.0,0.0,0.0,0.0,0.0,146.0,133.0,160.0,158.0,149.0,0.0,95.0,57.0,72.0,30.0
148,Housing Prices,Rent Total With cash rent,1766.0,2076.0,2124.0,2025.0,2131.0,2022.0,2119.0,2199.0,2273.0,6332.0,2256.0,943.0,2001.0,1899.0,1878.0,1950.0
149,Housing Type,10-19 Units,0.0432702761469884,0.030157779109247,0.0251078854452726,0.0292788367066221,0.0445810914681014,0.0400226543326411,0.0542180094786729,0.0526415451619011,0.0494864612511671,0.176044056906838,0.0346646571213263,0.0633104500381388,0.0294007490636704,0.0205854579792256,0.0365923384791309,0.0604568727845608
150,Housing Type,2-4 Units,0.0674059578169167,0.0846814459756341,0.0918007061592781,0.0866574965612104,0.1101076095311299,0.1087407966773645,0.1273933649289099,0.123840181783753,0.1167133520074696,0.1864157870582836,0.1399773926149208,0.1495041952707856,0.1112359550561797,0.1121813031161473,0.0766152086906803,0.0722725482473414
151,Housing Type,20 Units or More,0.0045662100456621,0.0531256241262232,0.0453118870145154,0.0375319316172136,0.0347809377401998,0.0349254294883896,0.0267298578199052,0.0261314145048286,0.0253968253968253,0.2312987608994952,0.0261868877166541,0.7200610221205187,0.0183520599250936,0.0151085930122757,0.0112445206784829,0.0043324143363528
152,Housing Type,5-9 Units,0.1182865840400086,0.048332334731376,0.0545311887014515,0.0652387502456278,0.0528439661798616,0.056069473286766,0.0654028436018957,0.0681689074039007,0.0741363211951447,0.0971087654887563,0.0892991710625471,0.0,0.0777153558052434,0.0783758262511803,0.0522203163712597,0.0441118550610476
153,Housing Type,Other Type,0.0041313328984561,0.0,0.0,0.0,0.0,0.0,0.002085308056872,0.0047339519030486,0.0039215686274509,0.0,0.005463451394122,0.0,0.0014981273408239,0.0013220018885741,0.003239946636173,0.0027569909413154
154,Housing Type,Single Family Housing,0.7623396390519678,0.7837028160575195,0.7832483326794821,0.781292984869326,0.7576863950807071,0.7602416462148386,0.7241706161137441,0.7244839992425677,0.7303454715219421,0.3091326296466269,0.7044084400904296,0.0671243325705568,0.7617977528089888,0.7724268177525968,0.8200876691442729,0.8160693186293817
155,Income,Household Income 10000 to 14999,239.0,362.0,477.0,466.0,362.0,375.0,404.0,368.0,367.0,521.0,315.0,164.0,196.0,228.0,158.0,261.0
156,Income,Household Income 100000 to 124999,322.0,397.0,354.0,386.0,324.0,355.0,333.0,304.0,301.0,1159.0,349.0,0.0,474.0,423.0,403.0,380.0
157,Income,Household Income 125000 to 149999,123.0,207.0,142.0,215.0,166.0,251.0,311.0,374.0,467.0,755.0,403.0,44.0,409.0,411.0,312.0,284.0
158,Income,Household Income 15000 to 19999,266.0,298.0,247.0,200.0,198.0,226.0,211.0,183.0,174.0,238.0,190.0,5.0,329.0,258.0,265.0,196.0
159,Income,Household Income 150000 to 199999,104.0,181.0,248.0,205.0,284.0,296.0,317.0,343.0,379.0,1248.0,432.0,118.0,385.0,475.0,560.0,560.0
160,Income,Household Income 20000 to 24999,255.0,408.0,465.0,466.0,533.0,511.0,404.0,355.0,357.0,235.0,250.0,13.0,197.0,217.0,129.0,99.0
161,Income,Household Income 25000 to 29999,166.0,291.0,336.0,409.0,288.0,326.0,276.0,288.0,188.0,282.0,137.0,0.0,174.0,130.0,86.0,90.0
162,Income,Household Income 30000 to 34999,197.0,290.0,232.0,244.0,286.0,269.0,278.0,216.0,180.0,198.0,125.0,52.0,76.0,151.0,173.0,136.0
163,Income,Household Income 35000 to 39999,223.0,129.0,181.0,128.0,178.0,147.0,119.0,117.0,116.0,217.0,179.0,208.0,81.0,89.0,91.0,80.0
164,Income,Household Income 40000 to 44999,235.0,271.0,244.0,253.0,179.0,134.0,178.0,146.0,200.0,291.0,191.0,42.0,162.0,98.0,36.0,34.0
165,Income,Household Income 45000 to 49999,201.0,174.0,114.0,144.0,201.0,190.0,219.0,277.0,252.0,275.0,147.0,28.0,107.0,79.0,125.0,100.0
166,Income,Household Income 50000 to 59999,476.0,278.0,281.0,158.0,302.0,361.0,329.0,373.0,407.0,556.0,348.0,31.0,241.0,192.0,305.0,282.0
167,Income,Household Income 60000 to 74999,455.0,412.0,443.0,499.0,470.0,443.0,430.0,473.0,478.0,764.0,465.0,14.0,611.0,559.0,554.0,486.0
168,Income,Household Income 75000 to 99999,574.0,508.0,620.0,545.0,605.0,545.0,589.0,609.0,598.0,928.0,776.0,104.0,526.0,566.0,473.0,465.0
169,Income,Household Income Greater than 200000,76.0,118.0,129.0,120.0,113.0,136.0,134.0,180.0,277.0,2210.0,508.0,214.0,817.0,941.0,978.0,1078.0
170,Income,Household Income Less than 10000,491.0,416.0,354.0,328.0,421.0,379.0,407.0,351.0,356.0,270.0,345.0,78.0,372.0,252.0,377.0,345.0
171,Income,Households Total for Income,4403.0,4740.0,4867.0,4766.0,4910.0,4944.0,4939.0,4957.0,5097.0,10147.0,5160.0,1115.0,5157.0,5069.0,5025.0,4876.0
172,Income,Median Family Income,50211.2676056338,49285.71428571428,48730.769230769234,47645.348837209305,49437.75100401606,51396.8253968254,51300.81300813008,59713.26164874552,66339.49191685912,108416.11479028696,78036.22159090909,47142.857142857145,81424.30278884462,85326.08695652174,87987.38532110091,95168.53932584268
173,Income,Median Household Income,48221.39303482587,43247.23247232472,42899.59016393442,42806.324110671936,45248.75621890547,47763.15789473684,49394.97716894977,54758.71313672922,58808.35380835381,106438.74029335634,71387.09677419355,44464.28571428572,76544.67680608365,87433.74558303886,86284.35517970401,92688.17204301077
174,Income,Percent in Poverty,0.1473756197640622,0.1566616221063841,0.1500447727781509,0.1615566037735849,0.166325156606756,0.1697579014271682,0.1808589096272763,0.1505511295427261,0.1491116751269035,0.0754270251987146,0.1451511664400042,0.2244897959183673,0.1450757575757575,0.1442630284052784,0.127796850953001,0.1357573542846702
175,Journey to Work,Journey to Work by Bike,,0.00697261663286,0.0012774655084312,0.0,0.0,0.0,0.0007719027402547,0.000718218817333,0.0006676310225881,0.0261623872310895,0.0012825994014536,0.0903573836817262,0.0005489076737292,0.000695652173913,0.0016474464579901,0.0017223105458399
176,Journey to Work,Journey to Work by Car,,0.658975659229209,0.6511241696474195,0.6488698363211224,0.6270583585825319,0.5929249577318246,0.5781551524507912,0.60761311946373,0.5938577945921887,0.4487855655794587,0.5991876870457461,0.1706001348617667,0.6110440223954331,0.656,0.6655683690280065,0.6736883942766295
177,Journey to Work,Journey to Work by Carpooled,,0.111815415821501,0.1097342871742463,0.1153546375681995,0.115531550520353,0.1205618415918845,0.1181011192589733,0.1188652142686138,0.1142761766996773,0.0856349757113116,0.1235570756733646,0.0431557653405259,0.1340432539246898,0.1443478260869565,0.1475098213154226,0.1201642819289878
178,Journey to Work,Journey to Work by Drove Alone,,0.5471602434077079,0.5413898824731732,0.5335151987529229,0.5115268080621789,0.4723631161399402,0.4600540331918178,0.4887479051951161,0.4795816178925114,0.3631505898681471,0.4756306113723814,0.1274443695212407,0.4770007684707432,0.5116521739130435,0.518058547712584,0.5535241123476418
179,Journey to Work,Journey to Work by Other Journey Type,,0.0087474645030425,0.0129024016351558,0.0162379838919199,0.0158081939138453,0.0120952009364026,0.0198121703332046,0.0137658606655494,0.0127962612662735,0.0323386537126995,0.0189183411714407,0.083614295347269,0.0154791963991656,0.0238840579710144,0.0103915853503991,0.0105988341282458
180,Journey to Work,Journey to Work by Transit,,0.2896805273833671,0.3005876341338784,0.292413613925695,0.2999604795152154,0.3403563532318897,0.3411810111925897,0.3266698587502992,0.3462779570490709,0.3176266481609993,0.3358272766139376,0.3600809170600135,0.2748929630036228,0.2268985507246377,0.2115067798758078,0.1872019077901431
181,Journey to Work,Journey to Work by Walk,,0.0136916835699797,0.0192897291773122,0.0228630813198233,0.029772098537742,0.0270516322018467,0.0334491187443715,0.0244194397893224,0.0186936686324691,0.1162387231089521,0.011436511329628,0.1874578556979096,0.015149851794928,0.0136811594202898,0.0126726650614624,0.0103338632750397
182,Journey to Work,Journey to Work by Worked at Home,,0.0219320486815415,0.0148185998978027,0.0196154845414393,0.0274008694506652,0.0275718558980361,0.0266306445387881,0.0268135025137658,0.0277066874374095,0.0588480222068008,0.0333475844377939,0.1078894133513149,0.082885058733121,0.0788405797101449,0.0982131542263338,0.1164546899841017
238,Journey to Work,Total Workers 16 Years and Older,,7888.0,7828.0,7698.0,7591.0,7689.0,7773.0,8354.0,8987.0,14410.0,9356.0,1483.0,9109.0,8625.0,7891.0,7548.0
239,Language Spoken at Home,Asian/Pacific Islander,0.5070276848189839,0.5665539137143196,0.5257701245307752,0.5252483197525725,0.5365658308175714,0.5587125821367729,0.5537846227316141,0.532016584129909,0.5152489741599201,0.3673731819794253,0.5065463747386951,0.3205936920222634,0.499439838673538,0.5216864690275695,0.5191422340683305,0.5212799200049997
240,Language Spoken at Home,English Only,0.3247946455734712,0.294522580262299,0.3139486385032473,0.3176708499375483,0.2933275830201466,0.2607690435629107,0.2900549188156638,0.276286997581481,0.2728180104247532,0.4959205391982972,0.3077896358235229,0.5042671614100186,0.2865785346179699,0.2791556119506286,0.2770777804700751,0.2787325792137991
