,Category,Attribute,2024_Inner Richmond,2024_San Francisco,2023_Inner Richmond,2023_San Francisco,2022_Inner Richmond,2022_San Francisco,2021_Inner Richmond,2021_San Francisco,2020_Inner Richmond,2020_San Francisco,2019_Inner Richmond,2019_San Francisco,2018_Inner Richmond,2018_San Francisco,2017_Inner Richmond,2017_San Francisco,2016_Inner Richmond,2016_San Francisco,2015_Inner Richmond,2015_San Francisco,2014_Inner Richmond,2014_San Francisco,2013_Inner Richmond,2013_San Francisco,2012_Inner Richmond,2012_San Francisco,2011_Inner Richmond,2011_San Francisco,2010_Inner Richmond,2010_San Francisco,2000_Inner Richmond,2000_San Francisco
49,Households,Family Households,0.5416282287822878,0.4629277618913811,0.526575594076455,0.4678741837925105,0.513532031517643,0.4703304028998791,0.4867039106145251,0.4719280924304026,0.3499880182123173,0.4723127316858534,0.4833244539158231,0.479277241058859,0.5706131467501381,0.478662290843646,0.4661725780836421,0.4702044464305664,0.4832772402187631,0.4642084744715392,0.4583596879612059,0.4581213162925523,0.4566920682623162,0.4576034099950309,0.4575184702303346,0.4539077458659704,0.4698332602018429,0.4499820682113482,0.4703786191536748,0.4474618425143229,0.4932066718214956,0.4473728166459864,0.4944039986960774,0.4462210095497954
50,Households,Households,8672.0,362994.0,8711.0,361734.0,8757.0,360015.0,8950.0,360574.0,8346.0,347723.0,9385.0,361559.0,5431.0,358942.0,9445.0,358040.0,9508.0,356034.0,9486.0,352566.0,9317.0,348153.0,9204.0,344700.0,9116.0,340178.0,8980.0,337745.0,9053.0,335264.0,9203.0,329850.0
51,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.3392527675276753,0.3636754326517794,0.3688439903570198,0.3620035716852715,0.372844581477675,0.3581128564087607,0.3293854748603352,0.3537359876197396,0.2021327582075245,0.3558723466667433,0.354075652637187,0.3504075406780083,0.390719941078991,0.3465239509447209,0.3346744309158285,0.3435649648084013,0.3467606226335717,0.3372374548498177,0.3695973012861058,0.3331659887794058,0.3723301491896533,0.3313887859647913,0.3662538026944806,0.3244067304902814,0.331834137779728,0.3196943952871732,0.320935412026726,0.3131090023538468,0.2934938694355462,0.3084285816550539,0.3196783657502988,0.3122601182355616
52,Households,"Households with Children, % of Total",0.2310885608856088,0.1813693890257139,0.2306279416829296,0.1835188287526193,0.2382094324540367,0.1840395539074761,0.2293854748603352,0.1862308430447009,0.1023244668104481,0.1853199241925325,0.1908364411294619,0.1872280872554687,0.2487571349659363,0.1872252341603936,0.1680254102699841,0.1849988828063903,0.1791123264619268,0.1852800575225961,0.1678262702930634,0.1858971086264699,0.1782762691853601,0.1885119473334999,0.1863320295523685,0.1874963736582535,0.1955901711276876,0.1873430968492965,0.1829621380846325,0.1865963966898103,0.2117530100519165,0.1864709601985301,0.1875475388460284,0.1723874488403819
53,Households,Living in Group Quarters,249.0,26112.0,256.0,24801.0,240.0,23183.0,177.0,19002.0,157.0,19758.0,147.0,20176.0,1081.0,99313.0,1894.0,100859.0,2087.0,101563.0,2216.0,101403.0,2178.0,99865.0,2287.0,98556.0,2381.0,97294.0,0.0,0.0,0.0,0.0,129.0,19742.0
54,Households,Non-Family Households,0.4583717712177121,0.5370722381086189,0.4734244059235449,0.5321258162074894,0.4864679684823569,0.5296695971001208,0.5132960893854749,0.5280719075695973,0.6500119817876827,0.5276872683141466,0.5166755460841769,0.520722758941141,0.4293868532498619,0.5213377091563539,0.5338274219163579,0.5297955535694335,0.5167227597812368,0.5357915255284608,0.541640312038794,0.5418786837074476,0.5433079317376838,0.5423965900049691,0.5424815297696653,0.5460922541340296,0.5301667397981571,0.5500179317886518,0.5296213808463252,0.552538157485677,0.5067933281785043,0.5526271833540135,0.5055960013039227,0.5537789904502046
55,Households,"Single Person Households, % of Total",0.3134225092250922,0.3880752849909364,0.3088049592469292,0.3795468493423344,0.3018156903048989,0.370431787564407,0.3,0.3656974712541669,0.3592139947280134,0.3628462885687745,0.2875865743207245,0.3559889257354954,0.2883446879027803,0.3597628586233987,0.3341450502911593,0.3665847391352921,0.3239377366428271,0.3708775004634388,0.339763862534261,0.3779462568710539,0.3582698293442095,0.3823635011043995,0.3402868318122555,0.3869567740063823,0.3206450197455024,0.3940848614548853,0.3396436525612472,0.4006306533035278,0.3242019220148017,0.4016058986351055,0.3241334347495382,0.3861755343337881
56,Housing,Median Year Moved In Owner,2004.1906474820144,2007.6477461846248,2001.366972477064,2006.3591026631293,1999.5689655172412,2005.251952191235,2008.8726591760296,2005.4737919483905,2011.0108303249096,2003.1260388697096,1992.670520231214,2007.0089461238213,2000.996978851964,2001.7370067504528,2000.3994038748135,2009.146091310434,1996.7450682852807,2000.187938712356,1997.2,1999.6412538848176,2000.2777777777776,2000.6779985725557,1993.7570621468928,1997.5284754672896,1994.536842105263,1997.1416645945085,1994.9604743083005,1993.848383462497,1993.776408450704,1995.6842698438252,1986.270325203252,1987.6388952189964
57,Housing,Median Year Moved In Renter,2013.7559785261103,2015.9938834595152,2014.519881305638,2016.5115832671431,2013.4701492537315,2014.5253318985476,2012.432122905028,2011.535989556136,2013.2124542124543,2013.023803462322,2012.999528968441,2012.8029277571784,2010.457070707071,2011.2591798383655,2014.222857142857,2014.2607703428332,2010.212067861716,2010.163989518698,2008.4002006018052,2008.6635687491075,2010.28192371476,2010.36722362394,2004.8680404916847,2005.421611492817,2004.2016449234256,2004.352184865961,2001.0353084415583,2005.622983870968,2003.5645355850424,2004.8217412659092,1996.1927303465768,1996.148247771288
58,Housing,Median Year Structure Built,1939.0,1945.566896353718,1939.0,1945.1754582655976,1939.0,1944.5780497258984,1939.0,1944.236438679245,1939.0,1945.37322767794,1939.0,1943.4359038418831,1952.3358348968104,1942.3594918609767,1939.0,1942.047870171528,1939.0,1941.6269704596637,1939.0,1941.7023507482008,1940.0,1949.2994290710835,1939.0,1941.2592200959407,1939.0,1941.074692243788,1939.0,1948.3707559981888,1939.0,1939.0,1939.0,1940.100117657312
59,Housing,"Overcrowding, Renter Occupied Housing",0.0368866925520649,0.0734325271237664,0.0243989953354861,0.0787509157344527,0.0209802538787023,0.0820756891618869,0.0169377829951366,0.082845229599508,0.0343703703703703,0.0810068776808164,0.0399006622516556,0.0811220554467032,0.0773744041070773,0.0790011969201636,0.0450393700787401,0.0744354303381849,0.0603061697850626,0.0737345626872705,0.0562255049743744,0.0743386762815936,0.0417045799211404,0.0740940461031634,0.0469454375874397,0.0721038566434206,0.0480396714706338,0.0716439754459395,0.0387004300047778,0.0702590000517717,0.0321042593769866,0.06915216052771,0.1326926057975507,0.1382092963593535
60,Housing,Owner Occupied,0.3466328413284132,0.3819677460233502,0.3601193892779245,0.38490990617415,0.3522895968939134,0.3854506062247406,0.3337430167597765,0.3820935508383855,0.1912293314162473,0.3778035965409248,0.3564198188598828,0.3760741677015369,0.4978825262382618,0.3762000546049222,0.3276866066701959,0.3730784269913976,0.3198359276398822,0.3682007898122089,0.3006535947712418,0.3643856753061838,0.2922614575507137,0.366143620764434,0.3010647544545849,0.3660226283724978,0.2921237384817902,0.3693095967405299,0.3007795100222717,0.3709129668832995,0.3049817739975698,0.3750924644459292,0.294818539571491,0.3497573551713679
61,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,872.0,82164.0,907.0,77998.0,677.0,73992.0,781.0,73349.0,1631.0,69953.0,828.0,70573.0,1035.0,68451.0,937.0,67616.0,837.0,65448.0,975.0,65701.0,3519.0,114951.0,3400.0,114749.0,3310.0,113799.0,3393.0,113725.0,3402.0,111672.0,896.0,42099.0
62,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,4794.0,141862.0,4667.0,144178.0,4995.0,146950.0,5182.0,149184.0,5119.0,146145.0,5212.0,154965.0,1692.0,155386.0,5413.0,156751.0,5630.0,159388.0,5659.0,158259.0,3030.0,90725.0,2949.0,89862.0,2973.0,88408.0,2740.0,87105.0,2777.0,88150.0,5555.0,172030.0
63,Housing,Renter Occupied,0.6533671586715867,0.6180322539766497,0.6398806107220756,0.6150900938258499,0.6477104031060865,0.6145493937752594,0.6662569832402234,0.6179064491616145,0.8087706685837527,0.6221964034590752,0.6435801811401172,0.623925832298463,0.5021174737617382,0.6237999453950778,0.6723133933298041,0.6269215730086024,0.6801640723601178,0.6317992101877911,0.6993464052287581,0.6356143246938162,0.7077385424492862,0.6338563792355659,0.6989352455454151,0.6339773716275022,0.7078762615182097,0.63069040325947,0.6992204899777282,0.6290870331167004,0.6950182260024301,0.6249075355540709,0.7051814604285089,0.6502426448286321
64,Housing,Total Number of Units,9743.0,413571.0,9648.0,410552.0,9670.0,407284.0,9685.0,403943.0,9548.0,382814.0,9876.0,396851.0,5733.0,393098.0,9912.0,389511.0,9956.0,385944.0,9966.0,382915.0,9984.0,379773.0,9974.0,377499.0,9923.0,375132.0,9910.0,374229.0,9872.0,371781.0,9523.0,346527.0
65,Housing,Total Vacant Units,1071.0,50577.0,937.0,48818.0,913.0,47269.0,735.0,43369.0,1202.0,35091.0,491.0,35292.0,302.0,34156.0,467.0,31471.0,448.0,29910.0,480.0,30349.0,667.0,31620.0,770.0,32799.0,807.0,34954.0,930.0,36484.0,819.0,36517.0,375.0,16827.0
66,Housing,Vacancy Rate,0.1099250744123986,0.1222933909776072,0.0971185737976782,0.1189082016407178,0.0944157187176835,0.1160590644366093,0.0758905524006195,0.1073641578143451,0.1258902387934646,0.0916659265335123,0.0497164844066423,0.0889301022298041,0.0526774812489098,0.0868892744302947,0.0471146085552865,0.0807961777716162,0.0449979911611088,0.077498289907344,0.0481637567730282,0.0792577987281772,0.066806891025641,0.0832602633678539,0.0772007218768798,0.0868849983708566,0.0813262118310994,0.0931778680571105,0.0938446014127144,0.0974911083855072,0.0829619124797406,0.0982218026203598,0.0393783471595085,0.0485589867456215
67,Housing Prices,Contract Rent 100 to 149,0.0,735.0,0.0,669.0,0.0,561.0,13.0,710.0,0.0,848.0,20.0,795.0,6.0,762.0,18.0,965.0,0.0,1047.0,0.0,1198.0,0.0,1115.0,0.0,1235.0,0.0,1291.0,0.0,1188.0,11.0,1189.0,18.0,2218.0
68,Housing Prices,Contract Rent 1000 to 1249,159.0,12360.0,242.0,12735.0,313.0,13883.0,327.0,15685.0,476.0,16005.0,410.0,17491.0,373.0,18314.0,786.0,20972.0,793.0,22300.0,874.0,23989.0,850.0,24438.0,769.0,25594.0,766.0,25189.0,884.0,26334.0,1073.0,27887.0,1179.0,29768.0
69,Housing Prices,Contract Rent 1250 to 1499,332.0,11850.0,251.0,12425.0,222.0,13053.0,470.0,15334.0,389.0,14963.0,752.0,17640.0,370.0,19616.0,930.0,19477.0,996.0,21110.0,925.0,22981.0,900.0,23214.0,872.0,23799.0,849.0,25427.0,790.0,25043.0,899.0,24253.0,659.0,17994.0
70,Housing Prices,Contract Rent 150 to 199,0.0,1248.0,0.0,1131.0,0.0,1144.0,0.0,1263.0,98.0,1219.0,0.0,1059.0,0.0,880.0,0.0,811.0,0.0,898.0,0.0,1082.0,0.0,1157.0,0.0,1037.0,0.0,988.0,0.0,959.0,0.0,834.0,76.0,6640.0
71,Housing Prices,Contract Rent 1500 to 1999,729.0,27125.0,781.0,27134.0,852.0,28583.0,837.0,31884.0,802.0,31616.0,1149.0,34159.0,404.0,35576.0,1364.0,38851.0,1393.0,42047.0,1413.0,43104.0,1446.0,44214.0,1543.0,44733.0,1725.0,43113.0,1566.0,43130.0,1639.0,40401.0,772.0,23743.0
72,Housing Prices,Contract Rent 200 to 249,0.0,1262.0,0.0,1483.0,79.0,2141.0,45.0,2304.0,34.0,3011.0,75.0,3326.0,0.0,3487.0,53.0,3469.0,49.0,3989.0,46.0,3926.0,51.0,3442.0,47.0,4052.0,18.0,4233.0,0.0,3905.0,17.0,4157.0,40.0,4167.0
73,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",1039.0,30319.0,1020.0,29598.0,1199.0,30033.0,1371.0,28406.0,814.0,27086.0,1291.0,29234.0,387.0,29473.0,1161.0,28761.0,948.0,28746.0,908.0,28844.0,1769.0,60838.0,1454.0,54800.0,1305.0,49997.0,1027.0,43369.0,798.0,38455.0,265.0,14053.0
74,Housing Prices,Contract Rent 250 to 299,0.0,2653.0,42.0,3199.0,38.0,4040.0,40.0,6816.0,360.0,6796.0,13.0,6530.0,118.0,6214.0,50.0,6238.0,78.0,5584.0,70.0,5431.0,86.0,5289.0,59.0,4617.0,90.0,4912.0,126.0,5107.0,93.0,4943.0,42.0,3338.0
75,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),1035.0,22846.0,1184.0,23891.0,1093.0,23653.0,1000.0,24685.0,870.0,24242.0,858.0,25265.0,221.0,24192.0,493.0,22868.0,418.0,20913.0,543.0,17655.0,150.0,5684.0,217.0,5764.0,239.0,5769.0,258.0,5919.0,240.0,6063.0,,
76,Housing Prices,Contract Rent 300 to 349,35.0,5250.0,22.0,5449.0,0.0,5715.0,0.0,3379.0,73.0,3005.0,0.0,2602.0,0.0,2405.0,0.0,2698.0,0.0,2768.0,0.0,2640.0,0.0,2310.0,48.0,2483.0,43.0,2392.0,12.0,2351.0,46.0,3015.0,92.0,5346.0
77,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),512.0,23443.0,455.0,21301.0,506.0,21499.0,667.0,22343.0,658.0,21710.0,399.0,21726.0,87.0,19059.0,285.0,16228.0,297.0,13638.0,213.0,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
78,Housing Prices,Contract Rent 350 to 399,0.0,2168.0,0.0,2685.0,0.0,1786.0,0.0,1491.0,35.0,1795.0,0.0,2458.0,36.0,2398.0,46.0,2479.0,98.0,2277.0,105.0,2357.0,129.0,2308.0,21.0,2073.0,0.0,2135.0,20.0,2003.0,11.0,1992.0,65.0,5235.0
79,Housing Prices,Contract Rent 3500 or more (ACS2015-),1329.0,54106.0,1180.0,51935.0,1013.0,46454.0,678.0,35189.0,1146.0,27172.0,345.0,21699.0,232.0,17755.0,326.0,14008.0,319.0,10639.0,209.0,8074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
80,Housing Prices,Contract Rent 400 to 449,0.0,1585.0,0.0,1400.0,0.0,1212.0,11.0,2155.0,24.0,2320.0,0.0,2476.0,44.0,3090.0,0.0,4110.0,0.0,4150.0,0.0,4019.0,0.0,4073.0,0.0,3501.0,13.0,3185.0,29.0,3064.0,58.0,3259.0,90.0,5503.0
81,Housing Prices,Contract Rent 500 to 549,0.0,1258.0,11.0,1460.0,17.0,1687.0,0.0,2081.0,127.0,2161.0,9.0,2627.0,7.0,2418.0,7.0,2233.0,6.0,2209.0,1.0,2307.0,0.0,2353.0,0.0,2688.0,26.0,3496.0,13.0,4026.0,13.0,4323.0,160.0,5711.0
82,Housing Prices,Contract Rent 550 to 599,10.0,2419.0,0.0,2363.0,0.0,1747.0,15.0,2690.0,67.0,3590.0,19.0,4301.0,35.0,4313.0,0.0,4226.0,9.0,4420.0,9.0,4412.0,8.0,4282.0,23.0,4787.0,22.0,5226.0,37.0,4891.0,34.0,4718.0,144.0,8537.0
83,Housing Prices,Contract Rent 600 to 649,16.0,1843.0,0.0,2304.0,14.0,2531.0,3.0,2173.0,59.0,1783.0,0.0,2201.0,0.0,2096.0,28.0,2260.0,27.0,2602.0,44.0,2951.0,43.0,2960.0,103.0,3458.0,92.0,3042.0,131.0,3149.0,101.0,3226.0,165.0,6972.0
84,Housing Prices,Contract Rent 650 to 699,0.0,1902.0,10.0,1485.0,19.0,1653.0,14.0,2130.0,45.0,2732.0,0.0,3097.0,32.0,3068.0,86.0,3347.0,134.0,3600.0,170.0,3924.0,186.0,3730.0,165.0,3853.0,170.0,4307.0,145.0,4354.0,118.0,4837.0,272.0,9456.0
85,Housing Prices,Contract Rent 700 to 749,33.0,1346.0,13.0,1294.0,0.0,1477.0,0.0,1778.0,28.0,1317.0,44.0,1934.0,48.0,2353.0,50.0,2499.0,120.0,2715.0,159.0,2941.0,136.0,3324.0,168.0,3669.0,174.0,3191.0,141.0,3798.0,174.0,3340.0,295.0,8024.0
86,Housing Prices,Contract Rent 750 to 749,20.0,1231.0,0.0,1843.0,0.0,2128.0,39.0,1856.0,25.0,2719.0,108.0,3140.0,14.0,2883.0,118.0,3171.0,124.0,3493.0,92.0,3794.0,154.0,3669.0,104.0,3703.0,144.0,4732.0,198.0,4357.0,180.0,5126.0,273.0,8938.0
87,Housing Prices,Contract Rent 750 to 799,100.0,1971.0,5.0,1628.0,13.0,1410.0,102.0,2216.0,32.0,1943.0,18.0,2186.0,0.0,2598.0,26.0,2683.0,101.0,3147.0,141.0,2939.0,142.0,3463.0,186.0,3307.0,92.0,2749.0,163.0,3763.0,119.0,4187.0,311.0,8550.0
88,Housing Prices,Contract Rent 800 to 899,131.0,3330.0,136.0,3236.0,159.0,3578.0,71.0,5227.0,214.0,6009.0,69.0,6448.0,80.0,6990.0,186.0,8196.0,87.0,8259.0,120.0,8930.0,122.0,9029.0,259.0,9095.0,293.0,8873.0,404.0,10206.0,319.0,10955.0,666.0,18041.0
89,Housing Prices,Contract Rent 900 to 999,50.0,4376.0,54.0,4635.0,36.0,5326.0,127.0,5184.0,313.0,6380.0,294.0,7088.0,133.0,7599.0,171.0,7175.0,252.0,7452.0,375.0,8051.0,338.0,8357.0,334.0,8953.0,340.0,9207.0,335.0,10760.0,349.0,11497.0,681.0,16283.0
90,Housing Prices,Contract Rent Less than 100,0.0,1142.0,0.0,951.0,0.0,653.0,0.0,705.0,0.0,907.0,0.0,903.0,5.0,1057.0,21.0,1232.0,76.0,1465.0,75.0,1505.0,84.0,1430.0,61.0,1331.0,52.0,1093.0,0.0,795.0,0.0,852.0,47.0,1385.0
91,Housing Prices,Contract Rent Total,5666.0,224342.0,5574.0,222499.0,5672.0,221247.0,5963.0,222801.0,6750.0,216352.0,6040.0,225586.0,2727.0,223908.0,6350.0,224463.0,6467.0,224942.0,6634.0,224096.0,6594.0,220679.0,6433.0,218532.0,6453.0,214547.0,6279.0,212471.0,6292.0,209509.0,6451.0,214198.0
92,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),136.0,6574.0,168.0,6265.0,99.0,5300.0,133.0,5117.0,61.0,5023.0,167.0,5201.0,95.0,5312.0,145.0,5506.0,142.0,5474.0,142.0,5665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,4296.0
93,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",1035.0,22846.0,1184.0,23891.0,1093.0,23653.0,1000.0,24685.0,870.0,24242.0,858.0,25265.0,221.0,24192.0,493.0,22868.0,418.0,20913.0,543.0,17655.0,150.0,5684.0,217.0,5764.0,239.0,5769.0,258.0,5919.0,240.0,6063.0,139.0,4296.0
94,Housing Prices,Contract Rent Total With cash Rent,5530.0,217768.0,5406.0,216234.0,5573.0,215947.0,5830.0,217684.0,6689.0,211329.0,5873.0,220385.0,2632.0,218596.0,6205.0,218957.0,6325.0,219468.0,6492.0,218431.0,6444.0,214995.0,6216.0,212768.0,6214.0,208778.0,6021.0,206552.0,6052.0,203446.0,6312.0,209902.0
95,Housing Prices,Extremely Rent Burdened,0.1260148252735616,0.188364193953874,0.1541083602439899,0.1762300055281147,0.1480959097320169,0.1729740968239117,0.1447258091564648,0.1710943846751136,0.1171851851851851,0.1711285312823546,0.1874172185430463,0.1712694936742528,0.1606160616061606,0.1823114850742269,0.201259842519685,0.189639272396787,0.2041131900417504,0.2033368601683989,0.1947542960506481,0.2083660574039697,0.1916894146193509,0.2156344736019285,0.1988185916368723,0.2184851646440795,0.2172632883929955,0.221047136524864,0.2256728778467908,0.2104240108061806,0.2329942784488239,0.2075137583588294,0.1692760812277166,0.1636709959943603
96,Housing Prices,Home Value 10000 to 14999 ,0.0,212.0,0.0,183.0,0.0,205.0,0.0,175.0,0.0,144.0,0.0,79.0,0.0,98.0,21.0,82.0,12.0,59.0,13.0,74.0,13.0,76.0,0.0,71.0,0.0,59.0,0.0,74.0,0.0,45.0,0.0,62.0
97,Housing Prices,Home Value 100000 to 124999,0.0,786.0,0.0,984.0,0.0,893.0,0.0,644.0,0.0,582.0,6.0,462.0,0.0,422.0,53.0,524.0,38.0,482.0,38.0,477.0,29.0,560.0,35.0,706.0,0.0,668.0,0.0,667.0,12.0,726.0,6.0,663.0
98,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",653.0,44558.0,609.0,46265.0,517.0,46445.0,796.0,43297.0,436.0,41084.0,695.0,37869.0,651.0,33886.0,633.0,29448.0,669.0,25127.0,690.0,20784.0,1393.0,33662.0,1466.0,30888.0,1328.0,30973.0,1327.0,32270.0,1310.0,33403.0,401.0,9895.0
99,Housing Prices,Home Value 125000 to 149999,0.0,376.0,0.0,182.0,0.0,99.0,0.0,153.0,0.0,98.0,0.0,59.0,0.0,74.0,0.0,102.0,11.0,122.0,13.0,166.0,15.0,211.0,19.0,247.0,15.0,189.0,0.0,159.0,0.0,149.0,0.0,708.0
100,Housing Prices,Home Value 15000 to 19999 ,0.0,71.0,0.0,103.0,0.0,88.0,0.0,54.0,0.0,89.0,0.0,49.0,0.0,54.0,0.0,51.0,0.0,46.0,0.0,29.0,0.0,187.0,0.0,159.0,0.0,198.0,0.0,191.0,0.0,158.0,0.0,117.0
101,Housing Prices,Home Value 150000 to 174999,0.0,434.0,0.0,319.0,0.0,333.0,0.0,265.0,0.0,197.0,0.0,307.0,25.0,463.0,18.0,490.0,16.0,440.0,15.0,438.0,12.0,484.0,12.0,485.0,13.0,405.0,12.0,503.0,36.0,536.0,25.0,1269.0
102,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),686.0,29091.0,797.0,28389.0,840.0,28361.0,524.0,24715.0,514.0,20876.0,653.0,19365.0,288.0,15807.0,607.0,12388.0,543.0,9489.0,470.0,7792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
103,Housing Prices,Home Value 175000 to 199999,0.0,106.0,0.0,160.0,0.0,84.0,0.0,59.0,0.0,50.0,0.0,104.0,37.0,184.0,0.0,187.0,0.0,288.0,0.0,337.0,0.0,418.0,0.0,309.0,0.0,401.0,0.0,318.0,0.0,361.0,0.0,2042.0
104,Housing Prices,Home Value 20000 to 24999 ,0.0,103.0,0.0,76.0,0.0,8.0,0.0,28.0,0.0,47.0,0.0,25.0,0.0,18.0,0.0,39.0,0.0,37.0,0.0,23.0,0.0,26.0,0.0,29.0,0.0,139.0,0.0,143.0,0.0,142.0,0.0,411.0
105,Housing Prices,Home Value 200000 to 249999,14.0,573.0,61.0,506.0,63.0,556.0,60.0,627.0,0.0,537.0,18.0,756.0,17.0,731.0,0.0,877.0,0.0,1051.0,0.0,1321.0,0.0,1541.0,0.0,1595.0,14.0,1551.0,17.0,1776.0,19.0,1667.0,66.0,6734.0
106,Housing Prices,Home Value 2000000 or more (ACS2015-),1300.0,33698.0,1264.0,33776.0,1259.0,30680.0,1115.0,24626.0,175.0,20385.0,1151.0,21444.0,434.0,18798.0,804.0,15408.0,591.0,12454.0,365.0,10149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
107,Housing Prices,Home Value 25000 to 29999 ,0.0,11.0,0.0,27.0,0.0,71.0,0.0,82.0,0.0,75.0,0.0,59.0,0.0,49.0,0.0,68.0,0.0,7.0,0.0,12.0,0.0,9.0,0.0,26.0,0.0,19.0,0.0,51.0,0.0,74.0,9.0,777.0
108,Housing Prices,Home Value 250000 to 299999,0.0,419.0,0.0,480.0,0.0,426.0,10.0,749.0,0.0,833.0,12.0,799.0,69.0,1039.0,26.0,977.0,39.0,1075.0,31.0,1169.0,34.0,1519.0,11.0,1456.0,12.0,1495.0,0.0,1421.0,0.0,1463.0,56.0,10611.0
109,Housing Prices,Home Value 30000 to 34999 ,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,34.0,0.0,38.0,11.0,64.0,10.0,84.0,10.0,77.0,9.0,58.0,13.0,45.0,0.0,45.0,0.0,21.0,0.0,955.0
110,Housing Prices,Home Value 300000 to 399999,12.0,1602.0,13.0,1818.0,0.0,2252.0,0.0,2573.0,10.0,2432.0,0.0,2460.0,48.0,2805.0,35.0,3145.0,40.0,3943.0,63.0,4767.0,77.0,5129.0,54.0,5243.0,34.0,4933.0,29.0,4397.0,23.0,3406.0,251.0,25189.0
111,Housing Prices,Home Value 35000 to 39999 ,0.0,12.0,0.0,9.0,0.0,5.0,0.0,29.0,0.0,58.0,0.0,45.0,0.0,53.0,24.0,110.0,21.0,84.0,20.0,80.0,21.0,83.0,18.0,101.0,0.0,64.0,0.0,81.0,0.0,123.0,18.0,1056.0
112,Housing Prices,Home Value 40000 to 49999 ,0.0,75.0,0.0,68.0,0.0,65.0,0.0,49.0,0.0,41.0,0.0,74.0,0.0,75.0,0.0,85.0,0.0,208.0,0.0,211.0,0.0,228.0,0.0,279.0,0.0,305.0,0.0,240.0,0.0,225.0,9.0,831.0
113,Housing Prices,Home Value 400000 to 499999,9.0,2288.0,11.0,2258.0,16.0,2266.0,22.0,2185.0,86.0,2168.0,13.0,2820.0,117.0,3895.0,27.0,5230.0,68.0,6965.0,57.0,8565.0,56.0,9354.0,45.0,9796.0,82.0,9546.0,44.0,8321.0,57.0,7079.0,370.0,20035.0
114,Housing Prices,Home Value 50000 to 59999 ,0.0,117.0,34.0,88.0,25.0,91.0,36.0,91.0,0.0,101.0,10.0,91.0,0.0,129.0,0.0,153.0,0.0,195.0,0.0,202.0,0.0,296.0,14.0,398.0,15.0,380.0,15.0,400.0,16.0,402.0,21.0,411.0
115,Housing Prices,Home Value 500000 to 749999,91.0,6702.0,106.0,6738.0,82.0,6778.0,190.0,11672.0,140.0,14124.0,388.0,18502.0,597.0,22866.0,395.0,28879.0,468.0,33939.0,516.0,37576.0,505.0,39490.0,566.0,41232.0,569.0,40918.0,650.0,39818.0,657.0,39479.0,910.0,22252.0
116,Housing Prices,Home Value 60000 to 69999 ,0.0,31.0,0.0,20.0,0.0,14.0,0.0,13.0,0.0,34.0,0.0,67.0,9.0,57.0,0.0,115.0,0.0,191.0,0.0,227.0,0.0,233.0,0.0,299.0,0.0,332.0,0.0,386.0,0.0,505.0,43.0,303.0
117,Housing Prices,Home Value 70000 to 79999 ,0.0,127.0,0.0,191.0,0.0,46.0,0.0,158.0,0.0,201.0,0.0,186.0,0.0,194.0,0.0,223.0,12.0,271.0,33.0,314.0,42.0,258.0,32.0,242.0,29.0,258.0,11.0,437.0,0.0,458.0,42.0,281.0
118,Housing Prices,Home Value 750000 to 999999,183.0,15913.0,234.0,15324.0,274.0,17664.0,234.0,24204.0,217.0,26087.0,372.0,28869.0,365.0,31656.0,394.0,33015.0,441.0,32795.0,415.0,31905.0,423.0,32153.0,415.0,31352.0,472.0,32015.0,527.0,32698.0,597.0,34403.0,418.0,10032.0
119,Housing Prices,Home Value 80000 to 89999 ,0.0,71.0,0.0,89.0,0.0,43.0,0.0,60.0,0.0,100.0,10.0,148.0,10.0,188.0,9.0,222.0,7.0,247.0,5.0,296.0,0.0,253.0,0.0,263.0,0.0,222.0,0.0,352.0,0.0,425.0,29.0,262.0
120,Housing Prices,Home Value 90000 to 99999 ,0.0,105.0,0.0,16.0,0.0,80.0,0.0,104.0,0.0,92.0,0.0,162.0,0.0,140.0,0.0,110.0,9.0,139.0,66.0,218.0,73.0,202.0,75.0,252.0,67.0,227.0,69.0,295.0,34.0,309.0,23.0,303.0
