,year,label,Category,Attribute,017700,020100,020101,020102,020200,020201,020202,020700,020701,020702,020800,020801,020802,020900,021000,022801,022802,022803,022901,022902,022903
10,2013,ACS5YR,Educational Attainment,"College Degree or higher, alternate",0.4524922118380062,0.3726625111308994,INACTIVE,INACTIVE,0.5921845770110165,INACTIVE,INACTIVE,0.7940698619008936,INACTIVE,INACTIVE,0.3898045228056727,INACTIVE,INACTIVE,0.4300636942675159,0.8071052631578948,0.5882511452438696,0.3667048054919908,0.4220136951559726,0.3498849062808287,0.4324905863367402,0.4518455663979635
11,2013,ACS5YR,Educational Attainment,High School or Less,0.2266355140186916,0.4516918967052538,INACTIVE,INACTIVE,0.2130534192475577,INACTIVE,INACTIVE,0.0936230706742485,INACTIVE,INACTIVE,0.4624377155998467,INACTIVE,INACTIVE,0.3459872611464968,0.0689473684210526,0.2915656157369981,0.3855835240274599,0.4242962211514076,0.4501808615586978,0.3700914470145239,0.2957148918116249
12,2013,ACS5YR,Educational Attainment,"High School or Less, alternate",0.2266355140186916,0.4516918967052538,INACTIVE,INACTIVE,0.2130534192475577,INACTIVE,INACTIVE,0.0936230706742485,INACTIVE,INACTIVE,0.4624377155998467,INACTIVE,INACTIVE,0.3459872611464968,0.0689473684210526,0.2915656157369981,0.3855835240274599,0.4242962211514076,0.4501808615586978,0.3700914470145239,0.2957148918116249
13,2013,ACS5YR,Educational Attainment,Some College/Associate Degree,0.3208722741433021,0.1756455921638468,INACTIVE,INACTIVE,0.1947620037414259,INACTIVE,INACTIVE,0.1123070674248578,INACTIVE,INACTIVE,0.1477577615944806,INACTIVE,INACTIVE,0.2239490445859872,0.1239473684210526,0.1201832390191323,0.2477116704805492,0.1536900836926198,0.1999342321604735,0.1974179666487358,0.2524395417904115
14,2013,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate",0.3208722741433021,0.1756455921638468,INACTIVE,INACTIVE,0.1947620037414259,INACTIVE,INACTIVE,0.1123070674248578,INACTIVE,INACTIVE,0.1477577615944806,INACTIVE,INACTIVE,0.2239490445859872,0.1239473684210526,0.1201832390191323,0.2477116704805492,0.1536900836926198,0.1999342321604735,0.1974179666487358,0.2524395417904115
15,2013,ACS5YR,Employment,"6-17, Living with One Parent",44.0,78.0,INACTIVE,INACTIVE,186.0,INACTIVE,INACTIVE,129.0,INACTIVE,INACTIVE,117.0,INACTIVE,INACTIVE,215.0,46.0,86.0,131.0,162.0,119.0,86.0,109.0
16,2013,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",0.6363636363636364,0.1666666666666666,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.313953488372093,0.3282442748091603,0.1666666666666666,0.0,0.2790697674418604,0.0
17,2013,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",0.3636363636363636,0.8333333333333334,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,1.0,1.0,0.686046511627907,0.6717557251908397,0.8333333333333334,1.0,0.7209302325581395,1.0
18,2013,ACS5YR,Employment,"6-17, Living with Two Parents",24.0,181.0,INACTIVE,INACTIVE,137.0,INACTIVE,INACTIVE,81.0,INACTIVE,INACTIVE,254.0,INACTIVE,INACTIVE,239.0,328.0,307.0,94.0,169.0,275.0,169.0,144.0
19,2013,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",0.0,0.712707182320442,INACTIVE,INACTIVE,0.145985401459854,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.1535433070866141,INACTIVE,INACTIVE,0.4811715481171548,0.0,0.3355048859934853,0.5319148936170213,0.2248520710059171,0.2218181818181818,0.0769230769230769,0.4375
20,2013,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.2774390243902439,0.0,0.0,0.1124260355029585,0.0,0.0,0.0
21,2013,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",1.0,0.287292817679558,INACTIVE,INACTIVE,0.8540145985401459,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,0.8464566929133859,INACTIVE,INACTIVE,0.5188284518828452,0.7225609756097561,0.6644951140065146,0.4680851063829787,0.6627218934911243,0.7781818181818182,0.9230769230769232,0.5625
22,2013,ACS5YR,Employment,Employed Residents,1133.0,2880.0,INACTIVE,INACTIVE,3695.0,INACTIVE,INACTIVE,4085.0,INACTIVE,INACTIVE,4391.0,INACTIVE,INACTIVE,3068.0,3225.0,3051.0,1078.0,3325.0,2487.0,1488.0,1668.0
23,2013,ACS5YR,Employment,"Employed Residents, alternate",1133.0,2880.0,INACTIVE,INACTIVE,3695.0,INACTIVE,INACTIVE,4085.0,INACTIVE,INACTIVE,4391.0,INACTIVE,INACTIVE,3068.0,3225.0,3051.0,1078.0,3325.0,2487.0,1488.0,1668.0
24,2013,ACS5YR,Employment,Managerial Professional,0.5127978817299206,0.4489583333333333,INACTIVE,INACTIVE,0.5916102841677943,INACTIVE,INACTIVE,0.7414932680538555,INACTIVE,INACTIVE,0.3438852197677067,INACTIVE,INACTIVE,0.35625814863103,0.7243410852713178,0.5486725663716814,0.4471243042671614,0.3497744360902255,0.3482106956172094,0.4509408602150537,0.4952038369304556
25,2013,ACS5YR,Employment,"Managerial Professional, alternate",0.5127978817299206,0.4489583333333333,INACTIVE,INACTIVE,0.5916102841677943,INACTIVE,INACTIVE,0.7414932680538555,INACTIVE,INACTIVE,0.3438852197677067,INACTIVE,INACTIVE,0.35625814863103,0.7243410852713178,0.5486725663716814,0.4471243042671614,0.3497744360902255,0.3482106956172094,0.4509408602150537,0.4952038369304556
26,2013,ACS5YR,Employment,Natural Resources,0.0785525154457193,0.0347222222222222,INACTIVE,INACTIVE,0.0752368064952638,INACTIVE,INACTIVE,0.002937576499388,INACTIVE,INACTIVE,0.1345934866772944,INACTIVE,INACTIVE,0.0567144719687092,0.0062015503875968,0.0675188462799082,0.1103896103896103,0.0354887218045112,0.0739847205468435,0.0504032258064516,0.0539568345323741
27,2013,ACS5YR,Employment,"Natural Resources, alternate",0.0785525154457193,0.0347222222222222,INACTIVE,INACTIVE,0.0752368064952638,INACTIVE,INACTIVE,0.002937576499388,INACTIVE,INACTIVE,0.1345934866772944,INACTIVE,INACTIVE,0.0567144719687092,0.0062015503875968,0.0675188462799082,0.1103896103896103,0.0354887218045112,0.0739847205468435,0.0504032258064516,0.0539568345323741
28,2013,ACS5YR,Employment,Production Transport Materials,0.0379523389232127,0.078125,INACTIVE,INACTIVE,0.040595399188092,INACTIVE,INACTIVE,0.0115055079559363,INACTIVE,INACTIVE,0.0876793441129583,INACTIVE,INACTIVE,0.120599739243807,0.0409302325581395,0.0694854146181579,0.0742115027829313,0.069172932330827,0.0763972657820667,0.105510752688172,0.0629496402877697
29,2013,ACS5YR,Employment,"Production Transport Materials, alternate",0.0379523389232127,0.078125,INACTIVE,INACTIVE,0.040595399188092,INACTIVE,INACTIVE,0.0115055079559363,INACTIVE,INACTIVE,0.0876793441129583,INACTIVE,INACTIVE,0.120599739243807,0.0409302325581395,0.0694854146181579,0.0742115027829313,0.069172932330827,0.0763972657820667,0.105510752688172,0.0629496402877697
30,2013,ACS5YR,Employment,Sales and Office,0.1968225948808473,0.1736111111111111,INACTIVE,INACTIVE,0.1607577807848443,INACTIVE,INACTIVE,0.1539779681762546,INACTIVE,INACTIVE,0.1295832384422682,INACTIVE,INACTIVE,0.2206649282920469,0.0976744186046511,0.1740412979351032,0.1307977736549165,0.1723308270676691,0.1700844390832328,0.1666666666666666,0.132494004796163
31,2013,ACS5YR,Employment,"Sales and Office, alternate",0.1968225948808473,0.1736111111111111,INACTIVE,INACTIVE,0.1607577807848443,INACTIVE,INACTIVE,0.1539779681762546,INACTIVE,INACTIVE,0.1295832384422682,INACTIVE,INACTIVE,0.2206649282920469,0.0976744186046511,0.1740412979351032,0.1307977736549165,0.1723308270676691,0.1700844390832328,0.1666666666666666,0.132494004796163
32,2013,ACS5YR,Employment,Services,0.1738746690203,0.2645833333333333,INACTIVE,INACTIVE,0.1317997293640054,INACTIVE,INACTIVE,0.0900856793145654,INACTIVE,INACTIVE,0.3042587109997722,INACTIVE,INACTIVE,0.2457627118644068,0.1308527131782945,0.1402818747951491,0.2374768089053803,0.3732330827067669,0.3313228789706474,0.2264784946236559,0.2553956834532374
33,2013,ACS5YR,Employment,"Services, alternate",0.1738746690203,0.2645833333333333,INACTIVE,INACTIVE,0.1317997293640054,INACTIVE,INACTIVE,0.0900856793145654,INACTIVE,INACTIVE,0.3042587109997722,INACTIVE,INACTIVE,0.2457627118644068,0.1308527131782945,0.1402818747951491,0.2374768089053803,0.3732330827067669,0.3313228789706474,0.2264784946236559,0.2553956834532374
34,2013,ACS5YR,Employment,"Under 6 Years, Living with One Parent",25.0,122.0,INACTIVE,INACTIVE,79.0,INACTIVE,INACTIVE,69.0,INACTIVE,INACTIVE,21.0,INACTIVE,INACTIVE,49.0,73.0,7.0,48.0,136.0,172.0,17.0,69.0
35,2013,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",0.64,0.4426229508196721,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.3188405797101449,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.4375,0.3676470588235294,0.0,0.2352941176470588,0.0
36,2013,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",0.36,0.5573770491803278,INACTIVE,INACTIVE,1.0,INACTIVE,INACTIVE,0.6811594202898551,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,1.0,1.0,1.0,0.5625,0.6323529411764706,1.0,0.7647058823529411,1.0
37,2013,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",30.0,49.0,INACTIVE,INACTIVE,220.0,INACTIVE,INACTIVE,195.0,INACTIVE,INACTIVE,165.0,INACTIVE,INACTIVE,123.0,143.0,281.0,57.0,209.0,145.0,133.0,105.0
38,2013,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.1636363636363636,INACTIVE,INACTIVE,0.6974358974358974,INACTIVE,INACTIVE,0.1939393939393939,INACTIVE,INACTIVE,0.7073170731707317,0.2377622377622377,0.1032028469750889,0.5614035087719298,0.2822966507177033,0.7034482758620689,0.0,0.5047619047619047
39,2013,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0956937799043062,0.0,0.0,0.0
40,2013,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",1.0,1.0,INACTIVE,INACTIVE,0.8363636363636363,INACTIVE,INACTIVE,0.3025641025641025,INACTIVE,INACTIVE,0.806060606060606,INACTIVE,INACTIVE,0.2926829268292683,0.7622377622377622,0.896797153024911,0.4385964912280701,0.6220095693779905,0.296551724137931,1.0,0.4952380952380952
41,2013,ACS5YR,Employment,Unemployment Rate,0.058970099667774,0.1069767441860465,INACTIVE,INACTIVE,0.0921375921375921,INACTIVE,INACTIVE,0.0504416550441655,INACTIVE,INACTIVE,0.0794549266247379,INACTIVE,INACTIVE,0.0597609561752988,0.0421740421740421,0.0776904474002418,0.0443262411347517,0.0675827257431295,0.1158905083540703,0.0752019888129272,0.0949538795442213
42,2013,ACS5YR,Employment,"Unemployment Rate, alternate",0.058970099667774,0.1069767441860465,INACTIVE,INACTIVE,0.0921375921375921,INACTIVE,INACTIVE,0.0504416550441655,INACTIVE,INACTIVE,0.0794549266247379,INACTIVE,INACTIVE,0.0597609561752988,0.0421740421740421,0.0776904474002418,0.0443262411347517,0.0675827257431295,0.1158905083540703,0.0752019888129272,0.0949538795442213
43,2013,ACS5YR,Employment,Worked in place of residence,0.8076241134751773,0.7598314606741573,INACTIVE,INACTIVE,0.7035484772282761,INACTIVE,INACTIVE,0.8253339930727362,INACTIVE,INACTIVE,0.8131336405529954,INACTIVE,INACTIVE,0.8574237954768928,0.7033707865168539,0.7213550315509797,0.798670465337132,0.7708649468892261,0.8213543830494391,0.7891156462585034,0.7554611650485437
44,2013,ACS5YR,Employment,Worked outside place of residence,0.1923758865248226,0.2401685393258427,INACTIVE,INACTIVE,0.2964515227717239,INACTIVE,INACTIVE,0.1746660069272637,INACTIVE,INACTIVE,0.1868663594470046,INACTIVE,INACTIVE,0.1425762045231071,0.2966292134831461,0.2786449684490202,0.201329534662868,0.2291350531107739,0.1786456169505608,0.2108843537414966,0.2445388349514563
45,2013,ACS5YR,Households,Average Family Household Size,3.6392694063926943,3.286451612903226,INACTIVE,INACTIVE,3.008526187576127,INACTIVE,INACTIVE,2.728395061728395,INACTIVE,INACTIVE,3.636363636363636,INACTIVE,INACTIVE,3.795918367346939,3.008706467661692,3.34093637454982,4.075342465753424,3.934195064629847,4.050894085281981,3.5101214574898787,3.680580762250454
46,2013,ACS5YR,Households,Average Household Size,2.2454819277108435,1.9451697127937335,INACTIVE,INACTIVE,1.9380530973451329,INACTIVE,INACTIVE,2.014867256637168,INACTIVE,INACTIVE,2.5641330166270784,INACTIVE,INACTIVE,2.743258426966292,2.1113189897100093,2.506709608158884,3.16638935108153,3.183364839319471,3.033356990773598,2.8692493946731235,2.704830053667263
47,2013,ACS5YR,Households,Family Households,0.3298192771084337,0.289071242073853,INACTIVE,INACTIVE,0.269092100950508,INACTIVE,INACTIVE,0.2867256637168142,INACTIVE,INACTIVE,0.4267616785431512,INACTIVE,INACTIVE,0.4129213483146067,0.3760523854069224,0.4471282877079978,0.4858569051580699,0.5362318840579711,0.5159687721788503,0.5980629539951574,0.4928443649373882
48,2013,ACS5YR,Households,Households,664.0,2681.0,INACTIVE,INACTIVE,3051.0,INACTIVE,INACTIVE,2825.0,INACTIVE,INACTIVE,2526.0,INACTIVE,INACTIVE,1780.0,2138.0,1863.0,601.0,1587.0,1409.0,826.0,1118.0
49,2013,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.2289156626506024,0.3144349123461395,INACTIVE,INACTIVE,0.2114060963618485,INACTIVE,INACTIVE,0.1794690265486725,INACTIVE,INACTIVE,0.2252573238321457,INACTIVE,INACTIVE,0.1713483146067415,0.157156220767072,0.1492216854535695,0.281198003327787,0.2684310018903592,0.2363378282469836,0.2493946731234866,0.3237924865831842
50,2013,ACS5YR,Households,"Households with Children, % of Total",0.0948795180722891,0.0910108168593808,INACTIVE,INACTIVE,0.1242215666994428,INACTIVE,INACTIVE,0.1327433628318584,INACTIVE,INACTIVE,0.1904196357878068,INACTIVE,INACTIVE,0.2292134831460674,0.1838166510757717,0.2388620504562533,0.2179700499168053,0.2835538752362949,0.3066004258339248,0.2760290556900726,0.259391771019678
51,2013,ACS5YR,Households,Living in Group Quarters,281.0,1130.0,INACTIVE,INACTIVE,1349.0,INACTIVE,INACTIVE,1129.0,INACTIVE,INACTIVE,919.0,INACTIVE,INACTIVE,576.0,756.0,615.0,178.0,463.0,377.0,117.0,188.0
52,2013,ACS5YR,Households,Non-Family Households,0.6701807228915663,0.710928757926147,INACTIVE,INACTIVE,0.7309078990494919,INACTIVE,INACTIVE,0.7132743362831858,INACTIVE,INACTIVE,0.5732383214568487,INACTIVE,INACTIVE,0.5870786516853933,0.6239476145930777,0.5528717122920022,0.5141430948419301,0.463768115942029,0.4840312278211497,0.4019370460048426,0.5071556350626119
53,2013,ACS5YR,Households,"Single Person Households, % of Total",0.4292168674698795,0.5031704587840358,INACTIVE,INACTIVE,0.4860701409373976,INACTIVE,INACTIVE,0.3614159292035398,INACTIVE,INACTIVE,0.3630245447347585,INACTIVE,INACTIVE,0.2921348314606741,0.4111318989710009,0.3032742887815352,0.2013311148086522,0.2161310649023314,0.2526614620298084,0.1561743341404358,0.3041144901610018
54,2013,ACS5YR,Housing,Median Year Moved In Owner,2002.4657534246576,2004.072948328268,INACTIVE,INACTIVE,2001.6539923954367,INACTIVE,INACTIVE,2000.9239130434785,INACTIVE,INACTIVE,2003.266475644699,INACTIVE,INACTIVE,2005.4807692307693,2002.5653594771245,2004.0155440414508,1994.0625,2001.9736842105265,1999.111111111111,2002.685950413223,1998.1512605042017
55,2013,ACS5YR,Housing,Median Year Moved In Renter,2003.571428571429,2004.538106235566,INACTIVE,INACTIVE,2005.2170658682635,INACTIVE,INACTIVE,2005.9411764705883,INACTIVE,INACTIVE,2004.1952789699567,INACTIVE,INACTIVE,2003.5006693440428,2005.2973977695167,2005.4626623376623,2004.797794117647,2003.1484641638224,2004.2100192678224,2004.04,2005.4326923076924
56,2013,ACS5YR,Housing,Median Year Structure Built,1939.0,1941.4804469273745,INACTIVE,INACTIVE,1939.0,INACTIVE,INACTIVE,1939.0,INACTIVE,INACTIVE,1939.0,INACTIVE,INACTIVE,1939.0,1939.0,1939.0,1939.0,1939.0,1939.0,1939.0,1939.0
57,2013,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",0.1011235955056179,0.1511996378451788,INACTIVE,INACTIVE,0.0578101071975497,INACTIVE,INACTIVE,0.084863523573201,INACTIVE,INACTIVE,0.198914116485686,INACTIVE,INACTIVE,0.2268308489954633,0.0547667342799188,0.1192825112107623,0.1428571428571428,0.19520264681555,0.1866163996229971,0.0355329949238578,0.0573065902578796
58,2013,ACS5YR,Housing,Owner Occupied,0.1957831325301204,0.176053711301753,INACTIVE,INACTIVE,0.1438872500819403,INACTIVE,INACTIVE,0.2867256637168142,INACTIVE,INACTIVE,0.1979414093428345,INACTIVE,INACTIVE,0.1331460674157303,0.3082319925163704,0.4015029522275899,0.2895174708818636,0.2381852551984877,0.2469836763662171,0.5230024213075061,0.3756708407871199
59,2013,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,229.0,986.0,INACTIVE,INACTIVE,984.0,INACTIVE,INACTIVE,808.0,INACTIVE,INACTIVE,819.0,INACTIVE,INACTIVE,614.0,600.0,591.0,237.0,643.0,430.0,162.0,444.0
60,2013,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,227.0,1143.0,INACTIVE,INACTIVE,1336.0,INACTIVE,INACTIVE,1181.0,INACTIVE,INACTIVE,1127.0,INACTIVE,INACTIVE,929.0,879.0,372.0,177.0,509.0,609.0,232.0,248.0
61,2013,ACS5YR,Housing,Renter Occupied,0.8042168674698795,0.8239462886982469,INACTIVE,INACTIVE,0.8561127499180596,INACTIVE,INACTIVE,0.7132743362831858,INACTIVE,INACTIVE,0.8020585906571654,INACTIVE,INACTIVE,0.8668539325842697,0.6917680074836295,0.5984970477724101,0.7104825291181365,0.7618147448015122,0.7530163236337828,0.4769975786924939,0.6243291592128801
62,2013,ACS5YR,Housing,Total Number of Units,821.0,3081.0,INACTIVE,INACTIVE,3423.0,INACTIVE,INACTIVE,2866.0,INACTIVE,INACTIVE,2763.0,INACTIVE,INACTIVE,1916.0,2224.0,1916.0,666.0,1679.0,1541.0,876.0,1152.0
63,2013,ACS5YR,Housing,Total Vacant Units,157.0,400.0,INACTIVE,INACTIVE,372.0,INACTIVE,INACTIVE,41.0,INACTIVE,INACTIVE,237.0,INACTIVE,INACTIVE,136.0,86.0,53.0,65.0,92.0,132.0,50.0,34.0
64,2013,ACS5YR,Housing,Vacancy Rate,0.1912302070645554,0.1298279779292437,INACTIVE,INACTIVE,0.1086765994741454,INACTIVE,INACTIVE,0.0143056524773203,INACTIVE,INACTIVE,0.0857763300760043,INACTIVE,INACTIVE,0.0709812108559499,0.0386690647482014,0.0276617954070981,0.0975975975975975,0.0547945205479452,0.0856586632057105,0.0570776255707762,0.0295138888888888
65,2013,ACS5YR,Housing Prices,Contract Rent 100 to 149,0.0,43.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,27.0,INACTIVE,INACTIVE,37.0,INACTIVE,INACTIVE,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2013,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,29.0,310.0,INACTIVE,INACTIVE,288.0,INACTIVE,INACTIVE,277.0,INACTIVE,INACTIVE,362.0,INACTIVE,INACTIVE,301.0,131.0,91.0,129.0,219.0,19.0,50.0,81.0
67,2013,ACS5YR,Housing Prices,Contract Rent 1250 to 1499,94.0,105.0,INACTIVE,INACTIVE,352.0,INACTIVE,INACTIVE,237.0,INACTIVE,INACTIVE,96.0,INACTIVE,INACTIVE,208.0,236.0,117.0,39.0,150.0,66.0,95.0,43.0
68,2013,ACS5YR,Housing Prices,Contract Rent 150 to 199,0.0,12.0,INACTIVE,INACTIVE,45.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2013,ACS5YR,Housing Prices,Contract Rent 1500 to 1999,157.0,177.0,INACTIVE,INACTIVE,542.0,INACTIVE,INACTIVE,409.0,INACTIVE,INACTIVE,203.0,INACTIVE,INACTIVE,165.0,410.0,218.0,38.0,276.0,311.0,65.0,290.0
70,2013,ACS5YR,Housing Prices,Contract Rent 200 to 249,0.0,60.0,INACTIVE,INACTIVE,120.0,INACTIVE,INACTIVE,38.0,INACTIVE,INACTIVE,29.0,INACTIVE,INACTIVE,35.0,0.0,0.0,5.0,0.0,37.0,3.0,0.0
71,2013,ACS5YR,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",124.0,188.0,INACTIVE,INACTIVE,460.0,INACTIVE,INACTIVE,770.0,INACTIVE,INACTIVE,355.0,INACTIVE,INACTIVE,190.0,482.0,385.0,116.0,266.0,220.0,79.0,124.0
72,2013,ACS5YR,Housing Prices,Contract Rent 250 to 299,0.0,141.0,INACTIVE,INACTIVE,126.0,INACTIVE,INACTIVE,16.0,INACTIVE,INACTIVE,27.0,INACTIVE,INACTIVE,20.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
73,2013,ACS5YR,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),15.0,49.0,INACTIVE,INACTIVE,30.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,61.0,INACTIVE,INACTIVE,0.0,29.0,13.0,0.0,30.0,0.0,27.0,16.0
74,2013,ACS5YR,Housing Prices,Contract Rent 300 to 349,0.0,54.0,INACTIVE,INACTIVE,65.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,36.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,8.0,22.0,0.0,0.0
75,2013,ACS5YR,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2013,ACS5YR,Housing Prices,Contract Rent 350 to 399,0.0,54.0,INACTIVE,INACTIVE,28.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,7.0,INACTIVE,INACTIVE,7.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
77,2013,ACS5YR,Housing Prices,Contract Rent 3500 or more (ACS2015-),0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2013,ACS5YR,Housing Prices,Contract Rent 400 to 449,10.0,95.0,INACTIVE,INACTIVE,51.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,12.0,INACTIVE,INACTIVE,38.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
79,2013,ACS5YR,Housing Prices,Contract Rent 500 to 549,0.0,144.0,INACTIVE,INACTIVE,50.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,13.0,INACTIVE,INACTIVE,26.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0
80,2013,ACS5YR,Housing Prices,Contract Rent 550 to 599,31.0,242.0,INACTIVE,INACTIVE,10.0,INACTIVE,INACTIVE,26.0,INACTIVE,INACTIVE,13.0,INACTIVE,INACTIVE,52.0,7.0,0.0,6.0,57.0,46.0,8.0,0.0
81,2013,ACS5YR,Housing Prices,Contract Rent 600 to 649,0.0,14.0,INACTIVE,INACTIVE,36.0,INACTIVE,INACTIVE,17.0,INACTIVE,INACTIVE,166.0,INACTIVE,INACTIVE,54.0,9.0,9.0,0.0,0.0,0.0,17.0,34.0
82,2013,ACS5YR,Housing Prices,Contract Rent 650 to 699,2.0,113.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,16.0,INACTIVE,INACTIVE,149.0,INACTIVE,INACTIVE,31.0,0.0,47.0,13.0,9.0,90.0,0.0,22.0
83,2013,ACS5YR,Housing Prices,Contract Rent 700 to 749,0.0,40.0,INACTIVE,INACTIVE,17.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,93.0,INACTIVE,INACTIVE,10.0,7.0,44.0,0.0,31.0,19.0,4.0,32.0
84,2013,ACS5YR,Housing Prices,Contract Rent 750 to 749,28.0,54.0,INACTIVE,INACTIVE,31.0,INACTIVE,INACTIVE,25.0,INACTIVE,INACTIVE,35.0,INACTIVE,INACTIVE,27.0,0.0,19.0,20.0,17.0,15.0,18.0,4.0
85,2013,ACS5YR,Housing Prices,Contract Rent 750 to 799,6.0,72.0,INACTIVE,INACTIVE,66.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,118.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0,14.0,3.0,9.0
86,2013,ACS5YR,Housing Prices,Contract Rent 800 to 899,21.0,165.0,INACTIVE,INACTIVE,221.0,INACTIVE,INACTIVE,78.0,INACTIVE,INACTIVE,28.0,INACTIVE,INACTIVE,111.0,61.0,33.0,0.0,22.0,82.0,21.0,8.0
87,2013,ACS5YR,Housing Prices,Contract Rent 900 to 999,17.0,77.0,INACTIVE,INACTIVE,33.0,INACTIVE,INACTIVE,79.0,INACTIVE,INACTIVE,186.0,INACTIVE,INACTIVE,207.0,107.0,84.0,29.0,113.0,106.0,0.0,24.0
88,2013,ACS5YR,Housing Prices,Contract Rent Less than 100,0.0,0.0,INACTIVE,INACTIVE,41.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,11.0,0.0,4.0,5.0
89,2013,ACS5YR,Housing Prices,Contract Rent Total,534.0,2209.0,INACTIVE,INACTIVE,2612.0,INACTIVE,INACTIVE,2015.0,INACTIVE,INACTIVE,2026.0,INACTIVE,INACTIVE,1543.0,1479.0,1115.0,427.0,1209.0,1061.0,394.0,698.0
90,2013,ACS5YR,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),0.0,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2013,ACS5YR,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",15.0,49.0,INACTIVE,INACTIVE,30.0,INACTIVE,INACTIVE,0.0,INACTIVE,INACTIVE,61.0,INACTIVE,INACTIVE,0.0,29.0,13.0,0.0,30.0,0.0,27.0,16.0
