,Category,Attribute,2000_Mission Bay,2010_Mission Bay,2011_Mission Bay,2012_Mission Bay,2013_Mission Bay,2014_Mission Bay,2015_Mission Bay,2016_Mission Bay,2017_Mission Bay,2018_Mission Bay,2019_Mission Bay,2020_Mission Bay,2021_Mission Bay,2022_Mission Bay,2023_Mission Bay,2024_Mission Bay
11,Affordability,# Units at or below 100 AMI Monthly Affordable Rent,224.0,1985.0,2406.0,2750.0,3008.0,3024.0,2731.0,2806.0,2705.0,2443.0,2425.0,2661.0,2914.0,2672.0,2641.0,2480
2,Affordability,# Units at or below 30 AMI Monthly Affordable Rent,125.0,1932.0,2352.0,2703.0,2966.0,2989.0,1432.0,1440.0,2705.0,2443.0,2425.0,2661.0,2914.0,2672.0,2641.0,2480
5,Affordability,# Units at or below 50 AMI Monthly Affordable Rent,146.0,1985.0,2406.0,2750.0,3008.0,3024.0,2731.0,2806.0,2705.0,2443.0,2425.0,2661.0,2914.0,2672.0,2641.0,2480
8,Affordability,# Units at or below 80 AMI Monthly Affordable Rent,173.0,1985.0,2406.0,2750.0,3008.0,3024.0,2731.0,2806.0,2705.0,2443.0,2425.0,2661.0,2914.0,2672.0,2641.0,2480
9,Affordability,100 AMI Annual Income,34000.0,102854.33070866142,110057.003257329,103664.65863453817,109936.90851735017,113812.6491646778,106508.87573964497,111896.55172413791,143049.45054945056,161105.6268509378,167267.8088367899,170739.79591836734,164115.6462585034,203332.1257709842,186504.42477876105,181474.35897435897
10,Affordability,100 AMI Monthly Affordable Rent,2833.3333333333335,8571.194225721785,9171.41693811075,8638.72155287818,9161.409043112513,9484.387430389817,8875.739644970414,9324.71264367816,11920.787545787547,13425.468904244817,13938.98406973249,14228.316326530612,13676.303854875283,16944.34381424868,15542.035398230088,15122.863247863248
0,Affordability,30 AMI Annual Income,10200.0,30856.299212598424,33017.100977198694,31099.39759036145,32981.07255520505,34143.794749403336,31952.66272189349,33568.96551724137,42914.83516483517,48331.688055281345,50180.34265103697,51221.9387755102,49234.69387755102,60999.63773129525,55951.327433628314,54442.30769230769
1,Affordability,30 AMI Monthly Affordable Rent,850.0,2571.3582677165355,2751.4250814332245,2591.616465863454,2748.422712933754,2845.3162291169447,2662.721893491124,2797.4137931034475,3576.236263736264,4027.6406712734456,4181.695220919747,4268.494897959184,4102.891156462585,5083.303144274604,4662.6106194690265,4536.858974358974
3,Affordability,50 AMI Annual Income,17000.0,51427.16535433071,55028.5016286645,51832.32931726908,54968.45425867508,56906.3245823389,53254.43786982248,55948.27586206896,71524.72527472528,80552.8134254689,83633.90441839494,85369.89795918367,82057.8231292517,101666.0628854921,93252.21238938053,90737.17948717948
4,Affordability,50 AMI Monthly Affordable Rent,1416.6666666666667,4285.597112860893,4585.708469055375,4319.36077643909,4580.704521556257,4742.193715194909,4437.869822485207,4662.35632183908,5960.3937728937735,6712.734452122409,6969.492034866245,7114.158163265306,6838.1519274376415,8472.17190712434,7771.017699115044,7561.431623931624
6,Affordability,80 AMI Annual Income,27200.0,82283.46456692915,88045.6026058632,82931.72690763054,87949.52681388013,91050.11933174224,85207.10059171598,89517.24137931033,114439.56043956045,128884.50148075026,133814.2470694319,136591.83673469388,131292.51700680272,162665.70061678736,149203.53982300885,145179.4871794872
7,Affordability,80 AMI Monthly Affordable Rent,2266.6666666666665,6856.955380577429,7337.1335504886,6910.977242302545,7329.127234490011,7587.509944311853,7100.591715976331,7459.7701149425275,9536.630036630037,10740.375123395856,11151.187255785992,11382.65306122449,10941.043083900227,13555.475051398947,12433.628318584071,12098.2905982906
0,Age,0-4 Years,0.0,0.0416114058355437,0.0438522278623801,0.0415671285236502,0.0367527834828667,0.034985720114239,0.0378795470488024,0.0405546585620666,0.059781181619256,0.0650246305418719,0.0549084858569051,0.0747186796699174,0.0655880773361976,0.0753109452736318,0.0873728306403351,0.0852369587453119
1,Age,18-34 Years,0.346218487394958,0.4696618037135278,0.4871686407219402,0.5076445293836598,0.5024321694951898,0.4883720930232558,0.4966429501954104,0.4699401652578592,0.4413129102844639,0.4291461412151067,0.4270155800937831,0.3880720180045011,0.3908431793770139,0.3969527363184079,0.3906044284859366,0.4056142743493579
2,Age,35-59 Years,0.3865546218487395,0.3260941644562334,0.326565143824027,0.3214285714285714,0.3406118257485677,0.3414932680538555,0.3327988776430504,0.3533099059739766,0.3434573304157549,0.3488505747126437,0.3610648918469218,0.3633158289572393,0.3589554242749731,0.3607587064676616,0.3434470377019749,0.3290146607569042
3,Age,5-17 Years,0.0739495798319327,0.0359748010610079,0.0353919909757473,0.0363115145723841,0.0477786185277267,0.0538555691554467,0.0518087984768012,0.0466331085573178,0.0596936542669584,0.0651067323481116,0.0602783240054454,0.0768192048012003,0.0900241675617615,0.0659825870646766,0.0620586475164572,0.0571655869985225
4,Age,60 and older,0.1932773109243697,0.126657824933687,0.1070219966159052,0.0930482560917343,0.0724246027456491,0.0812933496532027,0.0808698266359354,0.0895621616487795,0.0957549234135667,0.091871921182266,0.0967327181969444,0.0970742685671417,0.0945891514500537,0.1009950248756219,0.1165170556552962,0.1229685191499034
5,Educational Attainment,College Degree or higher,0.4688888888888889,0.7059424137226874,0.742525501231094,0.7691970802919708,0.7783875604338168,0.7704414115332595,0.7594129676410442,0.7296935933147632,0.6861650745948267,0.7052685421994885,0.6813994603145064,0.706733551996913,0.7078438147892191,0.7559481743227326,0.7451191391237509,0.7591246236322244
7,Educational Attainment,"College Degree or higher by Race, Asian Alone",0.4496124031007752,0.6961832061068702,0.7108482871125612,0.7359494512803458,0.7515055467511886,0.7478644254615596,0.7263695713880216,0.6587545378385926,0.6219713656387665,0.6617647058823529,0.6198123044838373,0.6978733805915424,0.7642292490118577,0.7853286757700857,0.7472543781537548,0.7619586753467308
8,Educational Attainment,"College Degree or higher by Race, Black or African American Alone",0.0,0.2716049382716049,0.2877697841726618,0.2773109243697479,0.2539682539682539,0.2413793103448276,0.3067846607669616,0.2854251012145749,0.3506493506493506,0.4061032863849765,0.4534412955465587,0.7016949152542373,0.6979591836734694,0.8316326530612245,0.8232758620689655,0.7271944922547332
12,Educational Attainment,"College Degree or higher by Race, Two or More Races",1.0,0.7183098591549296,0.7692307692307693,0.5877192982456141,0.7129629629629629,0.7333333333333333,0.7892156862745098,0.8445945945945946,0.8829113924050633,0.9392712550607288,0.9433333333333334,0.983249581239531,0.9733606557377048,0.9831824062095732,0.8826923076923077,0.8193172356369692
13,Educational Attainment,"College Degree or higher by Race, White Alone",0.4908424908424908,0.7591125198098256,0.8176972281449894,0.8383413461538461,0.8412913727618014,0.8481573843169853,0.8358907672301691,0.8487579152459815,0.8,0.8022101939557961,0.7955812512905224,0.7578288100208769,0.7025162337662337,0.7575150300601202,0.7778958554729012,0.7949848443097272
14,Educational Attainment,"College Degree or higher by Race, White Alone, Not Hispanic or Latino",0.4908424908424908,0.7583514099783081,0.8253719655442443,0.8555484693877551,0.8625823074720871,0.8750373692077728,0.8531567080045096,0.8629348679047868,0.8185409533842507,0.8064516129032258,0.8279855247285887,0.7778300776653331,0.7070048871305562,0.769047050394077,0.7887855897733875,0.800233304170312
16,Educational Attainment,High School or Less,0.2577777777777778,0.144578313253012,0.1341892367217727,0.1327007299270073,0.0989154579903306,0.1088159350793065,0.1054974136894021,0.123008356545961,0.1321240742728346,0.1487468030690537,0.1738159486368289,0.1600424464595794,0.1711299239806496,0.1610522182960345,0.1522674865488086,0.1368142762723066
18,Educational Attainment,"High School or Less by Race, Asian Alone",0.4806201550387597,0.2015267175572519,0.197389885807504,0.199534419687396,0.1657686212361331,0.1727748691099476,0.1915980698268521,0.2192125104719352,0.2268722466960352,0.2121504339440694,0.2508863399374348,0.1965289660229772,0.1812252964426877,0.1678310574785646,0.2016918967052537,0.1878007359184828
19,Educational Attainment,"High School or Less by Race, Black or African American Alone",0.2413793103448276,0.5493827160493827,0.5179856115107914,0.5126050420168067,0.3703703703703703,0.2068965517241379,0.2035398230088495,0.2570850202429149,0.2077922077922078,0.1197183098591549,0.3522267206477733,0.1728813559322033,0.1061224489795918,0.1275510204081632,0.132183908045977,0.104130808950086
23,Educational Attainment,"High School or Less by Race, Two or More Races",0.0,0.2816901408450704,0.2307692307692307,0.4122807017543859,0.1851851851851851,0.1692307692307692,0.1225490196078431,0.081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0201923076923076,0.0283097418817651
24,Educational Attainment,"High School or Less by Race, White Alone",0.1721611721611721,0.0804278922345483,0.068230277185501,0.0603966346153846,0.0336408030385241,0.0324189526184538,0.0070221066319895,0.0146127618119824,0.0350634371395617,0.0805142083897158,0.0842453024984513,0.1148225469728601,0.1467126623376623,0.1269205076820307,0.0512752391073326,0.0581427390465693
25,Educational Attainment,"High School or Less by Race, White Alone, Not Hispanic or Latino",0.1721611721611721,0.0728850325379609,0.062255285826155,0.050063775510204,0.0354995705697108,0.0275037369207772,0.0,0.0073240910279884,0.0139583882012114,0.0625,0.0788902291917973,0.1134384561073193,0.1521992087502909,0.1361356579890136,0.0560720511330621,0.0522018081073199
27,Educational Attainment,Some College/Associate Degree,0.2733333333333333,0.1494792730243005,0.1232852620471333,0.0981021897810218,0.1226969815758526,0.1207426533874339,0.1350896186695537,0.1472980501392757,0.1817108511323387,0.1459846547314578,0.1447845910486647,0.1332240015435076,0.1210262612301313,0.0829996073812328,0.1026133743274404,0.1040611000954689
29,Educational Attainment,"Some College/Associate Degree by Race, Asian Alone",0.0697674418604651,0.1022900763358778,0.0917618270799347,0.064516129032258,0.0827258320126782,0.0793607054284927,0.0820323587851263,0.1220329516894722,0.1511563876651982,0.1260848601735776,0.1293013555787278,0.1055976533854803,0.0545454545454545,0.0468402667513496,0.0510537251409913,0.0502405887347863
30,Educational Attainment,"Some College/Associate Degree by Race, Black or African American Alone",0.7586206896551724,0.1790123456790123,0.1942446043165467,0.2100840336134453,0.3756613756613756,0.5517241379310345,0.4896755162241888,0.4574898785425101,0.4415584415584415,0.4741784037558685,0.194331983805668,0.1254237288135593,0.1959183673469387,0.0408163265306122,0.0445402298850574,0.1686746987951807
34,Educational Attainment,"Some College/Associate Degree by Race, Two or More Races",0.0,0.0,0.0,0.0,0.1018518518518518,0.0974358974358974,0.088235294117647,0.0743243243243243,0.1170886075949367,0.0607287449392712,0.0566666666666666,0.016750418760469,0.026639344262295,0.0168175937904269,0.0971153846153846,0.1523730224812656
35,Educational Attainment,"Some College/Associate Degree by Race, White Alone",0.336996336996337,0.1604595879556259,0.1140724946695096,0.1012620192307692,0.1250678241996744,0.1194236630645608,0.1570871261378413,0.136629322942036,0.1649365628604382,0.117275597654488,0.1201734462110262,0.127348643006263,0.1507711038961039,0.115564462257849,0.1708289054197662,0.1468724166437035
36,Educational Attainment,"Some College/Associate Degree by Race, White Alone, Not Hispanic or Latino",0.336996336996337,0.168763557483731,0.1123727486296006,0.0943877551020408,0.1019181219582021,0.0974588938714499,0.1468432919954904,0.1297410410672247,0.1675006584145378,0.1310483870967742,0.0931242460796139,0.1087314662273476,0.1407959041191529,0.0948172916169094,0.1551423590935502,0.147564887722368
38,Employment,Employed Residents,296.0,4002.0,4627.0,5429.0,6270.0,6585.0,6509.0,7071.0,7411.0,7775.0,8762.0,8862.0,9972.0,11143.0,11380.0,12088.0
40,Employment,Managerial Professional,0.6790540540540541,0.6149425287356322,0.6488005186946185,0.6899981580401547,0.694896331738437,0.714958238420653,0.7497311414963896,0.774572196294725,0.7527998920523546,0.7590996784565917,0.7368180780643688,0.7441886707289551,0.773967107902126,0.8136946962218433,0.8334797891036907,0.8313203176704169
42,Employment,Natural Resources,0.0337837837837837,0.0147426286856571,0.0123189971904041,0.0077362313501565,0.0068580542264752,0.0154897494305239,0.0244277154708864,0.0270117380851364,0.0267170422345162,0.0293247588424437,0.0295594613102031,0.0053035432182351,0.0068190934616927,0.0075383648927577,0.0105448154657293,0.0088517538054268
44,Employment,Production Transport Materials,0.0304054054054054,0.036231884057971,0.0332829046898638,0.0285503776017682,0.0322169059011164,0.0365983295368261,0.0342602550314948,0.0236175929854334,0.0292807988125759,0.0304823151125401,0.0547820132389865,0.0429925524712254,0.038608102687525,0.0265637620030512,0.0263620386643233,0.0170416942422236
46,Employment,Sales and Office,0.1216216216216216,0.2418790604697651,0.2154743894532094,0.1956161355682446,0.1837320574162679,0.1650721336370539,0.1353510523889998,0.1241691415641352,0.1454594521656996,0.1295176848874598,0.1306779274138324,0.1497404649063416,0.1180304853590052,0.0729606030691914,0.0761862917398945,0.0852084712111184
48,Employment,Services,0.1351351351351351,0.0922038980509745,0.090123189971904,0.0780990974396758,0.0822966507177033,0.067881548974943,0.0562298356122292,0.0506293310705699,0.0457428147348535,0.0515755627009646,0.0481625199726089,0.0577747686752426,0.062575210589651,0.0792425738131562,0.053427065026362,0.057577763070814
52,Employment,"Unemployment Rate by Race, Asian Alone",0.0,0.0559006211180124,0.0574629562703288,0.0407921962754951,0.0352112676056338,0.0298434442270058,0.022022022022022,0.0180405913304936,0.0192400192400192,0.0170757737459978,0.0061010486177311,0.0080962294702752,0.0036169807728916,0.0117647058823529,0.0089564970145009,0.0297145836048481
53,Employment,"Unemployment Rate by Race, Black or African American Alone",0.0,0.1111111111111111,0.1124260355029585,0.1328125,0.4285714285714285,0.1935483870967742,0.1900826446280991,0.1506129597197898,0.1282051282051282,0.0077519379844961,0.0153374233128834,0.0091463414634146,0.0150375939849624,0.1064718162839248,0.1290322580645161,0.1153262518968133
57,Employment,"Unemployment Rate by Race, Two or More Races",0.0,0.0,0.0,0.0806451612903225,0.0304347826086956,0.0292682926829268,0.0271493212669683,0.021875,0.0,0.0,0.0,0.0,0.0,0.1253101736972704,0.1200369344413665,0.0894941634241245
58,Employment,"Unemployment Rate by Race, White Alone",0.0,0.0324580598103574,0.0318369945877109,0.0362666666666666,0.03,0.0393900889453621,0.0432262738468968,0.0399628252788104,0.023276240667545,0.0252897787144362,0.0184979652238253,0.0204117543550941,0.024254674077817,0.0303430079155672,0.0203675005534646,0.0246033570935847
59,Employment,"Unemployment Rate by Race, White Alone, Not Hispanic or Latino",0.0,0.0353736089030206,0.025130890052356,0.0330415136966958,0.0273689646269042,0.0364983534577387,0.0409448818897637,0.0432052248178849,0.0203925567167983,0.0217287488061127,0.0127809607756721,0.0075561741896997,0.0083043646195442,0.0279975654290931,0.016437031665458,0.0201017195446839
61,Households,Average Family Household Size,2.9587628865979383,2.818541996830428,2.77029840388619,2.6548463356974,2.610990206746464,2.565684899485741,2.5397350993377485,2.5488907148726376,2.7500977708251857,2.7645184135977336,2.728786926461345,2.8580226904376014,2.8358291735995564,2.834400222655163,2.9604845687914625,2.8978201634877383
62,Households,Average Household Size,1.875,1.97124183006536,1.9483870967741936,1.9831912302070644,2.014176417641764,2.0033919864320544,2.000208594075928,1.9743540300809872,2.025049918315484,2.012947189097104,2.040557667934094,2.144929925803792,2.183047790802525,2.198965665852608,2.097913322632424,2.061880559085133
63,Households,Family Households,0.3566176470588235,0.4124183006535947,0.4042075736325385,0.4121802679658952,0.4135913591359136,0.4534661861352554,0.440967876512307,0.4693405322020825,0.464149573425304,0.4810902896081772,0.5041191381495564,0.5086562242374278,0.5419296663660956,0.5161614710530096,0.4637506688068485,0.4663278271918678
64,Households,Households,272.0,3060.0,3565.0,4105.0,4444.0,4717.0,4794.0,5186.0,5509.0,5870.0,6312.0,6065.0,6654.0,6961.0,7476.0,7870.0
65,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",0.4227941176470588,0.1588235294117647,0.1343618513323983,0.1237515225334957,0.092034203420342,0.1062115751536993,0.1141009595327492,0.1228306980331662,0.1270648030495552,0.1286201022146507,0.1505069708491761,0.1533388293487221,0.1574992485722873,0.1646315184599913,0.1627875869448903,0.158576874205845
66,Households,"Households with Children, % of Total",0.0698529411764705,0.1156862745098039,0.1155680224403927,0.1052375152253349,0.123087308730873,0.110875556497774,0.1134751773049645,0.1185885075202468,0.1617353421673625,0.1572402044293015,0.1538339670468948,0.2049464138499588,0.2179140366696723,0.1791409280275822,0.1698769395398608,0.1770012706480305
67,Households,Non-Family Households,0.6433823529411765,0.5875816993464053,0.5957924263674614,0.5878197320341048,0.5864086408640864,0.5465338138647445,0.5590321234876929,0.5306594677979175,0.535850426574696,0.5189097103918229,0.4958808618504436,0.4913437757625721,0.4580703336339044,0.4838385289469903,0.5362493311931514,0.5336721728081322
68,Households,"Single Person Households, % of Total",0.4742647058823529,0.4392156862745098,0.4516129032258064,0.415347137637028,0.3717371737173717,0.3693025227899088,0.3671255736337088,0.3532587736212881,0.3732074786712652,0.3899488926746167,0.3575728770595691,0.333553173948887,0.3258190562067929,0.3123114495043815,0.3846976993044408,0.3843710292249047
69,Housing,Median Year Moved In Owner,1988.076923076923,2005.346901579587,2007.3128313891837,2006.4171974522292,2006.776519052523,2010.5123574144488,2008.3461117196057,2009.741573033708,2010.6992481203008,2010.121951219512,2012.9666666666667,2013.0991379310344,2011.316159250585,2014.4018475750577,2014.6069868995637,2013.703056768559
70,Housing,Median Year Moved In Renter,1996.578947368421,2005.410979228487,2007.603294117647,2006.923076923077,2008.926799007444,2010.6128266033252,2011.218236173393,2011.8709377901575,2015.1806282722516,2014.286157666046,2016.0,2015.772425983208,2018.3306336350645,2017.7354497354495,2019.464377406932,2018.8187579214195
71,Housing,Median Year Structure Built,1996.9649122807016,2004.2776203966005,2001.0235997482691,2004.513836948392,2004.379667549988,2009.855177238806,2004.3188745603752,2004.4903916322064,2004.8365585774056,2005.6532663316584,2006.644279203646,2003.2627817482128,2007.3196276183087,2008.0526169265036,2007.632693745328,2008.7452107279692
72,Housing,"Overcrowding, Renter Occupied Housing",0.0535714285714285,0.0508816120906801,0.0473815461346633,0.049090909090909,0.0694813829787234,0.0532407407407407,0.0553516819571865,0.0466396292004635,0.0545798432855984,0.029305912596401,0.0380264741275571,0.0789600385170919,0.0755915863277826,0.0998665480427046,0.1257547366229439,0.1148936170212766
73,Housing,Owner Occupied,0.0857142857142857,0.3513071895424836,0.3251051893408134,0.3300852618757612,0.3231323132313231,0.3589145643417426,0.3178973717146433,0.3343617431546471,0.3281902341622799,0.3373083475298126,0.3417300380228137,0.3150865622423743,0.3140967838893898,0.3541157879614998,0.3575441412520064,0.3430749682337992
75,Housing,"Owner Occupied by Race, Asian Alone",0.0,0.3739612188365651,0.3513713862120089,0.3236205827650341,0.3854479855682501,0.4336654431043524,0.4255431902490726,0.4909933093154915,0.5568295114656032,0.5238907849829352,0.5237104825291181,0.4962686567164179,0.4815677143965852,0.5261301699262584,0.4846425659146507,0.4312039312039312
76,Housing,"Owner Occupied by Race, Black or African American Alone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578512396694215,0.5265306122448979,0.5142857142857142,0.32,0.2911392405063291
80,Housing,"Owner Occupied by Race, Two or More Races",0.0,0.7837837837837838,1.0,0.2765957446808511,0.2753623188405797,0.213235294117647,0.1139240506329113,0.2038461538461538,0.2012987012987013,0.1439688715953307,0.1296296296296296,0.3171806167400881,0.2761194029850746,0.2292993630573248,0.3349282296650718,0.375
81,Housing,"Owner Occupied by Race, White Alone",0.1288343558282208,0.3741973146526561,0.3387259858442871,0.3698691926026161,0.3232280102476516,0.3466898954703832,0.2809278350515464,0.2761011419249592,0.2130703789636504,0.232973576479345,0.2845367622815694,0.2020812353138637,0.2110180412371134,0.2098138747884941,0.2354021300036724,0.2313317936874518
82,Housing,"Owner Occupied by Race, White Alone, Not Hispanic or Latino",0.1288343558282208,0.3800761421319797,0.3495254048017867,0.3863305865244789,0.308457711442786,0.3358526216343883,0.2574766355140186,0.2531371700562527,0.1881533101045296,0.2416632358995471,0.2506908803789972,0.1732163296451736,0.194141945174615,0.193873739260366,0.228287841191067,0.245406288280931
83,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,177.0,174.0,153.0,180.0,337.0,362.0,3223.0,3407.0,3599.0,3743.0,4006.0,4079.0,4483.0,4382.0,4722.0,5074.0
84,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,25.0,0.0,0.0,0.0,0.0,0.0,47.0,45.0,102.0,147.0,149.0,75.0,81.0,114.0,81.0,96.0
85,Housing,Renter Occupied,0.9142857142857144,0.6486928104575164,0.6748948106591866,0.6699147381242387,0.6768676867686768,0.6410854356582574,0.6821026282853567,0.6656382568453528,0.6718097658377201,0.6626916524701874,0.6582699619771863,0.6849134377576257,0.6859032161106101,0.6458842120385002,0.6424558587479936,0.6569250317662008
87,Housing,"Renter Occupied by Race, Asian Alone",1.0,0.6260387811634349,0.6486286137879911,0.6763794172349659,0.6145520144317499,0.5663345568956476,0.5744568097509274,0.5090066906845085,0.4431704885343968,0.4761092150170648,0.4762895174708819,0.503731343283582,0.5184322856034148,0.4738698300737415,0.5153574340853493,0.5687960687960688
88,Housing,"Renter Occupied by Race, Black or African American Alone",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4421487603305785,0.473469387755102,0.4857142857142857,0.68,0.7088607594936709
92,Housing,"Renter Occupied by Race, Two or More Races",1.0,0.2162162162162162,0.0,0.723404255319149,0.7246376811594203,0.7867647058823529,0.8860759493670886,0.7961538461538461,0.7987012987012987,0.8560311284046692,0.8703703703703703,0.6828193832599119,0.7238805970149254,0.7707006369426752,0.6650717703349283,0.625
93,Housing,"Renter Occupied by Race, White Alone",0.8711656441717791,0.6258026853473438,0.6612740141557129,0.6301308073973838,0.6767719897523484,0.6533101045296167,0.7190721649484536,0.7238988580750407,0.7869296210363496,0.767026423520655,0.7154632377184306,0.7979187646861363,0.7889819587628866,0.7901861252115059,0.7645978699963276,0.7686682063125481
94,Housing,"Renter Occupied by Race, White Alone, Not Hispanic or Latino",0.8711656441717791,0.6199238578680203,0.6504745951982133,0.6136694134755211,0.6915422885572139,0.6641473783656117,0.7425233644859813,0.7468628299437473,0.8118466898954704,0.7583367641004528,0.7493091196210028,0.8267836703548264,0.8058580548253849,0.8061262607396339,0.771712158808933,0.754593711719069
95,Housing,Total Number of Units,350.0,3324.0,3913.0,4401.0,4666.0,5001.0,5206.0,5536.0,5895.0,6596.0,7244.0,6842.0,7343.0,7805.0,8138.0,8435.0
96,Housing,Vacant Units,0.3,0.0794223826714801,0.088934321492461,0.0672574414905703,0.0475782254607801,0.0567886422715456,0.079139454475605,0.0632225433526011,0.0654792196776929,0.1100667070952092,0.1286581998895637,0.113563285589009,0.093830859321803,0.1081358103779628,0.0813467682477267,0.0669828097213989
97,Housing Prices,Contract Rent 100 to 149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Housing Prices,Contract Rent 1000 to 1249,14.0,224.0,258.0,289.0,188.0,132.0,95.0,109.0,137.0,172.0,293.0,204.0,152.0,173.0,45.0,42.0
99,Housing Prices,Contract Rent 1250 to 1499,0.0,28.0,117.0,98.0,297.0,285.0,301.0,289.0,408.0,278.0,296.0,471.0,205.0,273.0,402.0,267.0
100,Housing Prices,Contract Rent 150 to 199,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,184.0,194.0,222.0,66.0,42.0,65.0
101,Housing Prices,Contract Rent 1500 to 1999,27.0,316.0,363.0,403.0,369.0,366.0,219.0,247.0,199.0,286.0,222.0,394.0,659.0,506.0,609.0,728.0
102,Housing Prices,Contract Rent 200 to 249,7.0,18.0,0.0,0.0,0.0,0.0,72.0,76.0,81.0,77.0,168.0,168.0,180.0,380.0,326.0,90.0
103,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",51.0,1039.0,1321.0,1619.0,1778.0,1779.0,308.0,284.0,154.0,147.0,149.0,170.0,271.0,317.0,375.0,389.0
104,Housing Prices,Contract Rent 250 to 299,0.0,0.0,15.0,11.0,0.0,98.0,113.0,134.0,116.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Housing Prices,Contract Rent 300 to 349,0.0,0.0,33.0,34.0,35.0,34.0,41.0,0.0,65.0,75.0,0.0,0.0,0.0,0.0,25.0,18.0
108,Housing Prices,Contract Rent 350 to 399,48.0,0.0,0.0,0.0,35.0,54.0,57.0,63.0,211.0,173.0,274.0,231.0,95.0,0.0,0.0,0.0
110,Housing Prices,Contract Rent 400 to 449,0.0,55.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,73.0,51.0,0.0,137.0,0.0,0.0,0.0
111,Housing Prices,Contract Rent 500 to 549,11.0,48.0,35.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,126.0,0.0,0.0,0.0
112,Housing Prices,Contract Rent 550 to 599,6.0,0.0,30.0,77.0,0.0,0.0,104.0,112.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,0.0
113,Housing Prices,Contract Rent 600 to 649,31.0,0.0,0.0,36.0,148.0,165.0,146.0,127.0,109.0,84.0,31.0,0.0,0.0,21.0,6.0,6.0
114,Housing Prices,Contract Rent 650 to 699,11.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,16.0,54.0
115,Housing Prices,Contract Rent 700 to 749,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,27.0,0.0,0.0,0.0,0.0
116,Housing Prices,Contract Rent 750 to 749,7.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Housing Prices,Contract Rent 750 to 799,0.0,35.0,13.0,0.0,0.0,61.0,64.0,78.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Housing Prices,Contract Rent 800 to 899,0.0,63.0,59.0,8.0,0.0,0.0,48.0,44.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,27.0
119,Housing Prices,Contract Rent 900 to 999,0.0,94.0,59.0,39.0,13.0,15.0,0.0,0.0,43.0,46.0,79.0,0.0,0.0,36.0,0.0,40.0
120,Housing Prices,Contract Rent Less than 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
121,Housing Prices,Contract Rent Total,224.0,1985.0,2406.0,2750.0,3008.0,3024.0,3270.0,3452.0,3701.0,3890.0,4155.0,4154.0,4564.0,4496.0,4803.0,5170.0
122,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,58.0,53.0,129.0,40.0,63.0,77.0,97.0
123,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",0.0,53.0,54.0,47.0,42.0,35.0,386.0,266.0,432.0,314.0,328.0,474.0,273.0,438.0,204.0,207.0
124,Housing Prices,Contract Rent Total With cash Rent,224.0,1932.0,2352.0,2703.0,2966.0,2989.0,3270.0,3423.0,3673.0,3832.0,4102.0,4025.0,4524.0,4433.0,4726.0,5073.0
125,Housing Prices,Extremely Rent Burdened,0.2455357142857142,0.1939546599496221,0.1733167082294264,0.1676363636363636,0.1476063829787234,0.1531084656084656,0.146788990825688,0.1541135573580533,0.1421237503377465,0.1331619537275064,0.1354993983152828,0.1220510351468464,0.1386941279579316,0.1534697508896797,0.1580262336039975,0.1984526112185686
135,Housing Prices,Home Value 10000 to 14999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Housing Prices,Home Value 100000 to 124999,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
