,Category,Attribute,2000_Presidio,2010_Presidio,2011_Presidio,2012_Presidio,2013_Presidio,2014_Presidio,2015_Presidio,2016_Presidio,2017_Presidio,2018_Presidio,2019_Presidio,2020_Presidio,2021_Presidio,2022_Presidio,2023_Presidio,2024_Presidio
97,Housing Prices,Home Value 80000 to 89999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Housing Prices,Home Value 90000 to 99999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Housing Prices,Home Value Less than 10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Housing Prices,Home Value Total,15.0,24.0,11.0,0.0,34.0,77.0,23.0,35.0,53.0,37.0,34.0,162.0,11.0,0.0,0.0,9.0
101,Housing Prices,Housing Units with a Mortgage,0.0,24.0,11.0,0.0,11.0,0.0,0.0,0.0,17.0,23.0,22.0,133.0,11.0,0.0,0.0,0.0
102,Housing Prices,Housing Units with a Mortgage 0 to 30%,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,17.0,23.0,22.0,94.0,11.0,0.0,0.0,0.0
103,Housing Prices,Housing Units with a Mortgage 30-50%,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
104,Housing Prices,Housing Units with a Mortgage 50%+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
105,Housing Prices,Housing Units with a Mortgage Not Computed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Housing Prices,Housing Units without a Mortgage,5.0,0.0,0.0,0.0,23.0,77.0,23.0,35.0,36.0,14.0,12.0,29.0,0.0,0.0,0.0,9.0
107,Housing Prices,Housing Units without a Mortgage 0 to 30%,5.0,0.0,0.0,0.0,23.0,77.0,23.0,35.0,36.0,14.0,12.0,13.0,0.0,0.0,0.0,9.0
108,Housing Prices,Housing Units without a Mortgage 30-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Housing Prices,Housing Units without a Mortgage 50%+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
110,Housing Prices,Housing Units without a Mortgage Not Computed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Housing Prices,Median Contract Rent,1646.2962962962963,2000.769038701623,2000.768467475193,2000.7920353982304,2000.8574401664928,2001.0,2814.625850340136,2881.9060773480664,2995.689655172414,3171.102661596958,3213.323353293413,2396.929824561404,3500.3011583011585,3500.678535096643,3500.7722586691657,3500.72131147541
112,Housing Prices,Median Gross Rent by Bedrooms - 1 Bedroom- COUNTY ONLY,,,,,,,2924.0,2755.0,2820.0,2923.0,2982.0,2773.0,3501.0,3501.0,3501.0,3501.0
113,Housing Prices,Median Gross Rent by Bedrooms - 2 Bedrooms- COUNTY ONLY,,,,,,,2586.0,2772.0,3050.0,3064.0,3289.0,2537.0,3501.0,3501.0,3501.0,3501.0
114,Housing Prices,Median Gross Rent by Bedrooms - 3-4 Bedrooms- COUNTY ONLY,,,,,,,6381.0,6466.0,7002.0,6922.0,6764.0,,7002.0,7002.0,7002.0,7002.0
115,Housing Prices,Median Gross Rent by Bedrooms - 5 Bedrooms or more- COUNTY ONLY,,,,,,,,,,,3501.0,,3501.0,3501.0,3501.0,3501.0
116,Housing Prices,Median Gross Rent by Bedrooms - No Bedroom- COUNTY ONLY,,,,,,,675.0,,,,,2552.0,,,,
117,Housing Prices,Median Home Value,1000001.0,1000002.0,1000001.0,0.0,1000001.0,1000001.0,2000001.0,2000001.0,2000001.0,2000001.0,2000001.0,972826.0869565216,2000001.0,0.0,0.0,875000.0
118,Housing Prices,Median Rent,1656.474820143885,2000.841363102233,2000.822971548999,2000.822006472492,2000.885279187817,2001.0,2962.962962962963,3001.116071428572,3266.6666666666665,3352.3622047244094,3364.369501466276,2629.1946308724832,3500.516853932584,3500.849424269265,3500.818755635708,3500.8086253369274
119,Housing Prices,Median Rent as % of Household Income,26.52705882352941,26.225974025974025,25.38655172413793,25.804220779220778,25.867759562841528,25.1579754601227,24.41108490566037,23.33478260869565,23.506993006993007,24.207751937984497,22.985975609756096,22.236290322580643,23.577298850574717,23.570436507936503,25.478571428571428,25.833955223880597
120,Housing Prices,Rent 100 to 149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Housing Prices,Rent 1000 to 1249,114.0,16.0,17.0,0.0,0.0,0.0,11.0,4.0,8.0,10.0,13.0,19.0,18.0,18.0,0.0,0.0
122,Housing Prices,Rent 1250 to 1499,12.0,11.0,26.0,9.0,0.0,17.0,16.0,18.0,21.0,26.0,4.0,45.0,12.0,11.0,27.0,40.0
123,Housing Prices,Rent 150 to 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Housing Prices,Rent 1500 to 1999,278.0,29.0,23.0,37.0,33.0,6.0,61.0,128.0,125.0,119.0,117.0,84.0,33.0,40.0,32.0,10.0
125,Housing Prices,Rent 200 to 249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",184.0,851.0,949.0,927.0,985.0,1018.0,242.0,129.0,60.0,54.0,75.0,56.0,47.0,25.0,37.0,11.0
127,Housing Prices,Rent 250 to 299,0.0,0.0,17.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Housing Prices,Rent 2500 to 2999 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,243.0,300.0,274.0,175.0,131.0,149.0,62.0,45.0,18.0,23.0
129,Housing Prices,Rent 300 to 349,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
130,Housing Prices,Rent 3000 to 3499 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,295.0,224.0,180.0,254.0,341.0,112.0,233.0,10.0,58.0,98.0
131,Housing Prices,Rent 350 to 399,6.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Housing Prices,Rent 3500 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,310.0,412.0,547.0,571.0,545.0,77.0,890.0,1129.0,1109.0,1113.0
133,Housing Prices,Rent 400 to 449,0.0,0.0,0.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0
134,Housing Prices,Rent 450 to 499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Housing Prices,Rent 500 to 549,14.0,18.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Housing Prices,Rent 550 to 599,0.0,43.0,38.0,20.0,22.0,12.0,12.0,13.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
137,Housing Prices,Rent 600 to 649,8.0,0.0,0.0,25.0,27.0,31.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
138,Housing Prices,Rent 650 to 699,6.0,0.0,11.0,8.0,6.0,7.0,5.0,0.0,0.0,10.0,10.0,7.0,6.0,0.0,0.0,0.0
139,Housing Prices,Rent 700 to 749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,4.0,11.0,5.0,15.0,11.0
140,Housing Prices,Rent 750 to 799,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,0.0,0.0
141,Housing Prices,Rent 800 to 899,51.0,0.0,0.0,0.0,0.0,25.0,32.0,14.0,14.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0
142,Housing Prices,Rent 900 to 999,56.0,6.0,9.0,25.0,0.0,0.0,0.0,29.0,33.0,38.0,22.0,15.0,0.0,0.0,0.0,0.0
143,Housing Prices,Rent Burdened,0.3837638376383764,0.3711967545638945,0.3742166517457475,0.3782051282051282,0.3834244080145719,0.3374233128834356,0.3097913322632424,0.2879622344610543,0.2345483359746434,0.2763157894736842,0.2829457364341085,0.3021702838063439,0.3119402985074627,0.3223140495867768,0.3699551569506726,0.3582647718773373
144,Housing Prices,Rent Less than 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Housing Prices,Rent Total,813.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1290.0,599.0,1340.0,1331.0,1338.0,1337.0
146,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",63.0,0.0,0.0,0.0,0.0,0.0,243.0,300.0,274.0,175.0,131.0,149.0,62.0,45.0,18.0,23.0
147,Housing Prices,Rent Total No cash rent (ACS2015-),63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,32.0,28.0,11.0
148,Housing Prices,Rent Total With cash rent,750.0,986.0,1117.0,1092.0,1098.0,1141.0,1246.0,1271.0,1262.0,1292.0,1275.0,599.0,1320.0,1299.0,1310.0,1326.0
149,Housing Type,10-19 Units,0.0477346278317152,0.0,0.0,0.0265625,0.0422427035330261,0.0531511009870918,0.0599250936329588,0.0606281957633309,0.0421597633136094,0.01861504095309,0.0067365269461077,0.1565217391304348,0.0,0.0136396267049533,0.0119131044148563,0.0167014613778705
150,Housing Type,2-4 Units,0.5525889967637541,0.3841166936790924,0.4349206349206349,0.44375,0.4462365591397849,0.3652239939255884,0.4059925093632959,0.4317019722425128,0.4770710059171598,0.4906924795234549,0.5254491017964071,0.2521739130434782,0.5286439448875997,0.4874371859296482,0.4688156972669937,0.4384133611691023
151,Housing Type,20 Units or More,0.0080906148867313,0.046191247974068,0.0468253968253968,0.06171875,0.0829493087557603,0.1002277904328018,0.1108614232209737,0.1307523739956172,0.1198224852071005,0.1459419210722263,0.1489520958083832,0.2130434782608695,0.1602610587382161,0.1658291457286432,0.181499649614576,0.1711899791231732
152,Housing Type,5-9 Units,0.1650485436893204,0.0883306320907617,0.1396825396825396,0.14296875,0.1482334869431643,0.1473044798785117,0.1318352059925093,0.1029948867786705,0.0658284023668639,0.0513775130305286,0.0516467065868263,0.2913043478260869,0.04713560551124,0.0394831299353912,0.0420462508759635,0.0473208072372999
153,Housing Type,Other Type,0.0,0.0202593192868719,0.0,0.0,0.0,0.0,0.0,0.0065741417092768,0.0096153846153846,0.0096798212956068,0.0097305389221556,0.0,0.0130529369108049,0.0129217516152189,0.012613875262789,0.0125260960334029
154,Housing Type,Single Family Housing,0.2265372168284789,0.4611021069692058,0.3785714285714285,0.325,0.2803379416282642,0.3340926347760061,0.2913857677902621,0.2673484295105917,0.2855029585798816,0.283693224125093,0.2574850299401197,0.0869565217391304,0.2509064539521392,0.280689160086145,0.2831114225648213,0.313848295059151
155,Income,Household Income 10000 to 14999,15.0,9.0,26.0,34.0,41.0,41.0,49.0,16.0,0.0,0.0,11.0,30.0,10.0,15.0,11.0,0.0
156,Income,Household Income 100000 to 124999,86.0,111.0,169.0,149.0,119.0,192.0,114.0,84.0,74.0,86.0,69.0,58.0,62.0,110.0,105.0,56.0
157,Income,Household Income 125000 to 149999,26.0,178.0,110.0,135.0,86.0,101.0,129.0,132.0,100.0,97.0,70.0,109.0,78.0,56.0,86.0,106.0
158,Income,Household Income 15000 to 19999,6.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,20.0
159,Income,Household Income 150000 to 199999,74.0,96.0,84.0,64.0,172.0,167.0,226.0,259.0,227.0,175.0,195.0,125.0,128.0,86.0,129.0,167.0
160,Income,Household Income 20000 to 24999,26.0,28.0,35.0,52.0,15.0,17.0,6.0,11.0,12.0,8.0,0.0,0.0,0.0,11.0,22.0,22.0
161,Income,Household Income 25000 to 29999,25.0,29.0,25.0,25.0,11.0,0.0,0.0,0.0,17.0,30.0,32.0,23.0,21.0,5.0,0.0,0.0
162,Income,Household Income 30000 to 34999,40.0,92.0,91.0,11.0,27.0,44.0,24.0,18.0,22.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0
163,Income,Household Income 35000 to 39999,45.0,0.0,0.0,53.0,48.0,0.0,8.0,8.0,7.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0
164,Income,Household Income 40000 to 44999,25.0,17.0,32.0,33.0,24.0,14.0,11.0,33.0,13.0,23.0,23.0,41.0,0.0,17.0,16.0,11.0
165,Income,Household Income 45000 to 49999,53.0,2.0,26.0,16.0,16.0,30.0,32.0,31.0,0.0,34.0,33.0,0.0,46.0,0.0,0.0,0.0
166,Income,Household Income 50000 to 59999,65.0,72.0,41.0,53.0,61.0,11.0,22.0,36.0,42.0,26.0,40.0,17.0,72.0,46.0,19.0,32.0
167,Income,Household Income 60000 to 74999,97.0,41.0,73.0,92.0,86.0,72.0,58.0,56.0,76.0,113.0,84.0,23.0,74.0,124.0,152.0,122.0
168,Income,Household Income 75000 to 99999,143.0,54.0,61.0,29.0,38.0,81.0,99.0,55.0,67.0,73.0,80.0,47.0,86.0,25.0,9.0,28.0
169,Income,Household Income Greater than 200000,65.0,221.0,310.0,309.0,362.0,421.0,461.0,547.0,649.0,638.0,674.0,260.0,774.0,836.0,775.0,770.0
170,Income,Household Income Less than 10000,37.0,32.0,28.0,37.0,26.0,27.0,30.0,20.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0
171,Income,Households Total for Income,828.0,1010.0,1128.0,1092.0,1132.0,1218.0,1269.0,1306.0,1315.0,1329.0,1324.0,761.0,1351.0,1331.0,1338.0,1346.0
172,Income,Median Family Income,63068.181818181816,127916.66666666669,133333.33333333334,142045.45454545453,171283.7837837838,178693.18181818182,191752.57731958764,205432.58980044347,206431.5918762089,209322.40677966105,211129.13713080168,119907.40740740742,210764.31944444444,213235.82352941175,209752.86534653464,209456.9
173,Income,Median Household Income,71907.21649484536,122747.74774774777,116124.2603550296,118624.1610738255,140697.67441860464,144801.9801980198,161615.04424778762,179536.67953667953,198127.7533039648,192428.57142857145,200890.24332344212,151800.0,206363.30361757107,210197.77631578947,206838.98322580644,206298.95324675328
174,Income,Percent in Poverty,0.173076923076923,0.0565770862800565,0.0510948905109489,0.0930637852910421,0.0409215955983493,0.058379320360151,0.0410958904109589,0.0402631578947368,0.0297997068881289,0.0371275036638983,0.0359352689195621,0.0627345844504021,0.0333254549751831,0.0240445456846368,0.0073626084669997,0.0041078305519897
175,Journey to Work,Journey to Work by Bike,,0.0506575742815392,0.0364858377340374,0.0474433315761729,0.0520043336944745,0.0333333333333333,0.0699391833188531,0.0751944684528954,0.0638990638990639,0.0709534368070953,0.0769504809405058,0.0602230483271375,0.0385708485586682,0.0594975760246804,0.0634920634920634,0.0647058823529411
176,Journey to Work,Journey to Work by Car,,0.4237700925474915,0.4229476716274604,0.4480759093305219,0.470747562296858,0.4248756218905473,0.4148566463944396,0.452895419187554,0.4277574277574277,0.3762010347376201,0.4356964731029569,0.2758364312267658,0.4185952090946001,0.4111943587483473,0.4677579365079365,0.5117647058823529
177,Journey to Work,Journey to Work by Carpooled,,0.0306867998051631,0.0609697551608257,0.0743278861360042,0.0471289274106175,0.0492537313432835,0.049522154648132,0.0561797752808988,0.0822140822140822,0.0868440502586844,0.1001068756679729,0.0230483271375464,0.0824198132358911,0.0449537241075363,0.0515873015873015,0.0509803921568627
178,Journey to Work,Journey to Work by Drove Alone,,0.3930832927423283,0.3619779164666347,0.3737480231945176,0.4236186348862405,0.3756218905472637,0.3653344917463075,0.3967156439066551,0.3455433455433455,0.2893569844789357,0.3355895974349839,0.2527881040892193,0.3361753958587088,0.3662406346408109,0.4161706349206349,0.4607843137254901
179,Journey to Work,Journey to Work by Other Journey Type,,0.071602532878714,0.0648103696591454,0.0521876647337902,0.0530877573131094,0.0786069651741293,0.0312771503040834,0.0410544511668107,0.0752950752950753,0.09830007390983,0.0787317420733879,0.0171003717472118,0.0637434023548518,0.0356985456148082,0.0178571428571428,0.0137254901960784
180,Journey to Work,Journey to Work by Transit,,0.2654651729176814,0.2635621699471915,0.2836056931997891,0.2323943661971831,0.2412935323383084,0.291485664639444,0.2389801210025929,0.2519332519332519,0.2823355506282335,0.2589953687210545,0.4022304832713754,0.1993503857084856,0.1463199647421771,0.0932539682539682,0.0558823529411764
181,Journey to Work,Journey to Work by Walk,,0.0194836824159766,0.0235237638022083,0.0289931470743278,0.0238353196099674,0.0318407960199004,0.0395308427454387,0.0367329299913569,0.0362230362230362,0.0391722099039172,0.0587816173851086,0.1048327137546468,0.0946000812017864,0.0951961216394887,0.085813492063492,0.059313725490196
182,Journey to Work,Journey to Work by Worked at Home,,0.1690209449585971,0.1886701872299568,0.1396942540853979,0.1679306608884073,0.1900497512437811,0.1529105125977411,0.1551426101987899,0.1448921448921449,0.1330376940133037,0.0908443177769861,0.1397769516728624,0.1851400730816078,0.252093433230498,0.2718253968253968,0.2946078431372549
238,Journey to Work,Total Workers 16 Years and Older,,2053.0,2083.0,1897.0,1846.0,2010.0,2302.0,2314.0,2457.0,2706.0,2807.0,1345.0,2463.0,2269.0,2016.0,2040.0
239,Language Spoken at Home,Asian/Pacific Islander,0.0459280303030303,0.0650953984287317,0.0624553890078515,0.0565602154674875,0.0510835913312693,0.0495703899537343,0.0488609112709832,0.0262536873156342,0.0280853362138806,0.0345640219952867,0.0401707255837308,0.0932347924957362,0.0389957264957264,0.0351180195739781,0.0320263394193355,0.0452436194895591
240,Language Spoken at Home,English Only,0.8333333333333334,0.8410026187803965,0.7987152034261242,0.7941515967679876,0.7991486068111455,0.822207534699273,0.8003597122302158,0.807669616519174,0.786119362678909,0.8114689709347996,0.8327893547577203,0.5793064241046049,0.8058226495726496,0.7700057570523892,0.7686321460640527,0.7456496519721578
241,Language Spoken at Home,Other European Languages,0.0364583333333333,0.0306771417882529,0.0631691648822269,0.0631011927664486,0.0866873065015479,0.0846001321877065,0.0947242206235011,0.0808259587020649,0.0907372400756143,0.0751505629746006,0.0564900828521215,0.0670835702103467,0.0707799145299145,0.070523891767415,0.0583657587548638,0.054814385150812
242,Language Spoken at Home,Other Languages,0.0104166666666666,0.0029928918817807,0.0021413276231263,0.0023085802231627,0.0019349845201238,0.0,0.0,0.0,0.0013502565487442,0.0013092432573972,0.0010042681395932,0.0,0.0026709401709401,0.0040299366724237,0.00868003591739,0.0092807424593967
243,Language Spoken at Home,Spanish Only,0.0738636363636363,0.060231949120838,0.0735189150606709,0.0838784147749134,0.0611455108359133,0.0436219431592861,0.0560551558752997,0.0852507374631268,0.0937078044828517,0.0775072008379156,0.069545568666834,0.2603752131893121,0.0817307692307692,0.1203223949337939,0.1322957198443579,0.1450116009280742
183,Nativity,Foreign Born,0.0879609062638827,0.0974162011173184,0.143986820428336,0.1712400138937131,0.1322823851953392,0.1188061431469139,0.1241510459114371,0.1034482758620689,0.1272771435511294,0.1206603544549648,0.1100331282536677,0.259456579648375,0.1645001181753722,0.1685222672064777,0.1672794117647058,0.2045629325813893
184,Population,Total Population,2251.0,2864.0,3035.0,2879.0,2918.0,3451.0,3681.0,3828.0,4117.0,4119.0,4226.0,1877.0,4231.0,3952.0,3808.0,3901.0
185,Race/Ethnicity,Asian,110.0,205.0,276.0,298.0,250.0,384.0,310.0,223.0,206.0,322.0,355.0,412.0,325.0,276.0,206.0,196.0
186,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino",110.0,205.0,276.0,298.0,250.0,384.0,310.0,223.0,206.0,322.0,355.0,397.0,325.0,276.0,206.0,196.0
187,Race/Ethnicity,Black/African American,63.0,122.0,96.0,47.0,29.0,50.0,0.0,10.0,13.0,42.0,89.0,34.0,75.0,54.0,35.0,57.0
188,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino",63.0,122.0,96.0,47.0,29.0,50.0,0.0,10.0,13.0,42.0,89.0,34.0,75.0,54.0,35.0,57.0
189,Race/Ethnicity,Latino Population (of Any Race),217.0,73.0,172.0,206.0,160.0,192.0,214.0,342.0,396.0,545.0,588.0,672.0,852.0,970.0,851.0,867.0
190,Race/Ethnicity,Native American Indian,34.0,51.0,28.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,55.0,52.0,29.0,12.0,9.0,24.0
191,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino",26.0,51.0,28.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,55.0,7.0,29.0,12.0,9.0,0.0
192,Race/Ethnicity,Native Hawaiian/Pacific Islander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Race/Ethnicity,Other/Two or More Races,210.0,182.0,129.0,118.0,119.0,132.0,149.0,244.0,448.0,644.0,612.0,468.0,1180.0,1215.0,1350.0,1353.0
195,Race/Ethnicity,"Population, Not Hispanic or Latino",2034.0,2791.0,2863.0,2673.0,2758.0,3259.0,3467.0,3486.0,3721.0,3574.0,3638.0,1205.0,3379.0,2982.0,2957.0,3034.0
196,Race/Ethnicity,Some Other Race Alone,28.0,8.0,8.0,8.0,8.0,13.0,13.0,117.0,201.0,313.0,270.0,353.0,125.0,195.0,194.0,328.0
197,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino",0.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,81.0
198,Race/Ethnicity,Two Or More Races,182.0,174.0,121.0,110.0,111.0,119.0,136.0,127.0,247.0,331.0,342.0,115.0,1055.0,1020.0,1156.0,1025.0
199,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino",159.0,174.0,121.0,110.0,111.0,119.0,136.0,127.0,247.0,219.0,229.0,80.0,516.0,415.0,611.0,507.0
200,Race/Ethnicity,"White Alone, Not Hispanic or Latino",1676.0,2231.0,2334.0,2179.0,2336.0,2706.0,3021.0,3126.0,3255.0,2991.0,2910.0,687.0,2419.0,2210.0,2081.0,2193.0
201,Race/Ethnicity,"White, Including Hispanic or Latino",1834.0,2304.0,2506.0,2385.0,2496.0,2885.0,3222.0,3351.0,3450.0,3111.0,3115.0,911.0,2622.0,2395.0,2208.0,2271.0
202,Sex,Female,0.468236339404709,0.4266759776536313,0.4266886326194398,0.4320944772490448,0.4715558601782042,0.4859461025789626,0.4876392284705243,0.4882445141065831,0.4938061695409279,0.538965768390386,0.5399905347846663,0.444326052210975,0.5447884660836682,0.5371963562753036,0.5128676470588235,0.5011535503716996
203,Sex,Male,0.531763660595291,0.5733240223463687,0.5733113673805601,0.5679055227509552,0.5284441398217957,0.5140538974210374,0.5123607715294757,0.5117554858934169,0.5061938304590722,0.461034231609614,0.4600094652153336,0.555673947789025,0.4552115339163318,0.4628036437246963,0.4871323529411764,0.4988464496283004
204,Unit Size,1 Bedroom,47.0,29.0,27.0,56.0,84.0,107.0,121.0,158.0,134.0,152.0,108.0,327.0,106.0,165.0,195.0,220.0
205,Unit Size,2 Bedrooms,325.0,397.0,457.0,441.0,400.0,272.0,264.0,263.0,232.0,258.0,304.0,308.0,279.0,254.0,260.0,252.0
206,Unit Size,3-4 Bedrooms,839.0,548.0,595.0,668.0,675.0,746.0,842.0,837.0,879.0,840.0,846.0,157.0,909.0,893.0,859.0,850.0
207,Unit Size,5 or More Bedrooms,21.0,224.0,140.0,84.0,80.0,123.0,32.0,24.0,27.0,50.0,55.0,4.0,54.0,52.0,42.0,42.0
208,Unit Size,No Bedroom,4.0,36.0,41.0,31.0,63.0,69.0,76.0,87.0,80.0,43.0,23.0,124.0,31.0,29.0,71.0,73.0
209,Vehicles Available,Households with no Vehicle,0.0410628019323671,0.0366336633663366,0.0478723404255319,0.0531135531135531,0.053886925795053,0.0615763546798029,0.0654058313632781,0.0551301684532924,0.0258555133079847,0.0278404815650865,0.0249244712990936,0.2996057818659658,0.0421909696521095,0.0420736288504883,0.0523168908819133,0.0163447251114413
210,Vehicles Available,Percent of No Vehicle Homeowning Households,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.0,,,0.0
211,Vehicles Available,Percent of No Vehicle Renting Households,0.041820418204182,0.037525354969574,0.0483437779767233,0.0531135531135531,0.0555555555555555,0.0657318141980718,0.0666131621187801,0.056648308418568,0.0269413629160063,0.0286377708978328,0.0255813953488372,0.2704507512520868,0.0425373134328358,0.0420736288504883,0.0523168908819133,0.0164547494390426
212,Vehicles Available,Vehicles Available,1615.0,0.0,0.0,1746.0,1755.0,2023.0,0.0,2181.0,2337.0,2335.0,2429.0,642.0,0.0,2091.0,2130.0,0.0
213,Vehicles Available,Vehicles Homeowners,0.0123839009287925,,,,0.0467236467236467,0.1023232822540781,,0.0362219165520403,0.0526315789473684,0.0423982869379015,0.0370522848909016,0.1978193146417445,,,,
214,Vehicles Available,Vehicles Per Capita,0.7174589071523767,,,0.6064605765890935,0.6014393420150789,0.5862068965517241,,0.5697492163009404,0.5676463444255526,0.5668851663025006,0.5747752011358258,0.3420351624933404,,0.5290991902834008,0.5593487394957983,
215,Vehicles Available,Vehicles Renters,0.9876160990712074,,,1.0,0.9532763532763532,0.897676717745922,,0.9637780834479596,0.9473684210526316,0.9576017130620984,0.9629477151090984,0.8021806853582555,,1.0,1.0,
