,Category,Attribute,2000_Lone Mountain/USF,2010_Lone Mountain/USF,2011_Lone Mountain/USF,2012_Lone Mountain/USF,2013_Lone Mountain/USF,2014_Lone Mountain/USF,2015_Lone Mountain/USF,2016_Lone Mountain/USF,2017_Lone Mountain/USF,2018_Lone Mountain/USF,2019_Lone Mountain/USF,2020_Lone Mountain/USF,2021_Lone Mountain/USF,2022_Lone Mountain/USF,2023_Lone Mountain/USF,2024_Lone Mountain/USF
91,Housing Prices,Home Value 400000 to 499999,214.0,51.0,66.0,64.0,51.0,36.0,11.0,0.0,44.0,134.0,37.0,84.0,27.0,0.0,0.0,0.0
92,Housing Prices,Home Value 50000 to 59999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Housing Prices,Home Value 500000 to 749999,566.0,435.0,457.0,438.0,439.0,407.0,404.0,332.0,220.0,508.0,101.0,762.0,115.0,116.0,224.0,193.0
94,Housing Prices,Home Value 60000 to 69999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
95,Housing Prices,Home Value 70000 to 79999 ,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
96,Housing Prices,Home Value 750000 to 999999,304.0,639.0,604.0,565.0,479.0,448.0,389.0,296.0,316.0,907.0,412.0,843.0,376.0,242.0,281.0,296.0
97,Housing Prices,Home Value 80000 to 89999 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0
98,Housing Prices,Home Value 90000 to 99999 ,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Housing Prices,Home Value Less than 10000,7.0,0.0,15.0,13.0,13.0,49.0,55.0,40.0,85.0,40.0,54.0,0.0,48.0,35.0,35.0,36.0
100,Housing Prices,Home Value Total,1501.0,1802.0,1736.0,1652.0,1560.0,1534.0,1652.0,1665.0,1868.0,2590.0,1994.0,3308.0,2070.0,2036.0,2163.0,2127.0
101,Housing Prices,Housing Units with a Mortgage,454.0,1385.0,1330.0,1322.0,1200.0,1126.0,1173.0,1202.0,1231.0,1760.0,1265.0,1786.0,1422.0,1408.0,1519.0,1446.0
102,Housing Prices,Housing Units with a Mortgage 0 to 30%,243.0,693.0,657.0,679.0,644.0,655.0,715.0,770.0,807.0,1056.0,821.0,1031.0,980.0,1013.0,1041.0,1033.0
103,Housing Prices,Housing Units with a Mortgage 30-50%,97.0,335.0,285.0,316.0,299.0,252.0,265.0,274.0,279.0,383.0,280.0,433.0,219.0,214.0,234.0,218.0
104,Housing Prices,Housing Units with a Mortgage 50%+,114.0,357.0,388.0,327.0,257.0,219.0,193.0,158.0,145.0,321.0,164.0,322.0,223.0,181.0,244.0,195.0
105,Housing Prices,Housing Units with a Mortgage Not Computed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Housing Prices,Housing Units without a Mortgage,236.0,417.0,406.0,330.0,360.0,408.0,479.0,463.0,637.0,830.0,729.0,1522.0,648.0,628.0,644.0,681.0
107,Housing Prices,Housing Units without a Mortgage 0 to 30%,196.0,343.0,309.0,222.0,244.0,322.0,345.0,350.0,513.0,771.0,639.0,1402.0,537.0,487.0,502.0,493.0
108,Housing Prices,Housing Units without a Mortgage 30-50%,16.0,33.0,38.0,33.0,51.0,33.0,74.0,77.0,106.0,24.0,55.0,37.0,29.0,16.0,14.0,34.0
109,Housing Prices,Housing Units without a Mortgage 50%+,7.0,30.0,46.0,60.0,56.0,53.0,60.0,36.0,18.0,29.0,14.0,65.0,3.0,41.0,53.0,94.0
110,Housing Prices,Housing Units without a Mortgage Not Computed,17.0,11.0,13.0,15.0,9.0,0.0,0.0,0.0,0.0,6.0,21.0,18.0,79.0,84.0,75.0,60.0
111,Housing Prices,Median Contract Rent,980.8988764044944,1345.612582781457,1330.1486199575372,1387.3949579831933,1514.4429160935351,1942.8026969481905,1625.0885896527286,1804.178145087236,1905.6097560975609,2057.9268292682927,1908.575031525851,1557.5726141078835,2054.004854368932,2386.015325670498,2473.109243697479,2547.2508591065293
112,Housing Prices,Median Gross Rent by Bedrooms - 1 Bedroom- COUNTY ONLY,,,,,,,1560.1420256111758,1447.1701459449473,1619.825252698304,1992.0,1851.9059455828012,1231.4707947654006,2019.722183987153,2165.825706940874,2241.660030775149,2238.4602732088097
113,Housing Prices,Median Gross Rent by Bedrooms - 2 Bedrooms- COUNTY ONLY,,,,,,,2105.8422584400464,2338.3951598004805,2558.1108446119583,2419.7364638236704,2426.669297950957,1863.681150456162,2864.0440467997246,2877.589203084833,2875.722158107328,3105.0841929188737
114,Housing Prices,Median Gross Rent by Bedrooms - 3-4 Bedrooms- COUNTY ONLY,,,,,,,4642.0,5140.5509494517255,,,5356.868653158522,6345.0,4974.0,6294.058741258741,6900.5468969929625,7002.0
115,Housing Prices,Median Gross Rent by Bedrooms - 5 Bedrooms or more- COUNTY ONLY,,,,,,,,1767.0,2097.0,,,,,,,
116,Housing Prices,Median Gross Rent by Bedrooms - No Bedroom- COUNTY ONLY,,,,,,,1317.2997671711291,1434.4565916398717,1383.718969555035,1591.0,1408.0036949949613,,1376.0154852030282,1477.161796151105,1461.4362377380266,1734.536474305362
117,Housing Prices,Median Home Value,580609.5406360424,882629.1079812206,864652.3178807948,853097.3451327434,853340.2922755741,895647.15625,927377.8920308484,1062500.0,1166393.4426229508,888368.2469680265,1317137.809187279,962040.3321470936,1332072.617246596,1433285.5093256815,1436693.5483870967,1511382.7993254638
118,Housing Prices,Median Rent,1054.4069640914038,1455.568720379147,1445.7627118644068,1449.0662139219016,1551.243406179352,1880.4101167315173,1693.885448916409,1865.8592321755027,1982.479079497908,2182.193396226415,2010.8225108225108,1661.2709832134292,2145.647321428572,2461.13074204947,2596.888260254597,2744.167962674961
119,Housing Prices,Median Rent as % of Household Income,24.75225080385852,24.304402515723268,23.9708446866485,25.74532908704883,26.498046875,26.428616352201256,26.13602484472049,25.341402251791195,24.192941810344827,23.587663755458514,21.33124165554072,33.764761904761905,21.992266462480856,22.292954545454545,23.369453125,26.397368421052636
120,Housing Prices,Rent 100 to 149,10.0,0.0,0.0,45.0,55.0,69.0,71.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Housing Prices,Rent 1000 to 1249,919.0,640.0,547.0,566.0,492.0,416.0,430.0,352.0,330.0,115.0,252.0,130.0,202.0,244.0,146.0,165.0
122,Housing Prices,Rent 1250 to 1499,591.0,422.0,590.0,589.0,539.0,610.0,499.0,375.0,388.0,171.0,352.0,200.0,576.0,288.0,298.0,190.0
123,Housing Prices,Rent 150 to 199,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Housing Prices,Rent 1500 to 1999,570.0,1195.0,1158.0,1110.0,1327.0,1285.0,1292.0,1094.0,956.0,425.0,744.0,417.0,559.0,517.0,590.0,583.0
125,Housing Prices,Rent 200 to 249,35.0,122.0,138.0,92.0,81.0,64.0,66.0,57.0,0.0,0.0,93.0,68.0,37.0,0.0,14.0,13.0
126,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",388.0,744.0,826.0,959.0,1101.0,1431.0,853.0,943.0,832.0,424.0,462.0,231.0,448.0,566.0,511.0,498.0
127,Housing Prices,Rent 250 to 299,29.0,20.0,0.0,0.0,21.0,24.0,35.0,36.0,96.0,0.0,44.0,0.0,41.0,78.0,12.0,17.0
128,Housing Prices,Rent 2500 to 2999 (ACS2015-),,108.0,107.0,111.0,78.0,78.0,300.0,421.0,458.0,333.0,693.0,38.0,523.0,513.0,707.0,643.0
129,Housing Prices,Rent 300 to 349,51.0,0.0,0.0,13.0,15.0,20.0,22.0,21.0,0.0,0.0,73.0,0.0,70.0,0.0,0.0,0.0
130,Housing Prices,Rent 3000 to 3499 (ACS2015-),,0.0,0.0,0.0,0.0,0.0,283.0,431.0,509.0,261.0,526.0,200.0,341.0,467.0,383.0,437.0
131,Housing Prices,Rent 350 to 399,30.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,0.0,28.0,34.0,21.0,76.0,0.0,0.0
132,Housing Prices,Rent 3500 or more (ACS2015-),,0.0,0.0,0.0,0.0,0.0,143.0,291.0,452.0,265.0,489.0,89.0,802.0,964.0,1046.0,1244.0
133,Housing Prices,Rent 400 to 449,90.0,29.0,0.0,0.0,0.0,15.0,41.0,44.0,52.0,0.0,18.0,0.0,42.0,0.0,39.0,0.0
134,Housing Prices,Rent 450 to 499,96.0,39.0,50.0,50.0,36.0,50.0,30.0,21.0,23.0,0.0,36.0,30.0,38.0,36.0,30.0,0.0
135,Housing Prices,Rent 500 to 549,75.0,28.0,43.0,62.0,48.0,0.0,14.0,31.0,29.0,51.0,58.0,26.0,47.0,26.0,11.0,31.0
136,Housing Prices,Rent 550 to 599,106.0,72.0,16.0,29.0,31.0,31.0,14.0,14.0,0.0,45.0,40.0,45.0,0.0,38.0,19.0,11.0
137,Housing Prices,Rent 600 to 649,96.0,58.0,59.0,57.0,48.0,53.0,49.0,46.0,28.0,0.0,0.0,15.0,0.0,0.0,6.0,19.0
138,Housing Prices,Rent 650 to 699,171.0,46.0,61.0,0.0,32.0,44.0,14.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
139,Housing Prices,Rent 700 to 749,179.0,117.0,100.0,112.0,113.0,70.0,81.0,81.0,65.0,19.0,20.0,0.0,0.0,0.0,0.0,15.0
140,Housing Prices,Rent 750 to 799,175.0,107.0,65.0,129.0,104.0,165.0,151.0,169.0,102.0,0.0,28.0,0.0,6.0,0.0,36.0,0.0
141,Housing Prices,Rent 800 to 899,438.0,224.0,332.0,334.0,297.0,183.0,133.0,72.0,124.0,99.0,200.0,13.0,124.0,27.0,16.0,56.0
142,Housing Prices,Rent 900 to 999,420.0,153.0,226.0,231.0,244.0,290.0,219.0,156.0,98.0,49.0,151.0,145.0,90.0,136.0,121.0,81.0
143,Housing Prices,Rent Burdened,0.3311000648368273,0.3360735009671179,0.3241745555299007,0.385832033860548,0.4009009009009009,0.4103715802368313,0.4103626943005181,0.3907761992999794,0.3583802511909917,0.3209444687363358,0.280588776448942,0.519790454016298,0.2979552093476144,0.2965130455986345,0.3426150121065375,0.4131060969755161
144,Housing Prices,Rent Less than 100,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0
145,Housing Prices,Rent Total,4627.0,4136.0,4331.0,4489.0,4662.0,4898.0,4825.0,4857.0,4618.0,2287.0,4348.0,1718.0,4108.0,4101.0,4130.0,4166.0
146,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",91.0,108.0,107.0,111.0,78.0,78.0,300.0,421.0,458.0,333.0,693.0,38.0,523.0,513.0,707.0,643.0
147,Housing Prices,Rent Total No cash rent (ACS2015-),91.0,0.0,0.0,0.0,0.0,0.0,85.0,98.0,49.0,30.0,28.0,37.0,141.0,125.0,132.0,146.0
148,Housing Prices,Rent Total With cash rent,4536.0,4028.0,4224.0,4378.0,4584.0,4820.0,4740.0,4759.0,4569.0,2257.0,4320.0,1681.0,3967.0,3976.0,3998.0,4020.0
149,Housing Type,10-19 Units,0.1009720915647538,0.1159114857744994,0.113812490502963,0.132579185520362,0.1277333735484843,0.1307613017228685,0.1271397220190197,0.1256310399538439,0.1246933179390965,0.0782155272305909,0.1285507246376811,0.0599193393508738,0.1396065766294774,0.1391509433962264,0.1244379985496736,0.143394044521538
150,Housing Type,2-4 Units,0.4774223894637817,0.4674093030257414,0.4672542166843945,0.4760180995475113,0.4231639270095008,0.4510381387130025,0.4127286027798098,0.4355978652819847,0.4253138981093953,0.2790652761684047,0.441159420289855,0.1033224505473401,0.4768056371109806,0.4893867924528302,0.4680203045685279,0.4452153801676785
151,Housing Type,20 Units or More,0.0647538413295704,0.1095890410958904,0.1053031454186293,0.1052790346907994,0.1179309304780576,0.1179502282432631,0.1234820775420629,0.1275061301024087,0.1102612209554048,0.0579374275782155,0.1126086956521739,0.0238140964086806,0.1007046388725778,0.088001179245283,0.0973168963016678,0.0897658282740676
152,Housing Type,5-9 Units,0.1952022577610536,0.1603191329218726,0.1808235830420908,0.1515837104072398,0.189413361483939,0.1728758651155941,0.1913679590343818,0.1769796624837732,0.1933900995814692,0.0720355349555813,0.1833333333333333,0.0455156520069137,0.1676453317674691,0.1653891509433962,0.1599709934735315,0.1552471812662619
153,Housing Type,Other Type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013518733101583,0.0,0.0030727866333781,0.0,0.0,0.0,0.0
154,Housing Type,Single Family Housing,0.1616494198808404,0.146771037181996,0.1328065643519222,0.1345399698340874,0.141758407480018,0.1273744662052716,0.1452816386247256,0.1342853021779893,0.1463414634146341,0.511394360757049,0.1343478260869565,0.7643556750528135,0.115237815619495,0.1180719339622641,0.150253807106599,0.1663775657704539
155,Income,Household Income 10000 to 14999,303.0,281.0,274.0,442.0,400.0,412.0,389.0,343.0,252.0,56.0,238.0,205.0,294.0,294.0,193.0,247.0
156,Income,Household Income 100000 to 124999,484.0,475.0,487.0,601.0,600.0,676.0,708.0,882.0,879.0,547.0,670.0,547.0,503.0,488.0,501.0,494.0
157,Income,Household Income 125000 to 149999,351.0,518.0,397.0,317.0,267.0,236.0,295.0,344.0,371.0,339.0,296.0,361.0,444.0,403.0,447.0,377.0
158,Income,Household Income 15000 to 19999,181.0,161.0,87.0,106.0,142.0,156.0,167.0,239.0,236.0,64.0,142.0,154.0,108.0,121.0,144.0,153.0
159,Income,Household Income 150000 to 199999,341.0,626.0,741.0,818.0,687.0,735.0,809.0,833.0,862.0,808.0,1084.0,608.0,999.0,822.0,724.0,692.0
160,Income,Household Income 20000 to 24999,272.0,195.0,185.0,167.0,131.0,78.0,123.0,141.0,183.0,215.0,259.0,67.0,232.0,130.0,181.0,90.0
161,Income,Household Income 25000 to 29999,227.0,121.0,143.0,138.0,126.0,64.0,43.0,75.0,125.0,85.0,110.0,65.0,123.0,150.0,97.0,111.0
162,Income,Household Income 30000 to 34999,248.0,26.0,101.0,64.0,39.0,63.0,149.0,138.0,176.0,103.0,169.0,193.0,25.0,0.0,66.0,120.0
163,Income,Household Income 35000 to 39999,321.0,138.0,187.0,261.0,268.0,231.0,205.0,137.0,83.0,104.0,74.0,156.0,130.0,57.0,35.0,33.0
164,Income,Household Income 40000 to 44999,280.0,184.0,155.0,195.0,219.0,264.0,249.0,240.0,132.0,109.0,96.0,187.0,35.0,36.0,61.0,134.0
165,Income,Household Income 45000 to 49999,220.0,194.0,160.0,192.0,217.0,159.0,181.0,182.0,113.0,189.0,55.0,130.0,32.0,22.0,89.0,110.0
166,Income,Household Income 50000 to 59999,624.0,300.0,382.0,221.0,249.0,220.0,179.0,121.0,144.0,161.0,224.0,205.0,173.0,82.0,33.0,46.0
167,Income,Household Income 60000 to 74999,602.0,460.0,556.0,569.0,712.0,819.0,802.0,736.0,624.0,331.0,305.0,464.0,319.0,261.0,233.0,294.0
168,Income,Household Income 75000 to 99999,701.0,941.0,840.0,697.0,795.0,1090.0,978.0,640.0,643.0,686.0,601.0,649.0,499.0,504.0,607.0,489.0
169,Income,Household Income Greater than 200000,384.0,889.0,896.0,887.0,890.0,808.0,894.0,1234.0,1502.0,1009.0,1891.0,848.0,2032.0,2496.0,2582.0,2533.0
170,Income,Household Income Less than 10000,589.0,429.0,476.0,466.0,480.0,421.0,306.0,237.0,161.0,71.0,128.0,187.0,230.0,271.0,300.0,370.0
171,Income,Households Total for Income,6128.0,5938.0,6067.0,6141.0,6222.0,6432.0,6477.0,6522.0,6486.0,4877.0,6342.0,5026.0,6178.0,6137.0,6293.0,6293.0
172,Income,Median Family Income,66009.31677018633,116666.66666666666,114742.36641221374,114522.0588235294,105688.85448916408,105533.85416666669,104126.213592233,115386.77130044842,124642.85714285714,110966.66666666669,153911.04294478527,104149.15966386556,182019.70443349757,201351.4054054054,203812.26957113683,203637.17707567965
173,Income,Median Household Income,56778.84615384616,87752.39107332625,84747.02380952382,83949.0674318508,79025.1572327044,82545.87155963303,86388.03680981595,100907.02947845803,110551.76336746302,112088.66544789764,133445.94594594595,94260.40061633282,146734.23423423423,165176.39902676395,161015.19337016574,155671.96531791906
174,Income,Percent in Poverty,0.1285473232090811,0.1261858153892486,0.1365009820214534,0.140647400588546,0.1345424191834876,0.1418618946793252,0.1177228058285327,0.1170405088717777,0.1060675933855985,0.0937521912909333,0.0931923776176688,0.0949945854891108,0.0963074192887857,0.1287509441735906,0.1297688666109718,0.1489803220035778
175,Journey to Work,Journey to Work by Bike,,0.0589887640449438,0.0651665367049125,0.0774520856820744,0.059506031016657,0.0748155953635405,0.0750463248919085,0.0699121161252098,0.0639817195087118,0.041850683491062,0.0637614218295009,0.0044168556762564,0.0598127076830127,0.0416375436844732,0.0387135199523525,0.0380224260958205
176,Journey to Work,Journey to Work by Car,,0.3902247191011236,0.4013590286287178,0.4183765501691093,0.3975875933371625,0.3858798735511064,0.361951822112415,0.3415621605608768,0.3051509092640198,0.4371188222923238,0.3241289286072898,0.5829055747881103,0.2953378310341355,0.2658012980529206,0.2598769108596386,0.2593272171253822
177,Journey to Work,Journey to Work by Carpooled,,0.0752808988764044,0.0794251977275259,0.0811724915445321,0.0722573233773693,0.0724973656480505,0.0635165740168828,0.0568776537967808,0.0475102351709035,0.0778128286014721,0.0466914348830203,0.1087501492180971,0.0405800020138958,0.0335496754867698,0.046059162199722,0.0494393476044852
178,Journey to Work,Journey to Work by Drove Alone,,0.3149438202247191,0.3219338309011919,0.3372040586245772,0.3253302699597932,0.3133825079030558,0.2984352480955322,0.2846845067640959,0.2576406740931162,0.3593059936908517,0.2774374937242695,0.4741554255700131,0.2547578290202396,0.2322516225661507,0.2138177486599166,0.209887869520897
179,Journey to Work,Journey to Work by Other Journey Type,,0.0298876404494382,0.0272919683635958,0.0277339346110484,0.031476163124641,0.024236037934668,0.0272802141239448,0.0360422632566406,0.0469389698181471,0.0413249211356466,0.0693844763530475,0.0149218097170824,0.0512536501862853,0.0463305042436345,0.0277943220170736,0.0257900101936799
180,Journey to Work,Journey to Work by Transit,,0.3464044943820225,0.3377520329731536,0.3047350620067643,0.3026995979322228,0.3112750263435195,0.3229359687049619,0.3155919818307495,0.3385699324002666,0.3492113564668769,0.3846771764233356,0.3342485376626477,0.2808377806867385,0.273489765351972,0.2421083978558665,0.1951070336391437
181,Journey to Work,Journey to Work by Walk,,0.1070786516853932,0.0857747577141584,0.0914317925591882,0.11889718552556,0.1329820864067439,0.1451513279802347,0.1654981732003554,0.1616680948300485,0.0946372239747634,0.1028215684305653,0.0213680315148621,0.1086496828113986,0.1353969046430354,0.1350009926543577,0.1416921508664627
182,Journey to Work,Journey to Work by Worked at Home,,0.0674157303370786,0.0826556756154617,0.0802705749718151,0.0898334290637564,0.0708113804004215,0.0676343421865349,0.0713933050261676,0.083690374178806,0.035856992639327,0.0552264283562606,0.0421391906410409,0.2041083475984291,0.237343984023964,0.2965058566607107,0.3400611620795107
238,Journey to Work,Total Workers 16 Years and Older,,8900.0,8977.0,8870.0,8705.0,9490.0,9714.0,10127.0,10503.0,9510.0,9959.0,8377.0,9931.0,10015.0,10074.0,9810.0
239,Language Spoken at Home,Asian/Pacific Islander,0.1241097974140911,0.1519735937285105,0.1484692856666444,0.1402576703413467,0.1307071918949543,0.1475726981440058,0.1455379482902418,0.1382123228232571,0.1413550073888825,0.2500753602218605,0.1439764359351988,0.5074967606589745,0.1341156232721017,0.120252768566602,0.1233220424037134,0.1138956544032816
240,Language Spoken at Home,English Only,0.7354629053446726,0.7065052950075643,0.7137330754352031,0.7213441360074379,0.7209891355062321,0.710174717368962,0.7272727272727273,0.7293028637547007,0.7300215982721382,0.5471754988846688,0.7237702503681885,0.3130128956623681,0.6808379922590158,0.6982418819996246,0.6898130723874043,0.7210614023843097
241,Language Spoken at Home,Other European Languages,0.0777155500241996,0.0695227616558932,0.0627626225571933,0.0649488643910213,0.0749850029994001,0.071579711021099,0.0652925056594781,0.0716227943303442,0.0720700238717744,0.0376801109302465,0.0772901325478645,0.0214105016350959,0.1023530134545677,0.0887818306951135,0.1068874670681219,0.0796692731701064
242,Language Spoken at Home,Other Languages,0.0127221185092995,0.0037133819282079,0.0056026145534582,0.006973037587993,0.0075318269679397,0.0065896862342059,0.0042892886929584,0.0045704367949088,0.0060247811754007,0.0093446675107011,0.0040648011782032,0.0014191398778305,0.0126558948209129,0.0143902896827879,0.0134236607702923,0.0151262658633508
243,Language Spoken at Home,Spanish Only,0.0499896287077369,0.0682849676798239,0.0694324017875008,0.0664762916722008,0.0657868426314737,0.0640831872317272,0.0576075300845943,0.0562915822967891,0.050528589291804,0.155724362452523,0.0508983799705449,0.1566607021657308,0.0700374761934017,0.0783332290558718,0.0665537573704679,0.0702474041789514
183,Nativity,Foreign Born,0.2011878247958426,0.1885818799399046,0.2051282051282051,0.2132320071524363,0.2145053818554587,0.2167103347889374,0.2180222553630836,0.1979085979860573,0.1996952049202634,0.2928939828080229,0.2046727385868643,0.5475409836065573,0.2344965809950483,0.2170382937469704,0.2232867516934155,0.1966057278342796
184,Population,Total Population,14817.0,15309.0,15678.0,15659.0,15608.0,17175.0,17434.0,18074.0,18373.0,17450.0,17677.0,16775.0,16964.0,16504.0,16387.0,16027.0
185,Race/Ethnicity,Asian,3170.0,3565.0,3545.0,3569.0,3440.0,3841.0,3937.0,4059.0,4090.0,5871.0,4048.0,10101.0,3711.0,3358.0,3688.0,3422.0
186,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino",3157.0,3498.0,3479.0,3530.0,3422.0,3826.0,3923.0,4020.0,4048.0,5831.0,3996.0,10061.0,3653.0,3289.0,3590.0,3301.0
187,Race/Ethnicity,Black/African American,1289.0,732.0,831.0,856.0,909.0,1319.0,1196.0,1036.0,830.0,796.0,931.0,559.0,864.0,775.0,603.0,624.0
188,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino",1260.0,659.0,723.0,741.0,816.0,1206.0,1109.0,975.0,779.0,775.0,906.0,473.0,837.0,732.0,565.0,598.0
189,Race/Ethnicity,Latino Population (of Any Race),1050.0,1804.0,1683.0,1633.0,1612.0,2144.0,2221.0,2188.0,2212.0,3936.0,2071.0,4100.0,2213.0,2297.0,2015.0,1858.0
190,Race/Ethnicity,Native American Indian,98.0,38.0,29.0,41.0,40.0,50.0,11.0,11.0,0.0,86.0,22.0,183.0,216.0,208.0,211.0,226.0
191,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino",85.0,38.0,29.0,41.0,40.0,50.0,11.0,11.0,0.0,72.0,14.0,124.0,43.0,33.0,36.0,59.0
192,Race/Ethnicity,Native Hawaiian/Pacific Islander,43.0,79.0,82.0,52.0,76.0,89.0,124.0,104.0,98.0,24.0,10.0,27.0,0.0,0.0,0.0,0.0
193,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino",25.0,79.0,82.0,52.0,60.0,61.0,85.0,60.0,54.0,24.0,10.0,27.0,0.0,0.0,0.0,0.0
194,Race/Ethnicity,Other/Two or More Races,1029.0,1663.0,1723.0,1631.0,1307.0,1476.0,1581.0,1628.0,2031.0,3280.0,2365.0,3476.0,2728.0,2812.0,2860.0,2847.0
195,Race/Ethnicity,"Population, Not Hispanic or Latino",13767.0,13505.0,13995.0,14026.0,13996.0,15031.0,15213.0,15886.0,16161.0,13514.0,15606.0,12675.0,14751.0,14207.0,14372.0,14169.0
196,Race/Ethnicity,Some Other Race Alone,420.0,819.0,857.0,839.0,600.0,726.0,636.0,737.0,857.0,2121.0,806.0,2651.0,1159.0,1108.0,1062.0,978.0
197,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino",98.0,125.0,82.0,61.0,1.0,26.0,44.0,62.0,306.0,380.0,304.0,0.0,697.0,537.0,505.0,554.0
198,Race/Ethnicity,Two Or More Races,609.0,844.0,866.0,792.0,707.0,750.0,945.0,891.0,1174.0,1159.0,1559.0,825.0,1569.0,1704.0,1798.0,1869.0
199,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino",450.0,723.0,760.0,717.0,623.0,651.0,769.0,734.0,1028.0,753.0,1168.0,335.0,1037.0,1059.0,1065.0,1139.0
200,Race/Ethnicity,"White Alone, Not Hispanic or Latino",8692.0,8383.0,8840.0,8884.0,9034.0,9211.0,9272.0,10024.0,9946.0,5679.0,9208.0,1655.0,8484.0,8557.0,8611.0,8518.0
201,Race/Ethnicity,"White, Including Hispanic or Latino",9188.0,9232.0,9468.0,9510.0,9836.0,10400.0,10585.0,11236.0,11324.0,7393.0,10301.0,2429.0,9445.0,9351.0,9025.0,8908.0
202,Sex,Female,0.5209556590402915,0.5281207133058985,0.5336139813751754,0.5281946484449838,0.5403639159405433,0.5328093158660844,0.5353906160376276,0.5407768064623215,0.5354596418657813,0.5124355300859599,0.5447191265486225,0.4904321907600596,0.5334237208205612,0.5322952011633544,0.5245621529261,0.524302739127722
203,Sex,Male,0.4790443409597084,0.4718792866941015,0.4663860186248246,0.4718053515550163,0.4596360840594566,0.4671906841339155,0.4646093839623724,0.4592231935376784,0.4645403581342187,0.4875644699140401,0.4552808734513775,0.5095678092399404,0.4665762791794388,0.4677047988366457,0.4754378470739,0.475697260872278
204,Unit Size,1 Bedroom,2073.0,2132.0,2197.0,2270.0,2390.0,2503.0,2493.0,2280.0,1982.0,859.0,1994.0,616.0,2158.0,2201.0,2049.0,1993.0
205,Unit Size,2 Bedrooms,2137.0,2563.0,2475.0,2492.0,2477.0,2539.0,2503.0,2636.0,2617.0,1889.0,2259.0,1975.0,2328.0,2384.0,2630.0,2539.0
206,Unit Size,3-4 Bedrooms,1476.0,1439.0,1329.0,1333.0,1251.0,1256.0,1428.0,1494.0,1678.0,2011.0,1883.0,2352.0,1664.0,1676.0,1588.0,1691.0
207,Unit Size,5 or More Bedrooms,119.0,94.0,94.0,144.0,130.0,147.0,116.0,168.0,140.0,177.0,159.0,193.0,88.0,93.0,157.0,109.0
208,Unit Size,No Bedroom,573.0,415.0,486.0,391.0,383.0,346.0,295.0,355.0,512.0,242.0,605.0,71.0,574.0,430.0,471.0,586.0
209,Vehicles Available,Households with no Vehicle,0.2129569190600522,0.259514988211519,0.271138948409428,0.2475166910926559,0.2777242044358727,0.2644589552238806,0.2397714991508414,0.2250843299601349,0.2391304347826087,0.1211810539265942,0.2464522232734153,0.1496219657779546,0.247491097442538,0.2185106729672478,0.2428094708406165,0.2507548069283331
210,Vehicles Available,Percent of No Vehicle Homeowning Households,0.0906062624916722,0.0538290788013318,0.0679723502304147,0.0575060532687651,0.0762820512820512,0.0697522816166884,0.0847457627118644,0.1033033033033033,0.0963597430406852,0.0714285714285714,0.1028084252758274,0.0807134220072551,0.0700483091787439,0.1267190569744597,0.1474803513638465,0.1349318288669487
211,Vehicles Available,Percent of No Vehicle Renting Households,0.2526475037821483,0.3491295938104449,0.3525744631724775,0.3174426375584763,0.3451308451308451,0.3254389546753777,0.2928497409326425,0.2668313773934527,0.2968817669987007,0.1775251421075644,0.312327506899724,0.2823050058207217,0.3369036027263875,0.2640819312362838,0.2927360774818402,0.3098895823331733
212,Vehicles Available,Vehicles Available,7379.0,6351.0,6359.0,6665.0,6565.0,6814.0,7099.0,7384.0,7122.0,7571.0,6819.0,8604.0,6293.0,6388.0,6285.0,6467.0
