,year,label,Category,Attribute,060501
97,2013,ACS5YR,Housing Prices,Home Value 125000 to 149999,INACTIVE
98,2013,ACS5YR,Housing Prices,Home Value 15000 to 19999 ,INACTIVE
99,2013,ACS5YR,Housing Prices,Home Value 150000 to 174999,INACTIVE
100,2013,ACS5YR,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),INACTIVE
101,2013,ACS5YR,Housing Prices,Home Value 175000 to 199999,INACTIVE
102,2013,ACS5YR,Housing Prices,Home Value 20000 to 24999 ,INACTIVE
103,2013,ACS5YR,Housing Prices,Home Value 200000 to 249999,INACTIVE
104,2013,ACS5YR,Housing Prices,Home Value 2000000 or more (ACS2015-),INACTIVE
105,2013,ACS5YR,Housing Prices,Home Value 25000 to 29999 ,INACTIVE
106,2013,ACS5YR,Housing Prices,Home Value 250000 to 299999,INACTIVE
107,2013,ACS5YR,Housing Prices,Home Value 30000 to 34999 ,INACTIVE
108,2013,ACS5YR,Housing Prices,Home Value 300000 to 399999,INACTIVE
109,2013,ACS5YR,Housing Prices,Home Value 35000 to 39999 ,INACTIVE
110,2013,ACS5YR,Housing Prices,Home Value 40000 to 49999 ,INACTIVE
111,2013,ACS5YR,Housing Prices,Home Value 400000 to 499999,INACTIVE
112,2013,ACS5YR,Housing Prices,Home Value 50000 to 59999 ,INACTIVE
113,2013,ACS5YR,Housing Prices,Home Value 500000 to 749999,INACTIVE
114,2013,ACS5YR,Housing Prices,Home Value 60000 to 69999 ,INACTIVE
115,2013,ACS5YR,Housing Prices,Home Value 70000 to 79999 ,INACTIVE
116,2013,ACS5YR,Housing Prices,Home Value 750000 to 999999,INACTIVE
117,2013,ACS5YR,Housing Prices,Home Value 80000 to 89999 ,INACTIVE
118,2013,ACS5YR,Housing Prices,Home Value 90000 to 99999 ,INACTIVE
119,2013,ACS5YR,Housing Prices,Home Value Less than 10000,INACTIVE
120,2013,ACS5YR,Housing Prices,Home Value Total,INACTIVE
121,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage,INACTIVE
122,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 0 to 30%,INACTIVE
123,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 30-50%,INACTIVE
124,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage 50%+,INACTIVE
125,2013,ACS5YR,Housing Prices,Housing Units with a Mortgage Not Computed,INACTIVE
126,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage,INACTIVE
127,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 0 to 30%,INACTIVE
128,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 30-50%,INACTIVE
129,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage 50%+,INACTIVE
130,2013,ACS5YR,Housing Prices,Housing Units without a Mortgage Not Computed,INACTIVE
131,2013,ACS5YR,Housing Prices,Median Contract Rent,INACTIVE
132,2013,ACS5YR,Housing Prices,Median Home Value,INACTIVE
133,2013,ACS5YR,Housing Prices,Median Rent,INACTIVE
134,2013,ACS5YR,Housing Prices,Median Rent as % of Household Income,INACTIVE
135,2013,ACS5YR,Housing Prices,Rent 100 to 149,INACTIVE
136,2013,ACS5YR,Housing Prices,Rent 1000 to 1249,INACTIVE
137,2013,ACS5YR,Housing Prices,Rent 1250 to 1499,INACTIVE
138,2013,ACS5YR,Housing Prices,Rent 150 to 199,INACTIVE
139,2013,ACS5YR,Housing Prices,Rent 1500 to 1999,INACTIVE
140,2013,ACS5YR,Housing Prices,Rent 200 to 249,INACTIVE
141,2013,ACS5YR,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",INACTIVE
142,2013,ACS5YR,Housing Prices,Rent 250 to 299,INACTIVE
143,2013,ACS5YR,Housing Prices,Rent 2500 to 2999 (ACS2015-),INACTIVE
144,2013,ACS5YR,Housing Prices,Rent 300 to 349,INACTIVE
145,2013,ACS5YR,Housing Prices,Rent 3000 to 3499 (ACS2015-),INACTIVE
146,2013,ACS5YR,Housing Prices,Rent 350 to 399,INACTIVE
147,2013,ACS5YR,Housing Prices,Rent 3500 or more (ACS2015-),INACTIVE
148,2013,ACS5YR,Housing Prices,Rent 400 to 449,INACTIVE
149,2013,ACS5YR,Housing Prices,Rent 450 to 499,INACTIVE
150,2013,ACS5YR,Housing Prices,Rent 500 to 549,INACTIVE
151,2013,ACS5YR,Housing Prices,Rent 550 to 599,INACTIVE
152,2013,ACS5YR,Housing Prices,Rent 600 to 649,INACTIVE
153,2013,ACS5YR,Housing Prices,Rent 650 to 699,INACTIVE
154,2013,ACS5YR,Housing Prices,Rent 700 to 749,INACTIVE
155,2013,ACS5YR,Housing Prices,Rent 750 to 799,INACTIVE
156,2013,ACS5YR,Housing Prices,Rent 800 to 899,INACTIVE
157,2013,ACS5YR,Housing Prices,Rent 900 to 999,INACTIVE
158,2013,ACS5YR,Housing Prices,Rent Burdened,INACTIVE
159,2013,ACS5YR,Housing Prices,Rent Less than 100,INACTIVE
160,2013,ACS5YR,Housing Prices,Rent Total,INACTIVE
161,2013,ACS5YR,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",INACTIVE
162,2013,ACS5YR,Housing Prices,Rent Total No cash rent (ACS2015-),INACTIVE
163,2013,ACS5YR,Housing Prices,Rent Total With cash rent,INACTIVE
164,2013,ACS5YR,Housing Type,10-19 Units,INACTIVE
165,2013,ACS5YR,Housing Type,2-4 Units,INACTIVE
166,2013,ACS5YR,Housing Type,20 Units or More,INACTIVE
167,2013,ACS5YR,Housing Type,5-9 Units,INACTIVE
168,2013,ACS5YR,Housing Type,Other Type,INACTIVE
169,2013,ACS5YR,Housing Type,Single Family Housing,INACTIVE
170,2013,ACS5YR,Income,Household Income 10000 to 14999,INACTIVE
171,2013,ACS5YR,Income,Household Income 100000 to 124999,INACTIVE
172,2013,ACS5YR,Income,Household Income 125000 to 149999,INACTIVE
173,2013,ACS5YR,Income,Household Income 15000 to 19999,INACTIVE
174,2013,ACS5YR,Income,Household Income 150000 to 199999,INACTIVE
175,2013,ACS5YR,Income,Household Income 20000 to 24999,INACTIVE
176,2013,ACS5YR,Income,Household Income 25000 to 29999,INACTIVE
177,2013,ACS5YR,Income,Household Income 30000 to 34999,INACTIVE
178,2013,ACS5YR,Income,Household Income 35000 to 39999,INACTIVE
179,2013,ACS5YR,Income,Household Income 40000 to 44999,INACTIVE
180,2013,ACS5YR,Income,Household Income 45000 to 49999,INACTIVE
181,2013,ACS5YR,Income,Household Income 50000 to 59999,INACTIVE
182,2013,ACS5YR,Income,Household Income 60000 to 74999,INACTIVE
183,2013,ACS5YR,Income,Household Income 75000 to 99999,INACTIVE
184,2013,ACS5YR,Income,Household Income Greater than 200000,INACTIVE
185,2013,ACS5YR,Income,Household Income Less than 10000,INACTIVE
186,2013,ACS5YR,Income,Households Total for Income,INACTIVE
187,2013,ACS5YR,Income,Median Family Income,INACTIVE
188,2013,ACS5YR,Income,Median Household Income,INACTIVE
189,2013,ACS5YR,Income,Percent in Poverty,INACTIVE
190,2013,ACS5YR,Journey to Work,Journey to Work by Bike,INACTIVE
191,2013,ACS5YR,Journey to Work,Journey to Work by Car,INACTIVE
192,2013,ACS5YR,Journey to Work,Journey to Work by Carpooled,INACTIVE
193,2013,ACS5YR,Journey to Work,Journey to Work by Drove Alone,INACTIVE
194,2013,ACS5YR,Journey to Work,Journey to Work by Other Journey Type,INACTIVE
195,2013,ACS5YR,Journey to Work,Journey to Work by Transit,INACTIVE
196,2013,ACS5YR,Journey to Work,Journey to Work by Walk,INACTIVE
197,2013,ACS5YR,Journey to Work,Journey to Work by Worked at Home,INACTIVE
198,2013,ACS5YR,Journey to Work,Total Workers 16 Years and Older,INACTIVE
199,2013,ACS5YR,Journey to Work,"Total Workers 16 Years and Older, alternate",INACTIVE
200,2013,ACS5YR,Language Spoken at Home,Asian/Pacific Islander,INACTIVE
201,2013,ACS5YR,Language Spoken at Home,"Asian/Pacific Islander, alternate",INACTIVE
202,2013,ACS5YR,Language Spoken at Home,English Only,INACTIVE
203,2013,ACS5YR,Language Spoken at Home,"English Only, alternate",INACTIVE
204,2013,ACS5YR,Language Spoken at Home,Other European Languages,INACTIVE
205,2013,ACS5YR,Language Spoken at Home,"Other European Languages, alternate",INACTIVE
206,2013,ACS5YR,Language Spoken at Home,Other Languages,INACTIVE
207,2013,ACS5YR,Language Spoken at Home,"Other Languages, alternate",INACTIVE
208,2013,ACS5YR,Language Spoken at Home,Spanish Only,INACTIVE
209,2013,ACS5YR,Language Spoken at Home,"Spanish Only, alternate",INACTIVE
210,2013,ACS5YR,Nativity,Foreign Born,INACTIVE
211,2013,ACS5YR,Population,Total Population,INACTIVE
212,2013,ACS5YR,Race/Ethnicity,Asian,INACTIVE
213,2013,ACS5YR,Race/Ethnicity,"Asian Alone, Not Hispanic or Latino",INACTIVE
214,2013,ACS5YR,Race/Ethnicity,Black/African American,INACTIVE
215,2013,ACS5YR,Race/Ethnicity,"Black/African American Alone, Not Hispanic or Latino",INACTIVE
216,2013,ACS5YR,Race/Ethnicity,Latino Population (of Any Race),INACTIVE
217,2013,ACS5YR,Race/Ethnicity,Native American Indian,INACTIVE
218,2013,ACS5YR,Race/Ethnicity,"Native American Indian Alone, Not Hispanic or Latino",INACTIVE
219,2013,ACS5YR,Race/Ethnicity,Native Hawaiian/Pacific Islander,INACTIVE
220,2013,ACS5YR,Race/Ethnicity,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino",INACTIVE
221,2013,ACS5YR,Race/Ethnicity,Other/Two or More Races,INACTIVE
222,2013,ACS5YR,Race/Ethnicity,"Population, Not Hispanic or Latino",INACTIVE
223,2013,ACS5YR,Race/Ethnicity,Some Other Race Alone,INACTIVE
224,2013,ACS5YR,Race/Ethnicity,"Some Other Race Alone, Not Hispanic or Latino",INACTIVE
225,2013,ACS5YR,Race/Ethnicity,Two Or More Races,INACTIVE
226,2013,ACS5YR,Race/Ethnicity,"Two Or More Races, Not Hispanic or Latino",INACTIVE
227,2013,ACS5YR,Race/Ethnicity,"White Alone, Not Hispanic or Latino",INACTIVE
228,2013,ACS5YR,Race/Ethnicity,"White, Including Hispanic or Latino",INACTIVE
229,2013,ACS5YR,Sex,Female,INACTIVE
230,2013,ACS5YR,Sex,Male,INACTIVE
231,2013,ACS5YR,Unit Size,1 Bedroom,INACTIVE
232,2013,ACS5YR,Unit Size,2 Bedrooms,INACTIVE
233,2013,ACS5YR,Unit Size,3-4 Bedrooms,INACTIVE
234,2013,ACS5YR,Unit Size,5 or More Bedrooms,INACTIVE
235,2013,ACS5YR,Unit Size,No Bedroom,INACTIVE
236,2013,ACS5YR,Vehicles Available,Households with no Vehicle,INACTIVE
237,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Homeowning Households,INACTIVE
238,2013,ACS5YR,Vehicles Available,Percent of No Vehicle Renting Households,INACTIVE
239,2013,ACS5YR,Vehicles Available,Vehicles Available,INACTIVE
240,2013,ACS5YR,Vehicles Available,Vehicles Homeowners,INACTIVE
241,2013,ACS5YR,Vehicles Available,Vehicles Per Capita,INACTIVE
242,2013,ACS5YR,Vehicles Available,Vehicles Renters,INACTIVE
0,2014,ACS5YR,Affordability,,INACTIVE
1,2014,ACS5YR,Affordability,,INACTIVE
2,2014,ACS5YR,Affordability,,INACTIVE
3,2014,ACS5YR,Affordability,,INACTIVE
4,2014,ACS5YR,Affordability,,INACTIVE
5,2014,ACS5YR,Affordability,,INACTIVE
6,2014,ACS5YR,Affordability,,INACTIVE
7,2014,ACS5YR,Affordability,,INACTIVE
8,2014,ACS5YR,Affordability,,INACTIVE
9,2014,ACS5YR,Affordability,,INACTIVE
10,2014,ACS5YR,Affordability,,INACTIVE
11,2014,ACS5YR,Affordability,,INACTIVE
0,2014,ACS5YR,Age,0-2 Years,INACTIVE
1,2014,ACS5YR,Age,0-4 Years,INACTIVE
2,2014,ACS5YR,Age,18-34 Years,INACTIVE
3,2014,ACS5YR,Age,3-5 Years,INACTIVE
4,2014,ACS5YR,Age,35-59 Years,INACTIVE
5,2014,ACS5YR,Age,5-17 Years,INACTIVE
6,2014,ACS5YR,Age,60 and older,INACTIVE
7,2014,ACS5YR,Age,Under 18 Years,INACTIVE
8,2014,ACS5YR,Age,Under 6 Years,INACTIVE
9,2014,ACS5YR,Educational Attainment,College Degree or higher,INACTIVE
10,2014,ACS5YR,Educational Attainment,"College Degree or higher, alternate",INACTIVE
11,2014,ACS5YR,Educational Attainment,High School or Less,INACTIVE
12,2014,ACS5YR,Educational Attainment,"High School or Less, alternate",INACTIVE
13,2014,ACS5YR,Educational Attainment,Some College/Associate Degree,INACTIVE
14,2014,ACS5YR,Educational Attainment,"Some College/Associate Degree, alternate",INACTIVE
15,2014,ACS5YR,Employment,"6-17, Living with One Parent",INACTIVE
16,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent Not in Labor Force",INACTIVE
17,2014,ACS5YR,Employment,"6-17, Living with One Parent, Parent in Labor Force",INACTIVE
18,2014,ACS5YR,Employment,"6-17, Living with Two Parents",INACTIVE
19,2014,ACS5YR,Employment,"6-17, Living with Two Parents, One Parent in Labor Force",INACTIVE
20,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents Not in Labor Force",INACTIVE
21,2014,ACS5YR,Employment,"6-17, Living with Two Parents, Parents in Labor Force",INACTIVE
22,2014,ACS5YR,Employment,Employed Residents,INACTIVE
23,2014,ACS5YR,Employment,"Employed Residents, alternate",INACTIVE
24,2014,ACS5YR,Employment,Managerial Professional,INACTIVE
25,2014,ACS5YR,Employment,"Managerial Professional, alternate",INACTIVE
26,2014,ACS5YR,Employment,Natural Resources,INACTIVE
27,2014,ACS5YR,Employment,"Natural Resources, alternate",INACTIVE
28,2014,ACS5YR,Employment,Production Transport Materials,INACTIVE
29,2014,ACS5YR,Employment,"Production Transport Materials, alternate",INACTIVE
30,2014,ACS5YR,Employment,Sales and Office,INACTIVE
31,2014,ACS5YR,Employment,"Sales and Office, alternate",INACTIVE
32,2014,ACS5YR,Employment,Services,INACTIVE
33,2014,ACS5YR,Employment,"Services, alternate",INACTIVE
34,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent",INACTIVE
35,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent Not in Labor Force",INACTIVE
36,2014,ACS5YR,Employment,"Under 6 Years, Living with One Parent, Parent in Labor Force",INACTIVE
37,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents",INACTIVE
38,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, One Parent in Labor Force",INACTIVE
39,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents Not in Labor Force",INACTIVE
40,2014,ACS5YR,Employment,"Under 6 Years, Living with Two Parents, Parents in Labor Force",INACTIVE
41,2014,ACS5YR,Employment,Unemployment Rate,INACTIVE
42,2014,ACS5YR,Employment,"Unemployment Rate, alternate",INACTIVE
43,2014,ACS5YR,Employment,Worked in place of residence,INACTIVE
44,2014,ACS5YR,Employment,Worked outside place of residence,INACTIVE
45,2014,ACS5YR,Households,Average Family Household Size,INACTIVE
46,2014,ACS5YR,Households,Average Household Size,INACTIVE
47,2014,ACS5YR,Households,Family Households,INACTIVE
48,2014,ACS5YR,Households,Households,INACTIVE
49,2014,ACS5YR,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)",INACTIVE
50,2014,ACS5YR,Households,"Households with Children, % of Total",INACTIVE
51,2014,ACS5YR,Households,Living in Group Quarters,INACTIVE
52,2014,ACS5YR,Households,Non-Family Households,INACTIVE
53,2014,ACS5YR,Households,"Single Person Households, % of Total",INACTIVE
54,2014,ACS5YR,Housing,Median Year Moved In Owner,INACTIVE
55,2014,ACS5YR,Housing,Median Year Moved In Renter,INACTIVE
56,2014,ACS5YR,Housing,Median Year Structure Built,INACTIVE
57,2014,ACS5YR,Housing,"Overcrowding, Renter Occupied Housing",INACTIVE
58,2014,ACS5YR,Housing,Owner Occupied,INACTIVE
59,2014,ACS5YR,Housing,Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,INACTIVE
60,2014,ACS5YR,Housing,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,INACTIVE
61,2014,ACS5YR,Housing,Renter Occupied,INACTIVE
62,2014,ACS5YR,Housing,Total Number of Units,INACTIVE
63,2014,ACS5YR,Housing,Total Vacant Units,INACTIVE
64,2014,ACS5YR,Housing,Vacancy Rate,INACTIVE
65,2014,ACS5YR,Housing Prices,Contract Rent 100 to 149,INACTIVE
66,2014,ACS5YR,Housing Prices,Contract Rent 1000 to 1249,INACTIVE
67,2014,ACS5YR,Housing Prices,Contract Rent 1250 to 1499,INACTIVE
68,2014,ACS5YR,Housing Prices,Contract Rent 150 to 199,INACTIVE
69,2014,ACS5YR,Housing Prices,Contract Rent 1500 to 1999,INACTIVE
70,2014,ACS5YR,Housing Prices,Contract Rent 200 to 249,INACTIVE
71,2014,ACS5YR,Housing Prices,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",INACTIVE
72,2014,ACS5YR,Housing Prices,Contract Rent 250 to 299,INACTIVE
73,2014,ACS5YR,Housing Prices,Contract Rent 2500 to 2999 (ACS2015-),INACTIVE
74,2014,ACS5YR,Housing Prices,Contract Rent 300 to 349,INACTIVE
75,2014,ACS5YR,Housing Prices,Contract Rent 3000 to 3499 (ACS2015-),INACTIVE
76,2014,ACS5YR,Housing Prices,Contract Rent 350 to 399,INACTIVE
77,2014,ACS5YR,Housing Prices,Contract Rent 3500 or more (ACS2015-),INACTIVE
78,2014,ACS5YR,Housing Prices,Contract Rent 400 to 449,INACTIVE
79,2014,ACS5YR,Housing Prices,Contract Rent 500 to 549,INACTIVE
80,2014,ACS5YR,Housing Prices,Contract Rent 550 to 599,INACTIVE
81,2014,ACS5YR,Housing Prices,Contract Rent 600 to 649,INACTIVE
82,2014,ACS5YR,Housing Prices,Contract Rent 650 to 699,INACTIVE
83,2014,ACS5YR,Housing Prices,Contract Rent 700 to 749,INACTIVE
84,2014,ACS5YR,Housing Prices,Contract Rent 750 to 749,INACTIVE
85,2014,ACS5YR,Housing Prices,Contract Rent 750 to 799,INACTIVE
86,2014,ACS5YR,Housing Prices,Contract Rent 800 to 899,INACTIVE
87,2014,ACS5YR,Housing Prices,Contract Rent 900 to 999,INACTIVE
88,2014,ACS5YR,Housing Prices,Contract Rent Less than 100,INACTIVE
89,2014,ACS5YR,Housing Prices,Contract Rent Total,INACTIVE
90,2014,ACS5YR,Housing Prices,Contract Rent Total No cash Rent (ACS2015-),INACTIVE
91,2014,ACS5YR,Housing Prices,"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",INACTIVE
92,2014,ACS5YR,Housing Prices,Contract Rent Total With cash Rent,INACTIVE
93,2014,ACS5YR,Housing Prices,Extremely Rent Burdened,INACTIVE
94,2014,ACS5YR,Housing Prices,Home Value 10000 to 14999 ,INACTIVE
95,2014,ACS5YR,Housing Prices,Home Value 100000 to 124999,INACTIVE
96,2014,ACS5YR,Housing Prices,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",INACTIVE
97,2014,ACS5YR,Housing Prices,Home Value 125000 to 149999,INACTIVE
98,2014,ACS5YR,Housing Prices,Home Value 15000 to 19999 ,INACTIVE
99,2014,ACS5YR,Housing Prices,Home Value 150000 to 174999,INACTIVE
100,2014,ACS5YR,Housing Prices,Home Value 1500000 to 1999999 (ACS2015-),INACTIVE
101,2014,ACS5YR,Housing Prices,Home Value 175000 to 199999,INACTIVE
102,2014,ACS5YR,Housing Prices,Home Value 20000 to 24999 ,INACTIVE
103,2014,ACS5YR,Housing Prices,Home Value 200000 to 249999,INACTIVE
104,2014,ACS5YR,Housing Prices,Home Value 2000000 or more (ACS2015-),INACTIVE
105,2014,ACS5YR,Housing Prices,Home Value 25000 to 29999 ,INACTIVE
106,2014,ACS5YR,Housing Prices,Home Value 250000 to 299999,INACTIVE
107,2014,ACS5YR,Housing Prices,Home Value 30000 to 34999 ,INACTIVE
108,2014,ACS5YR,Housing Prices,Home Value 300000 to 399999,INACTIVE
109,2014,ACS5YR,Housing Prices,Home Value 35000 to 39999 ,INACTIVE
110,2014,ACS5YR,Housing Prices,Home Value 40000 to 49999 ,INACTIVE
111,2014,ACS5YR,Housing Prices,Home Value 400000 to 499999,INACTIVE
112,2014,ACS5YR,Housing Prices,Home Value 50000 to 59999 ,INACTIVE
113,2014,ACS5YR,Housing Prices,Home Value 500000 to 749999,INACTIVE
114,2014,ACS5YR,Housing Prices,Home Value 60000 to 69999 ,INACTIVE
115,2014,ACS5YR,Housing Prices,Home Value 70000 to 79999 ,INACTIVE
116,2014,ACS5YR,Housing Prices,Home Value 750000 to 999999,INACTIVE
117,2014,ACS5YR,Housing Prices,Home Value 80000 to 89999 ,INACTIVE
118,2014,ACS5YR,Housing Prices,Home Value 90000 to 99999 ,INACTIVE
119,2014,ACS5YR,Housing Prices,Home Value Less than 10000,INACTIVE
120,2014,ACS5YR,Housing Prices,Home Value Total,INACTIVE
121,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage,INACTIVE
122,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 0 to 30%,INACTIVE
123,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 30-50%,INACTIVE
124,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage 50%+,INACTIVE
125,2014,ACS5YR,Housing Prices,Housing Units with a Mortgage Not Computed,INACTIVE
126,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage,INACTIVE
127,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 0 to 30%,INACTIVE
128,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 30-50%,INACTIVE
129,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage 50%+,INACTIVE
130,2014,ACS5YR,Housing Prices,Housing Units without a Mortgage Not Computed,INACTIVE
131,2014,ACS5YR,Housing Prices,Median Contract Rent,INACTIVE
132,2014,ACS5YR,Housing Prices,Median Home Value,INACTIVE
133,2014,ACS5YR,Housing Prices,Median Rent,INACTIVE
134,2014,ACS5YR,Housing Prices,Median Rent as % of Household Income,INACTIVE
135,2014,ACS5YR,Housing Prices,Rent 100 to 149,INACTIVE
136,2014,ACS5YR,Housing Prices,Rent 1000 to 1249,INACTIVE
137,2014,ACS5YR,Housing Prices,Rent 1250 to 1499,INACTIVE
138,2014,ACS5YR,Housing Prices,Rent 150 to 199,INACTIVE
139,2014,ACS5YR,Housing Prices,Rent 1500 to 1999,INACTIVE
140,2014,ACS5YR,Housing Prices,Rent 200 to 249,INACTIVE
141,2014,ACS5YR,Housing Prices,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",INACTIVE
142,2014,ACS5YR,Housing Prices,Rent 250 to 299,INACTIVE
143,2014,ACS5YR,Housing Prices,Rent 2500 to 2999 (ACS2015-),INACTIVE
144,2014,ACS5YR,Housing Prices,Rent 300 to 349,INACTIVE
145,2014,ACS5YR,Housing Prices,Rent 3000 to 3499 (ACS2015-),INACTIVE
146,2014,ACS5YR,Housing Prices,Rent 350 to 399,INACTIVE
147,2014,ACS5YR,Housing Prices,Rent 3500 or more (ACS2015-),INACTIVE
148,2014,ACS5YR,Housing Prices,Rent 400 to 449,INACTIVE
149,2014,ACS5YR,Housing Prices,Rent 450 to 499,INACTIVE
150,2014,ACS5YR,Housing Prices,Rent 500 to 549,INACTIVE
151,2014,ACS5YR,Housing Prices,Rent 550 to 599,INACTIVE
152,2014,ACS5YR,Housing Prices,Rent 600 to 649,INACTIVE
153,2014,ACS5YR,Housing Prices,Rent 650 to 699,INACTIVE
154,2014,ACS5YR,Housing Prices,Rent 700 to 749,INACTIVE
155,2014,ACS5YR,Housing Prices,Rent 750 to 799,INACTIVE
156,2014,ACS5YR,Housing Prices,Rent 800 to 899,INACTIVE
157,2014,ACS5YR,Housing Prices,Rent 900 to 999,INACTIVE
158,2014,ACS5YR,Housing Prices,Rent Burdened,INACTIVE
159,2014,ACS5YR,Housing Prices,Rent Less than 100,INACTIVE
160,2014,ACS5YR,Housing Prices,Rent Total,INACTIVE
161,2014,ACS5YR,Housing Prices,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",INACTIVE
162,2014,ACS5YR,Housing Prices,Rent Total No cash rent (ACS2015-),INACTIVE
163,2014,ACS5YR,Housing Prices,Rent Total With cash rent,INACTIVE
164,2014,ACS5YR,Housing Type,10-19 Units,INACTIVE
165,2014,ACS5YR,Housing Type,2-4 Units,INACTIVE
166,2014,ACS5YR,Housing Type,20 Units or More,INACTIVE
167,2014,ACS5YR,Housing Type,5-9 Units,INACTIVE
168,2014,ACS5YR,Housing Type,Other Type,INACTIVE
169,2014,ACS5YR,Housing Type,Single Family Housing,INACTIVE
170,2014,ACS5YR,Income,Household Income 10000 to 14999,INACTIVE
171,2014,ACS5YR,Income,Household Income 100000 to 124999,INACTIVE
172,2014,ACS5YR,Income,Household Income 125000 to 149999,INACTIVE
173,2014,ACS5YR,Income,Household Income 15000 to 19999,INACTIVE
174,2014,ACS5YR,Income,Household Income 150000 to 199999,INACTIVE
175,2014,ACS5YR,Income,Household Income 20000 to 24999,INACTIVE
176,2014,ACS5YR,Income,Household Income 25000 to 29999,INACTIVE
177,2014,ACS5YR,Income,Household Income 30000 to 34999,INACTIVE
178,2014,ACS5YR,Income,Household Income 35000 to 39999,INACTIVE
179,2014,ACS5YR,Income,Household Income 40000 to 44999,INACTIVE
180,2014,ACS5YR,Income,Household Income 45000 to 49999,INACTIVE
181,2014,ACS5YR,Income,Household Income 50000 to 59999,INACTIVE
182,2014,ACS5YR,Income,Household Income 60000 to 74999,INACTIVE
183,2014,ACS5YR,Income,Household Income 75000 to 99999,INACTIVE
184,2014,ACS5YR,Income,Household Income Greater than 200000,INACTIVE
185,2014,ACS5YR,Income,Household Income Less than 10000,INACTIVE
186,2014,ACS5YR,Income,Households Total for Income,INACTIVE
187,2014,ACS5YR,Income,Median Family Income,INACTIVE
188,2014,ACS5YR,Income,Median Household Income,INACTIVE
189,2014,ACS5YR,Income,Percent in Poverty,INACTIVE
190,2014,ACS5YR,Journey to Work,Journey to Work by Bike,INACTIVE
191,2014,ACS5YR,Journey to Work,Journey to Work by Car,INACTIVE
192,2014,ACS5YR,Journey to Work,Journey to Work by Carpooled,INACTIVE
193,2014,ACS5YR,Journey to Work,Journey to Work by Drove Alone,INACTIVE
194,2014,ACS5YR,Journey to Work,Journey to Work by Other Journey Type,INACTIVE
195,2014,ACS5YR,Journey to Work,Journey to Work by Transit,INACTIVE
196,2014,ACS5YR,Journey to Work,Journey to Work by Walk,INACTIVE
197,2014,ACS5YR,Journey to Work,Journey to Work by Worked at Home,INACTIVE
198,2014,ACS5YR,Journey to Work,Total Workers 16 Years and Older,INACTIVE
199,2014,ACS5YR,Journey to Work,"Total Workers 16 Years and Older, alternate",INACTIVE
200,2014,ACS5YR,Language Spoken at Home,Asian/Pacific Islander,INACTIVE
201,2014,ACS5YR,Language Spoken at Home,"Asian/Pacific Islander, alternate",INACTIVE
202,2014,ACS5YR,Language Spoken at Home,English Only,INACTIVE
203,2014,ACS5YR,Language Spoken at Home,"English Only, alternate",INACTIVE
204,2014,ACS5YR,Language Spoken at Home,Other European Languages,INACTIVE
205,2014,ACS5YR,Language Spoken at Home,"Other European Languages, alternate",INACTIVE
206,2014,ACS5YR,Language Spoken at Home,Other Languages,INACTIVE
207,2014,ACS5YR,Language Spoken at Home,"Other Languages, alternate",INACTIVE
208,2014,ACS5YR,Language Spoken at Home,Spanish Only,INACTIVE
