Category,Attribute,San Francisco,Bayview - District 10,Bayview Hunters Point,Bernal Heights,Castro/Upper Market,Chinatown,Excelsior,Farallon Islands,Financial District/South Beach,Glen Park,Golden Gate Park,Haight Ashbury,Hayes Valley,Inner Richmond,Inner Sunset,Japantown,Lakeshore,Lincoln Park,Lone Mountain/USF,Marina,McLaren Park,Mission,Mission Bay,Nob Hill,Noe Valley,North Beach,Ocean Beach,Oceanview/Merced/Ingleside,Outer Mission,Outer Richmond,Pacific Heights,Portola,Potrero Hill,Presidio,Presidio Heights,Russian Hill,Seacliff,South of Market,Sunset/Parkside,Tenderloin,Treasure Island,Twin Peaks,Visitacion Valley,West of Twin Peaks,Western Addition,Western Addition/Fillmore Community Boundary,Western Addition/Fillmore Community Boundary Subarea
Age,0-2 Years,0.5284299122869234,0.5022647206844489,0.4839527027027027,0.5779294653014789,0.7375,0.4855072463768116,0.4556910569105691,,0.8094688221709007,0.5951035781544256,,0.5531135531135531,0.6389830508474577,0.4329044117647059,0.5499334221038615,0.49829351535836175,0.3022222222222222,,0.5535211267605634,0.5825545171339563,,0.5665612925886898,0.5674300254452926,0.30597014925373134,0.5895465026902382,0.6479289940828402,,0.42712842712842713,0.5194202898550725,0.5076206604572396,0.6830092983939138,0.4093789607097592,0.6063947078280044,0.48467966573816157,0.7053701015965167,0.7097902097902098,0.3423076923076923,0.519327731092437,0.48019680196801967,0.4943289224952741,0.38461538461538464,0.6386554621848739,0.47412982126058323,0.47889908256880737,0.49676025917926564,0.5649606299212598,0.49676025917926564
Age,0-4 Years,0.044841592798870414,0.06798745914215196,0.08180309584047445,0.05861354214647628,0.026649810366624525,0.017175444481717546,0.0524634226741385,,0.053818904977937974,0.05433818872704243,,0.0384419983065199,0.024624725923427224,0.04597227940167421,0.04756405629736557,0.029764412947711167,0.022973690196375768,,0.03876217324449001,0.04509729752448199,,0.04517081919364197,0.036752783482866716,0.015339324449953517,0.055601929141161195,0.025379487591358125,,0.04013605442176871,0.06454807733712269,0.04651525272767758,0.04704064552126701,0.038153556288271315,0.06504001255295778,0.11446196024674435,0.06389620524826846,0.041796400865481025,0.08377389182594551,0.03101646344889588,0.04424563559105104,0.03327582902050987,0.01846269781461944,0.024816694867456288,0.05617258824213526,0.050004123484619405,0.019248574630865944,0.026236416973102507,0.019248574630865944
Age,18-34 Years,0.3032975760903671,0.2556200386898806,0.2510133572730488,0.27360663288807,0.2636156763590392,0.2161019792016102,0.23736592540000506,,0.3552917780125536,0.17669411019632678,,0.44058707310189105,0.43149491201439255,0.31727734321394263,0.34507398051245036,0.3576326374257805,0.5274092046402304,,0.4487442337262942,0.39230025637792626,,0.35593339546006014,0.5024321694951898,0.4097458940192129,0.2725375626043406,0.3764356276604289,,0.2660580021482277,0.2559962106532317,0.25105767089735026,0.36117429932615136,0.20536975977390484,0.3055076102306606,0.36360520904729265,0.2630962832894352,0.40577339173571164,0.06832045546970313,0.28482328482328484,0.24241028003890852,0.3100632547441058,0.5222305953278071,0.1529892836999436,0.23381985229981975,0.171674409654452,0.34632815164952974,0.38243192992604225,0.34632815164952974
Age,3-5 Years,0.47157008771307657,0.49773527931555106,0.5160472972972973,0.42207053469852107,0.2625,0.5144927536231884,0.5443089430894309,,0.1905311778290993,0.4048964218455744,,0.4468864468864469,0.3610169491525424,0.5670955882352942,0.45006657789613846,0.5017064846416383,0.6977777777777778,,0.44647887323943664,0.4174454828660436,,0.43343870741131013,0.43256997455470736,0.6940298507462687,0.4104534973097617,0.3520710059171598,,0.5728715728715729,0.48057971014492756,0.49237933954276036,0.3169907016060862,0.5906210392902408,0.3936052921719956,0.5153203342618384,0.2946298984034833,0.2902097902097902,0.6576923076923077,0.48067226890756304,0.5198031980319803,0.505671077504726,0.6153846153846154,0.36134453781512604,0.5258701787394168,0.5211009174311927,0.5032397408207343,0.43503937007874016,0.5032397408207343
Age,35-59 Years,0.3645669909005334,0.3610032686278434,0.3384205228651487,0.4027713803162905,0.5035145385587864,0.32767527675276753,0.37893348885564315,,0.39450624572742526,0.4306523115896137,,0.3683883714366356,0.38320121437004556,0.3441745574310416,0.3328762179718513,0.2880291131967056,0.23011600576237773,,0.3140056381342901,0.34312612953389654,,0.39211928331545726,0.34061182574856774,0.326967771924388,0.4271470970135411,0.3011003132278532,,0.3668456856426781,0.3519786418636696,0.37915831663326655,0.330314605777072,0.37413363838234304,0.43158638004079714,0.34818368745716244,0.34913666959321044,0.31331468679085966,0.4013826758845059,0.38467157386076306,0.36421696615983207,0.3659574468085106,0.2920120572720422,0.47320924985899604,0.3496540094202477,0.39041152376501637,0.3019346035768237,0.32489773994959303,0.3019346035768237
Age,5-17 Years,0.08930444971760276,0.1461677006203722,0.17484153540629505,0.12156456318132965,0.04075853350189634,0.09372693726937269,0.12402058980145549,,0.04393760487228886,0.09968334388853704,,0.051425345752187414,0.05217293528981841,0.07744384977814373,0.07672320461927103,0.06519823788546256,0.05860944726666161,,0.056381342901076374,0.0583785146891943,,0.0783851739841401,0.04777861852772673,0.04361636194607995,0.07642366907809311,0.04875110432896956,,0.12706766917293233,0.10730741075657753,0.09844132709864173,0.0453238336409288,0.153960029607698,0.0746900988545426,0.1247429746401645,0.094332260267291,0.03525251992189561,0.1947946319642131,0.05107602404899702,0.11191317257973686,0.04473835537665325,0.12207987942727958,0.07600112803158489,0.14752573123219165,0.13129175028177145,0.0679791433166025,0.055365037392058836,0.0679791433166025
Age,60 and older,0.1979893904926263,0.16922153291975184,0.15392148861503305,0.14344388146783357,0.1654614412136536,0.34532036229453206,0.20721657326875775,,0.15244546640979428,0.23863204559848006,,0.10115721140276601,0.1085062124023163,0.21513197017519783,0.1977625405990617,0.25937559854434017,0.16089165213435438,,0.1421066119938493,0.1610978018745009,,0.12839132804670053,0.07242460274564912,0.20433064766036566,0.16828974216286402,0.24833346719139024,,0.19989258861439313,0.22016965938939845,0.2248274326430639,0.21614661573458088,0.2283830159477828,0.1231758983210419,0.049006168608636054,0.22953858160179494,0.20386300068605204,0.2517283448556324,0.24841265381805921,0.23721394563047152,0.24596511405022042,0.0452147701582517,0.27298364354201915,0.21282781880560564,0.2566181928141408,0.26450952682617807,0.2110688757592034,0.26450952682617807
Age,Under 18 Years,108795.0,16039.0,9426.0,4694.0,1333.0,1653.0,6959.0,0.0,1494.0,1216.0,0.0,1589.0,1352.0,2697.0,3435.0,2468.0,975.0,0.0,1411.0,2447.0,0.0,6992.0,782.0,1515.0,2843.0,922.0,0.0,4647.0,3985.0,6501.0,2151.0,2852.0,1781.0,698.0,1602.0,1460.0,685.0,1377.0,12162.0,2024.0,359.0,639.0,3503.0,6593.0,1779.0,3925.0,1779.0
Age,Under 6 Years,42297.0,5961.0,3552.0,1758.0,560.0,276.0,2460.0,0.0,866.0,531.0,0.0,819.0,590.0,1088.0,1502.0,879.0,450.0,0.0,710.0,1284.0,0.0,2847.0,393.0,536.0,1301.0,338.0,0.0,1386.0,1725.0,2362.0,1183.0,789.0,907.0,359.0,689.0,858.0,260.0,595.0,4065.0,1058.0,65.0,238.0,1063.0,2180.0,463.0,1524.0,463.0
Educational Attainment,College Degree or higher,0.5241250965981674,0.32290130432284386,0.21286836105716456,0.5217840715282444,0.7506042380979147,0.19155650319829423,0.24037202893558388,,0.7374664279319606,0.6673431158289104,,0.7746973032471106,0.6416257790743933,0.5459512307338394,0.6880377082189273,0.5727738927738928,0.5290377278507842,,0.6628686942938528,0.8062087509166463,,0.5147961784851374,0.7783875604338168,0.5681326942956489,0.7507889990982868,0.5610473389621478,,0.29101197393017736,0.2797787193973635,0.5214212562585344,0.7885543667579,0.24283740211883925,0.7488133662426428,0.878500237304224,0.7476816074188563,0.6646539121591559,0.8233601841196778,0.38387139807897547,0.4379903131182209,0.2666982472761724,0.40425531914893614,0.6017670682730923,0.17756611956799048,0.6232561484251402,0.5571719348659003,0.610346101736667,0.5571719348659003
