neighborhood,Age,Age,Age,Age,Age,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Educational Attainment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Employment,Households,Households,Households,Households,Households,Households,Households,Households,Households,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Prices,Housing Type,Housing Type,Housing Type,Housing Type,Housing Type,Housing Type,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Income,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Journey to Work,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Language Spoken at Home,Nativity,Population,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Sex,Sex,Unit Size,Unit Size,Unit Size,Unit Size,Unit Size,Vehicles Available,Vehicles Available,Vehicles Available,Vehicles Available,Vehicles Available,Vehicles Available,Vehicles Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attribute,0-4 Years,18-34 Years,35-59 Years,5-17 Years,60 and older,College Degree or higher,"College Degree or higher by Race, American Indian and Alaska Native Alone","College Degree or higher by Race, Asian Alone","College Degree or higher by Race, Black or African American Alone","College Degree or higher by Race, Hispanic or Latino","College Degree or higher by Race, Native Hawaiian and Other Pacific Islander Alone","College Degree or higher by Race, Some Other Race Alone","College Degree or higher by Race, Two or More Races","College Degree or higher by Race, White Alone","College Degree or higher by Race, White Alone, Not Hispanic or Latino","College Degree or higher, alternate",High School or Less,"High School or Less by Race, American Indian and Alaska Native Alone","High School or Less by Race, Asian Alone","High School or Less by Race, Black or African American Alone","High School or Less by Race, Hispanic or Latino","High School or Less by Race, Native Hawaiian and Other Pacific Islander Alone","High School or Less by Race, Some Other Race Alone","High School or Less by Race, Two or More Races","High School or Less by Race, White Alone","High School or Less by Race, White Alone, Not Hispanic or Latino","High School or Less, alternate",Some College/Associate Degree,"Some College/Associate Degree by Race, American Indian and Alaska Native Alone","Some College/Associate Degree by Race, Asian Alone","Some College/Associate Degree by Race, Black or African American Alone","Some College/Associate Degree by Race, Hispanic or Latino","Some College/Associate Degree by Race, Native Hawaiian and Other Pacific Islander Alone","Some College/Associate Degree by Race, Some Other Race Alone","Some College/Associate Degree by Race, Two or More Races","Some College/Associate Degree by Race, White Alone","Some College/Associate Degree by Race, White Alone, Not Hispanic or Latino","Some College/Associate Degree, alternate",Employed Residents,"Employed Residents, alternate",Managerial Professional,"Managerial Professional, alternate",Natural Resources,"Natural Resources, alternate",Production Transport Materials,"Production Transport Materials, alternate",Sales and Office,"Sales and Office, alternate",Services,"Services, alternate",Unemployment Rate,"Unemployment Rate by Race, American Indian and Alaska Native Alone","Unemployment Rate by Race, Asian Alone","Unemployment Rate by Race, Black or African American Alone","Unemployment Rate by Race, Hispanic or Latino","Unemployment Rate by Race, Native Hawaiian and Other Pacific Islander Alone","Unemployment Rate by Race, Some Other Race Alone","Unemployment Rate by Race, Two or More Races","Unemployment Rate by Race, White Alone","Unemployment Rate by Race, White Alone, Not Hispanic or Latino","Unemployment Rate, alternate",Average Family Household Size,Average Household Size,Family Households,Households,"Households with 60 years and older, % of Total (DEC, 65 years and older)","Households with Children, % of Total",Living in Group Quarters,Non-Family Households,"Single Person Households, % of Total",Median Year Moved In Owner,Median Year Moved In Renter,Median Year Structure Built,"Overcrowding, Renter Occupied Housing",Owner Occupied,"Owner Occupied by Race, American Indian and Alaska Native Alone","Owner Occupied by Race, Asian Alone","Owner Occupied by Race, Black or African American Alone","Owner Occupied by Race, Hispanic or Latino","Owner Occupied by Race, Native Hawaiian and Other Pacific Islander Alone","Owner Occupied by Race, Some Other Race Alone","Owner Occupied by Race, Two or More Races","Owner Occupied by Race, White Alone","Owner Occupied by Race, White Alone, Not Hispanic or Latino",Post 1979 All and Pre 1979 Single Family Renter Occupied by Year Structure Built by Units in Structure,Pre 1980 MultiFamily Renter Occupied by Year Structure Built by Units in Structure,Renter Occupied,"Renter Occupied by Race, American Indian and Alaska Native Alone","Renter Occupied by Race, Asian Alone","Renter Occupied by Race, Black or African American Alone","Renter Occupied by Race, Hispanic or Latino","Renter Occupied by Race, Native Hawaiian and Other Pacific Islander Alone","Renter Occupied by Race, Some Other Race Alone","Renter Occupied by Race, Two or More Races","Renter Occupied by Race, White Alone","Renter Occupied by Race, White Alone, Not Hispanic or Latino",Total Number of Units,Total Vacant Units,Vacancy Rate,Contract Rent 100 to 149,Contract Rent 1000 to 1249,Contract Rent 1250 to 1499,Contract Rent 150 to 199,Contract Rent 1500 to 1999,Contract Rent 200 to 249,"Contract Rent 2000 to 2499 (Contract Rent 2000 or more, DEC2000 and ACS2009-2014)",Contract Rent 250 to 299,Contract Rent 2500 to 2999 (ACS2015-),Contract Rent 300 to 349,Contract Rent 3000 to 3499 (ACS2015-),Contract Rent 350 to 399,Contract Rent 3500 or more (ACS2015-),Contract Rent 400 to 449,Contract Rent 500 to 549,Contract Rent 550 to 599,Contract Rent 600 to 649,Contract Rent 650 to 699,Contract Rent 700 to 749,Contract Rent 750 to 749,Contract Rent 750 to 799,Contract Rent 800 to 899,Contract Rent 900 to 999,Contract Rent Less than 100,Contract Rent Total,Contract Rent Total No cash Rent (ACS2015-),"Contract Rent Total No cash Rent (No cash rent, DEC2000 and ACS2009-2014)",Contract Rent Total With cash Rent,Extremely Rent Burdened,Home Value 10000 to 14999 ,Home Value 100000 to 124999,"Home Value 1000000 to 1499999 (1000000 or more, DEC2000 and ACS2009-2014)",Home Value 125000 to 149999,Home Value 15000 to 19999 ,Home Value 150000 to 174999,Home Value 1500000 to 1999999 (ACS2015-),Home Value 175000 to 199999,Home Value 20000 to 24999 ,Home Value 200000 to 249999,Home Value 2000000 or more (ACS2015-),Home Value 25000 to 29999 ,Home Value 250000 to 299999,Home Value 30000 to 34999 ,Home Value 300000 to 399999,Home Value 35000 to 39999 ,Home Value 40000 to 49999 ,Home Value 400000 to 499999,Home Value 50000 to 59999 ,Home Value 500000 to 749999,Home Value 60000 to 69999 ,Home Value 70000 to 79999 ,Home Value 750000 to 999999,Home Value 80000 to 89999 ,Home Value 90000 to 99999 ,Home Value Less than 10000,Home Value Total,Housing Units with a Mortgage,Housing Units with a Mortgage 0 to 30%,Housing Units with a Mortgage 30-50%,Housing Units with a Mortgage 50%+,"Housing Units with a Mortgage 50%+ by Race, American Indian and Alaska Native Alone","Housing Units with a Mortgage 50%+ by Race, Asian Alone","Housing Units with a Mortgage 50%+ by Race, Black or African American Alone","Housing Units with a Mortgage 50%+ by Race, Hispanic or Latino","Housing Units with a Mortgage 50%+ by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units with a Mortgage 50%+ by Race, Some Other Race Alone","Housing Units with a Mortgage 50%+ by Race, Two or More Races","Housing Units with a Mortgage 50%+ by Race, White Alone","Housing Units with a Mortgage 50%+ by Race, White Alone, Not Hispanic or Latino",Housing Units with a Mortgage Not Computed,"Housing Units with a Mortgage by Race, American Indian and Alaska Native Alone","Housing Units with a Mortgage by Race, Asian Alone","Housing Units with a Mortgage by Race, Black or African American Alone","Housing Units with a Mortgage by Race, Hispanic or Latino","Housing Units with a Mortgage by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units with a Mortgage by Race, Some Other Race Alone","Housing Units with a Mortgage by Race, Two or More Races","Housing Units with a Mortgage by Race, White Alone","Housing Units with a Mortgage by Race, White Alone, Not Hispanic or Latino",Housing Units without a Mortgage,Housing Units without a Mortgage 0 to 30%,Housing Units without a Mortgage 30-50%,Housing Units without a Mortgage 50%+,"Housing Units without a Mortgage 50%+ by Race, American Indian and Alaska Native Alone","Housing Units without a Mortgage 50%+ by Race, Asian Alone","Housing Units without a Mortgage 50%+ by Race, Black or African American Alone","Housing Units without a Mortgage 50%+ by Race, Hispanic or Latino","Housing Units without a Mortgage 50%+ by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units without a Mortgage 50%+ by Race, Some Other Race Alone","Housing Units without a Mortgage 50%+ by Race, Two or More Races","Housing Units without a Mortgage 50%+ by Race, White Alone","Housing Units without a Mortgage 50%+ by Race, White Alone, Not Hispanic or Latino",Housing Units without a Mortgage Not Computed,"Housing Units without a Mortgage by Race, American Indian and Alaska Native Alone","Housing Units without a Mortgage by Race, Asian Alone","Housing Units without a Mortgage by Race, Black or African American Alone","Housing Units without a Mortgage by Race, Hispanic or Latino","Housing Units without a Mortgage by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units without a Mortgage by Race, Some Other Race Alone","Housing Units without a Mortgage by Race, Two or More Races","Housing Units without a Mortgage by Race, White Alone","Housing Units without a Mortgage by Race, White Alone, Not Hispanic or Latino",Median Contract Rent,Median Home Value,Median Rent,Median Rent as % of Household Income,Rent 100 to 149,Rent 1000 to 1249,Rent 1250 to 1499,Rent 150 to 199,Rent 1500 to 1999,Rent 200 to 249,"Rent 2000 to 2499  (Rent 2000 or more, DEC2000 and ACS2009-2014)",Rent 250 to 299,Rent 2500 to 2999 (ACS2015-),Rent 300 to 349,Rent 3000 to 3499 (ACS2015-),Rent 350 to 399,Rent 3500 or more (ACS2015-),Rent 400 to 449,Rent 450 to 499,Rent 500 to 549,Rent 550 to 599,Rent 600 to 649,Rent 650 to 699,Rent 700 to 749,Rent 750 to 799,Rent 800 to 899,Rent 900 to 999,Rent Burdened,Rent Less than 100,Rent Total,"Rent Total No cash rent  (No cash rent, DEC2000 and ACS2009-2014)",Rent Total No cash rent (ACS2015-),Rent Total With cash rent,10-19 Units,2-4 Units,20 Units or More,5-9 Units,Other Type,Single Family Housing,Household Income 10000 to 14999,"Household Income 10000 to 14999 by Race, American Indian and Alaska Native Alone","Household Income 10000 to 14999 by Race, Asian Alone","Household Income 10000 to 14999 by Race, Black or African American Alone","Household Income 10000 to 14999 by Race, Hispanic or Latino","Household Income 10000 to 14999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 10000 to 14999 by Race, Some Other Race Alone","Household Income 10000 to 14999 by Race, Two or More Races","Household Income 10000 to 14999 by Race, White Alone","Household Income 10000 to 14999 by Race, White Alone, Not Hispanic or Latino",Household Income 100000 to 124999,"Household Income 100000 to 124999 by Race, American Indian and Alaska Native Alone","Household Income 100000 to 124999 by Race, Asian Alone","Household Income 100000 to 124999 by Race, Black or African American Alone","Household Income 100000 to 124999 by Race, Hispanic or Latino","Household Income 100000 to 124999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 100000 to 124999 by Race, Some Other Race Alone","Household Income 100000 to 124999 by Race, Two or More Races","Household Income 100000 to 124999 by Race, White Alone","Household Income 100000 to 124999 by Race, White Alone, Not Hispanic or Latino",Household Income 125000 to 149999,"Household Income 125000 to 149999 by Race, American Indian and Alaska Native Alone","Household Income 125000 to 149999 by Race, Asian Alone","Household Income 125000 to 149999 by Race, Black or African American Alone","Household Income 125000 to 149999 by Race, Hispanic or Latino","Household Income 125000 to 149999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 125000 to 149999 by Race, Some Other Race Alone","Household Income 125000 to 149999 by Race, Two or More Races","Household Income 125000 to 149999 by Race, White Alone","Household Income 125000 to 149999 by Race, White Alone, Not Hispanic or Latino",Household Income 15000 to 19999,"Household Income 15000 to 19999 by Race, American Indian and Alaska Native Alone","Household Income 15000 to 19999 by Race, Asian Alone","Household Income 15000 to 19999 by Race, Black or African American Alone","Household Income 15000 to 19999 by Race, Hispanic or Latino","Household Income 15000 to 19999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 15000 to 19999 by Race, Some Other Race Alone","Household Income 15000 to 19999 by Race, Two or More Races","Household Income 15000 to 19999 by Race, White Alone","Household Income 15000 to 19999 by Race, White Alone, Not Hispanic or Latino",Household Income 150000 to 199999,"Household Income 150000 to 199999 by Race, American Indian and Alaska Native Alone","Household Income 150000 to 199999 by Race, Asian Alone","Household Income 150000 to 199999 by Race, Black or African American Alone","Household Income 150000 to 199999 by Race, Hispanic or Latino","Household Income 150000 to 199999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 150000 to 199999 by Race, Some Other Race Alone","Household Income 150000 to 199999 by Race, Two or More Races","Household Income 150000 to 199999 by Race, White Alone","Household Income 150000 to 199999 by Race, White Alone, Not Hispanic or Latino",Household Income 20000 to 24999,"Household Income 20000 to 24999 by Race, American Indian and Alaska Native Alone","Household Income 20000 to 24999 by Race, Asian Alone","Household Income 20000 to 24999 by Race, Black or African American Alone","Household Income 20000 to 24999 by Race, Hispanic or Latino","Household Income 20000 to 24999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 20000 to 24999 by Race, Some Other Race Alone","Household Income 20000 to 24999 by Race, Two or More Races","Household Income 20000 to 24999 by Race, White Alone","Household Income 20000 to 24999 by Race, White Alone, Not Hispanic or Latino",Household Income 25000 to 29999,"Household Income 25000 to 29999 by Race, American Indian and Alaska Native Alone","Household Income 25000 to 29999 by Race, Asian Alone","Household Income 25000 to 29999 by Race, Black or African American Alone","Household Income 25000 to 29999 by Race, Hispanic or Latino","Household Income 25000 to 29999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 25000 to 29999 by Race, Some Other Race Alone","Household Income 25000 to 29999 by Race, Two or More Races","Household Income 25000 to 29999 by Race, White Alone","Household Income 25000 to 29999 by Race, White Alone, Not Hispanic or Latino",Household Income 30000 to 34999,"Household Income 30000 to 34999 by Race, American Indian and Alaska Native Alone","Household Income 30000 to 34999 by Race, Asian Alone","Household Income 30000 to 34999 by Race, Black or African American Alone","Household Income 30000 to 34999 by Race, Hispanic or Latino","Household Income 30000 to 34999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 30000 to 34999 by Race, Some Other Race Alone","Household Income 30000 to 34999 by Race, Two or More Races","Household Income 30000 to 34999 by Race, White Alone","Household Income 30000 to 34999 by Race, White Alone, Not Hispanic or Latino",Household Income 35000 to 39999,"Household Income 35000 to 39999 by Race, American Indian and Alaska Native Alone","Household Income 35000 to 39999 by Race, Asian Alone","Household Income 35000 to 39999 by Race, Black or African American Alone","Household Income 35000 to 39999 by Race, Hispanic or Latino","Household Income 35000 to 39999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 35000 to 39999 by Race, Some Other Race Alone","Household Income 35000 to 39999 by Race, Two or More Races","Household Income 35000 to 39999 by Race, White Alone","Household Income 35000 to 39999 by Race, White Alone, Not Hispanic or Latino",Household Income 40000 to 44999,"Household Income 40000 to 44999 by Race, American Indian and Alaska Native Alone","Household Income 40000 to 44999 by Race, Asian Alone","Household Income 40000 to 44999 by Race, Black or African American Alone","Household Income 40000 to 44999 by Race, Hispanic or Latino","Household Income 40000 to 44999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 40000 to 44999 by Race, Some Other Race Alone","Household Income 40000 to 44999 by Race, Two or More Races","Household Income 40000 to 44999 by Race, White Alone","Household Income 40000 to 44999 by Race, White Alone, Not Hispanic or Latino",Household Income 45000 to 49999,"Household Income 45000 to 49999 by Race, American Indian and Alaska Native Alone","Household Income 45000 to 49999 by Race, Asian Alone","Household Income 45000 to 49999 by Race, Black or African American Alone","Household Income 45000 to 49999 by Race, Hispanic or Latino","Household Income 45000 to 49999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 45000 to 49999 by Race, Some Other Race Alone","Household Income 45000 to 49999 by Race, Two or More Races","Household Income 45000 to 49999 by Race, White Alone","Household Income 45000 to 49999 by Race, White Alone, Not Hispanic or Latino",Household Income 50000 to 59999,"Household Income 50000 to 59999 by Race, American Indian and Alaska Native Alone","Household Income 50000 to 59999 by Race, Asian Alone","Household Income 50000 to 59999 by Race, Black or African American Alone","Household Income 50000 to 59999 by Race, Hispanic or Latino","Household Income 50000 to 59999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 50000 to 59999 by Race, Some Other Race Alone","Household Income 50000 to 59999 by Race, Two or More Races","Household Income 50000 to 59999 by Race, White Alone","Household Income 50000 to 59999 by Race, White Alone, Not Hispanic or Latino",Household Income 60000 to 74999,"Household Income 60000 to 74999 by Race, American Indian and Alaska Native Alone","Household Income 60000 to 74999 by Race, Asian Alone","Household Income 60000 to 74999 by Race, Black or African American Alone","Household Income 60000 to 74999 by Race, Hispanic or Latino","Household Income 60000 to 74999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 60000 to 74999 by Race, Some Other Race Alone","Household Income 60000 to 74999 by Race, Two or More Races","Household Income 60000 to 74999 by Race, White Alone","Household Income 60000 to 74999 by Race, White Alone, Not Hispanic or Latino",Household Income 75000 to 99999,"Household Income 75000 to 99999 by Race, American Indian and Alaska Native Alone","Household Income 75000 to 99999 by Race, Asian Alone","Household Income 75000 to 99999 by Race, Black or African American Alone","Household Income 75000 to 99999 by Race, Hispanic or Latino","Household Income 75000 to 99999 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income 75000 to 99999 by Race, Some Other Race Alone","Household Income 75000 to 99999 by Race, Two or More Races","Household Income 75000 to 99999 by Race, White Alone","Household Income 75000 to 99999 by Race, White Alone, Not Hispanic or Latino",Household Income Greater than 200000,"Household Income Greater than 200000 by Race, American Indian and Alaska Native Alone","Household Income Greater than 200000 by Race, Asian Alone","Household Income Greater than 200000 by Race, Black or African American Alone","Household Income Greater than 200000 by Race, Hispanic or Latino","Household Income Greater than 200000 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income Greater than 200000 by Race, Some Other Race Alone","Household Income Greater than 200000 by Race, Two or More Races","Household Income Greater than 200000 by Race, White Alone","Household Income Greater than 200000 by Race, White Alone, Not Hispanic or Latino",Household Income Less than 10000,"Household Income Less than 10000 by Race, American Indian and Alaska Native Alone","Household Income Less than 10000 by Race, Asian Alone","Household Income Less than 10000 by Race, Black or African American Alone","Household Income Less than 10000 by Race, Hispanic or Latino","Household Income Less than 10000 by Race, Native Hawaiian and Other Pacific Islander Alone","Household Income Less than 10000 by Race, Some Other Race Alone","Household Income Less than 10000 by Race, Two or More Races","Household Income Less than 10000 by Race, White Alone","Household Income Less than 10000 by Race, White Alone, Not Hispanic or Latino",Households Total for Income,"Households Total for Income by Race, American Indian and Alaska Native Alone","Households Total for Income by Race, Asian Alone","Households Total for Income by Race, Black or African American Alone","Households Total for Income by Race, Hispanic or Latino","Households Total for Income by Race, Native Hawaiian and Other Pacific Islander Alone","Households Total for Income by Race, Some Other Race Alone","Households Total for Income by Race, Two or More Races","Households Total for Income by Race, White Alone","Households Total for Income by Race, White Alone, Not Hispanic or Latino",Median Family Income,Median Household Income,"Median Household Income by Race, American Indian and Alaska Native Alone","Median Household Income by Race, Asian Alone","Median Household Income by Race, Black or African American Alone","Median Household Income by Race, Hispanic or Latino","Median Household Income by Race, Native Hawaiian and Other Pacific Islander Alone","Median Household Income by Race, Some Other Race Alone","Median Household Income by Race, Two or More Races","Median Household Income by Race, White Alone","Median Household Income by Race, White Alone, Not Hispanic or Latino",Percent in Poverty,"Percent in Poverty by Race, American Indian and Alaska Native Alone","Percent in Poverty by Race, Asian Alone","Percent in Poverty by Race, Black or African American Alone","Percent in Poverty by Race, Hispanic or Latino","Percent in Poverty by Race, Native Hawaiian and Other Pacific Islander Alone","Percent in Poverty by Race, Some Other Race Alone","Percent in Poverty by Race, Two or More Races","Percent in Poverty by Race, White Alone","Percent in Poverty by Race, White Alone, Not Hispanic or Latino",Journey to Work by Bike,Journey to Work by Car,Journey to Work by Carpooled,Journey to Work by Drove Alone,Journey to Work by Other Journey Type,Journey to Work by Transit,Journey to Work by Walk,Journey to Work by Worked at Home,Total Workers 16 Years and Older,"Total Workers 16 Years and Older, alternate",Asian/Pacific Islander,"Asian/Pacific Islander, alternate",English Only,"English Only, alternate",Other European Languages,"Other European Languages, alternate",Other Languages,"Other Languages, alternate",Spanish Only,"Spanish Only, alternate",Foreign Born,Total Population,Asian,"Asian Alone, Not Hispanic or Latino",Black/African American,"Black/African American Alone, Not Hispanic or Latino",Latino Population (of Any Race),Native American Indian,"Native American Indian Alone, Not Hispanic or Latino",Native Hawaiian/Pacific Islander,"Native Hawaiian/Pacific Islander Alone, Not Hispanic or Latino",Other/Two or More Races,"Population, Not Hispanic or Latino",Some Other Race Alone,"Some Other Race Alone, Not Hispanic or Latino",Two Or More Races,"Two Or More Races, Not Hispanic or Latino","White Alone, Not Hispanic or Latino","White, Including Hispanic or Latino",Female,Male,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,No Bedroom,Households with no Vehicle,Percent of No Vehicle Homeowning Households,Percent of No Vehicle Renting Households,Vehicles Available,Vehicles Homeowners,Vehicles Per Capita,Vehicles Renters,"Housing Units with a Mortgage 30%+ by Race, American Indian and Alaska Native Alone","Housing Units with a Mortgage 30%+ by Race, Asian Alone","Housing Units with a Mortgage 30%+ by Race, Black or African American Alone","Housing Units with a Mortgage 30%+ by Race, Hispanic or Latino","Housing Units with a Mortgage 30%+ by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units with a Mortgage 30%+ by Race, Some Other Race Alone","Housing Units with a Mortgage 30%+ by Race, Two or More Races","Housing Units with a Mortgage 30%+ by Race, White Alone","Housing Units with a Mortgage 30%+ by Race, White Alone, Not Hispanic or Latino","Housing Units with a Mortgage Not Calculated by Race, American Indian and Alaska Native Alone","Housing Units with a Mortgage Not Calculated by Race, Asian Alone","Housing Units with a Mortgage Not Calculated by Race, Black or African American Alone","Housing Units with a Mortgage Not Calculated by Race, Hispanic or Latino","Housing Units with a Mortgage Not Calculated by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units with a Mortgage Not Calculated by Race, Some Other Race Alone","Housing Units with a Mortgage Not Calculated by Race, Two or More Races","Housing Units with a Mortgage Not Calculated by Race, White Alone","Housing Units with a Mortgage Not Calculated by Race, White Alone, Not Hispanic or Latino","Housing Units without a Mortgage 30%+ by Race, American Indian and Alaska Native Alone","Housing Units without a Mortgage 30%+ by Race, Asian Alone","Housing Units without a Mortgage 30%+ by Race, Black or African American Alone","Housing Units without a Mortgage 30%+ by Race, Hispanic or Latino","Housing Units without a Mortgage 30%+ by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units without a Mortgage 30%+ by Race, Some Other Race Alone","Housing Units without a Mortgage 30%+ by Race, Two or More Races","Housing Units without a Mortgage 30%+ by Race, White Alone","Housing Units without a Mortgage 30%+ by Race, White Alone, Not Hispanic or Latino","Housing Units without a Mortgage Not Calculated by Race, American Indian and Alaska Native Alone","Housing Units without a Mortgage Not Calculated by Race, Asian Alone","Housing Units without a Mortgage Not Calculated by Race, Black or African American Alone","Housing Units without a Mortgage Not Calculated by Race, Hispanic or Latino","Housing Units without a Mortgage Not Calculated by Race, Native Hawaiian and Other Pacific Islander Alone","Housing Units without a Mortgage Not Calculated by Race, Some Other Race Alone","Housing Units without a Mortgage Not Calculated by Race, Two or More Races","Housing Units without a Mortgage Not Calculated by Race, White Alone","Housing Units without a Mortgage Not Calculated by Race, White Alone, Not Hispanic or Latino"
