Category,Attribute,San Francisco,Bayview - District 10,Bayview Hunters Point,Bernal Heights,Castro/Upper Market,Chinatown,Excelsior,Farallon Islands,Financial District,Glen Park,Golden Gate Park,Haight Ashbury,Hayes Valley,Inner Richmond,Inner Sunset,Japantown,Lakeshore,Lincoln Park,Lone Mountain/USF,Marina,McLaren Park,Mission,Mission Bay,Nob Hill,Noe Valley,North Beach,Oceanview/Merced/Ingleside,Outer Mission,Outer Richmond,Pacific Heights,Portola,Potrero Hill,Presidio,Presidio Heights,Russian Hill,Seacliff,South of Market,Sunset/Parkside,Tenderloin,Treasure Island,Twin Peaks,Visitacion Valley,West of Twin Peaks,Western Addition,Western Addition/Fillmore Community Boundary,Western Addition/Fillmore Community Boundary Subarea
Age,0-2 Years,0.5452634434122194,0.5292246520874752,0.5275849470222872,0.48994188645507375,0.5432432432432432,0.5427728613569321,0.43398583923365264,,0.6732851985559567,0.5044117647058823,,0.6313229571984436,0.7485331098072087,0.43720190779014306,0.5724550898203593,0.6396807297605474,0.47129909365558914,,0.506631299734748,0.6650692225772098,,0.5705204608661104,0.7423795476892822,0.4924924924924925,0.674123788217748,0.20566037735849058,0.45724572457245727,0.41333333333333333,0.5961192957240388,0.658599827139153,0.4418960244648318,0.6073858114674441,0.6003787878787878,0.5863141524105754,0.5,0.5227272727272727,0.476010101010101,0.5061280072628235,0.5380281690140845,0.6781609195402298,0.5813953488372093,0.44906900328587074,0.48893572181243417,0.6162528216704289,0.6966981132075472,0.6162528216704289
Age,0-4 Years,0.04411320654305405,0.05276475403735953,0.06078395240477005,0.07285291214215202,0.026043711556079048,0.021974010804497006,0.04547152426725104,,0.04617136849483091,0.06254295532646048,,0.05019710906701708,0.056694330566943306,0.05297009234161804,0.05261845386533666,0.03271028037383177,0.018999926356874586,,0.040497524168828104,0.06781898931700876,,0.03912799466835035,0.06558807733619763,0.02314417297634845,0.05254963020630596,0.038468128855380396,0.033236994219653176,0.02950085058711257,0.05511097356088072,0.043565599497802886,0.03382398997807704,0.05825435747895818,0.11510281257385961,0.04897374701670645,0.020324741682752355,0.05437824870051979,0.03067435527791126,0.046127892228693866,0.03808085352529083,0.024803767660910518,0.01445336627547869,0.04021505376344086,0.04238073795459964,0.019737141297921687,0.0395734094459337,0.019737141297921687
Age,18-34 Years,0.29378724546402163,0.2507008012701248,0.22726195803827626,0.21765054294175715,0.2679404964446189,0.23061760840998685,0.2211569589361755,,0.42509199229017,0.19369988545246278,,0.4228646517739816,0.3676132386761324,0.3246198373684936,0.3417883861774136,0.3258592101296352,0.5125561528831284,,0.46380570620136763,0.4207178009842756,,0.33077273843347715,0.39084317937701396,0.3975880103036453,0.23485143376151552,0.29720699108978754,0.2505324003650745,0.213684079498776,0.24146697320718014,0.34379577317430426,0.19862198559348576,0.3554244814102989,0.3505081541006854,0.2565155131264916,0.401952991938231,0.11515393842463015,0.36849271183725774,0.21647846913519436,0.27337875184780513,0.46373626373626375,0.24891908585546635,0.20763440860215054,0.18162795009668106,0.3463095183955614,0.35037509883709717,0.3463095183955614
Age,3-5 Years,0.45473655658778056,0.47077534791252484,0.4724150529777128,0.5100581135449263,0.45675675675675675,0.45722713864306785,0.5660141607663474,,0.3267148014440433,0.49558823529411766,,0.36867704280155644,0.2514668901927913,0.5627980922098569,0.4275449101796407,0.3603192702394527,0.5287009063444109,,0.493368700265252,0.3349307774227902,,0.42947953913388953,0.2576204523107178,0.5075075075075075,0.32587621178225207,0.7943396226415095,0.5427542754275427,0.5866666666666667,0.4038807042759612,0.341400172860847,0.5581039755351682,0.39261418853255586,0.3996212121212121,0.41368584758942456,0.5,0.4772727272727273,0.523989898989899,0.4938719927371766,0.4619718309859155,0.3218390804597701,0.4186046511627907,0.5509309967141293,0.5110642781875658,0.3837471783295711,0.30330188679245285,0.3837471783295711
Age,35-59 Years,0.35337188948675735,0.3496812284488105,0.3321399426119462,0.4018163869693978,0.4598874492867426,0.29106438896189224,0.3618796224817591,,0.3664797616961626,0.3994272623138603,,0.3349277266754271,0.4084091590840916,0.3230578398493132,0.3163519771998575,0.30125113053964425,0.22637896752338169,,0.2718108936571563,0.2955627575721202,,0.39431407625662074,0.3589554242749731,0.3291702443212864,0.4315124778340037,0.3244516792323509,0.3292515972010952,0.386083564997303,0.34364223185073833,0.3305293994559531,0.38791105543376136,0.36417257604877723,0.35428976601276296,0.34797136038186155,0.30208924718973545,0.36105557776889247,0.3628063431042768,0.36085901808912807,0.39498039719776334,0.29073783359497646,0.3676343421865349,0.3772043010752688,0.3333245040129261,0.30105962071945064,0.3386689294737045,0.30105962071945064
Age,5-17 Years,0.09233924941604665,0.13487633648383815,0.15965988364440467,0.10590325765054294,0.07141299131876282,0.07387939845232881,0.1290435042458351,,0.02006308042754512,0.13298969072164948,,0.07080157687253613,0.03854614538546145,0.10203519088528507,0.0779123619522622,0.06854838709677419,0.05788349657559467,,0.06466635227540675,0.06545832833193294,,0.08525377950822548,0.09002416756176154,0.024197954882522833,0.09601660827818866,0.0841329677861549,0.12062671128688773,0.12040994149620347,0.09943407905208242,0.0734881774429797,0.13761352959599124,0.08350453973092982,0.13850153627983927,0.10863961813842482,0.02390144203474509,0.1995201919232307,0.06439211917347429,0.1112438276545703,0.0677100070698631,0.1368916797488226,0.07498455836936381,0.1382258064516129,0.13519455407517283,0.07108099504297603,0.05095172892600235,0.07108099504297603
Age,60 and older,0.21638840909012028,0.21197687975986704,0.22015426330060284,0.20177690029615006,0.17471535139379663,0.38246459337129507,0.24244839006897925,,0.1421937970912914,0.211340206185567,,0.12120893561103811,0.12873712628737127,0.19731703955529012,0.21132882080513002,0.2716309918601146,0.1841814566610207,,0.1592195236972412,0.1504421237946625,,0.15053141113332633,0.0945891514500537,0.22589961751619703,0.18506984991998615,0.25574023303632626,0.26635229692728934,0.25032156342060496,0.2603457423291184,0.20862105042896004,0.24202943939868463,0.13864404533103586,0.041597731032852754,0.23789976133651553,0.25173157715453615,0.2698920431827269,0.17363447060707993,0.2652907928924134,0.22584999035927758,0.08383045525902669,0.2940086473131563,0.23672043010752689,0.3074722538606203,0.2618127245440902,0.22043083331726226,0.2618127245440902
Age,Under 18 Years,117386.0,15101.0,8364.0,4527.0,2232.0,1313.0,7008.0,0.0,1512.0,1707.0,0.0,2297.0,1857.0,3374.0,3651.0,2687.0,942.0,0.0,1693.0,3323.0,0.0,7075.0,2318.0,1168.0,3428.0,1431.0,4034.0,3607.0,6986.0,2797.0,2733.0,2139.0,1073.0,1644.0,779.0,635.0,2361.0,12769.0,3285.0,419.0,684.0,3319.0,6694.0,1997.0,4646.0,1997.0
Age,Under 6 Years,44241.0,5030.0,2737.0,2237.0,740.0,339.0,2401.0,0.0,1108.0,680.0,0.0,1028.0,1193.0,1258.0,1670.0,877.0,331.0,0.0,754.0,1878.0,0.0,2517.0,1017.0,666.0,1341.0,530.0,1111.0,1125.0,2783.0,1157.0,654.0,1029.0,528.0,643.0,358.0,176.0,792.0,4406.0,1420.0,87.0,172.0,913.0,1898.0,443.0,2120.0,443.0
Educational Attainment,College Degree or higher,0.5954773065649281,0.38470094125068477,0.26506293289640276,0.5842493600361391,0.7995786939512489,0.22554419092578024,0.30500847789226554,,0.7947181998124805,0.7739630262544663,,0.8066563066563066,0.7079624729372144,0.7117332091723897,0.7438274316843863,0.6168448713301921,0.551693175987686,,0.7404861281610606,0.8670770746121645,,0.6050645972613341,0.7078438147892191,0.6507721484692496,0.7932651770657673,0.6279242875372182,0.38640651375235824,0.3526671203475894,0.6250427740390099,0.813867168167871,0.2886697914983029,0.7948122648306781,0.8554592720970537,0.8215152986886838,0.7409099562154959,0.8318485523385301,0.5472370766488414,0.5377429115069091,0.3635729779981407,0.4018388318009735,0.6607986260197509,0.2499819011076522,0.6860044992842048,0.6315932868352223,0.6676646706586826,0.6315932868352223
Educational Attainment,"College Degree or higher, alternate",0.5954773065649281,0.38470094125068477,0.26506293289640276,0.5842493600361391,0.7995786939512489,0.22554419092578024,0.30500847789226554,,0.7947181998124805,0.7739630262544663,,0.8066563066563066,0.7079624729372144,0.7117332091723897,0.7438274316843863,0.6168448713301921,0.551693175987686,,0.7404861281610606,0.8670770746121645,,0.6050645972613341,0.7078438147892191,0.6507721484692496,0.7932651770657673,0.6279242875372182,0.38640651375235824,0.3526671203475894,0.6250427740390099,0.813867168167871,0.2886697914983029,0.7948122648306781,0.8554592720970537,0.8215152986886838,0.7409099562154959,0.8318485523385301,0.5472370766488414,0.5377429115069091,0.3635729779981407,0.4018388318009735,0.6607986260197509,0.2499819011076522,0.6860044992842048,0.6315932868352223,0.6676646706586826,0.6315932868352223
Educational Attainment,High School or Less,0.22567376587726237,0.3809990205680705,0.4644000893721606,0.23410128996637053,0.07071922961179657,0.6596730483433867,0.42229685665840616,,0.10308365454734868,0.08140438092279012,,0.06228956228956229,0.13928313687755592,0.12047491560935863,0.12885510939284772,0.20922435665096048,0.19073884043099026,,0.12423275227105328,0.04969219404087663,,0.2440723145381457,0.1711299239806496,0.18608326560101146,0.07678119730185498,0.19257762654189706,0.3681858802502234,0.4072135266712035,0.1696133226873503,0.0650301890527566,0.42532729917569095,0.08213914018093027,0.08769497400346621,0.07017969888295289,0.1513420902341519,0.07126948775055679,0.25027701498289734,0.2552949249820643,0.39735048032228076,0.28069226608977826,0.15614713038500072,0.5052486787808587,0.13020655804758333,0.20237576285963382,0.1685560177355213,0.20237576285963382
Educational Attainment,"High School or Less, alternate",0.22567376587726237,0.3809990205680705,0.4644000893721606,0.23410128996637053,0.07071922961179657,0.6596730483433867,0.42229685665840616,,0.10308365454734868,0.08140438092279012,,0.06228956228956229,0.13928313687755592,0.12047491560935863,0.12885510939284772,0.20922435665096048,0.19073884043099026,,0.12423275227105328,0.04969219404087663,,0.2440723145381457,0.1711299239806496,0.18608326560101146,0.07678119730185498,0.19257762654189706,0.3681858802502234,0.4072135266712035,0.1696133226873503,0.0650301890527566,0.42532729917569095,0.08213914018093027,0.08769497400346621,0.07017969888295289,0.1513420902341519,0.07126948775055679,0.25027701498289734,0.2552949249820643,0.39735048032228076,0.28069226608977826,0.15614713038500072,0.5052486787808587,0.13020655804758333,0.20237576285963382,0.1685560177355213,0.20237576285963382
